"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"2215900","15646","ATI CAREER TRAINING CENTER","FL","Proprietary","559","1225868.48"
"2151100","14612","ATI COLLEGE OF HEALTH","FL","Proprietary","462","1183475.5900000001"
"1226300","12263","ATLANTIC TECHNICAL CENTER","FL","Public 2 Year","252","553645"
"2159600","13001","BAPTIST COLLEGE OF FLORIDA (THE)","FL","Private 4 Year","306","795231"
"146600","1466","BARRY UNIVERSITY","FL","Private 4 Year","2342","5893975.25"
"3373300","33733","BEACON COLLEGE","FL","Private 4 Year","14","44575"
"3801400","38014","BEAUTY INSTITUTE (THE)","FL","Proprietary","72","215613.81"
"2283800","16111","BEAUTY SCHOOLS OF AMERICA-","FL","Proprietary","1405","3193122.3100000001"
"3018500","14752","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","FL","Proprietary","136","229650.13"
"146700","1467","BETHUNE COOKMAN COLLEGE","FL","Private 4 Year","2125","6332322"
"2200100","15565","BRADENTON BEAUTY & BARBER ACADEMY","FL","Proprietary","119","204843.20999999999"
"3382300","33823","BRADFORD-UNION AREA VOCATIONAL-TECHNICAL CENTER","FL","Public 2 Year","70","131622.34"
"147000","1470","BREVARD COMMUNITY COLLEGE","FL","Public 2 Year","3497","7338000.0300000003"
"150000","1500","BROWARD COMMUNITY COLLEGE","FL","Public 2 Year","11028","24183552.73"
"3842500","38425","CAMBRIDGE INSTITUTE OF ALLIED HEALTH","FL","Proprietary","42","91082.470000000001"
"3906300","39063","CAREER INSTITUTE OF FLORIDA","FL","Proprietary","39","54713.629999999997"
"2245500","22455","CENTRAL FLORIDA  COLLEGE","FL","Proprietary","869","1971700.22"
"147100","1471","CENTRAL FLORIDA COMMUNITY COLLEGE","FL","Public 2 Year","2358","4513244.04"
"3425400","34254","CENTRAL FLORIDA INSTITUTE","FL","Proprietary","465","1104835.48"
"2297000","16165","CHARLOTTE TECHNICAL CENTER","FL","Public 2 Year","74","145423.73000000001"
"147200","1472","CHIPOLA COLLEGE","FL","Public 4 Year","707","1637335.8300000001"
"3079900","30799","CITY COLLEGE","FL","Private 2 Year","237","518625.31"
"2515400","16839","CITY COLLEGE","FL","Private 4 Year","1422","3300174.6499999999"
"147300","15025","CLEARWATER CHRISTIAN COLLEGE","FL","Private 4 Year","235","569417.70999999996"
"3071600","30716","COLLEGE OF BUSINESS & TECHNOLOGY","FL","Proprietary","231","606134.55000000005"
"3108600","31086","COM-PU-MED VOCATIONAL CAREERS -","FL","Proprietary","675","2236114.8599999999"
"2089600","14016","CONCORDE CAREER INSTITUTE","FL","Proprietary","791","1582040"
"2172700","15307","CONCORDE CAREER INSTITUTE","FL","Proprietary","1035","1919189"
"2275100","16050","CONCORDE CAREER INSTITUTE","FL","Proprietary","862","1750558"
"3032700","30327","COOPER CAREER INSTITUTE","FL","Proprietary","39","24522"
"3178400","31784","CORAL RIDGE TRAINING SCHOOL","FL","Proprietary","13","41566"
"559400","5594","D. G. ERWIN TECHNICAL CENTER","FL","Public 2 Year","697","987961.56999999995"
"3832300","38323","DADE MEDICAL INSTITUTE","FL","Proprietary","214","388201.51000000001"
"2612700","26127","DARLYNE MCGEE'S ACADEMY OF COSMETOLOGY","FL","Proprietary","66","136631.89000000001"
"147500","1475","DAYTONA BEACH COMMUNITY COLLEGE","FL","Public 2 Year","4388","9291850"
"3939600","39396","DAYTONA INSTITUTE OF MASSAGE THERAPY","FL","Proprietary","8","7131"
"148700","1487","ECKERD COLLEGE","FL","Private 4 Year","512","1203668"
"147700","1477","EDISON COLLEGE","FL","Public 2 Year","2547","5574997.25"
"2586200","25862","EDUTECH CENTERS","FL","Proprietary","467","999974"
"147800","1478","EDWARD WATERS COLLEGE","FL","Private 4 Year","950","2769205"
"147900","1479","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY","FL","Private 4 Year","2300","4868797.1200000001"
"3570400","35704","ENGLISH CENTER  (THE)","FL","Public 2 Year","71","96720.960000000006"
"3108500","31085","EVERGLADES UNIVERSITY","FL","Private 4 Year","270","662009"
"2148200","15111","FASHION FOCUS HAIR ACADEMY","FL","Proprietary","36","58287.599999999999"
"1254400","12544","FIRST COAST TECHNICAL INSTITUTE","FL","Public 2 Year","281","397697.63"
"789300","7893","FLAGLER COLLEGE","FL","Private 4 Year","559","1363070"
"148000","1480","FLORIDA AGRICULTURAL & MECHANICAL UNIV","FL","Public 4 Year","6187","18568643.460000001"
"148100","1481","FLORIDA ATLANTIC UNIVERSITY","FL","Public 4 Year","5873","14518639.890000001"
"3611400","36114","FLORIDA BARBER ACADEMY","FL","Proprietary","108","222045"
"2305800","16302","FLORIDA CAREER COLLEGE","FL","Proprietary","3462","7231615.0499999998"
"3096300","30963","FLORIDA CAREER INSTITUTE","FL","Proprietary","257","477802.56"
"2156700","15192","FLORIDA CHRISTIAN COLLEGE","FL","Private 4 Year","134","304956.73999999999"
"148200","1482","FLORIDA COLLEGE","FL","Private 4 Year","122","286403"
"3008600","30086","FLORIDA COLLEGE OF NATURAL HEALTH","FL","Proprietary","558","1220950.75"
"148400","1484","FLORIDA COMMUNITY COLLEGE AT JACKSONVILLE","FL","Public 2 Year","7873","16575294.68"
"3627600","36276","FLORIDA EDUCATION INSTITUTE","FL","Proprietary","217","572753.79000000004"
"3255300","32553","FLORIDA GULF COAST UNIVERSITY","FL","Public 4 Year","1129","2524269.7000000002"
"3115500","31155","FLORIDA HOSPITAL COLLEGE OF HEALTH SCIENCES","FL","Private 4 Year","482","1144732"
"3618300","36183","FLORIDA INSTITUTE OF ANIMAL ARTS","FL","Proprietary","69","165579.39999999999"
"146900","1469","FLORIDA INSTITUTE OF TECHNOLOGY","FL","Private 4 Year","508","1315763.5"
"2329900","16483","FLORIDA INSTITUTE OF ULTRASOUND","FL","Proprietary","53","120701.5"
"963500","9635","FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CAMPUS","FL","Public 4 Year","10340","23355570.059999999"
"148500","1485","FLORIDA KEYS COMMUNITY COLLEGE","FL","Public 2 Year","362","701856"
"148600","1486","FLORIDA MEMORIAL UNIVERSITY","FL","Private 4 Year","1792","5313119"
"153400","1534","FLORIDA METROPOLITAN UNIVERSITY","FL","Proprietary","4869","8334987"
"814600","8146","FLORIDA METROPOLITAN UNIVERSITY","FL","Proprietary","3072","5673103"
"2599800","25998","FLORIDA METROPOLITAN UNIVERSITY","FL","Proprietary","3095","5456111"
"149900","7735","FLORIDA METROPOLITAN UNIVERSITY - ORLANDO NORTH","FL","Proprietary","5541","10376101"
"2547600","17069","FLORIDA NATIONAL COLLEGE","FL","Proprietary","2645","6397916.3700000001"
"148800","1488","FLORIDA SOUTHERN COLLEGE","FL","Private 4 Year","668","1734932"
"148900","1489","FLORIDA STATE UNIVERSITY","FL","Public 4 Year","7872","18721272.699999999"
"2218700","15670","FLORIDA TECHNICAL COLLEGE","FL","Proprietary","1058","2368750"
"2598200","25982","FLORIDA TECHNICAL COLLEGE OF JACKSONVILLE","FL","Proprietary","253","514183"
"2338400","16573","FT PIERCE BEAUTY ACADEMY","FL","Proprietary","324","455381.52000000002"
"2362100","16812","FULL SAIL REAL WORLD EDUCATION","FL","Proprietary","2011","4935840.46"
"3866300","38663","GALIANO CAREER ACADEMY","FL","Proprietary","53","88857.490000000005"
"2307400","16280","GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER","FL","Public 2 Year","233","298901.89000000001"
"3079800","30798","GEORGE T BAKER AVIATION SCHOOL","FL","Public 2 Year","111","250966.67999999999"
"2305700","16301","GULF COAST COLLEGE","FL","Proprietary","214","469843.59000000003"
"149000","1490","GULF COAST COMMUNITY COLLEGE","FL","Public 2 Year","2327","4466822.4699999997"
"2601600","15158","HENRY W. BREWSTER TECHNICAL CENTER","FL","Public 2 Year","168","220100.76999999999"
"2597100","25971","HERITAGE INSTITUTE","FL","Proprietary","193","422189"
"3035800","30358","HERITAGE INSTITUTE","FL","Proprietary","275","600049"
"787000","7870","HILLSBOROUGH COMMUNITY COLLEGE","FL","Public 2 Year","6896","14949562.73"
"2188900","15463","HOBE SOUND BIBLE COLLEGE","FL","Private 4 Year","70","192288.79000000001"
"3564300","35643","HOPE CAREER INSTITUTE","FL","Proprietary","130","246311.07999999999"
"2279600","16092","HUMANITIES CENTER INSTITUTE OF ALLIED HEALTH SCHOOL OF MASSAGE","FL","Proprietary","81","148165"
"149300","1493","INDIAN RIVER COMMUNITY COLLEGE","FL","Public 2 Year","2581","5340774.8499999996"
"2257900","15962","INTERNATIONAL ACADEMY","FL","Proprietary","239","425026.19"
"3031400","30314","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","FL","Proprietary","2921","6644227"
"3037500","30375","INTERNATIONAL COLLEGE","FL","Private 4 Year","982","2090529"
"3411400","34114","INTERNATIONAL TRAINING CAREERS","FL","Private 2 Year","431","1270525"
"3627400","36274","JACKSONVILLE BEAUTY INSTITUTE","FL","Proprietary","186","467399.88"
"149500","1495","JACKSONVILLE UNIVERSITY","FL","Private 4 Year","714","1730261.99"
"149700","1497","JONES COLLEGE","FL","Private 4 Year","682","1620677"
"3123900","31239","KEISER CAREER COLLEGE","FL","Proprietary","690","1138739"
"2151900","15159","KEISER COLLEGE","FL","Proprietary","7579","18834129"
"2325100","15191","KEY COLLEGE","FL","Proprietary","105","224155.39999999999"
"2573200","17272","LA BELLE BEAUTY ACADEMY","FL","Proprietary","337","834952.44999999995"
"2287100","14746","LA BELLE BEAUTY SCHOOL","FL","Proprietary","543","1300645.3400000001"
"150100","1501","LAKE CITY COMMUNITY COLLEGE","FL","Public 2 Year","1211","2756686.3300000001"
"2228300","13000","LAKE TECHNICAL CENTER","FL","Public 2 Year","141","286387"
"150200","1502","LAKE-SUMTER COMMUNITY COLLEGE","FL","Public 2 Year","916","1852129.52"
"3158300","31583","LEE COUNTY HIGH TECH CENTER NORTH","FL","Public 2 Year","60","126254"
"755800","7558","LEE COUNTY HIGH TECHNICAL CENTER CENTRAL","FL","Public 2 Year","98","179065.98999999999"
"3905300","39053","LEVIN SCHOOL OF HEALTH CARE","FL","Proprietary","24","28211"
"558600","5586","LINDSEY HOPKINS TECHNICAL EDUCATION CENTER","FL","Public 2 Year","169","370022"
"558500","13997","LIVELY TECHNICAL CENTER","FL","Public 2 Year","322","445588.01000000001"
"1016100","14146","LORAINE'S ACADEMY","FL","Proprietary","175","304002"
"1323400","13234","LORENZO WALKER INSTITUTE OF TECHNOLOGY","FL","Public 2 Year","180","373404.89000000001"
"150500","1505","LYNN UNIVERSITY","FL","Private 4 Year","379","1062250"
"150400","1504","MANATEE COMMUNITY COLLEGE","FL","Public 2 Year","3814","8567909.0999999996"
"561200","15496","MANATEE TECHNICAL INSTITUTE","FL","Public 2 Year","384","690558.23999999999"
"2148300","15110","MANHATTAN BEAUTY SCHOOL - SOUTH","FL","Proprietary","678","1735990"
"2156300","15039","MARGATE SCHOOL OF BEAUTY","FL","Proprietary","869","1678315.51"
"3103900","31039","MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER","FL","Public 2 Year","132","334993.69"
"3875300","38753","MEDICAL CAREER INSTITUTE OF SOUTH FLORIDA","FL","Proprietary","57","130299"
"2186400","15406","MELBOURNE BEAUTY SCHOOL","FL","Proprietary","24","25458.59"
"3099600","30996","MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING","FL","Private 2 Year","43","93254.949999999997"
"3125600","31256","MIAMI AD SCHOOL","FL","Proprietary","45","97322.759999999995"
"150600","1506","MIAMI DADE COLLEGE","FL","Public 4 Year","33410","80369107.75"
"887800","8878","MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN","FL","Proprietary","1006","2455447.6699999999"
"2316200","16400","MIAMI LAKES EDUCATIONAL CENTER","FL","Public 2 Year","276","516961.88"
"2501500","16875","MID FLORIDA TECH","FL","Public 2 Year","140","212238.92000000001"
"3035900","30359","NATIONAL AVIATION ACADEMY OF MISSISSIPPI","FL","Proprietary","329","844644.42000000004"
"2121800","14560","NATIONAL SCHOOL OF TECHNOLOGY","FL","Proprietary","3062","5525143"
"3003200","30032","NATIONAL SCHOOL OF TECHNOLOGY","FL","Proprietary","1772","3379300"
"3433400","34334","NEW CONCEPT MASSAGE AND BEAUTY SCHOOL","FL","Proprietary","32","83285"
"2280800","16095","NEW ENGLAND INSTITUTE OF TECHNOLOGY AT PALM BEACH","FL","Proprietary","1274","2933500"
"3224300","32243","NEW PROFESSIONS TECHNICAL INSTITUTE","FL","Proprietary","722","1411105.8999999999"
"2149900","14748","NORMANDY BEAUTY SCHOOL OF JACKSONVILLE","FL","Proprietary","90","186032.89999999999"
"150800","1508","NORTH FLORIDA COMMUNITY COLLEGE","FL","Public 2 Year","586","1375525.71"
"3434300","34343","NORTH FLORIDA INSTITUTE","FL","Proprietary","622","1403188.4299999999"
"3089200","30892","NOUVELLE INSTITUTE","FL","Proprietary","715","1636613.25"
"150900","1509","NOVA SOUTHEASTERN UNIVERSITY-DAVIE","FL","Private 4 Year","2228","5492785.9800000004"
"3230300","32303","OKALOOSA APPLIED TECHNOLOGY CENTER","FL","Public 2 Year","166","263841.97999999998"
"151000","1510","OKALOOSA WALTON COLLEGE","FL","Public 4 Year","1573","3368506.1400000001"
"2513200","14719","ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICAL","FL","Public 2 Year","186","340443.65999999997"
"2321200","15036","ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH","FL","Public 2 Year","171","326899"
"884900","8849","PALM BEACH ATLANTIC UNIVERSITY","FL","Private 4 Year","813","1970758"
"151200","1512","PALM BEACH COMMUNITY COLLEGE","FL","Public 2 Year","4829","10646803.92"
"1065200","10652","PASCO HERNANDO COMMUNITY COLLEGE - WEST CAMPUS","FL","Public 2 Year","3340","6275855.6799999997"
"151300","1513","PENSACOLA JUNIOR COLLEGE","FL","Public 2 Year","3526","7181528.46"
"560500","5605","PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMPUS","FL","Public 2 Year","192","283684.06"
"2115300","13917","PINELLAS TECHNICAL EDUCATION CENTERS - ST. PETERSBURG CAMPUS","FL","Public 2 Year","232","194971.81"
"151400","1514","POLK COMMUNITY COLLEGE","FL","Public 2 Year","1723","3001523.3199999998"
"3939400","39394","POLYTECHNIC INSTITUTE OF AMERICA","FL","Proprietary","16","22992"
"3114700","31147","PRAXIS INSTITUTE","FL","Proprietary","462","905100"
"3348400","33484","PROFESSIONAL TRAINING CENTERS","FL","Proprietary","840","2290057.6499999999"
"2554200","17198","RADFORD LOCKLIN TECHNICAL CENTER","FL","Public 2 Year","72","113875"
"758600","7586","REMINGTON COLLEGE - TAMPA CAMPUS","FL","Proprietary","3252","7297435.25"
"2511700","15780","RIDGE TECHNICAL CENTER","FL","Public 2 Year","116","183658.82000000001"
"1257400","12574","RINGLING SCHOOL OF ART & DESIGN","FL","Private 4 Year","290","818235"
"910400","9104","RIVERSIDE HAIRSTYLING ACADEMY","FL","Proprietary","60","117868.87"
"2524200","16919","ROBERT MORGAN EDUCATIONAL CENTER","FL","Public 2 Year","309","563376"
"151500","1515","ROLLINS COLLEGE","FL","Private 4 Year","601","1474137"
"152300","1523","SAINT JOHNS RIVER COMMUNITY COLLEGE","FL","Public 2 Year","1659","3259083.52"
"152600","1526","SAINT LEO UNIVERSITY","FL","Private 4 Year","3984","8268160"
"3459400","34594","SAINT PETERSBURG THEOLOGICAL SEMINARY","FL","Private 4 Year","10","25926"
"146800","1468","SAINT THOMAS UNIVERSITY","FL","Private 4 Year","599","1662936.23"
"2616400","26164","SANFORD-BROWN INSTITUTE","FL","Proprietary","1439","3078140.48"
"151900","1519","SANTA FE COMMUNITY COLLEGE","FL","Public 2 Year","4137","9516820.2699999996"
"560700","13689","SARASOTA COUNTY TECHNICAL INSTITUTE","FL","Public 2 Year","95","197354"
"2517100","16937","SARASOTA SCHOOL OF MASSAGE THERAPY","FL","Proprietary","62","115707.62"
"2314100","23141","SCHILLER INTERNATIONAL UNIVERSITY","FL","Proprietary","40","108601"
"3706300","37063","SCHOOL OF HEALTH CAREERS (THE)","FL","Proprietary","147","270716.53000000003"
"152000","1520","SEMINOLE COMMUNITY COLLEGE","FL","Public 2 Year","3870","8706250.8800000008"
"990200","9902","SHERIDAN TECHNICAL CENTER","FL","Public 2 Year","352","766635"
"152200","1522","SOUTH FLORIDA COMMUNITY COLLEGE","FL","Public 2 Year","892","1863539"
"3661400","36614","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","Proprietary","141","382101.52000000002"
"3553300","35533","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR AND MASSAGE THERAPY JACKSONVILLE","FL","Proprietary","26","43981"
"152100","1521","SOUTHEASTERN UNIVERSITY","FL","Private 4 Year","727","1785717"
"3903500","39035","SOUTHERN TECHNICAL INSTITUTE","FL","Proprietary","33","40720.279999999999"
"2278800","16068","SOUTHWEST FLORIDA COLLEGE","FL","Private 2 Year","2086","4737299.7300000004"
"807500","8075","ST. JOHN VIANNEY COLLEGE SEMINARY","FL","Private 4 Year","7","22675"
"152800","1528","ST. PETERSBURG COLLEGE-DISTRICT OFFICE","FL","Public 4 Year","8587","18428648.460000001"
"841700","8417","STENOTYPE INSTITUTE OF JACKSONVILLE","FL","Proprietary","311","646514.37"
"153100","1531","STETSON UNIVERSITY","FL","Private 4 Year","534","1358746.5800000001"
"2337000","16554","SUNCOAST II THE TAMPA BAY SCHOOL OF MASSAGE THERAPY","FL","Proprietary","51","86979.710000000006"
"2326800","15548","SUNSTATE ACADEMY","FL","Proprietary","54","110648.78"
"2326900","16467","SUNSTATE ACADEMY","FL","Proprietary","157","315876.37"
"2524000","16907","SUNSTATE ACADEMY","FL","Proprietary","156","353865.58000000002"
"752500","16824","SUWANNEE-HAMILTON TECHNICAL CENTER","FL","Public 2 Year","91","199830.5"
"153300","1533","TALLAHASSEE COMMUNITY COLLEGE","FL","Public 2 Year","4521","11360585"
"2508900","13814","TALMUDIC COLLEGE OF FLORIDA","FL","Private 4 Year","11","42525"
"3100800","31008","TAYLOR TECHNICAL INSTITUTE","FL","Public 2 Year","115","126581.42999999999"
"3054200","30542","TECHNICAL CAREER INSTITUTE","FL","Proprietary","1043","2531335.3199999998"
"3127900","31279","TECHNICAL EDUCATION CENTER OSCEOLA","FL","Public 2 Year","151","266835.81"
"1082600","10826","TOM P HANEY VO-TECHNICAL CENTER","FL","Public 2 Year","147","319095.81"
"560800","14706","TRAVISS TECHNICAL CENTER","FL","Public 2 Year","191","369364.40000000002"
"3101900","31019","TRINITY BAPTIST COLLEGE","FL","Private 4 Year","146","363514.90999999997"
"3028200","30282","TRINITY COLLEGE OF FLORIDA","FL","Private 4 Year","109","249525.32999999999"
"3549300","35493","ULTIMATE MEDICAL ACADEMY","FL","Private 2 Year","87","133821.79999999999"
"3856300","38563","UNIVERSAL BEAUTY SCHOOL","FL","Proprietary","158","402957.39000000001"
"395400","3954","UNIVERSITY OF CENTRAL FLORIDA-MAIN CAMPUS","FL","Public 4 Year","8254","20440109.129999999"
"153500","1535","UNIVERSITY OF FLORIDA","FL","Public 4 Year","8037","21062169.870000001"
"153600","1536","UNIVERSITY OF MIAMI","FL","Private 4 Year","2008","5579553.4299999997"
"984100","9841","UNIVERSITY OF NORTH FLORIDA","FL","Public 4 Year","2732","6479795"
"153700","1537","UNIVERSITY OF SOUTH FLORIDA","FL","Public 4 Year","10115","25731486.75"
"153800","1538","UNIVERSITY OF TAMPA","FL","Private 4 Year","1056","2659325"
"395500","3955","UNIVERSITY OF WEST FLORIDA (THE)","FL","Public 4 Year","2667","6235617.7800000003"
"675000","6750","VALENCIA COMMUNITY COLLEGE","FL","Public 2 Year","8325","17805382.449999999"
"3100500","31005","VIRGINIA COLLEGE AT PENSACOLA","FL","Proprietary","898","1841670"
"884800","8848","WARNER SOUTHERN COLLEGE","FL","Private 4 Year","472","1078664.9299999999"
"752600","13898","WASHINGTON HOLMES TECHNICAL CENTER","FL","Public 2 Year","240","513834.04999999999"
"154000","1540","WEBBER INTERNATIONAL UNIVERSITY","FL","Private 4 Year","246","669524.43000000005"
"850100","8501","WEBSTER COLLEGE","FL","Proprietary","770","1562897.6599999999"
"3003600","30036","WILLIAM T MCFATTER TECHNICAL CENTER","FL","Public 2 Year","162","316540"
"2504600","16837","WINTER PARK TECH","FL","Public 2 Year","190","329717.23999999999"
"2300900","16258","WITHACOOCHEE TECHNICAL INSTITUTE","FL","Public 2 Year","176","298868.34000000003"
"3256300","32563","YESHIVA GEDOLAH RABBINICAL COLLEGE","FL","Private 4 Year","29","98850"
"1034300","10343","COLLEGE OF MICRONESIA - FSM","FM","Public 2 Year","2591","8180226.5"
"154100","1541","ABRAHAM BALDWIN AGRICULTURAL COLLEGE","GA","Public 2 Year","1619","3815133.2200000002"
"2502700","25027","ADVANCED CAREER TRAINING - ATLANTA CAMPUS","GA","Proprietary","1817","3474432.9300000002"
"154200","1542","AGNES SCOTT COLLEGE","GA","Private 4 Year","300","869189"
"154400","1544","ALBANY STATE UNIVERSITY","GA","Public 4 Year","2266","6623215.1100000003"
"560100","5601","ALBANY TECHNICAL COLLEGE","GA","Public 2 Year","2439","3981293"
"3032100","30321","ALTAMAHA TECHNICAL COLLEGE","GA","Public 2 Year","577","725723"
"2113600","14720","AMERICAN INTERCONTINENTAL UNIVERSITY (THE)","GA","Proprietary","24403","46903505.789999999"
"2266200","16013","AMERICAN PROFESSIONAL INSTITUTE","GA","Proprietary","662","1399154.03"
"154500","1545","ANDREW COLLEGE","GA","Private 2 Year","189","516129"
"402300","4023","APPALACHIAN TECHNICAL COLLEGE","GA","Public 2 Year","488","531634"
"154600","1546","ARMSTRONG ATLANTIC STATE UNIVERSITY","GA","Public 4 Year","2252","5090013"
"2577000","17317","ARNOLD/PADRICK'S UNIVERSITY OF COSMETOLOTY","GA","Proprietary","68","174081"
"927000","9270","ART INSTITUTE OF ATLANTA (THE)","GA","Proprietary","1906","4539285.3200000003"
"560000","5600","ATHENS TECHNICAL COLLEGE","GA","Public 2 Year","1209","1417416"
"154700","1547","ATLANTA CHRISTIAN COLLEGE","GA","Private 4 Year","151","339498"
"154900","1549","ATLANTA COLLEGE OF ART","GA","Private 4 Year","136","312428"
"3104500","31045","ATLANTA INSTITUTE OF MUSIC","GA","Proprietary","48","65383.230000000003"
"3762300","37623","ATLANTA MEDICAL INSTITUTE","GA","Private 2 Year","73","123600"
"1216500","12165","ATLANTA METROPOLITAN COLLEGE","GA","Public 2 Year","1106","2569514.2000000002"
"2580200","17369","ATLANTA SCHOOL OF MASSAGE","GA","Proprietary","99","160177"
"854300","8543","ATLANTA TECHNICAL COLLEGE","GA","Public 2 Year","1996","2798249"
"155200","1552","AUGUSTA STSTE UNIVERSITY","GA","Public 4 Year","2630","6323997.7800000003"
"559900","5599","AUGUSTA TECHNICAL COLLEGE","GA","Public 2 Year","2489","3325686.0299999998"
"3523300","35233","AVIATION INSTITUTE OF MAINTENANCE","GA","Proprietary","273","667007"
"1107400","11074","BAINBRIDGE COLLEGE","GA","Public 2 Year","1873","4637002"
"1157400","11574","BAUDER COLLEGE","GA","Proprietary","786","2092430.27"
"3251300","32513","BEACON UNIVERSITY","GA","Private 4 Year","73","181069"
"2577700","17318","BEAUTY COLLEGE OF AMERICA","GA","Proprietary","91","254432"
"155400","1554","BERRY COLLEGE","GA","Private 4 Year","410","1058452"
"3076300","30763","BEULAH HEIGHTS BIBLE COLLEGE","GA","Private 4 Year","343","877638.93999999994"
"155600","1556","BRENAU UNIVERSITY","GA","Private 4 Year","623","1388802.7"
"155700","1557","BREWTON PARKER COLLEGE","GA","Private 4 Year","719","1690903"
"2060900","13624","BROWN COLLEGE OF COURT REPORTING","GA","Proprietary","157","311254.37"
"576300","5763","CENTRAL GEORGIA TECHNICAL COLLEGE","GA","Public 2 Year","4353","7275128.0700000003"
"562000","5620","CHATTAHOOCHEE TECHNICAL COLLEGE","GA","Public 2 Year","1609","2155251"
"155900","1559","CLARK ATLANTA UNIVERSITY","GA","Private 4 Year","2178","6378161.9800000004"
"897600","8976","CLAYTON STATE UNIVERSITY","GA","Public 4 Year","2596","5466558"
"155800","1558","COASTAL GEORGIA COMMUNITY COLLEGE","GA","Public 2 Year","1661","3277862"
"3090600","30906","COBB BEAUTY COLLEGE","GA","Proprietary","57","111821.89"
"156100","1561","COLUMBUS STATE UNIVERSITY","GA","Public 4 Year","2431","6093739"
"562400","5624","COLUMBUS TECHNICAL COLLEGE","GA","Public 2 Year","2511","2835822"
"402400","4024","COOSA VALLEY TECHNICAL COLLEGE","GA","Public 2 Year","917","947394.28000000003"
"348400","3484","COVENANT COLLEGE","GA","Private 4 Year","331","676451"
"2285500","16125","CREATIVE CIRCUS","GA","Proprietary","34","78928"
"395600","3956","DALTON STATE COLLEGE","GA","Public 4 Year","1461","2991062.46"
"154300","1543","DARTON COLLEGE","GA","Public 2 Year","2482","5733473.96"
"562200","16582","DEKALB TECHNICAL COLLEGE","GA","Public 2 Year","2219","2199596.75"
"918300","10436","EAST CENTRAL TECHNICAL COLLEGE","GA","Public 2 Year","807","1160777.5800000001"
"1099700","10997","EAST GEORGIA COLLEGE","GA","Public 2 Year","796","1947471"
"156300","1563","EMMANUEL COLLEGE","GA","Private 4 Year","341","956903"
"156400","1564","EMORY UNIVERSITY","GA","Private 4 Year","798","2104216.0699999998"
"3042700","30427","ETI CAREER INSTITUTE- ATLANTA, GA","GA","Proprietary","294","587728"
"3445500","34455","FAYETTE BEAUTY ACADEMY","GA","Proprietary","34","90356.669999999998"
"561300","5613","FLINT RIVER TECHNICAL COLLEGE - THOMASTON, GA","GA","Public 2 Year","625","1030527.0600000001"
"950700","9507","FLOYD COLLEGE -","GA","Public 2 Year","1292","2623629"
"156600","1566","FORT VALLEY STATE UNIVERSITY","GA","Public 4 Year","1560","4564606.3899999997"
"156700","1567","GAINESVILLE COLLEGE","GA","Public 2 Year","1155","2451137"
"3576300","35763","GEORGIA AVIATION AND TECHNICAL COLLEGE","GA","Public 2 Year","91","127855.78999999999"
"3005400","30054","GEORGIA CAREER INSTITUTE","GA","Proprietary","427","837258"
"160200","1602","GEORGIA COLLEGE & STATE UNIVERSITY","GA","Public 4 Year","1018","2621244"
"3089100","30891","GEORGIA INSTITUTE OF COSMETOLOGY","GA","Proprietary","282","647684"
"156900","1569","GEORGIA INSTITUTE OF TECHNOLOGY","GA","Public 4 Year","1702","4316647.96"
"2318600","16410","GEORGIA MEDICAL INSTITUTE","GA","Proprietary","3826","7458618"
"157100","1571","GEORGIA MILITARY COLLEGE","GA","Public 2 Year","2407","5282196.6600000001"
"156200","1562","GEORGIA PERIMETER COLLEGE","GA","Public 2 Year","7099","14397265.66"
"157200","1572","GEORGIA SOUTHERN UNIVERSITY","GA","Public 4 Year","4417","11281915.32"
"157300","1573","GEORGIA SOUTHWESTERN STATE UNIVERSITY","GA","Public 4 Year","1026","2659301"
"157400","1574","GEORGIA STATE UNIVERSITY","GA","Public 4 Year","6816","17321431"
"157500","1575","GORDON COLLEGE","GA","Public 2 Year","1438","3229622.77"
"411700","4117","GRADY HEALTH SYSTEM","GA","Public 2 Year","28","87300"
"562100","5621","GRIFFIN TECHNICAL COLLEGE","GA","Public 2 Year","1208","1812261"
"1077100","10771","GUPTON - JONES COLLEGE","GA","Private 2 Year","130","302903"
"2583000","25830","GWINNETT COLLEGE","GA","Proprietary","380","824467"
"2288400","16139","GWINNETT TECHNICAL COLLEGE","GA","Public 2 Year","1208","1469822.3500000001"
"2279500","16070","HEART OF GEORGIA TECHNICAL COLLEGE","GA","Public 2 Year","796","1121918"
"2089700","14030","HERZING COLLEGE","GA","Proprietary","758","1754991"
