"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"1206100","12061","BRYMAN COLLEGE","CA","Proprietary","535","1212119"
"3072300","30723","BRYMAN COLLEGE","CA","Proprietary","1497","2748500"
"807300","6972","BUTTE COLLEGE","CA","Public 2 Year","3943","9505397"
"112400","1124","CABRILLO COLLEGE","CA","Public 2 Year","2111","4613497"
"112500","1125","CALIFORNIA BAPTIST UNIVERSITY","CA","Private 4 Year","965","2085000"
"2065700","13828","CALIFORNIA BEAUTY COLLEGE","CA","Proprietary","54","153076"
"2520200","16896","CALIFORNIA CAREER SCHOOL","CA","Proprietary","20","2917"
"884400","14128","CALIFORNIA CHRISTIAN COLLEGE","CA","Private 4 Year","27","87157"
"112700","1127","CALIFORNIA COLLEGE OF THE ARTS","CA","Private 4 Year","417","1018556"
"3698400","36984","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS","CA","Proprietary","68","170688.03"
"2110800","14683","CALIFORNIA COLLEGE SAN DIEGO","CA","Proprietary","282","696268.46999999997"
"2086400","13500","CALIFORNIA COSMETOLOGY COLLEGE","CA","Proprietary","8","20475"
"2220200","15698","CALIFORNIA CULINARY ACADEMY","CA","Proprietary","918","2325717.3500000001"
"3125400","31254","CALIFORNIA DESIGN COLLEGE","CA","Proprietary","291","700639.10999999999"
"1186500","11865","CALIFORNIA HAIR DESIGN ACADEMY","CA","Proprietary","102","232841.28"
"3681300","36813","CALIFORNIA HEALING ARTS COLLEGE","CA","Proprietary","82","173322.04000000001"
"1215400","12154","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","Private 4 Year","18","18018"
"113100","1131","CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","Private 4 Year","146","360748"
"113200","1132","CALIFORNIA INSTITUTE OF THE ARTS","CA","Private 4 Year","257","791998"
"3633300","36333","CALIFORNIA LEARNING CENTER","CA","Proprietary","232","576970.73999999999"
"113300","1133","CALIFORNIA LUTHERAN UNIVERSITY","CA","Private 4 Year","328","777603"
"113400","1134","CALIFORNIA MARITIME ACADEMY","CA","Public 4 Year","151","459559"
"114300","1143","CALIFORNIA POLYTECHNIC STATE UNIVERSITY","CA","Public 4 Year","3151","8280394"
"3210300","32103","CALIFORNIA SCHOOL OF CULINARY ARTS","CA","Proprietary","1001","2715136.0499999998"
"114400","1144","CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA","CA","Public 4 Year","6703","17177116"
"114000","1140","CALIFORNIA STATE UNIVERSITY - LOS ANGELES","CA","Public 4 Year","7543","19791862.5"
"115000","1150","CALIFORNIA STATE UNIVERSITY - SACRAMENTO -","CA","Public 4 Year","8013","21050977"
"799300","7993","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","Public 4 Year","3115","8016610"
"114600","1146","CALIFORNIA STATE UNIVERSITY, CHICO","CA","Public 4 Year","5326","13890895.720000001"
"114100","1141","CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS","CA","Public 4 Year","4726","12306669"
"113800","1138","CALIFORNIA STATE UNIVERSITY, EAST BAY","CA","Public 4 Year","3269","8900966.3900000006"
"114700","1147","CALIFORNIA STATE UNIVERSITY, FRESNO","CA","Public 4 Year","7781","22236690.539999999"
"113700","1137","CALIFORNIA STATE UNIVERSITY, FULLERTON","CA","Public 4 Year","8492","20393552.039999999"
"113900","1139","CALIFORNIA STATE UNIVERSITY, LONG BEACH","CA","Public 4 Year","9399","25505125.5"
"3260300","32603","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA","Public 4 Year","1337","3747010.5"
"115300","1153","CALIFORNIA STATE UNIVERSITY, NORTHRIDGE","CA","Public 4 Year","13710","31767588.579999998"
"114200","1142","CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO","CA","Public 4 Year","6566","17657819"
"3011300","30113","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","Public 4 Year","2234","4864033.9100000001"
"115700","1157","CALIFORNIA STATE UNIVERSITY, STANISLAUS","CA","Public 4 Year","2831","7088012"
"697300","6973","CANADA COLLEGE","CA","Public 2 Year","448","1026121"
"2125000","13914","CAREER ACADEMY OF BEAUTY","CA","Proprietary","207","361384"
"3797400","37974","CAREER CARE INSTITUTE","CA","Proprietary","276","656775.56000000006"
"3427400","34274","CAREER COLLEGES OF AMERICA","CA","Proprietary","1006","2548099"
"3242300","32423","CAREER NETWORKS INSTITUTE","CA","Proprietary","252","575808"
"673100","6731","CASA LOMA COLLEGE","CA","Private 2 Year","304","741236.17000000004"
"2332800","16516","CENTER FOR EMPLOYMENT TRAINING","CA","Private 2 Year","2518","6072796.75"
"3097700","30977","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","Proprietary","173","437261"
"2602300","26023","CENTRAL COAST COLLEGE","CA","Proprietary","248","501258"
"116100","1161","CERRITOS COMMUNITY COLLEGE","CA","Public 2 Year","5734","12503260"
"116200","1162","CHABOT COLLEGE","CA","Public 2 Year","2660","6057100"
"116300","1163","CHAFFEY COMMUNITY COLLEGE","CA","Public 2 Year","3546","7589258"
"116400","1164","CHAPMAN UNIVERSITY","CA","Private 4 Year","1579","3375000"
"950900","9509","CHARLES A. JONES SKILLS & BUSINESS EDUCATION CENTER","CA","Public 2 Year","693","1282759"
"1036500","13653","CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","Private 4 Year","114","295184"
"3392300","33923","CHASE COLLEGE","CA","Proprietary","435","1177547.75"
"116600","1166","CITRUS COMMUNITY COLLEGE","CA","Public 2 Year","2490","5550000"
"450200","12874","CITY COLLEGE OF SAN FRANCISCO","CA","Public 2 Year","6244","14893044.66"
"117000","1170","CLAREMONT MCKENNA COLLEGE","CA","Private 4 Year","143","408825"
"3278300","32783","CLARITA CAREER COLLEGE","CA","Proprietary","269","727749.65000000002"
"2147400","14919","CLEVELAND CHIROPRACTIC COLLEGE","CA","Private 4 Year","78","206182"
"2309500","16330","CLOVIS ADULT EDUCATION","CA","Public 2 Year","162","328530.21999999997"
"2063500","13536","COASTLINE COMMUNITY COLLEGE","CA","Public 2 Year","511","1219603"
"3577300","35773","COBA ACADEMY","CA","Proprietary","49","126746.19"
"117700","1177","COGSWELL POLYTECHNICAL COLLEGE","CA","Private 4 Year","82","212572"
"729600","9273","COLEMAN COLLEGE - LA MESA","CA","Private 4 Year","259","585525.17000000004"
"2220000","15686","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","Proprietary","307","867153"
"672000","6720","COLLEGE OF ALAMEDA","CA","Public 2 Year","1145","2698677.75"
"3852500","38525","COLLEGE OF INFORMATION TECHNOLOGY","CA","Proprietary","69","170989"
"117800","1178","COLLEGE OF MARIN","CA","Public 2 Year","1129","2686182.0800000001"
"118100","1181","COLLEGE OF SAN MATEO","CA","Public 2 Year","807","1907740"
"890300","8903","COLLEGE OF THE CANYONS","CA","Public 2 Year","1035","2407745"
"118200","1182","COLLEGE OF THE DESERT","CA","Public 2 Year","1701","3820166.21"
"118500","1185","COLLEGE OF THE REDWOODS","CA","Public 2 Year","2253","4734249.3300000001"
"118600","1186","COLLEGE OF THE SEQUOIAS","CA","Public 2 Year","3715","8039213"
"118700","1187","COLLEGE OF THE SISKIYOUS","CA","Public 2 Year","917","2064956"
"770700","7707","COLUMBIA COLLEGE","CA","Public 2 Year","628","1454241.3100000001"
"2110200","14697","COLUMBIA COLLEGE-HOLLYWOOD","CA","Private 4 Year","96","229783.20000000001"
"3250300","32503","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA","Private 2 Year","619","1945566.6799999999"
"3615300","36153","COMMUNITY BUSINESS COLLEGE","CA","Proprietary","6","7822"
"3874400","38744","COMMUNITY CHRISTIAN COLLEGE","CA","Private 2 Year","10","25708"
"3695300","36953","COMMUNITY ENHANCEMENT SERVICES","CA","Private 2 Year","89","213039"
"118800","1188","COMPTON COMMUNITY COLLEGE","CA","Public 2 Year","1481","3705791"
"3415300","34153","COMPUTER TRAINING INSTITUTE","CA","Proprietary","50","123725"
"3759300","37593","COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE","CA","Proprietary","80","163046.94"
"760700","7607","CONCORDE CAREER INSTITUTE","CA","Proprietary","702","1555536"
"793000","7930","CONCORDE CAREER INSTITUTE","CA","Proprietary","548","1105269"
"807100","8071","CONCORDE CAREER INSTITUTE","CA","Proprietary","551","1232989"
"853700","8537","CONCORDE CAREER INSTITUTE","CA","Proprietary","974","1934489"
"2070500","13885","CONCORDIA UNIVERSITY","CA","Private 4 Year","351","919697"
"3835300","38353","CONEJO VALLEY ADULT EDUCATION","CA","Public 2 Year","5","11002"
"119000","1190","CONTRA COSTA COLLEGE","CA","Public 2 Year","1492","3553738.6800000002"
"3542400","35424","COPPER MOUNTAIN COLLEGE","CA","Public 2 Year","727","1495877"
"753600","7536","COSUMNES RIVER COLLEGE","CA","Public 2 Year","2732","5844774.3300000001"
"927200","9272","CRAFTON HILLS COLLEGE","CA","Public 2 Year","1016","2028415.8899999999"
"119200","1192","CUESTA COLLEGE","CA","Public 2 Year","1523","3490495.5800000001"
"2111300","14435","CUYAMACA COLLEGE","CA","Public 2 Year","941","2273073.1299999999"
"2174600","14557","CYNTHIA'S BEAUTY ACADEMY","CA","Proprietary","411","1104229"
"119300","1193","CYPRESS COLLEGE","CA","Public 2 Year","2688","6358361.2599999998"
"448000","4480","DE ANZA COMMUNITY COLLEGE","CA","Public 2 Year","2394","5920248.5099999998"
"3025600","30256","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","Private 4 Year","5","16550"
"2298000","16233","DESIGN INSTITUTE OF SAN DIEGO","CA","Proprietary","152","274064"
"3646300","36463","DESIGN'S SCHOOL OF COSMETOLOGY","CA","Proprietary","57","139413"
"119100","1191","DIABLO VALLEY COLLEGE","CA","Public 2 Year","1629","3956112.3900000001"
"2553600","17136","DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES","CA","Proprietary","632","1575193"
"119600","1196","DOMINICAN UNIVERSITY OF CALIFORNIA","CA","Private 4 Year","406","1037202.33"
"915800","9158","DON BOSCO TECHNICAL INSTITUTE","CA","Private 2 Year","46","124751"
"3109500","31095","DONGGUK ROYAL UNIVERSITY","CA","Private 4 Year","23","51543"
"1022900","10229","D-Q UNIVERSITY","CA","Private 2 Year","216","178767.5"
"3479400","34794","DVS COLLEGE","CA","Proprietary","91","249355"
"2226000","1222","EAST LOS ANGELES COLLEGE","CA","Public 2 Year","4423","11169419"
"119700","1197","EL CAMINO COLLEGE DISTRICT","CA","Public 2 Year","3904","8819218"
"2091200","14484","ELEGANCE INTERNATIONAL","CA","Proprietary","55","114735"
"3094400","30944","ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY","CA","Proprietary","257","788770"
"903200","9032","EMPIRE COLLEGE","CA","Proprietary","363","891057.23999999999"
"3413400","34134","ENGLISH CENTER FOR INTERNATIONAL WOMEN","CA","Private 2 Year","135","340804.89000000001"
"3087700","30877","ESCUELAS LEICESTER","CA","Proprietary","134","303604"
"2167800","15125","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","Proprietary","105","205916"
"1245200","12452","EVERGREEN VALLEY COLLEGE","CA","Public 2 Year","2081","5333730"
"2234300","15756","FASHION CAREERS OF CALIFORNIA COLLEGE","CA","Proprietary","62","149298.37"
"1111200","11112","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","Proprietary","1678","4141012.6000000001"
"859700","8597","FEATHER RIVER COMMUNITY COLLEGE","CA","Public 2 Year","310","750401.5"
"725300","7253","FEDERICO BEAUTY INSTITUTE","CA","Proprietary","164","319884"
"3131300","31313","FIVE BRANCHES INSTITUTE","CA","Private 4 Year","10","22650"
"119900","1199","FOOTHILL COLLEGE","CA","Public 2 Year","670","1530102"
"3271300","32713","FOUNDATION COLLEGE","CA","Proprietary","9","20275"
"3162300","31623","FOUR-D COLLEGE","CA","Proprietary","434","1121971.28"
"2230900","13557","FREDRICK AND CHARLES BEAUTY COLLEGE","CA","Proprietary","67","150352"
"130700","1307","FRESNO CITY COLLEGE","CA","Public 2 Year","9212","20767684.239999998"
"125300","1253","FRESNO PACIFIC UNIVERSITY","CA","Private 4 Year","678","1671041.8700000001"
"120100","1201","FULLERTON COLLEGE","CA","Public 2 Year","3069","7537404.7599999998"
"1202700","12027","GALEN COLLEGE OF CALIFORNIA","CA","Proprietary","441","1036037.85"
"120200","1202","GAVILAN COLLEGE","CA","Public 2 Year","787","1931765.9099999999"
"2231900","15765","GEMOLOGICAL INSTITUTE OF AMERICA","CA","Private 2 Year","63","140042"
"2338500","16581","GLENDALE CAREER COLLEGE","CA","Proprietary","973","2400496.3300000001"
"120300","1203","GLENDALE COMMUNITY COLLEGE","CA","Public 2 Year","4674","11177847.75"
"120500","1205","GOLDEN GATE UNIVERSITY","CA","Private 4 Year","95","171504"
"120600","1206","GOLDEN WEST COLLEGE","CA","Public 2 Year","2439","6359006"
"120800","1208","GROSSMONT COLLEGE","CA","Public 2 Year","2463","5726486.5"
"565500","12522","HACIENDA LA PUENTE ADULT EDUCATION","CA","Public 2 Year","336","617505.15000000002"
"2211000","14599","HAIRMASTERS UNIVERSITY OF BEAUTY","CA","Proprietary","60","137378"
"120900","1209","HARTNELL COMMUNITY COLLEGE","CA","Public 2 Year","1583","3000000"
"117100","1171","HARVEY MUDD COLLEGE","CA","Private 4 Year","87","238850"
"723400","7234","HEALD COLLEGE","CA","Private 2 Year","1460","2737118.0899999999"
"747700","7477","HEALD COLLEGE","CA","Private 2 Year","641","1241910.8"
"809300","8093","HEALD COLLEGE","CA","Private 2 Year","1116","2753048.52"
"853200","8532","HEALD COLLEGE","CA","Private 2 Year","997","2367070.3199999998"
"2187500","15453","HEALD COLLEGE","CA","Private 2 Year","789","658693"
"2593100","25931","HEALD COLLEGE","CA","Private 2 Year","720","1497958.23"
"2593200","25932","HEALD COLLEGE","CA","Private 2 Year","804","1814585.01"
"2593300","25933","HEALD COLLEGE","CA","Private 2 Year","784","1673598.03"
"3034000","30340","HEALD COLLEGE","CA","Private 2 Year","588","1409844.8700000001"
"2589200","25892","HEALTHSTAFF TRAINING INSTITUTE","CA","Proprietary","38","64322"
"2285100","14813","HILLTOP BEAUTY SCHOOL","CA","Proprietary","180","501634"
"118300","1183","HOLY NAMES UNIVERSITY","CA","Private 4 Year","230","505768"
"125200","1252","HOPE INTERNATIONAL UNIVERSITY","CA","Private 4 Year","358","820844"
"114900","1149","HUMBOLDT STATE UNIVERSITY","CA","Public 4 Year","3043","8824104.2799999993"
"121200","1212","HUMPHREYS COLLEGE","CA","Private 4 Year","549","1308302"
"2545900","17061","HYPNOSIS MOTIVATION INSTITUTE","CA","Private 2 Year","107","184525"
"3467300","34673","IMAGE SCHOOLS OF COSMETOLOGY","CA","Proprietary","104","222484"
"121400","1214","IMPERIAL VALLEY COLLEGE","CA","Public 2 Year","3587","8317172.8099999996"
"2128300","14673","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","Proprietary","969","2239716"
"2312400","16355","INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY","CA","Proprietary","158","426565.96999999997"
"3602400","36024","INSTITUTE OF NETWORK TECHNOLOGY","CA","Proprietary","14","17699"
"3067500","30675","INSTITUTE OF TECHNOLOGY","CA","Proprietary","2656","6690180"
"2559400","25594","INTERCOAST COLLEGES","CA","Proprietary","627","1617195.24"
"2520300","16930","INTERIOR DESIGNERS INSTITUTE","CA","Proprietary","41","62489"
"3395300","33953","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","Proprietary","1601","4193073"
"2255400","14552","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","Proprietary","73","149604"
"3622300","36223","INTERNATIONAL TECHNOLOGICAL UNIVERSITY","CA","Private 4 Year","1","3038"
"2539500","25395","IRVINE VALLEY COLLEGE","CA","Public 2 Year","864","2147011"
"3485400","34854","JAMES ALBERT SCHOOL OF COSMETOLOGY","CA","Proprietary","46","108152"
"1202600","12026","JE BOUTIQUE COLLEGE OF BEAUTY","CA","Proprietary","168","368732.31"
"448400","4484","JOHN F. KENNEDY UNIVERSITY","CA","Private 4 Year","59","104601"
"3125300","31253","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","Proprietary","105","281184"
"3308300","33083","KENSINGTON COLLEGE","CA","Proprietary","21","41759"
"3282300","32823","KIM ANH ACADEMY OF BEAUTY","CA","Proprietary","148","409335"
"3516300","35163","KING'S COLLEGE AND SEMINARY (THE)","CA","Private 4 Year","84","157642.62"
"3664300","36643","LA LAN 2000 COMPUTER TRAINING CENTER","CA","Proprietary","69","89238"
"121500","1215","LA SIERRA UNIVERSITY","CA","Private 4 Year","678","1872346.76"
"3853400","38534","LADERA CAREER PATHS TRAINING CENTERS","CA","Proprietary","20","46774"
"2330500","16517","LAGUNA COLLEGE OF ART AND DESIGN","CA","Private 4 Year","104","296418.01000000001"
"3806300","38063","LAKE COLLEGE","CA","Proprietary","98","146962"
"2238200","15802","LAKE FOREST BEAUTY COLLEGE","CA","Proprietary","35","87638"
"1290700","12907","LAKE TAHOE COMMUNITY COLLEGE","CA","Public 2 Year","290","554419.40000000002"
"1301000","13010","LANCASTER BEAUTY SCHOOL","CA","Proprietary","230","539177.96999999997"
"126600","1266","LANEY COLLEGE","CA","Public 2 Year","2296","5873385.75"
"3035700","30357","LAS POSITAS COLLEGE","CA","Public 2 Year","665","1496501.95"
"121700","1217","LASSEN COLLEGE","CA","Public 2 Year","531","1335176.98"
"2270600","16029","LIFE PACIFIC COLLEGE","CA","Private 4 Year","209","524139.89000000001"
"2494800","24948","LOLA BEAUTY COLLEGE","CA","Proprietary","89","263038"
"121800","1218","LOMA LINDA UNIVERSITY","CA","Private 4 Year","301","766113.07999999996"
"121900","1219","LONG BEACH CITY COLLEGE","CA","Public 2 Year","8293","18794381.73"
"122300","1223","LOS ANGELES CITY COLLEGE","CA","Public 2 Year","5063","13471001.859999999"
"616500","6165","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -","CA","Public 2 Year","97","175843"
"122400","1224","LOS ANGELES HARBOR COLLEGE","CA","Public 2 Year","2318","4744804.2000000002"
"1255000","12550","LOS ANGELES MISSION COLLEGE","CA","Public 2 Year","1652","3904035.9500000002"
"3868400","38684","LOS ANGELES MUSIC ACADEMY","CA","Proprietary","6","18917"
"2570300","17306","LOS ANGELES ORT TECHNICAL INSTITUTE -MAIN","CA","Private 2 Year","918","2442474.1499999999"
"122600","1226","LOS ANGELES PIERCE COLLEGE","CA","Public 2 Year","2856","6588431.8899999997"
"2612800","26128","LOS ANGELES RECORDING WORKSHOP","CA","Proprietary","190","484753.96999999997"
"704700","7047","LOS ANGELES SOUTHWEST COLLEGE","CA","Public 2 Year","1873","4339648.0800000001"
"122700","1227","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA","Public 2 Year","3043","7625160"
"122800","1228","LOS ANGELES VALLEY COLLEGE","CA","Public 2 Year","3089","7332641"
"1034000","10340","LOS MEDANOS COLLEGE","CA","Public 2 Year","1053","2309354.3599999999"
"1164900","1234","LOYOLA MARYMOUNT UNIVERSITY","CA","Private 4 Year","1240","3198752.75"
"714200","7142","LYLES FRESNO COLLEGE OF BEAUTY","CA","Proprietary","234","591078.18000000005"
"1324000","13807","LYTLES REDWOOD EMPIRE BEAUTY COLLEGE","CA","Proprietary","35","68782.410000000003"
"2208600","14265","MADERA BEAUTY COLLEGE","CA","Proprietary","38","88300"
"1231600","12316","MANCHESTER BEAUTY COLLEGE","CA","Proprietary","156","334023"
"3440400","34404","MARIAN HEALTH CAREERS CENTER","CA","Proprietary","120","256707"
"2565400","17265","MARIC COLLEGE","CA","Proprietary","731","1615424"
"3113100","31131","MARIC COLLEGE","CA","Proprietary","2480","6286829.5"
"2091700","14444","MARIC COLLEGE","CA","Proprietary","980","2234815"
"2306300","16307","MARIC COLLEGE","CA","Proprietary","732","1799922"
"2351900","16720","MARIC COLLEGE","CA","Proprietary","703","1643270.5"
"2539100","17072","MARIC COLLEGE","CA","Proprietary","760","1934678"
"2549000","17194","MARIC COLLEGE","CA","Proprietary","1038","2445097.5"
"3044500","30445","MARIC COLLEGE","CA","Proprietary","736","1901474.8200000001"
"1265000","12650","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary","194","490418.72999999998"
"1265100","12651","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary","130","345770"
"2054900","13598","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary","45","115155"
"2221300","14846","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary","159","413242.5"
"747600","7476","MARINELLO SCHOOLS OF BEAUTY","CA","Proprietary","1532","3973881.1200000001"
"3074900","30749","MARTINEZ ADULT EDUCATION","CA","Public 2 Year","25","48933.290000000001"
"1047400","10474","MARYMOUNT COLLEGE","CA","Private 2 Year","179","533382.97999999998"
"122000","1220","MASTER'S COLLEGE AND SEMINARY","CA","Private 4 Year","341","839338"
"3113300","31133","MCED CAREER COLLEGE","CA","Proprietary","191","546430.16000000003"
"1167200","11672","MENDOCINO COMMUNITY COLLEGE","CA","Public 2 Year","854","1969956"
"123600","1236","MENLO COLLEGE","CA","Private 4 Year","205","549727"
