"OPEID","PELLID","NAME","State",,"Awards","Recipients"
"337900","8815","UNIVERSITY OF PITTSBURGH - PITTSBURGH","PA",2004,"8716469","3651"
"338200","3382","UNIVERSITY OF PITTSBURGH AT JOHNSTOWN","PA",2004,"2062899","954"
"338300","3383","UNIVERSITY OF PITTSBURGH AT TITUSVILLE","PA",2004,"612150.89000000001","242"
"335300","3353","UNIVERSITY OF SCIENCES IN PHILADELPHIA","PA",2004,"1481971","531"
"338400","3384","UNIVERSITY OF SCRANTON","PA",2004,"1858025","763"
"335000","3350","UNIVERSITY OF THE ARTS (THE)","PA",2004,"1445339","561"
"973700","9737","UPHS  PRESBYTERIAN MEDICAL CENTER SCHOOL OF PRACTICAL NURSING","PA",2004,"71001","26"
"594200","5942","UPMC PRESBYTERIAN SCHOOL OF RADIOLOGIC TECHNOLOGY","PA",2004,"23200","10"
"657700","6577","UPMC SHADYSIDE","PA",2004,"133392","57"
"534100","16623","UPPER BUCKS COUNTY AREA VOCATIONAL TECHNICAL SCHOOL","PA",2004,"41400","13"
"338500","3385","URSINUS COLLEGE","PA",2004,"803577","317"
"330600","3306","VALLEY FORGE CHRISTIAN COLLEGE","PA",2004,"968838","377"
"338600","3386","VALLEY FORGE MILITARY COLLEGE","PA",2004,"119350","40"
"2306200","16298","VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL","PA",2004,"65900","19"
"2061000","13650","VENUS BEAUTY SCHOOL","PA",2004,"277293","131"
"338800","3388","VILLANOVA UNIVERSITY","PA",2004,"1643737","672"
"2192800","15499","WALNUT HILL COLLEGE","PA",2004,"515424","187"
"338900","3389","WASHINGTON AND JEFFERSON COLLEGE","PA",2004,"695412.5","288"
"658200","6582","WASHINGTON HOSPITAL (THE) - SCHOOL OF NURSING","PA",2004,"190724.25","75"
"339100","3391","WAYNESBURG COLLEGE","PA",2004,"1312998","596"
"1162200","11622","WELDER TRAINING & TESTING INSTITUTE","PA",2004,"48280","19"
"332800","3328","WEST CHESTER UNIVERSITY OF PENNSYLVANIA","PA",2004,"4778452","1942"
"2350100","16699","WESTERN AREA CAREER & TECHNOLOGY CENTER","PA",2004,"70008.710000000006","25"
"658300","6583","WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING","PA",2004,"95326","40"
"2202300","15574","WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS","PA",2004,"2181804.8199999998","957"
"339200","3392","WESTMINISTER COLLEGE","PA",2004,"826137","349"
"1017600","10176","WESTMORELAND COUNTY COMMUNITY COLLEGE","PA",2004,"4888562","2383"
"331300","3313","WIDENER UNIVERSITY","PA",2004,"1824126","738"
"2529800","17083","WILKES BARRE AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PRGM","PA",2004,"317249","142"
"339400","3394","WILKES UNIVERSITY","PA",2004,"1581601","640"
"339600","3396","WILSON COLLEGE","PA",2004,"512229","212"
"3503300","35033","WINNER INSTITUTE OF ARTS & SCIENCES","PA",2004,"138348.31","63"
"3455400","34554","WRIGHTCO TECHNOLOGIES TECHNICAL TRAINING INSTITUTE","PA",2004,"73992.350000000006","31"
"1313400","13134","YESHIVATH BETH MOSHE","PA",2004,"53078.25","17"
"339900","3399","YORK COLLEGE OF PENNSYLVANIA","PA",2004,"1917209","856"
"536500","16526","YORK COUNTY SCHOOL OF TECHNOLOGY","PA",2004,"77900","39"
"2127400","14765","YORK TECHNICAL INSTITUTE","PA",2004,"1508021","725"
"2120800","14766","YORKTOWNE BUSINESS INSTITUTE","PA",2004,"592551.15000000002","258"
"3101200","31012","A-1 BUSINESS AND TECHNICAL COLLEGE","PR",2004,"1237994.1100000001","438"
"3122500","31225","ACADEMIA SERRANT","PR",2004,"636499","248"
"3142300","31423","ACADEMIA VOCATIONAL DEL TURABO","PR",2004,"268582.09999999998","118"
"3843300","38433","ADVANCED TECH COLLEGE","PR",2004,"2583.3400000000001","2"
"2303800","16268","AMERICAN EDUCATIONAL COLLEGE","PR",2004,"2699411.2000000002","965"
"3600300","36003","AMERICAN TECHNOLOGICAL COLLEGE","PR",2004,"1234025.78","452"
"1194100","11941","AMERICAN UNIVERSITY OF PUERTO RICO","PR",2004,"11946309","4040"
"2234900","15758","ANTILLES SCHOOL OF TECHNICAL CAREERS","PR",2004,"1356823.9199999999","450"
"3544300","35443","ATENAS COLLEGE","PR",2004,"2384386.0600000001","868"
"2505400","16871","ATLANTIC COLLEGE, INC","PR",2004,"1942012","665"
"2297700","16212","AUTOMECA TECHNICAL COLLEGE","PR",2004,"5213825.25","1833"
"502200","10015","BAYAMON CENTRAL UNIVERSITY","PR",2004,"8937715.3699999992","2884"
"3758300","37583","BAYAMON COMMUNITY COLLEGE","PR",2004,"138235","56"
"3120500","31205","CAGUAS CENTRAL COLLEGE","PR",2004,"327859","151"
"3025500","30255","CAGUAS INSTITUTE OF MECHANICAL TECHNOLOGY","PR",2004,"6937079.3700000001","2505"
"3608300","36083","CARIBBEAN FORENSIC & TECHNICAL COLLEGE","PR",2004,"635957.20999999996","250"
"1252500","12525","CARIBBEAN UNIVERSITY","PR",2004,"10880274","3622"
"1072400","10724","CARLOS ALBIZU UNIVERSITY-SAN JUAN MAIN CAMPUS","PR",2004,"1088428.75","416"
"3585300","35853","CENTRO DE CAPACITACION Y ASESORAMIENTO VETELBA","PR",2004,"1175451.0700000001","440"
"2189100","15465","CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS","PR",2004,"4725062.9100000001","1661"
"3336300","33363","CENTURY COLLEGE","PR",2004,"587149.77000000002","275"
"3735400","37354","CHARLIE'S GUARD, DETECTIVE BUREAU, AND ACADEMY","PR",2004,"71351","28"
"2335500","16544","COLEGIO BIBLICO PENTECOSTAL DE PUERTO RICO","PR",2004,"482591","163"
"3157600","31576","COLEGIO DE LAS CIENCIAS, ARTES Y TELEVISION","PR",2004,"818489","357"
"2552300","17120","COLEGIO MAYOR DE TECHNOLOGIA","PR",2004,"1253625.76","394"
"3531300","35313","COLEGIO PENTECOSTAL MIZPA","PR",2004,"148833.01999999999","69"
"3061900","30619","COLEGIO TECHNOLOGICO Y COMERCIAL DE PUERTO RICO","PR",2004,"238430","129"
"3800300","38003","COLEGIO TECNICO DE ELECTRICIDAD GALLOSA","PR",2004,"52941.68","17"
"2097000","20970","COLEGIO TECNICO METROPOLITANO","PR",2004,"1990232.48","768"
"1056700","10567","COLEGIO TECNOLOGICO DE SAN JUAN","PR",2004,"2288343.2999999998","779"
"890200","13517","COLUMBIA CENTRO UNIVERSITARIO","PR",2004,"3779634.21","1339"
"2241900","15868","COMMONWEALTH OF PUERTO RICO DEPARTMENT OF EDUCATION -DEPT OF EDUCATIO","PR",2004,"8008368.6799999997","2572"
"1081900","10819","CONSERVATORIO DE MUSICA DE PUERTO RICO","PR",2004,"604306","188"
"3070500","30705","D'MART INSTITUTE","PR",2004,"3140389.1699999999","1278"
"3021900","30219","EDIC  COLLEGE","PR",2004,"2182650.7599999998","739"
"2570400","17287","EDUCATIONAL TECHNICAL COLLEGE (EDUTEC)","PR",2004,"1609090.9299999999","655"
"2165100","13587","ELECTRONIC DATA PROCESSING COLLEGE OF PUERTO RICO","PR",2004,"5624452.1699999999","1981"
"2189300","14823","EMMA'S BEAUTY ACADEMY","PR",2004,"1239926.7","510"
"3075600","30756","EMMA'S BEAUTY ACADEMY","PR",2004,"1516002","641"
"2569400","17345","ESCUELA DE ARTES PLASTICAS DE PUERTO RICO","PR",2004,"875543.31999999995","285"
"3106900","31069","ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA","PR",2004,"267175","168"
"3751300","37513","ESCUELA HOTELERA DE SAN JUAN","PR",2004,"400049.70000000001","150"
"2576100","17346","ESCUELA TECNICA DE ELECTRICIDAD","PR",2004,"2003820","773"
"3123100","31231","GLOBELLE TECHNICAL INSTITUTE INCORPORATED","PR",2004,"434942","216"
"2593700","25937","HISPANIC AMERICAN COLLEGE","PR",2004,"1070007.9399999999","427"
"2260800","14105","HUERTAS JUNIOR COLLEGE","PR",2004,"4620050","1899"
"2340600","14952","HUMACAO COMMUNITY COLLEGE","PR",2004,"1391139.3999999999","553"
"3781400","37814","INDUSTRIAL TECHNICAL COLLEGE","PR",2004,"217333","72"
"2504500","16915","INSTITUCION CHAVIANO DE MAYAGUEZ","PR",2004,"139885.16","47"
"2343600","15542","INSTITUTE OF BEAUTY CAREERS","PR",2004,"1729526.77","827"
"3800400","38004","INSTITUTE OF BEAUTY OCCUPATIONS AND TECHNOLOGY COURSE","PR",2004,"172035.91","68"
"1194000","11940","INSTITUTO COMERCIAL DE PUERTO RICO JUNIOR COLLEGE-MAIN","PR",2004,"3724630.0499999998","1536"
"2166400","14534","INSTITUTO DE BANCA Y COMERCIO","PR",2004,"43451914.039999999","15750"
"2170300","15305","INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE-MANATI","PR",2004,"1856340","735"
"3115600","31156","INSTITUTO DE EDUCACION VOCACIONAL","PR",2004,"1708655","576"
"3098100","30981","INSTITUTO IRMA VALENTIN - MANATI","PR",2004,"1516877.23","672"
"2512100","16099","INSTITUTO IRMA VALENTIN - UTUADO","PR",2004,"758913.32999999996","323"
"2611100","26111","INSTITUTO MERLIX","PR",2004,"967885.12","376"
"3452300","34523","INSTITUTO PRE-VOCACIONAL E INDUSTRIAL DE PUERTO RICO","PR",2004,"160740","62"
"3644300","36443","INSTITUTO TECNOLOGICO EMPRESARIAL","PR",2004,"986248","407"
"3469300","34693","INSTITUTO VOCACIONAL AUREA E. MENDEZ","PR",2004,"385217","146"
"393800","3938","INTER AMERICAN UNIVERSITY OF PUERTO RICO","PR",2004,"110874402.02","36066"
"2276400","16055","INTERNATIONAL JUNIOR COLLEGE - MAIN CAMPUS","PR",2004,"2715066.9199999999","1006"
"2562500","17233","INTERNATIONAL TECHNICAL COLLEGE","PR",2004,"760284.44999999995","288"
"3785300","37853","J.G. GUAYNABO TECHNICAL COLLEGE","PR",2004,"96679.619999999995","62"
"3112100","31121","JOHN DEWEY COLLEGE","PR",2004,"11013714.609999999","4069"
"3552300","35523","LESTON COLLEGE","PR",2004,"222323.31","99"
"2195800","14452","LICEO DE ARTE Y TECNOLOGIA","PR",2004,"3745157","1317"
"3025900","30259","LICEO DE ARTE, DISENOS Y COMERCIO","PR",2004,"1931051.1699999999","753"
"2549700","17139","MAISON D' ESTHETIQUE ACADEMY","PR",2004,"460049.65999999997","200"
"2063100","12178","MBTI BUSINESS TRAINING INSTITUTE","PR",2004,"4486876.5099999998","1741"
"2195400","15006","MODERN HAIRSTYLING INSTITUTE","PR",2004,"864118.90000000002","380"
"2195500","15007","MODERN HAIRSTYLING INSTITUTE","PR",2004,"246890.64999999999","109"
"2195900","15008","MODERN HAIRSTYLING INSTITUTE","PR",2004,"1004269.65","434"
"3414300","34143","MONTECLARO ESCUELA DE HOTELERIA Y ARTES CULINARIAS","PR",2004,"30180","10"
"2260600","15953","NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY","PR",2004,"11898859","5277"
"3620300","36203","NATIONAL FASHION & BEAUTY COLLEGE","PR",2004,"122272.89999999999","68"
"3124200","31242","NOVA COLLEGE OF PUERTO RICO","PR",2004,"296739","99"
"3461400","34614","POLITEC INSTITUTE","PR",2004,"702178","316"
"2534900","16989","PONCE PARAMEDICAL COLLEGE (POPAC)","PR",2004,"4775908","1756"
"2235000","15769","PONCE TECHNICAL SCHOOL","PR",2004,"108693.5","37"
"393600","3936","PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) -","PR",2004,"23120947","7081"
"3104400","31044","PROFESSIONAL ELECTRICAL SCHOOL","PR",2004,"473850.59999999998","218"
"3085700","30857","PROFESSIONAL TECHNICAL INSTITUTION","PR",2004,"1208051.23","478"
"3076000","30760","PUERTO RICO BARBER COLLEGE - FAJARDO","PR",2004,"339834","125"
"2566800","17246","PUERTO RICO TECH JUNIOR COLLEGE -","PR",2004,"539186.79000000004","231"
"1314800","13148","RAMIREZ COLLEGE OF BUSINESS & TECHNOLOGY","PR",2004,"2061183","725"
"2563500","17357","ROGIE'S SCHOOL OF BEAUTY CULTURE","PR",2004,"979535.27000000002","485"
"1120300","11203","RYDER MEMORIAL HOSPITAL, SCHOOL OF PRACTICAL NURSING","PR",2004,"46063","13"
"2502400","16829","SERBIA'S TECHNICAL COLLEGE","PR",2004,"987881","564"
"3068400","30684","STAR CAREER COLLEGE","PR",2004,"321572","144"
"3115900","31159","TRINITY COLLEGE OF PUERTO RICO","PR",2004,"935058","293"
"3326300","33263","UNIVERSAL CAREERS COUNSELING CENTERS","PR",2004,"2161974.4100000001","781"
"3029700","30297","UNIVERSAL TECHNOLOGY COLLEGE  OF  PR","PR",2004,"4821375.6399999997","1755"
"501900","5019","UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS","PR",2004,"2620474.3199999998","776"
"2163300","14999","UNIVERSIDAD CENTRAL DEL CARIBE","PR",2004,"218451","70"
"394100","11718","UNIVERSIDAD DEL ESTE","PR",2004,"31576544.16","10322"
"1171900","11719","UNIVERSIDAD DEL TURABO","PR",2004,"34575573.759999998","10947"
"2587500","25875","UNIVERSIDAD METROPOLITANA","PR",2004,"25179627.5","8112"
"2100000","14255","UNIVERSIDAD POLITECNICA DE PUERTO RICO/POLYTECHNIC UNIVERSITY OF P.R.","PR",2004,"8246628","3131"
"394200","3942","UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION","PR",2004,"121514547.91","37413"
"393700","3937","UNIVERSITY OF THE SACRED HEART","PR",2004,"10837699","3417"
"1100900","11009","PALAU COMMUNITY COLLEGE","PW",2004,"2427499","872"
"2071900","13983","ARTHUR ANGELO SCHOOL OF COSMETOLOGY AND HAIR DESIGN","RI",2004,"244124.56","102"
"340100","3401","BROWN UNIVERSITY","RI",2004,"1890121","697"
"340200","3402","BRYANT UNIVERSITY","RI",2004,"1006921","411"
"3232300","32323","CAREER EDUCATION INSTITUTE","RI",2004,"4398100","2077"
"340800","4916","COMMUNITY COLLEGE OF RHODE ISLAND","RI",2004,"7716784.46","4023"
"784400","7844","GIBBS COLLEGE","RI",2004,"1099757","698"
"340400","3404","JOHNSON & WALES UNIVERSITY","RI",2004,"13936848","5866"
"3115200","31152","MOTORING TECHNICAL TRAINING INSTITUTE","RI",2004,"326166","147"
"784500","7845","NEW ENGLAND INSTITUTE OF TECHNOLOGY","RI",2004,"3039701","1441"
"2584400","16462","NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS","RI",2004,"95832","79"
"2090800","14377","NEWPORT SCHOOL OF HAIRDRESSING","RI",2004,"40782","21"
"3080000","30800","NEWPORT SCHOOL OF HAIRDRESSING","RI",2004,"119247","60"
"340600","3406","PROVIDENCE COLLEGE","RI",2004,"819475.5","357"
"340700","3407","RHODE ISLAND COLLEGE","RI",2004,"4360129","1844"
"340900","3409","RHODE ISLAND SCHOOL OF DESIGN","RI",2004,"913402.33999999997","307"
"341000","3410","ROGER WILLIAMS UNIVERSITY","RI",2004,"1375826","585"
"659100","6591","SAINT JOSEPH SCHOOL OF NURSING","RI",2004,"38112.849999999999","16"
"341100","3411","SALVE REGINA COLLEGE","RI",2004,"729955","305"
"1115900","11159","SAWYER SCHOOL  (THE)","RI",2004,"2421617.1299999999","1084"
"341400","3414","UNIVERSITY OF RHODE ISLAND","RI",2004,"5856583.5","2344"
"2176900","15357","WARWICK ACADEMY OF BEAUTY CULTURE","RI",2004,"257259.98000000001","138"
"3570500","35705","ZION BIBLE INSTITUTE","RI",2004,"290358.21000000002","99"
"3088300","30883","ACADEMY OF COSMETOLOGY","SC",2004,"368184","166"
"2552400","17124","ACADEMY OF HAIR TECHNOLOGY","SC",2004,"186817.87","92"
"1005600","10056","AIKEN TECHNICAL COLLEGE","SC",2004,"3514764","1563"
"341700","3417","ALLEN UNIVERSITY","SC",2004,"1531247","499"
"341800","3418","ANDERSON COLLEGE","SC",2004,"1292134.6599999999","538"
"342000","3420","BENEDICT COLLEGE","SC",2004,"7793448.9000000004","2576"
"3304300","33043","BETA TECH","SC",2004,"1535327.5","833"
"399500","3995","CENTRAL CAROLINA TECHNICAL COLLEGE","SC",2004,"4678377","2423"
"2356600","16737","CHARLESTON COSMETOLOGY INSTITUTE","SC",2004,"292892","111"
"3595300","35953","CHARLESTON SCHOOL OF MASSAGE","SC",2004,"18346","13"
"341900","3419","CHARLESTON SOUTHERN UNIVERSITY","SC",2004,"2879785","1093"
"2338600","16567","CHARZANNE BEAUTY COLLEGE","SC",2004,"244317.01000000001","87"
"342300","3423","CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA","SC",2004,"929902.5","354"
"342400","3424","CLAFLIN UNIVERSITY","SC",2004,"3885897","1271"
"342500","3425","CLEMSON UNIVERSITY","SC",2004,"5262759.3799999999","2048"
"492300","4923","CLINTON JUNIOR COLLEGE","SC",2004,"281225","92"
"345100","3451","COASTAL CAROLINA UNIVERSITY","SC",2004,"4016013.1600000001","1559"
"342700","3427","COKER COLLEGE","SC",2004,"1869970","713"
"342800","3428","COLLEGE OF CHARLESTON","SC",2004,"4629053.4800000004","1809"
"2310300","14629","COLUMBIA BEAUTY SCHOOL","SC",2004,"80905.410000000003","28"
"343000","3430","COLUMBIA COLLEGE OF SOUTH CAROLINA","SC",2004,"1510082","591"
"342900","3429","COLUMBIA INTERNATIONAL UNIVERSITY","SC",2004,"662227.34999999998","257"
"343100","3431","CONVERSE COLLEGE","SC",2004,"537710","214"
"2193300","15495","CONWAY SCHOOL OF PRACTICAL NURSING","SC",2004,"110395","47"
"536300","5363","DENMARK TECHNICAL COLLEGE","SC",2004,"3770893.7999999998","1489"
"343200","3432","ERSKINE COLLEGE","SC",2004,"401307.81","159"
"399000","3990","FLORENCE-DARLINGTON TECHNICAL COLLEGE","SC",2004,"7268021","2979"
"492400","4924","FORREST JUNIOR COLLEGE","SC",2004,"596410.68000000005","235"
"922600","9226","FRANCIS MARION UNIVERSITY","SC",2004,"3677522.0299999998","1340"
"343400","3434","FURMAN UNIVERSITY","SC",2004,"718708","284"
"399100","3991","GREENVILLE TECHNICAL COLLEGE","SC",2004,"10853860.59","5346"
"492500","4925","HORRY GEORGETOWN TECHNICAL COLLEGE","SC",2004,"6858840","3224"
"2341100","16588","KENNETH SHULER SCHOOL OF COSMETOLOGY & NAIL DESIGN","SC",2004,"451272.04999999999","190"
"3052300","30523","KENNETH SHULER'S SCHOOL OF COSMETOLOGY & HAIR DESIGN","SC",2004,"268720.96999999997","101"
"3513300","35133","LACY COSMETOLOGY SCHOOL","SC",2004,"137945.39999999999","50"
"343500","3435","LANDER UNIVERSITY","SC",2004,"2547101.4900000002","937"
"3746300","37463","LEGRAND INSTITUTE OF COSMETOLOGY","SC",2004,"33395.580000000002","12"
"343600","3436","LIMESTONE COLLEGE","SC",2004,"2625470","1269"
"343800","3438","MEDICAL UNIVERSITY OF SOUTH CAROLINA","SC",2004,"118253","53"
"399300","3993","MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS","SC",2004,"10253696.439999999","5126"
"343900","3439","MORRIS COLLEGE","SC",2004,"2986857.2000000002","935"
"344000","3440","NEWBERRY COLLEGE","SC",2004,"882712","326"
"344100","3441","NORTH GREENVILLE COLLEGE","SC",2004,"1663161","648"
"760200","7602","NORTHEASTERN TECHNICAL COLLEGE","SC",2004,"1545931","930"
"681500","6815","ORANGEBURG CALHOUN TECHNICAL COLLEGE","SC",2004,"5204861.1100000003","2108"
"399200","3992","PIEDMONT TECHNICAL COLLEGE","SC",2004,"6814445.0300000003","3074"
"1209200","12092","PLAZA SCHOOL OF BEAUTY","SC",2004,"58934","22"
"344500","3445","PRESBYTERIAN COLLEGE","SC",2004,"433122.59999999998","182"
"344600","3446","SOUTH CAROLINA STATE UNIVERSITY","SC",2004,"7024740.6299999999","2360"
"3555400","35554","SOUTHEASTERN SCH OF NEUROMUSCULAR & MASSAGE THERAPY OF CHARLESTON, INC","SC",2004,"52654.419999999998","38"
"3746400","37464","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR & MASSAGE THERAPY COLUMBIA","SC",2004,"46927.519999999997","37"
"3258300","32583","SOUTHERN METHODIST COLLEGE","SC",2004,"183119","67"
"342200","3422","SOUTHERN WESLEYAN UNIVERSITY","SC",2004,"1543544","933"
"344700","3447","SPARTANBURG METHODIST COLLEGE","SC",2004,"1046349.95","390"
"399400","3994","SPARTANBURG TECHNICAL COLLEGE","SC",2004,"5126707.0899999999","2413"
"3293300","32933","STRAND COLLEGE OF HAIR DESIGN","SC",2004,"125181.5","48"
"2567600","17236","SUMTER BEAUTY COLLEGE","SC",2004,"143705.62","61"
"991000","9910","TECHNICAL COLLEGE OF THE LOWCOUNTRY- BEAUFORT CAMPUS","SC",2004,"2725163.29","1312"
"492600","4926","TRI COUNTY TECHNICAL COLLEGE","SC",2004,"5007139.5099999998","2386"
"492000","4920","TRIDENT TECHNICAL COLLEGE","SC",2004,"12507030","5862"
"344900","3449","UNIVERSITY OF SOUTH CAROLINA - AIKEN","SC",2004,"2884178.6299999999","1100"
"344800","3448","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA","SC",2004,"11209842.75","4191"
"991100","9911","UNIVERSITY OF SOUTH CAROLINA REGIONAL CAMPUSES","SC",2004,"3728198.4700000002","1599"
"695100","6951","UNIVERSITY OF SOUTH CAROLINA UPSTATE","SC",2004,"4458021.4100000001","1728"
"345500","3455","VOORHEES COLLEGE","SC",2004,"2156996","766"
"932200","9322","WILLIAMSBURG TECHNICAL COLLEGE","SC",2004,"989984.57999999996","519"
"345600","3456","WINTHROP UNIVERSITY","SC",2004,"4217231","1576"
"345700","3457","WOFFORD COLLEGE","SC",2004,"507930.83000000002","191"
"399600","3996","YORK TECHNICAL COLLEGE","SC",2004,"4334005.6799999997","2276"
"345800","3458","AUGUSTANA COLLEGE","SD",2004,"1294484","511"
"492900","4929","AVERA MCKENNAN HOSPITAL","SD",2004,"8450","3"
"2137100","14945","BLACK HILLS BEAUTY COLLEGE","SD",2004,"123343","57"
"345900","3459","BLACK HILLS STATE UNIVERSITY","SD",2004,"3477245.7999999998","1456"
"346300","3463","DAKOTA STATE UNIVERSITY","SD",2004,"1500371.97","629"
"346100","3461","DAKOTA WESLEYAN UNIVERSITY","SD",2004,"1000700.41","372"
"2297800","16231","HEADLINES ACADEMY OF COSMETOLOGY","SD",2004,"158318.78","67"
"2144600","15000","KILIAN COMMUNITY COLLEGE","SD",2004,"852305.59999999998","437"
"530900","5309","LAKE AREA TECHNICAL INSTITUTE","SD",2004,"1373722.8300000001","545"
"828400","8284","MITCHELL TECHNICAL INSTITUTE","SD",2004,"1171754","444"
"346500","3465","MOUNT MARTY COLLEGE","SD",2004,"1241401.3999999999","496"
"405700","4057","NATIONAL AMERICAN UNIVERSITY","SD",2004,"4229630.7400000002","2091"
"346600","3466","NORTHERN STATE UNIVERSITY","SD",2004,"2078515.5700000001","852"
"1465900","14659","OGLALA LAKOTA COLLEGE-","SD",2004,"2612974","1028"
"346700","3467","PRESENTATION COLLEGE","SD",2004,"886433.42000000004","360"
"598700","5987","SACRED HEART HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","SD",2004,"18950","7"
"3019200","30192","SI TANKA UNIVERSITY","SD",2004,"1628014.5900000001","625"
"2143700","14303","SINTE GLESKA UNIVERSITY","SD",2004,"1567044","656"
"1147700","11477","SIOUX VALLEY HOSPITAL","SD",2004,"25300","11"
"2277300","16080","SISSETON WAHPETON COMMUNITY COLLEGE","SD",2004,"426816","167"
"347000","3470","SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY","SD",2004,"1574649.1200000001","637"
"347100","3471","SOUTH DAKOTA STATE UNIVERSITY","SD",2004,"6543104.9500000002","2776"
"776400","8285","SOUTHEAST TECHNICAL INSTITUTE","SD",2004,"2004942","943"
"346900","3469","UNIVERSITY OF SIOUX FALLS","SD",2004,"926043","435"
"347400","3474","UNIVERSITY OF SOUTH DAKOTA","SD",2004,"4808546.7699999996","1994"
"1017000","10170","WESTERN DAKOTA TECHNICAL INSTITUTE","SD",2004,"1367156.73","593"
"1046000","10460","AMERICAN BAPTIST THEOLOGICAL SEMINARY","TN",2004,"236017.34","78"
"347700","3477","AQUINAS COLLEGE","TN",2004,"769693.42000000004","368"
"2257400","15937","ARNOLD'S BEAUTY SCHOOL","TN",2004,"134050","66"
"347800","3478","AUSTIN PEAY STATE UNIVERSITY","TN",2004,"7921930.5300000003","3198"
"3440300","34403","BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES","TN",2004,"866338.55000000005","319"
"347900","3479","BELMONT UNIVERSITY","TN",2004,"1287647","518"
"348000","3480","BETHEL COLLEGE","TN",2004,"1619612","686"
"353600","3536","BRYAN COLLEGE","TN",2004,"457823.40000000002","200"
"3841300","38413","CAREER BEAUTY COLLEGE","TN",2004,"25330","16"
"348100","3481","CARSON - NEWMAN COLLEGE","TN",2004,"1976748","744"
"399800","3998","CHATTANOOGA STATE TECHNICAL COMMUNITY COLLEGE","TN",2004,"7697751.8700000001","3395"
"348200","3482","CHRISTIAN BROTHERS UNIVERSITY","TN",2004,"1377282","540"
"399900","3999","CLEVELAND STATE COMMUNITY COLLEGE","TN",2004,"2553047.8300000001","1134"
"348300","3483","COLUMBIA STATE COMMUNITY COLLEGE","TN",2004,"3391977.1499999999","1550"
"2157100","15510","CONCORDE CAREER COLLEGE","TN",2004,"3968229","1799"
"998200","9982","CRICHTON COLLEGE","TN",2004,"897266","404"
"348500","3485","CUMBERLAND UNIVERSITY","TN",2004,"1022468.79","365"
"348600","3486","DAVID LIPSCOMB UNIVERSITY","TN",2004,"1006455","434"
"493400","4934","DRAUGHONS JUNIOR COLLEGE","TN",2004,"5960030","2774"
"683500","6835","DYERSBURG STATE COMMUNITY COLLEGE","TN",2004,"3235800.4100000001","1397"
"348700","3487","EAST TENNESSEE STATE UNIVERSITY","TN",2004,"8949234.2799999993","3377"
"2204200","15575","ELECTRONIC COMPUTER PROGRAMMING COLLEGE","TN",2004,"470452.26000000001","240"
"2595000","25950","FAYETTEVILE BEAUTY SCHOOL","TN",2004,"132908.98999999999","64"
"349000","3490","FISK UNIVERSITY","TN",2004,"1434279","474"
"743900","7439","FOUNTAINHEAD COLLEGE OF TECHNOLOGY","TN",2004,"291409.03999999998","112"
"3008800","30088","FRANKLIN ACADEMY","TN",2004,"157840.92999999999","90"
"3001800","30018","FREE WILL BAPTIST BIBLE COLLEGE","TN",2004,"309477.77000000002","138"
"349200","3492","FREED-HARDEMAN UNIVERSITY","TN",2004,"1364715","670"
"349400","3494","HIWASSEE COLLEGE","TN",2004,"658975.98999999999","240"
"493700","4937","JACKSON STATE COMMUNITY COLLEGE","TN",2004,"3877040.52","1702"
"885900","8859","JOHN A. GUPTON COLLEGE","TN",2004,"132321","61"
"2153100","15171","JOHN NAVE UNIVERSITY OF COSMETOLOGY","TN",2004,"45396","24"
"349500","3495","JOHNSON BIBLE COLLEGE","TN",2004,"703351.09999999998","271"
"349600","3496","KING COLLEGE","TN",2004,"604997","237"
"349800","3498","LAMBUTH UNIVERSITY","TN",2004,"793753.43000000005","316"
"349900","3499","LANE COLLEGE","TN",2004,"2678732","868"
"350000","3500","LEE UNIVERSITY","TN",2004,"3488847","1354"
"350100","3501","LEMOYNE-OWEN COLLEGE","TN",2004,"1876901","641"
"350200","3502","LINCOLN MEMORIAL UNIVERSITY","TN",2004,"1669034.3200000001","609"
"350400","3504","MARTIN METHODIST COLLEGE","TN",2004,"820281","315"
"350500","3505","MARYVILLE COLLEGE","TN",2004,"843215","340"
"2597600","25976","MCCOLLUM & ROSS  HAIR SCHOOL","TN",2004,"407983.16999999998","184"
