"OPEID","Institution","State","Recipients","Awards"
"2307400","GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER","FL","264","414831.62"
"3079800","GEORGE T BAKER AVIATION SCHOOL","FL","146","251112"
"149000","GULF COAST COMMUNITY COLLEGE","FL","2467","5009865.5099999998"
"2601600","HENRY W. BREWSTER TECHNICAL CENTER","FL","149","184367.60000000001"
"2597100","HERITAGE INSTITUTE","FL","182","343160"
"3035800","HERITAGE INSTITUTE","FL","190","396382"
"787000","HILLSBOROUGH COMMUNITY COLLEGE","FL","5631","12437136.189999999"
"3088000","HI-TECH SCHOOL OF MIAMI","FL","1614","4210046.7400000002"
"2188900","HOBE SOUND BIBLE COLLEGE","FL","71","172807.5"
"3564300","HOPE CAREER INSTITUTE/DBA ACADEMY OF HEALTH & BEAUTY CARE","FL","196","417832.60999999999"
"2279600","HUMANITIES CENTER INSTITUTE OF ALLIED HEALTH SCHOOL OF MASSAGE","FL","91","142440.28"
"149300","INDIAN RIVER COMMUNITY COLLEGE","FL","2291","4749405.5899999999"
"2257900","INTERNATIONAL ACADEMY","FL","160","319435.59999999998"
"3031400","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","FL","2072","4485288"
"3037500","INTERNATIONAL COLLEGE","FL","719","1613085"
"3018500","INTERNATIONAL SCHOOL OF BEAUTY","FL","113","165797.04000000001"
"3411400","INTERNATIONAL TRAINING CAREERS","FL","418","1187451"
"2286500","ITT TECHNICAL INSTITUTE","FL","1135","2416951.46"
"3087600","ITT TECHNICAL INSTITUTE","FL","855","1835888.1799999999"
"3627400","JACKSONVILLE BEAUTY INSTITUTE","FL","95","217612.48000000001"
"149500","JACKSONVILLE UNIVERSITY","FL","668","1665551.4099999999"
"149700","JONES COLLEGE","FL","889","1956672"
"3123900","KEISER CAREER COLLEGE","FL","978","2009718"
"2151900","KEISER COLLEGE","FL","4150","10194401"
"2325100","KEY COLLEGE","FL","136","329867.53000000003"
"2573200","LA BELLE BEAUTY ACADEMY","FL","420","1018652.73"
"2287100","LA BELLE BEAUTY SCHOOL","FL","585","1319520.6499999999"
"150100","LAKE CITY COMMUNITY COLLEGE","FL","1079","2428299"
"2228300","LAKE TECHNICAL CENTER","FL","152","293658"
"150200","LAKE-SUMTER COMMUNITY COLLEGE","FL","910","1806435.5600000001"
"3158300","LEE COUNTY HIGH TECH CENTER NORTH","FL","64","143471"
"755800","LEE COUNTY HIGH TECHNICAL CENTER CENTRAL","FL","171","397400"
"558600","LINDSEY HOPKINS TECHNICAL EDUCATION CENTER","FL","220","363454.32000000001"
"558500","LIVELY TECHNICAL CENTER","FL","356","549750.15000000002"
"1016100","LORAINE'S ACADEMY","FL","178","339844"
"1323400","LORENZO WALKER INSTITUTE OF TECHNOLOGY","FL","145","291309.03999999998"
"150500","LYNN UNIVERSITY","FL","304","820637"
"150400","MANATEE COMMUNITY COLLEGE","FL","3625","8050885.8600000003"
"561200","MANATEE TECHNICAL INSTITUTE","FL","367","529400.76000000001"
"2148300","MANHATTAN BEAUTY SCHOOL - SOUTH","FL","502","1243467.0900000001"
"2156300","MARGATE SCHOOL OF BEAUTY","FL","790","1614858.72"
"3103900","MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER","FL","77","210570.37"
"3100500","MEDICAL CAREER CENTER","FL","575","1071564"
"2186400","MELBOURNE BEAUTY SCHOOL","FL","51","91949.339999999997"
"3099600","MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING","FL","44","103442.39999999999"
"3125600","MIAMI AD SCHOOL","FL","43","98823"
"887800","MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN","FL","602","1577147.3300000001"
"2316200","MIAMI LAKES EDUCATIONAL CENTER","FL","287","506486"
"150604","MIAMI-DADE  COLLEGE - MEDICAL CENTER CAMPUS","FL","1049","2414363"
"150600","MIAMI-DADE COLLEGE","FL","6294","15906086"
"150603","MIAMI-DADE COLLEGE -  WOLFSON CAMPUS","FL","7402","19090322"
"150602","MIAMI-DADE COLLEGE - KENDALL CAMPUS","FL","7978","18576469.25"
"150601","MIAMI-DADE COLLEGE - NORTH CAMPUS","FL","12110","30357943"
"2501500","MID FLORIDA TECH","FL","185","266748.73999999999"
"3035900","NATIONAL AVIATION ACADEMY OF MISSISSIPPI","FL","246","664648.18000000005"
"2121800","NATIONAL SCHOOL OF TECHNOLOGY","FL","2172","3782233.0499999998"
"3003200","NATIONAL SCHOOL OF TECHNOLOGY","FL","1036","1884853"
"3433400","NEW CONCEPT MASSAGE AND BEAUTY SCHOOL","FL","125","330328"
"2280800","NEW ENGLAND INSTITUTE OF TECHNOLOGY AT PALM BEACH","FL","1026","2435074"
"3224300","NEW PROFESSIONS TECHNICAL INSTITUTE","FL","453","951458.76000000001"
"2149900","NORMANDY BEAUTY SCHOOL OF JACKSONVILLE","FL","100","201262.98000000001"
"150800","NORTH FLORIDA COMMUNITY COLLEGE","FL","545","1159316.79"
"3434300","NORTH FLORIDA INSTITUTE","FL","359","814872.28000000003"
"3089200","NOUVELLE INSTITUTE","FL","747","1468702.3300000001"
"150900","NOVA SOUTHEASTERN UNIVERSITY-DAVIE","FL","1830","4545592"
"3230300","OKALOOSA APPLIED TECHNOLOGY CENTER","FL","193","339498.57000000001"
"151000","OKALOOSA WALTON COMMUNITY COLLEGE","FL","1676","3375204"
"2513200","ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICAL","FL","192","350553.51000000001"
"2321200","ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH","FL","182","355485.95000000001"
"884900","PALM BEACH ATLANTIC UNIVERSITY","FL","756","1972192"
"151200","PALM BEACH COMMUNITY COLLEGE","FL","4287","9463855.1600000001"
"1065200","PASCO HERNANDO COMMUNITY COLLEGE - WEST CAMPUS","FL","3148","6078239.6799999997"
"151300","PENSACOLA JUNIOR COLLEGE","FL","4065","9220282.7699999996"
"560500","PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMPUS","FL","255","441375.40999999997"
"2115300","PINELLAS TECHNICAL EDUCATION CENTER - ST. PETERSBURG CAMPUS","FL","30","26470.099999999999"
"151400","POLK COMMUNITY COLLEGE","FL","1587","3110573.1899999999"
"3114700","PRAXIS INSTITUTE","FL","269","516990.23999999999"
"3348400","PROFESSIONAL TRAINING CENTERS","FL","558","1766844.45"
"1021000","PROSPECT HALL SCHOOL OF BUSINESS","FL","34","61842.610000000001"
"2554200","RADFORD LOCKLIN  TECHNICAL CENTER","FL","103","130622"
"758600","REMINGTON COLLEGE - TAMPA CAMPUS","FL","3155","6882776"
"2511700","RIDGE TECHNICAL CENTER","FL","129","237035.29999999999"
"1257400","RINGLING SCHOOL OF ART & DESIGN","FL","256","716193"
"910400","RIVERSIDE HAIRSTYLING ACADEMY","FL","76","148774.76999999999"
"2524200","ROBERT MORGAN EDUCATIONAL CENTER","FL","376","627593"
"151500","ROLLINS COLLEGE","FL","642","1515994"
"2623400","RTI TECHNICAL INSTITUTE","FL","16","24803"
"152300","SAINT JOHNS RIVER COMMUNITY COLLEGE","FL","1427","2739390.8799999999"
"152600","SAINT LEO UNIVERSITY","FL","3183","6770210"
"3459400","SAINT PETERSBURG THEOLOGICAL SEMINARY","FL","7","14030"
"146800","SAINT THOMAS UNIVERSITY","FL","593","1605316"
"151900","SANTA FE COMMUNITY COLLEGE","FL","4018","9367627.9600000009"
"560700","SARASOTA COUNTY TECHNICAL INSTITUTE","FL","99","220040"
"2517100","SARASOTA SCHOOL OF MASSAGE THERAPY","FL","54","72603.300000000003"
"2314100","SCHILLER INTERNATIONAL UNIVERSITY","FL","45","96850"
"3706300","SCHOOL OF HEALTH CAREERS (THE)","FL","34","76084.759999999995"
"152000","SEMINOLE COMMUNITY COLLEGE","FL","3368","7481131"
"2293600","SER/IBM BUSINESS INSTITUTE","FL","14","21266.66"
"990200","SHERIDAN TECHNICAL CENTER","FL","372","746096"
"152200","SOUTH FLORIDA COMMUNITY COLLEGE","FL","984","2140285.7400000002"
"3661400","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","25","60450"
"3414500","SOUTHEAST INSTITUTE OF ORIENTAL MEDICINE","FL","62","106237.95"
"152100","SOUTHEASTERN COLLEGE OF THE ASSEMBLIES OF GOD","FL","577","1393889"
"3553300","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR AND MASSAGE THERAPY JACKSONVILLE","FL","4","4139"
"2278800","SOUTHWEST FLORIDA COLLEGE","FL","1796","3934577"
"2189900","SPURGEON BAPTIST BIBLE COLLEGE","FL","17","39760.5"
"807500","ST. JOHN VIANNEY COLLEGE SEMINARY","FL","16","52950"
"152800","ST. PETERSBURG COLLEGE-DISTRICT OFFICE","FL","6985","15884897"
"841700","STENOTYPE INSTITUTE OF JACKSONVILLE","FL","437","779489.60999999999"
"153100","STETSON UNIVERSITY","FL","492","1314430.76"
"2614600","SUMMIT INSTITUTE","FL","290","454429.66999999998"
"2337000","SUNCOAST CENTER FOR NATURAL HEALTH","FL","48","58943.989999999998"
"2326800","SUNSTATE ACADEMY OF HAIR DESIGN","FL","33","72630.690000000002"
"2326900","SUNSTATE ACADEMY OF HAIR DESIGN","FL","72","147559.91"
"2524000","SUNSTATE ACADEMY OF HAIR DESIGN","FL","82","176536.42999999999"
"752500","SUWANNEE-HAMILTON TECHNICAL CENTER","FL","110","212517.70999999999"
"153300","TALLAHASSEE COMMUNITY COLLEGE","FL","3741","9301940"
"2508900","TALMUDIC COLLEGE OF FLORIDA","FL","52","166525"
"3100800","TAYLOR TECHNICAL INSTITUTE","FL","82","135572.41"
"3054200","TECHNICAL CAREER INSTITUTE","FL","693","1823535.45"
"3127900","TECHNICAL EDUCATION CENTER OSCEOLA","FL","148","266205.78000000003"
"3570400","THE ENGLISH CENTER","FL","30","36436.160000000003"
"1082600","TOM P HANEY VO-TECHNICAL CENTER","FL","178","320445.97999999998"
"560800","TRAVISS TECHNICAL CENTER","FL","246","505034.40000000002"
"3101900","TRINITY BAPTIST COLLEGE","FL","158","382008.07000000001"
"3028200","TRINITY COLLEGE OF FLORIDA","FL","78","181346.10999999999"
"3549300","ULTIMATE MEDICAL ACADEMY","FL","79","147091.67000000001"
"2616400","ULTRASOUND DIAGNOSTIC SCHOOL","FL","1286","2757281.0099999998"
"395400","UNIVERSITY OF CENTRAL FLORIDA-MAIN CAMPUS","FL","7670","17581936.899999999"
"153500","UNIVERSITY OF FLORIDA","FL","8091","20911036.77"
"153600","UNIVERSITY OF MIAMI","FL","2173","5794538.7999999998"
"984100","UNIVERSITY OF NORTH FLORIDA","FL","2431","5619598"
"153700","UNIVERSITY OF SOUTH FLORIDA","FL","8828","21903015.02"
"153800","UNIVERSITY OF TAMPA","FL","950","2342508"
"395500","UNIVERSITY OF WEST FLORIDA (THE)","FL","2539","5852994.4800000004"
"675000","VALENCIA COMMUNITY COLLEGE","FL","8357","18699902.739999998"
"884800","WARNER SOUTHERN COLLEGE","FL","512","1215294.3400000001"
"752600","WASHINGTON HOLMES TECHNICAL CENTER","FL","246","475042.03999999998"
"154000","WEBBER INTERNATIONAL UNIVERSITY","FL","231","613786.79000000004"
"850100","WEBSTER COLLEGE","FL","745","1598002.1699999999"
"2305700","WEBSTER COLLEGE","FL","195","497578.59999999998"
"850101","WEBSTER COLLEGE - OCALA","FL","6","8554.3199999999997"
"3003600","WILLIAM T MCFATTER TECHNICAL CENTER","FL","180","355650"
"2504600","WINTER PARK TECH","FL","210","344928.58000000002"
"2300900","WITHACOOCHEE TECHNICAL INSTITUTE","FL","115","207572.67000000001"
"3256300","YESHIVA GEDOLAH RABBINICAL COLLEGE","FL","22","80350"
"1034300","COLLEGE OF MICRONESIA - FSM","FM","2284","6977562.7999999998"
"154100","ABRAHAM BALDWIN AGRICULTURAL COLLEGE","GA","1431","3513708.5600000001"
"2502700","ADVANCED CAREER TRAINING - ATLANTA CAMPUS","GA","2069","3789847"
"154200","AGNES SCOTT COLLEGE","GA","238","619663"
"154400","ALBANY STATE UNIVERSITY","GA","2141","6325645.7999999998"
"560100","ALBANY TECHNICAL COLLEGE","GA","2310","3371760.77"
"3032100","ALTAMAHA TECHNICAL COLLEGE","GA","679","736781"
"2113600","AMERICAN INTERCONTINENTAL UNIVERSITY (THE)","GA","7090","14878707.18"
"2266200","AMERICAN PROFESSIONAL INSTITUTE","GA","333","591689.79000000004"
"154500","ANDREW COLLEGE","GA","250","709344"
"402300","APPALACHIAN TECHNICAL COLLEGE","GA","317","411002"
"154600","ARMSTRONG ATLANTIC STATE UNIVERSITY","GA","1972","4522110"
"2577000","ARNOLD/PADRICK'S UNIVERSITY OF COSMETOLOTY","GA","73","168211.82999999999"
"927000","ART INSTITUTE OF ATLANTA (THE)","GA","1761","3970210.8700000001"
"2621400","ASHER SCHOOL OF BUSINESS","GA","258","567510.56000000006"
"560000","ATHENS TECHNICAL COLLEGE","GA","1227","1765621.8500000001"
"154700","ATLANTA CHRISTIAN COLLEGE","GA","167","432615"
"154900","ATLANTA COLLEGE OF ART","GA","140","332216"
"3104500","ATLANTA INSTITUTE OF MUSIC","GA","45","58227"
"1216500","ATLANTA METROPOLITAN COLLEGE","GA","1003","2126815.25"
"2580200","ATLANTA SCHOOL OF MASSAGE","GA","127","209536"
"854300","ATLANTA TECHNICAL COLLEGE","GA","1812","2642901"
"155200","AUGUSTA STSTE UNIVERSITY","GA","2393","5618521.3300000001"
"559900","AUGUSTA TECHNICAL COLLEGE","GA","2191","2987368.0800000001"
"3523300","AVIATION INSTITUTE OF MAINTENANCE","GA","123","286330"
"1107400","BAINBRIDGE COLLEGE","GA","1167","2829576"
"1157400","BAUDER COLLEGE","GA","592","1531663"
"3251300","BEACON COLLEGE AND GRADUATE SCHOOL","GA","72","151210"
"2577700","BEAUTY COLLEGE OF AMERICA","GA","94","239529"
"155400","BERRY COLLEGE","GA","343","820700"
"3076300","BEULAH HEIGHTS BIBLE COLLEGE","GA","285","720697.53000000003"
"155600","BRENAU UNIVERSITY","GA","482","1186190.74"
"155700","BREWTON PARKER COLLEGE","GA","710","1740299"
"2060900","BROWN COLLEGE OF COURT REPORTING","GA","192","303264.03999999998"
"576300","CENTRAL GEORGIA TECHNICAL COLLEGE","GA","3943","6561934.5"
"562000","CHATTAHOOCHEE TECHNICAL COLLEGE","GA","1200","1469526"
"155900","CLARK ATLANTA UNIVERSITY","GA","2191","6251136"
"897600","CLAYTON COLLEGE & STATE UNIVERSITY","GA","2123","4604825"
"155800","COASTAL GEORGIA COMMUNITY COLLEGE","GA","998","1853522"
"3090600","COBB BEAUTY COLLEGE","GA","65","130829"
"156100","COLUMBUS STATE UNIVERSITY","GA","2073","4976585"
"562400","COLUMBUS TECHNICAL COLLEGE","GA","2309","2803886.3500000001"
"402400","COOSA VALLEY TECHNICAL COLLEGE","GA","908","1088286.1299999999"
"348400","COVENANT COLLEGE","GA","409","896041.72999999998"
"2285500","CREATIVE CIRCUS","GA","35","85705"
"395600","DALTON STATE COLLEGE","GA","1507","3073143.8199999998"
"154300","DARTON COLLEGE","GA","1972","4428519.0899999999"
"562200","DEKALB TECHNICAL COLLEGE","GA","1866","2059014"
"918300","EAST CENTRAL TECHNICAL COLLEGE","GA","819","1207681"
"1099700","EAST GEORGIA COLLEGE","GA","779","1808280"
"156300","EMMANUEL COLLEGE","GA","335","860243"
"156400","EMORY UNIVERSITY","GA","773","2091364"
"3042700","ETI CAREER INSTITUTE- ATLANTA, GA","GA","335","638325"
"3445500","FAYETTE BEAUTY ACADEMY","GA","53","113610.5"
"561300","FLINT RIVER TECHNICAL COLLEGE - THOMASTON, GA","GA","709","975274.69999999995"
"950700","FLOYD COLLEGE","GA","1201","2433202"
"156600","FORT VALLEY STATE UNIVERSITY","GA","1501","4368218"
"156700","GAINESVILLE COLLEGE","GA","960","1894690"
"3576300","GEORGIA AVIATION AND TECHNICAL COLLEGE","GA","83","127706.62"
"3005400","GEORGIA CAREER INSTITUTE","GA","217","421340.25"
"160200","GEORGIA COLLEGE & STATE UNIVERSITY","GA","1077","2724545"
"3089100","GEORGIA INSTITUTE OF COSMETOLOGY","GA","105","252081"
"156900","GEORGIA INSTITUTE OF TECHNOLOGY","GA","1492","3635475.8999999999"
"2318600","GEORGIA MEDICAL INSTITUTE","GA","3103","5888340.5999999996"
"157100","GEORGIA MILITARY COLLEGE","GA","1988","4268021.8499999996"
"156200","GEORGIA PERIMETER COLLEGE","GA","6094","12794775"
"157200","GEORGIA SOUTHERN UNIVERSITY","GA","4072","10665448"
"157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","GA","926","2371704"
"157400","GEORGIA STATE UNIVERSITY","GA","5716","14221039.699999999"
"157500","GORDON COLLEGE","GA","1277","2965239.8999999999"
"411700","GRADY HEALTH SYSTEM","GA","33","88925"
"562100","GRIFFIN TECHNICAL COLLEGE","GA","1114","1134527.5"
"1077100","GUPTON - JONES COLLEGE","GA","150","361876"
"2583000","GWINNETT COLLEGE","GA","455","943709"
"2288400","GWINNETT TECHNICAL COLLEGE","GA","854","1148908.96"
"2279500","HEART OF GEORGIA TECHNICAL COLLEGE","GA","621","759724"
"2089700","HERZING COLLEGE","GA","614","1348163"
"2284300","INTERACTIVE COLLEGE OF TECHNOLOGY","GA","2377","5972034"
"2578300","INTERNATIONAL CITY BEAUTY COLLEGE","GA","59","153651"
"2520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","GA","190","320575.65000000002"
"157700","KENNESAW STATE UNIVERSITY","GA","2799","6018120"
"2205300","KERR BUSINESS COLLEGE","GA","501","1174414"
"157800","LAGRANGE COLLEGE","GA","291","719296.98999999999"
"525400","LANIER TECHNICAL COLLEGE","GA","442","523497"
"2074800","LIFE UNIVERSITY","GA","261","580428"
"3100900","LUTHER RICE SEMINARY- MAIN CAMPUS","GA","74","145837"
"772800","MACON STATE COLLEGE","GA","2324","5018114.0999999996"
"157900","MEDICAL COLLEGE OF GEORGIA","GA","158","414057"
"158000","MERCER UNIVERSITY","GA","1564","3926049"
"158100","MIDDLE GEORGIA COLLEGE","GA","1059","2406411.48"
"2508600","MIDDLE GEORGIA TECHNICAL COLLEGE","GA","931","1058099"
"158200","MOREHOUSE COLLEGE","GA","1018","2869936"
"158300","MORRIS BROWN COLLEGE","GA","1198","2473535.5"
"525500","MOULTRIE TECHNICAL COLLEGE","GA","1168","1692635.27"
"3092800","NORTH FULTON BEAUTY COLLEGE","GA","21","62233.75"
"158500","NORTH GEORGIA COLLEGE & STATE UNIVERSITY","GA","743","1624690.5800000001"
"561900","NORTH GEORGIA TECHNICAL COLLEGE -","GA","928","1151401.0900000001"
"3029000","NORTH METRO TECHNICAL COLLEGE","GA","611","509294"
"525700","NORTHWESTERN TECHNICAL COLLEGE","GA","912","1305271.6499999999"
"3030000","OGEECHEE TECHNICAL COLLEGE","GA","1251","1468481.5"
"158600","OGLETHORPE UNIVERSITY","GA","225","541607.09999999998"
"551100","OKEFENOKEE TECHNICAL COLLEGE","GA","1040","1222570"
"158700","PAINE COLLEGE","GA","653","1969825"
"158800","PIEDMONT COLLEGE","GA","358","869722"
"2217200","PORTFOLIO CTR","GA","11","25901"
"3522300","POWDER SPRINGS BEAUTY COLLEGE","GA","46","139540.98000000001"
"1205100","PRO WAY HAIR SCHOOL","GA","101","221564.04999999999"
"158900","REINHARDT COLLEGE","GA","268","671495"
"3418300","RISING SPIRIT INSTITUTE OF NATURAL HEALTH","GA","134","266716.33000000002"
"3102000","RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS","GA","156","289577.85999999999"
"2321400","ROFFLER - MOLER HAIRSTYLING COLLEGE","GA","101","266316.81"
"3391300","ROSS MEDICAL EDUCATION CENTER","GA","94","228369.70999999999"
"3155500","SANDERSVILLE TECHNICAL COLLEGE","GA","410","335701.5"
"2141500","SAVANNAH COLLEGE OF ART & DESIGN","GA","982","2456172"
"159000","SAVANNAH STATE UNIVERSITY","GA","1678","4927723.4699999997"
"561800","SAVANNAH TECHNICAL INSTITUTE","GA","2266","2561208"
"159100","SHORTER COLLEGE","GA","670","1598672"
"159200","SOUTH GEORGIA COLLEGE","GA","840","1972144.6200000001"
"561700","SOUTH GEORGIA TECHNICAL COLLEGE","GA","1241","1740326.26"
"1303900","SOUTH UNIVERSITY","GA","1803","3976096.5499999998"
"2354500","SOUTHEASTERN BEAUTY SCHOOLS","GA","57","106881"
"3081500","SOUTHEASTERN BEAUTY SCHOOLS","GA","159","351804"
"3066500","SOUTHEASTERN TECHNICAL COLLEGE","GA","1109","1169582.5"
"157000","SOUTHERN POLYTECHNIC STATE UNIVERSITY","GA","579","1285911"
"561500","SOUTHWEST GEORGIA TECHNICAL COLLEGE","GA","1324","1465968.48"
"159400","SPELMAN COLLEGE","GA","684","1945269.5"
"160100","STATE UNIVERSITY OF WEST GEORGIA","GA","2213","5287200"
"561600","SWAINSBORO TECHNICAL COLLEGE (FORMERLY SWAINSBORO TECHNICAL INSTITUTE)","GA","513","641752"
"155500","THOMAS UNIVERSITY","GA","422","1152022"
"159600","TOCCOA FALLS COLLEGE","GA","370","919018"
"159700","TRUETT MCCONNELL COLLEGE","GA","251","578716.51000000001"
"2116000","ULTRASOUND DIAGNOSTIC SCHOOL","GA","3619","8071777.4400000004"
"159800","UNIVERSITY OF GEORGIA","GA","3474","8572772"
"159900","VALDOSTA STATE UNIVERSITY","GA","2714","6628641"
"525600","VALDOSTA TECHNICAL COLLEGE","GA","1407","1714410.5"
"3116100","VOGUE BEAUTY SCHOOL","GA","124","233015.56"
"2055000","WAYCROSS COLLEGE","GA","504","983296"
"160000","WESLEYAN COLLEGE","GA","239","644257"
"1048700","WEST CENTRAL TECHNICAL COLLEGE","GA","1049","1035784"
"561400","WEST GEORGIA TECHNICAL COLLEGE","GA","951","1170535"
"160400","YOUNG HARRIS COLLEGE","GA","126","293123"
"1536100","GUAM COMMUNITY COLLEGE","GU","1114","2694441.7799999998"
"3438300","PACIFIC ISLANDS BIBLE COLLEGE","GU","143","424650"
"393500","UNIVERSITY OF GUAM","GU","1282","3561198.6299999999"
"160600","BRIGHAM YOUNG UNIVERSITY - HAWAII CAMPUS","HI","687","1828318.8"
"160500","CHAMINADE UNIVERSITY OF HONOLULU","HI","813","1893958"
"2055100","HAWAII BUSINESS COLLEGE","HI","395","896399.56999999995"
"525800","HAWAII COMMUNITY COLLEGE","HI","808","1919225.03"
"2139500","HAWAII INSTITUTE OF HAIR DESIGN","HI","86","225689.88"
"727900","HAWAII PACIFIC UNIVERSITY","HI","1305","3056520.8199999998"
"777500","HOLLYWOOD BEAUTY COLLEGE","HI","81","241747.63"
"161200","HONOLULU COMMUNITY COLLEGE","HI","698","1532349.46"
"2321300","INTERNATIONAL COLLEGE & GRADUATE SCHOOL","HI","6","9827"
"161300","KAPIOLANI COMMUNITY COLLEGE","HI","1069","2365856.8799999999"
"161400","KAUAI COMMUNITY COLLEGE","HI","260","511984.5"
"454900","LEEWARD COMMUNITY COLLEGE","HI","787","1575427.5700000001"
"161500","MAUI COMMUNITY COLLEGE","HI","632","1416031"
"2100300","MED-ASSIST SCHOOL OF HAWAII","HI","168","353916.78000000003"
"3020800","NEW YORK TECHNICAL INSTITUTE OF HAWAII","HI","24","63906.970000000001"
"3017800","TRAVEL INSTITUTE OF THE PACIFIC","HI","314","825381.85999999999"
"161100","UNIVERSITY OF HAWAII AT HILO","HI","1152","3038831.54"
"161000","UNIVERSITY OF HAWAII AT MANOA","HI","2829","7355233.2199999997"
"2107800","UNIVERSITY OF HAWAII WEST OAHU","HI","209","488849.26000000001"
"1122000","WINDWARD COMMUNITY COLLEGE","HI","584","1209971.1699999999"
"3069100","ALLEN COLLEGE","IA","88","185184"
"765600","AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS","IA","15","55375"
"765800","AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES","IA","31","82448.589999999997"
"396300","AMERICAN INSTITUTE OF BUSINESS DBA AIB COLLEGE OF BUSINESS","IA","380","782135.5"
"184600","BRIAR CLIFF UNIVERSITY","IA","420","944721"
"184700","BUENA VISTA UNIVERSITY","IA","1361","3004819.6299999999"
"758800","CAPRI COLLEGE","IA","103","271220"
"771700","CAPRI COLLEGE","IA","104","254848.89000000001"
"2090300","CAPRI COLLEGE","IA","113","272208"
"185000","CENTRAL COLLEGE","IA","494","1205041"
"185200","CLARKE COLLEGE","IA","304","691242.75"
"185400","COE COLLEGE","IA","375","914998"
"794100","COLLEGE OF HAIR DESIGN","IA","40","102302"
"185600","CORNELL COLLEGE","IA","282","664436"
"2572500","DAVENPORT BARBER STYLING COLLEGE","IA","34","98271.649999999994"
"712000","DES MOINES AREA COMMUNITY COLLEGE","IA","3899","7858681"
"185500","DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER","IA","3","5950"
"185800","DIVINE WORD COLLEGE","IA","53","177893"
"185900","DORDT COLLEGE","IA","437","1081383.5900000001"
"186000","DRAKE UNIVERSITY","IA","623","1480344"
"407503","EASTERN IOWA COMMUNITY COLLEGE - SCOTT COMMUNITY COLLEGE","IA","1710","3755296.9700000002"
"407501","EASTERN IOWA COMMUNITY COLLEGE DISTRICT - CLINTON COMMUNITY COLLEGE","IA","17","17439.5"
"407502","EASTERN IOWA COMMUNITY COLLEGE DISTRICT - MUSCATINE COMMUNITY COLLEGE","IA","455","939545.76000000001"
"186200","ELLSWORTH COMMUNITY COLLEGE","IA","409","945481.92000000004"
"2328900","EMMAUS BIBLE COLLEGE","IA","125","313101"
"761100","EQ SCHOOL OF HAIR DESIGN","IA","49","108557"
"712100","FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY","IA","160","357500"
"2262500","FAUST INSTITUTE OF COSMETOLOGY","IA","53","134118"
"186600","GRACELAND UNIVERSITY","IA","544","1360700"
"186700","GRAND VIEW COLLEGE","IA","557","1318234"
"186800","GRINNELL COLLEGE","IA","183","475442.38"
"422000","HAMILTON COLLEGE","IA","2210","4768155.7800000003"
"1206400","HAMILTON TECHNICAL COLLEGE","IA","418","1052252"
"459500","HAWKEYE COMMUNITY COLLEGE","IA","2299","4973983.7800000003"
"840300","INDIAN HILLS COMMUNITY COLLEGE","IA","1527","3519209"
"840301","INDIAN HILLS COMMUNITY COLLEGE","IA","293","677133"
"186500","IOWA CENTRAL COMMUNITY COLLEGE","IA","1578","3906194"
"186400","IOWA LAKES COMMUNITY COLLEGE","IA","1040","2383140.9300000002"
"626700","IOWA METHODIST MEDICAL CENTER SCHOOLS","IA","4","12050"
"826000","IOWA SCHOOL OF BEAUTY","IA","115","246150"
"2306900","IOWA SCHOOL OF BEAUTY","IA","52","121150"
"2330900","IOWA SCHOOL OF BEAUTY","IA","36","77154"
"3441300","IOWA SCHOOL OF BEAUTY","IA","35","90224"
"186900","IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY","IA","5453","13000680"
"187100","IOWA WESLEYAN COLLEGE","IA","364","851340"
"459800","IOWA WESTERN COMMUNITY COLLEGE - COUNCIL BLUFFS","IA","1301","2853462"
"458600","KAPLAN COLLEGE","IA","3912","5753340.7800000003"
"407600","KIRKWOOD COMMUNITY COLLEGE","IA","4488","9857558.8800000008"
"2274100","LA' JAMES COLLEGE OF HAIRSTYLING - DES MOINES","IA","95","256624.23000000001"
"2134500","LA' JAMES COLLEGE OF HAIRSTYLING-DAVENPORT","IA","47","116907.00999999999"
"959300","LA JAMES INTERNATIONAL COLLEGE","IA","87","229573.73000000001"
"842400","LA' JAMES INTERNATIONAL COLLEGE","IA","40","119978.97"
"765900","LA'JAMES COLLEGE OF HAIRSTYLING","IA","101","244202"
"1300600","LA'JAMES INTERNATIONAL COLLEGE","IA","48","123665.39"
