"OPEID","Institution","State","Recipients","Awards"
"187300","LORAS COLLEGE","IA","423","979585.43999999994"
"187400","LUTHER COLLEGE","IA","568","1321584"
"1111300","MAHARISHI UNIVERSITY OF MANAGEMENT","IA","90","236150"
"187500","MARSHALLTOWN COMMUNITY COLLEGE","IA","602","1352912.25"
"627300","MERCY COLLEGE OF HEALTH SCIENCES","IA","154","305252.14000000001"
"187900","MORNINGSIDE COLLEGE","IA","385","872970.26000000001"
"188000","MOUNT MERCY COLLEGE","IA","389","863174"
"187700","NORTH IOWA AREA COMMUNITY COLLEGE","IA","935","2008706"
"458700","NORTHEAST IOWA COMMUNITY COLLEGE","IA","796","1673246"
"458701","NORTHEAST IOWA COMMUNITY COLLEGE - PEOSTA CAMPUS","IA","1145","2387275"
"460000","NORTHWEST IOWA COMMUNITY COLLEGE","IA","327","714100"
"188300","NORTHWESTERN COLLEGE","IA","465","1091398"
"1230000","PALMER COLLEGE OF CHIROPRACTIC","IA","53","123166"
"2160900","PROFESSIONAL COSMETOLOGY INSTITUTE","IA","58","153144"
"188700","SIMPSON COLLEGE","IA","524","1186335.27"
"184800","SOUTHEASTERN COMMUNITY COLLEGE","IA","1529","3375240.9399999999"
"185700","SOUTHWESTERN COMMUNITY COLLEGE","IA","576","1390357.6100000001"
"188900","ST AMBROSE UNIVERSITY - MAIN CAMPUS","IA","666","1504147"
"729100","ST. LUKES COLLEGE","IA","60","132645"
"188100","THE FRANCISCAN UNIVERSITY","IA","184","438243"
"189100","UNIVERSITY OF DUBUQUE","IA","406","1035622"
"189200","UNIVERSITY OF IOWA","IA","3567","8004715.4500000002"
"189000","UNIVERSITY OF NORTHERN IOWA","IA","3245","7334391.4299999997"
"189300","UPPER IOWA UNIVERSITY","IA","1448","2881913"
"2609200","VATTEROTT COLLEGE","IA","202","475131"
"189400","VENNARD COLLEGE","IA","65","171784.78"
"189500","WALDORF COLLEGE","IA","209","446205"
"189600","WARTBURG COLLEGE","IA","499","1114800"
"731600","WESTERN IOWA TECH COMMUNITY COLLEGE","IA","1856","4201911"
"190000","WILLIAM PENN UNIVERSITY","IA","660","1525328"
"161700","ALBERTSON COLLEGE OF IDAHO","ID","224","561521"
"2218000","AMERICAN INSTITUTE OF HEALTH TECHOLOGY","ID","335","807089.95999999996"
"2234500","BOISE BIBLE COLLEGE","ID","79","161800.5"
"161600","BOISE STATE UNIVERSITY","ID","5870","13278948"
"162500","BRIGHAM YOUNG UNIVERSITY-IDAHO","ID","5205","14119374.4"
"2210700","CAREER BEAUTY COLLEGE","ID","67","150477"
"161900","COLLEGE OF SOUTHERN IDAHO","ID","2612","5959500"
"1113300","EASTERN IDAHO TECHNICAL COLLEGE","ID","414","988131.41000000003"
"2319800","HEADMASTERS SCHOOL OF HAIR DESIGN","ID","156","399241.31"
"2349200","HEADMASTERS SCHOOL OF HAIR DESIGN","ID","73","226320.45999999999"
"162000","IDAHO STATE UNIVERSITY","ID","6315","15967288.609999999"
"455300","ITT TECHNICAL INSTITUTE","ID","607","1261698.1100000001"
"162100","LEWIS-CLARK STATE COLLEGE","ID","1427","3593565"
"987300","MR. JUAN'S COLLEGE OF HAIR DESIGN","ID","57","181325"
"2275800","MR. LEON'S SCHOOL OF HAIR DESIGN","ID","79","220142"
"2607100","NEW IMAGES ACADEMY","ID","156","418560"
"162300","NORTH IDAHO COLLEGE","ID","1650","3867214"
"162400","NORTHWEST NAZARENE UNIVERSITY -","ID","384","885334.96999999997"
"2559500","RAZZLE DAZZLE COLLEGE OF HAIR DESIGN","ID","72","184760.42999999999"
"2314000","SCHOOL OF HAIRSTYLING (THE)","ID","65","195127"
"162600","UNIVERSITY OF IDAHO","ID","3435","9200503"
"1073700","ADVOCATE ILLINOIS MASONIC SCHOOL OF RADIOLOGIC TECHNOLOGY","IL","32","70375"
"832800","ALVAREITA'S COLLEGE OF COSMETOLOGY","IL","61","139353.56"
"2349400","ALVAREITA'S COLLEGE OF COSMETOLOGY","IL","35","95448"
"162800","AMERICAN ACADEMY OF ART","IL","131","294344"
"2179900","ARGOSY UNIVERSITY","IL","503","1026599"
"163300","AUGUSTANA COLLEGE","IL","374","849273.54000000004"
"163400","AURORA UNIVERSITY","IL","463","1152660.1899999999"
"163500","BARAT COLLEGE","IL","76","168722"
"2117400","BECK AREA CAREER CENTER","IL","46","145345"
"2536700","BELL MAR BEAUTY COLLEGE","IL","95","214672"
"176700","BENEDICTINE UNIVERSITY","IL","444","1013050"
"163800","BLACK HAWK COLLEGE","IL","2543","5214806"
"163900","BLACKBURN UNIVERSITY","IL","256","619296.39000000001"
"621400","BLESSING HOSPITAL","IL","24","53057"
"621401","BLESSING HOSPITAL - SCHOOL OF MEDICAL LABORATORY TECHNICIANS","IL","2","8000"
"621402","BLESSING HOSPITAL - SCHOOL OF RADIOLOGIC TECHNOLOGY","IL","5","13700"
"164100","BRADLEY UNIVERSITY","IL","944","2209863"
"3099700","CAINS BARBER COLLEGE","IL","139","334982.66999999998"
"3078400","CAMEO BEAUTY ACADEMY","IL","98","225932.13"
"893900","CANNELLA SCHOOL OF HAIR DESIGN","IL","158","317314.45000000001"
"959500","CANNELLA SCHOOL OF HAIR DESIGN","IL","180","398671"
"1190200","CANNELLA SCHOOL OF HAIR DESIGN","IL","15","21779"
"2202600","CANNELLA SCHOOL OF HAIR DESIGN","IL","66","153620.67000000001"
"2253000","CANNELLA SCHOOL OF HAIR DESIGN","IL","131","282539"
"2291200","CANNELLA SCHOOL OF HAIR DESIGN","IL","182","437224.34000000003"
"2295500","CANNELLA SCHOOL OF HAIR DESIGN","IL","102","234859.67000000001"
"2349500","CANNELLA SCHOOL OF HAIR DESIGN","IL","377","942884.22999999998"
"1071000","CAPITAL AREA CAREER CENTER","IL","130","304604.63"
"1308800","CAPRI OAK FOREST BEAUTY COLLEGE","IL","88","198915.35000000001"
"1308700","CAPRI-GARFIELD RIDGE SCHOOL OF BEAUTY CULTURE","IL","221","517488.69"
"854400","CAREER COLLEGES OF CHICAGO","IL","176","276350.21999999997"
"726500","CARL SANDBURG COLLEGE","IL","1451","3149342"
"3455700","CHICAGO SCHOOL OF MASSAGE THERAPY","IL","66","121612.03"
"169400","CHICAGO STATE UNIVERSITY","IL","3691","9698766.4800000004"
"3472300","CHICAGO URBAN LEAGUE COMPUTER TRAINING CENTER","IL","42","55265.809999999998"
"3199300","CHRISTIAN LIFE COLLEGE","IL","18","45581"
"165000","CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE","IL","2948","6221198.5300000003"
"164800","CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE","IL","2169","4809816.8300000001"
"164700","CITY COLLEGES OF CHICAGO SYSTEM OFFICE","IL","1","4913.3699999999999"
"165400","CITY COLLEGES OF CHICAGO-KENNEDY KING COLLEGE","IL","2974","7140216.96"
"665600","COLLEGE OF DU PAGE","IL","2204","4447488.4800000004"
"769400","COLLEGE OF LAKE COUNTY","IL","2064","3759966"
"2337800","COLLEGE OF OFFICE TECHNOLOGY","IL","910","2254487"
"166500","COLUMBIA COLLEGE","IL","2783","6437798"
"3416300","COMPUTER SYSTEMS INSTITUTE","IL","44","74026.179999999993"
"2317300","CONCEPT COLLEGE OF COSMETOLOGY","IL","52","95538"
"166600","CONCORDIA UNIVERSITY","IL","295","716839.27000000002"
"2352200","COOKING & HOSPITALITY INSTITUTE OF CHICAGO (THE)","IL","480","1211529.3899999999"
"2150600","COSMETOLOGY AND SPA INSTITUTE (THE)","IL","24","57013"
"754900","COYNE AMERICAN INSTITUTE","IL","593","1179275"
"166900","DANVILLE AREA COMMUNITY COLLEGE","IL","1003","2135808.5099999998"
"167100","DEPAUL UNIVERSITY","IL","4023","9973442.8599999994"
"1072700","DEVRY UNIVERSITY","IL","25138","58998464"
"175000","DOMINICAN UNIVERSITY","IL","299","670724"
"1260800","DU QUOIN BEAUTY COLLEGE","IL","82","148999.14999999999"
"167400","EASTERN ILLINOIS UNIVERSITY","IL","2198","5390280"
"2168600","EAST-WEST UNIVERSITY","IL","1231","2445526"
"825900","EDUCATORS OF BEAUTY","IL","155","408390"
"947500","EDUCATORS OF BEAUTY","IL","40","108140"
"167500","ELGIN COMMUNITY COLLEGE","IL","1103","1988530.1599999999"
"167600","ELMHURST COLLEGE","IL","474","1148414"
"2556100","ENVIRONMENTAL TECHNICAL INSTITUTE","IL","424","869882"
"167800","EUREKA COLLEGE","IL","223","529075"
"2584900","FIRST INSTITUTE","IL","13","22049"
"2522800","FOX COLLEGE","IL","185","478525.19"
"456000","GEM CITY COLLEGE","IL","45","84664"
"914500","GOVERNORS STATE UNIVERSITY","IL","791","1805034"
"893800","GRAHAM HOSPITAL SCHOOL OF NURSING","IL","38","96744"
"168400","GREENVILLE COLLEGE","IL","492","1092458"
"2261200","HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY","IL","60","113590.89999999999"
"2498200","HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY","IL","57","118639"
"2332200","HAIR PROFESSIONALS CAREER COLLEGE","IL","38","84376"
"2587700","HAIR PROFESSIONALS CAREER COLLEGE","IL","56","118127.5"
"2262100","HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY","IL","65","132209"
"3002000","HAIRMASTERS INSTITUTE OF COSMETOLOGY","IL","81","151834"
"2599500","HANOVER PARK COLLEGE OF BEAUTY CULTURE","IL","26","58823.699999999997"
"165200","HAROLD WASHINGTON COLLEGE","IL","3408","7208364.6200000001"
"2055200","HARRINGTON INSTITUTE OF INTERIOR DESIGN","IL","269","508084.53999999998"
"3083800","HEARTLAND COMMUNITY COLLEGE","IL","1391","2509571.1800000002"
"168500","HEBREW THEOLOGICAL COLLEGE","IL","102","310525"
"165900","HERMAN M FINCH UNIVERSITY OF HEALTH SCIENCES/ CHICAGO MEDICAL SCHOOL","IL","1","3850"
"168100","HIGHLAND COMMUNITY COLLEGE","IL","840","1665287.75"
"3101800","ILLINOIS CENTER FOR BROADCASTING","IL","115","239175"
"675300","ILLINOIS CENTRAL COLLEGE","IL","2104","4232952.6500000004"
"168800","ILLINOIS COLLEGE","IL","313","708018"
"913500","ILLINOIS EASTERN COMMUNITY COLLEGE SYSTEM OFFICE","IL","3","5500"
"2074400","ILLINOIS EASTERN COMMUNITY COLLEGES - FRONTIER COMMUNITY COLLEGE","IL","255","560372.75"
"978600","ILLINOIS EASTERN COMMUNITY COLLEGES - LINCOLN TRAIL COLLEGE","IL","295","729610"
"174200","ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE","IL","495","1113608"
"177900","ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE","IL","418","1063090.6200000001"
"1258400","ILLINOIS INSTITUTE OF ART (THE)","IL","1277","2930965.1400000001"
"169100","ILLINOIS INSTITUTE OF TECHNOLOGY","IL","355","956152"
"3099800","ILLINOIS SCHOOL OF HEALTH CAREERS","IL","283","884645"
"169200","ILLINOIS STATE UNIVERSITY","IL","3711","8723890.0600000005"
"170500","ILLINOIS VALLEY COMMUNITY COLLEGE","IL","836","1725047.25"
"3669300","ILLINOIS WELDING SCHOOL","IL","28","55058"
"169600","ILLINOIS WESLEYAN UNIVERSITY","IL","231","498636"
"2160300","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","IL","1777","3558677.3100000001"
"807600","JOHN A. LOGAN COLLEGE","IL","1699","3965006"
"2166800","JOHN AMICO'S SCHOOL OF HAIR DESIGN","IL","72","171333.51000000001"
"1281300","JOHN WOOD COMMUNITY COLLEGE","IL","1302","2464153.6800000002"
"169900","JOLIET JUNIOR COLLEGE","IL","1568","3017237.27"
"170000","JUDSON COLLEGE","IL","351","800836"
"2563300","KANKAKEE ACADEMY OF HAIR DESIGN","IL","169","363369"
"769000","KANKAKEE COMMUNITY COLLEGE","IL","638","1217658.6200000001"
"170100","KASKASKIA COLLEGE","IL","1298","2995245.4900000002"
"170300","KENDALL COLLEGE","IL","193","451847.31"
"768400","KISHWAUKEE COLLEGE","IL","871","1900008.25"
"170400","KNOX COLLEGE","IL","272","656676"
"2312300","LA'JAMES COLLEGE OF HAIRSTYLING","IL","22","51999.599999999999"
"170600","LAKE FOREST COLLEGE","IL","323","860953"
"764400","LAKE LAND COLLEGE","IL","1650","3705508.6000000001"
"1050100","LAKEVIEW COLLEGE OF NURSING","IL","50","117264.5"
"1317800","LAMONT'S INTERNATIONAL SCHOOL OF COSMETOLOGY","IL","30","73279"
"1002000","LEWIS & CLARK COMMUNITY COLLEGE","IL","1625","3355739.6400000001"
"170700","LEWIS UNIVERSITY","IL","716","1742675.5"
"2527600","LEXINGTON COLLEGE","IL","38","111525"
"170800","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","IL","282","629155.31000000006"
"170900","LINCOLN COLLEGE","IL","503","1255830"
"717000","LINCOLN LAND COMMUNITY COLLEGE","IL","1559","2777651.4199999999"
"1031600","LINCOLN TECHNICAL INSTITUTE","IL","1416","3093736.25"
"171000","LOYOLA UNIVERSITY CHICAGO","IL","1988","5160435"
"2228100","MAC DANIEL'S BEAUTY SCHOOL","IL","117","297374.34000000003"
"171600","MACCORMAC COLLEGE","IL","388","839672.25"
"171700","MACMURRAY COLLEGE","IL","336","843522.87"
"769100","MCHENRY COUNTY COLLEGE","IL","598","1029007.1800000001"
"172200","MCKENDREE COLLEGE","IL","597","1419161.46"
"622800","METHODIST MEDICAL CENTER OF ILLINOIS SCHOOL OF NURSING","IL","29","87950"
"456800","MIDSTATE COLLEGE","IL","464","904745.31999999995"
"3368300","MIDWEST TECHNICAL INSTITUTE","IL","174","434971"
"165700","MIDWESTERN UNIVERSITY","IL","94","245240"
"172400","MILLIKIN UNIVERSITY","IL","748","1721536.53"
"172500","MONMOUTH COLLEGE","IL","317","793096.09999999998"
"769200","MORAINE VALLEY COMMUNITY COLLEGE-","IL","2069","4198460.8399999999"
"888000","MORRISON INSTITUTE OF TECHNOLOGY","IL","54","133532"
"172800","MORTON COLLEGE","IL","1157","2295836.8900000001"
"2538100","MR. JOHNS SCHOOL OF COSMETOLOGY","IL","58","98970.339999999997"
"3643300","MR. JOHN'S SCHOOL OF COSMETOLOGY & NAILS","IL","32","75204"
"2192400","MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS","IL","96","205888.78"
"793700","MS ROBERTS ACADEMY OF BEAUTY CULTURE","IL","25","54226.889999999999"
"2286100","NAES COLLEGE","IL","27","62607"
"173200","NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE)","IL","32","35659"
"173300","NATIONAL-LOUIS UNIVERSITY","IL","1622","3628223.75"
"2556600","NILES SCHOOL OF COSMETOLOGY","IL","51","116803.34"
"173400","NORTH CENTRAL COLLEGE","IL","371","836920.56000000006"
"173500","NORTH PARK UNIVERSITY","IL","498","1168670.5"
"169300","NORTHEASTERN ILLINOIS UNIVERSITY","IL","3219","7928408"
"173700","NORTHERN ILLINOIS UNIVERSITY","IL","4792","12352736.23"
"1236200","NORTHWESTERN BUSINESS COLLEGE","IL","1752","3254565"
"173900","NORTHWESTERN UNIVERSITY","IL","848","2116237"
"173901","NORTHWESTERN UNIVERSITY - CHICAGO CAMPUS","IL","40","75221"
"989600","OAKTON COMMUNITY COLLEGE","IL","1100","1933612"
"2297500","OEHRLEIN SCHOOL OF COSMETOLOGY","IL","41","84875"
"976700","OLIVE HARVEY COLLEGE","IL","2565","5892820.8799999999"
"174100","OLIVET NAZARENE UNIVERSITY","IL","673","1689297.3999999999"
"1185800","OLYMPIA COLLEGE","IL","883","1696326"
"711800","PARKLAND COLLEGE","IL","2404","5668251"
"1083600","PIVOT POINT INTERNATIONAL COSMETOLOGY RESEARCH CENTER","IL","256","598503.68000000005"
"164000","PRAIRIE STATE COLLEGE","IL","1339","2625753.96"
"2323300","PROFESSIONALS CHOICE HAIR DESIGN ACADEMY","IL","7","18775"
"574200","PROVENA UNITED SAMARITANS MEDICAL CENTER SCHOOL OF RAD. TECH. -","IL","5","18800"
"3128300","PYRAMID CAREER INSTITUTE","IL","72","70027"
"174500","QUINCY UNIVERSITY","IL","336","775011.07999999996"
"711900","REND LAKE COLLEGE","IL","1185","2586497.21"
"164900","RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO","IL","2530","4869921.54"
"1087900","RICHLAND COMMUNITY COLLEGE","IL","1114","2046525.0800000001"
"174600","ROBERT MORRIS COLLEGE","IL","4319","11109476"
"174700","ROCK VALLEY COLLEGE","IL","1574","3015328.75"
"854500","ROCKFORD BUSINESS COLLEGE","IL","523","1130946.2"
"174800","ROCKFORD COLLEGE","IL","353","825810"
"174900","ROOSEVELT UNIVERSITY","IL","1388","2960681"
"3082900","ROSEL SCHOOL OF COSMETOLOGY","IL","154","427530.66999999998"
"980000","RUSH UNIVERSITY","IL","45","84160"
"998700","SAINT ANTHONY COLLEGE OF NURSING","IL","24","58018"
"624000","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","IL","49","88566.880000000005"
"176800","SAINT XAVIER UNIVERSITY","IL","1173","2926494"
"175200","SAUK VALLEY COMMUNITY COLLEGE","IL","848","1587315.05"
"175300","SCHOOL OF THE ART INSTITUTE OF CHICAGO","IL","500","1316169.8600000001"
"769300","SHAWNEE COMMUNITY COLLEGE","IL","1074","2406754.5"
"175600","SHIMER COLLEGE","IL","55","154663"
"176900","SOUTH SUBURBAN COLLEGE OF COOK COUNTY","IL","3584","6997033"
"175700","SOUTHEASTERN ILLINOIS COLLEGE","IL","662","1593620.8999999999"
"175800","SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE","IL","6074","16091227"
"175900","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","IL","2881","7093812.9000000004"
"163600","SOUTHWESTERN ILLINOIS COLLEGE","IL","3238","6509008.3700000001"
"3128500","SPANISH COALITION FOR JOBS","IL","95","211888"
"457100","SPARKS COLLEGE","IL","42","92163.449999999997"
"164300","SPOON RIVER COLLEGE","IL","573","1258931"
"176100","SPRINGFIELD COLLEGE ILLINOIS","IL","188","422394.77000000002"
"3098000","ST JOHNS COLLEGE","IL","17","39700"
"2185400","ST. AUGUSTINE COLLEGE","IL","1550","3688759.6600000001"
"1181000","TAYLOR BUSINESS INSTITUTE","IL","354","1018917"
"2073200","TELSHE YESHIVA-CHICAGO","IL","22","78650"
"3065300","TREND SETTERS COLLEGE OF COSMETOLOGY","IL","104","198784"
"1069500","TRI COUNTY BEAUTY ACADEMY","IL","27","80935"
"177100","TRINITY CHRISTIAN COLLEGE","IL","273","620366.5"
"418100","TRINITY HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","IL","9","29600"
"177200","TRINITY INTERNATIONAL UNIVERSITY","IL","354","815493.93000000005"
"177201","TRINITY INTERNATIONAL UNIVERSITY - SOUTH FLORIDA CAMPUS","IL","93","193137"
"622500","TRINITY MEDICAL CENTER","IL","60","131921"
"177300","TRITON COLLEGE","IL","2139","4201263"
"177400","UNIVERSITY OF CHICAGO (THE)","IL","501","1255847"
"177600","UNIVERSITY OF ILLINOIS AT CHICAGO","IL","5642","15307329.5"
"933300","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","IL","647","1492037"
"177500","UNIVERSITY OF ILLINOIS AT URBANA - CHAMPAIGN","IL","4563","11992674"
"166400","UNIVERSITY OF SAINT FRANCIS","IL","364","848530"
"2124400","UNIVERSITY OF SPA & COSMETOLOGY ARTS","IL","138","237532.19"
"177800","VANDERCOOK COLLEGE OF MUSIC","IL","34","89338"
"2069300","VATTEROTT COLLEGE","IL","552","1320486"
"3623300","VEE'S SCHOOL OF BEAUTY CULTURE","IL","41","121495.31"
"693100","WAUBONSEE COMMUNITY COLLEGE","IL","662","1212230.24"
"178000","WESTERN ILLINOIS UNIVERSITY","IL","3101","7514740"
"2313900","WESTWOOD COLLEGE OF TECHNOLOGY","IL","378","892381.5"
"3079200","WESTWOOD COLLEGE OF TECHNOLOGY","IL","436","1050352.6000000001"
"178100","WHEATON COLLEGE","IL","340","755217.5"
"165500","WILBUR WRIGHT COLLEGE","IL","1856","3583475.5"
"396100","WILLIAM RAINEY HARPER COLLEGE","IL","1486","3023079.71"
"178300","WORSHAM COLLEGE OF MORTUARY SCIENCE","IL","26","62684"
"2345200","A CUT ABOVE BEAUTY COLLEGE","IN","70","133971"
"3538300","ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS","IN","19","15672"
"3176300","AMERICAN TRANS AIR AVIATION TRAINING ACADEMY","IN","105","247795.70999999999"
"178400","ANCILLA DOMINI COLLEGE","IN","403","907629.68000000005"
"178500","ANDERSON UNIVERSITY","IN","693","1624348"
"961200","APEX ACADEMY OF HAIR DESIGN","IN","15","34558"
"178600","BALL STATE UNIVERSITY","IN","3748","8765923"
"178700","BETHEL COLLEGE","IN","609","1376326"
"178800","BUTLER UNIVERSITY","IN","425","1028083"
"183400","CALUMET COLLEGE OF SAINT JOSEPH","IN","497","1209713.6799999999"
"2615800","COLLEGE OF COURT REPORTING","IN","109","216034.70000000001"
"2103200","COMMONWEALTH BUSINESS COLLEGE","IN","1182","2631678.48"
"1150500","CREATIVE HAIR STYLING ACADEMY","IN","64","147785"
"3456700","CROSSROADS BIBLE COLLEGE","IN","83","140403.5"
"3262300","DAVID DEMUTH INSTITUTE OF COSMETOLOGY","IN","36","64346.870000000003"
"179200","DEPAUW UNIVERSITY","IN","298","688175"
"2158800","DON ROBERTS BEAUTY SCHOOL","IN","22","51403"
"2164300","DON ROBERTS SCHOOL OF HAIR DESIGN","IN","49","111455.11"
"179300","EARLHAM COLLEGE","IN","254","664457"
"2118900","EVANSVILLE TRI STATE BEAUTY COLLEGE","IN","41","101415"
"179800","FRANKLIN COLLEGE OF INDIANA","IN","260","587478"
"179900","GOSHEN COLLEGE","IN","210","505539"
"180000","GRACE COLLEGE AND THEOLOGICAL SEMINARY","IN","307","734562"
"2607000","HAIR ARTS ACADEMY","IN","27","59032.5"
"2490500","HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","165","323976"
"2490800","HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","72","129986.87"
"180100","HANOVER COLLEGE","IN","191","450156"
"951500","HARROLD BEAUTY ACADEMY","IN","34","64533.779999999999"
"726300","HOLY CROSS COLLEGE","IN","130","287572.12"
"180300","HUNTINGTON COLLEGE","IN","225","493835"
"2158400","INDIANA BUSINESS COLLEGE","IN","2013","4466246.6699999999"
"2158407","INDIANA BUSINESS COLLEGE - ANDERSON","IN","274","632812"
"2158401","INDIANA BUSINESS COLLEGE - COLUMBUS","IN","312","746765"
"2158402","INDIANA BUSINESS COLLEGE - LAFAYETTE","IN","210","485969.33000000002"
"2158404","INDIANA BUSINESS COLLEGE - MARION","IN","172","449571"
"2158405","INDIANA BUSINESS COLLEGE - TERRE HAUTE","IN","358","773257.53000000003"
"3009700","INDIANA BUSINESS COLLEGE-MUNCIE","IN","336","758907"
"180500","INDIANA INSTITUTE OF TECHNOLOGY","IN","704","1527010"
"180700","INDIANA STATE UNIVERSITY","IN","2823","7220039"
"181400","INDIANA UNIVERSITY - KOKOMO","IN","715","1427358.3400000001"
"181500","INDIANA UNIVERSITY - NORTHWEST","IN","1497","3630178.6000000001"
"181300","INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS","IN","6083","13835090.369999999"
"181100","INDIANA UNIVERSITY - RICHMOND","IN","1211","2664299.4300000002"
"181600","INDIANA UNIVERSITY - SOUTH BEND","IN","1986","4427595.5499999998"
"180900","INDIANA UNIVERSITY BLOOMINGTON","IN","4956","12426914.890000001"
"182800","INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE","IN","3039","6361466.21"
"181700","INDIANA UNIVERSITY SOUTHEAST","IN","1483","3290969.6800000002"
"182200","INDIANA WESLEYAN UNIVERSITY","IN","1781","3682060.3300000001"
"457900","INTERNATIONAL BUSINESS COLLEGE","IN","453","1041214.67"
"732700","ITT TECHNICAL INSTITUTE","IN","1632","3465269.2000000002"
"832900","ITT TECHNICAL INSTITUTE","IN","1416","2971618.0899999999"
"732900","ITT TECHNICAL INSTITUTE -","IN","2767","5750263.2699999996"
"992600","IVY TECH STATE COLLEGE","IN","2944","5651532.3600000003"
"1003700","IVY TECH STATE COLLEGE","IN","888","1566228.29"
"3521300","IVY TECH STATE COLLEGE - BLOOMINGTON","IN","1229","2595101.6699999999"
"1003800","IVY TECH STATE COLLEGE - COLUMBUS-","IN","821","1545873.05"
