"OPE_ID","INSTITUTION NAME","INSTITUTION CITY","INSTITUTION STATE","INSTITUTION TYPE AND CONTROL","TOTAL AWARDS","TOTAL RECIPIENTS"
"934400","RAMAPO COLLEGE OF NEW JERSEY","MAHWAH","NJ","Public 4yr","6817698","1504"
"934500","STOCKTON UNIVERSITY","GALLOWAY","NJ","Public 4yr","15643612","3451"
"938700","PERRY TECHNICAL INSTITUTE","YAKIMA","WA","Private 2yr","3153349","702"
"940100","COLORADO CHRISTIAN UNIVERSITY","LAKEWOOD","CO","Private 4yr","11104220","3009"
"940700","LINCOLN COLLEGE OF NEW ENGLAND","SOUTHINGTON","CT","Proprietary 4yr","1278853","341"
"941200","FORTIS COLLEGE","CUYAHOGA FALLS","OH","Proprietary 2yr","3953904","1015"
"941206","FORTIS COLLEGE - FORTIS INSTITUTE - COOK","COOKEVILLE","TN","Proprietary 2yr","894635","231"
"941900","STATE CLG OF BEAUTY CULT-WAUSAU","WAUSAU","WI","Proprietary 2yr","136542","33"
"943000","TRI-COUNTY COMMUNITY COLLEGE","MURPHY","NC","Public 2yr","1664260","460"
"943300","SHERMAN KENDALL'S ACADEMY OF BEAUTY","SALT LAKE CITY","UT","Proprietary 2yr","24186","11"
"944900","PENNCO TECH","BRISTOL","PA","Proprietary 2yr","1306048","334"
"946400","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-","PULASKI","TN","Public 2yr","603500","190"
"946600","BRIGHTWOOD COLLEGE","SAN ANTONIO","TX","Proprietary 2yr","6651826","1895"
"947500","EDUCATORS OF BEAUTY","LA SALLE","IL","Proprietary 2yr","190915","46"
"947900","SAINT VINCENTS CMC SI NURSING SCHOOL","STATEN ISLAND","NY","Proprietary 2yr","1782609","381"
"950700","GEORGIA HIGHLANDS COLLEGE","ROME","GA","Public 4yr","11508373","3056"
"950900","SKILLS & BUSINESS EDUCATION CENTER","SACRAMENTO","CA","Public 2yr","1275067","272"
"951500","J MICHAEL HARROLD BEAUTY ACADEMY","TERRE HAUTE","IN","Proprietary 2yr","206860","48"
"952300","BAHNER COLLEGE OF HAIRSTYLING","FREMONT","NE","Proprietary 2yr","25160","5"
"953000","GERBER AKRON BEAUTY SCHOOL","AKRON","OH","Proprietary 2yr","170139","54"
"953500","STAUNTON SCHOOL OF COSMETOLOGY","STAUNTON","VA","Proprietary 2yr","83365","25"
"953700","VIRGINIA SCH OF HAIR DESIGN","HAMPTON","VA","Proprietary 2yr","225785","58"
"954200","COMMUNITY COLLEGE OF DENVER","DENVER","CO","Public 4yr","11614360","3904"
"954300","RED ROCKS COMMUNITY COLLEGE","LAKEWOOD","CO","Public 4yr","7128567","2335"
"954400","SPOKANE FALLS COMMUNITY COLLEGE","SPOKANE","WA","Public 4yr","9087169","2483"
"954900","WESTERN TEXAS COLLEGE","SNYDER","TX","Public 2yr","1239708","313"
"956700","TENNESSEE SCHOOL OF BEAUTY","KNOXVILLE","TN","Proprietary 2yr","461175","114"
"958100","SPRINGFIELD COLLEGE OF BEAUTY","SPRINGFIELD","OR","Proprietary 2yr","106134","25"
"959000","INDEPENDENCE COLLEGE OF COSMETOLOGY","INDEPENDENCE","MO","Proprietary 2yr","251432","53"
"959300","LA'JAMES COLLEGE OF HAIRSTYLING","IOWA CITY","IA","Proprietary 2yr","51085","13"
"959500","CANNELLA SCHOOL OF HAIR DESIGN","CHICAGO","IL","Proprietary 2yr","133771","38"
"960000","COSMETOLOGY CAREERS UNLTD-DULUTH","DULUTH","MN","Proprietary 2yr","113628","25"
"960700","HOUSE OF HEAVILIN BEAUTY COLLEGE","KANSAS CITY","MO","Proprietary 2yr","128345","31"
"961700","CAPITOL BEAUTY SCHOOL","OMAHA","NE","Proprietary 2yr","291299","64"
"961800","TULSA WELDING SCHOOL","TULSA","OK","Proprietary 2yr","11417052","2759"
"962100","HERZING UNIVERSITY","MADISON","WI","Private 4yr","25635688","6442"
"962900","MOUNTAIN EMPIRE COMMUNITY COLLEGE","BIG STONE GAP","VA","Public 2yr","4794811","1314"
"963500","FLORIDA INTERNATIONAL UNIVERSITY","MIAMI","FL","Public 4yr","106485427","23352"
"964500","BARD COLLEGE AT SIMON'S ROCK","GREAT BARRINGTON","MA","Private 4yr","391509","95"
"964600","PIEDMONT COMMUNITY COLLEGE","ROXBORO","NC","Public 2yr","1653904","501"
"964700","OKLAHOMA STATE UNIV, OKLA CITY","OKLAHOMA CITY","OK","Public 4yr","8181362","2416"
"965100","TEXAS A&M INTERNATIONAL UNIVERSITY","LAREDO","TX","Public 4yr","22241998","4578"
"965200","UNIVERSITY OF PUERTO RICO, PONCE","PONCE","PR","Public 4yr","12720236","2514"
"966000","TIFFIN ACADEMY OF HAIR DESIGN","TIFFIN","OH","Proprietary 2yr","128460","30"
"967300","RUDAE'S SCHOOL OF BEAUTY CULTURE","FORT WAYNE","IN","Proprietary 2yr","529228","131"
"968400","BLUE RIDGE COMMUNITY COLLEGE","FLAT ROCK","NC","Public 2yr","2612579","765"
"970400","NORTH SEATTLE COMMUNITY COLLEGE","SEATTLE","WA","Public 4yr","3632370","1050"
"970600","SOUTH SEATTLE COMMUNITY COLLEGE","SEATTLE","WA","Public 4yr","2667753","738"
"970800","EVES COLLEGE OF HAIRSTYLING","LAWTON","OK","Proprietary 2yr","406161","95"
"971000","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY","HUNTSVILLE","TN","Public 2yr","552443","176"
"972100","BRADFORD SCHOOL","PITTSBURGH","PA","Proprietary 2yr","1531067","272"
"972300","ARIA HEALTH SCHOOL OF NURSING","FEASTERVILLE TREVOSE","PA","Private 2yr","323408","78"
"973900","GLEN DOW ACAD OF HAIR DESIGN","SPOKANE","WA","Proprietary 2yr","367698","97"
"974000","INVER HILLS COMMUNITY COLLEGE","INVER GROVE HEIGHTS","MN","Public 2yr","4527755","1365"
"974100","UNIVERSITY OF TEXAS AT DALLAS","RICHARDSON","TX","Public 4yr","27232568","6229"
"974300","BELLEVUE UNIVERSITY","BELLEVUE","NE","Private 4yr","9032739","2317"
"974400","FOX VALLEY TECHNICAL COLLEGE","APPLETON","WI","Public 2yr","7740016","2424"
"974800","CARRINGTON COLLEGE","SACRAMENTO","CA","Proprietary 2yr","13926212","3518"
"976300","TULSA COMMUNITY COLLEGE","TULSA","OK","Public 2yr","21350473","6755"
"976400","TUNXIS COMMUNITY COLLEGE","FARMINGTON","CT","Public 2yr","5820213","1792"
"976500","THREE RIVERS COMMUNITY COLLEGE","NORWICH","CT","Public 2yr","6155764","2117"
"976700","OLIVE-HARVEY COLLEGE","CHICAGO","IL","Public 2yr","4230240","1220"
"976900","METROPOLITAN COLLEGE OF NEW YORK","NEW YORK","NY","Private 4yr","3977333","789"
"978200","SAINT LUKE'S COLLEGE OF HEALTH SCIENCES","KANSAS CITY","MO","Private 4yr","625714","182"
"979700","MIDLAND COLLEGE","MIDLAND","TX","Public 4yr","4361986","1222"
"980000","RUSH UNIVERSITY","CHICAGO","IL","Private 4yr","153825","38"
"982600","KENNEBEC VALLEY COMMUNITY COLLEGE","FAIRFIELD","ME","Public 2yr","3400220","1006"
"982800","ALTIERUS CAREER EDUCATION","SOUTHFIELD","MI","Private 2yr","6465761","1789"
"983100","MODEL COLLEGE OF HAIR DESIGN","SAINT CLOUD","MN","Proprietary 2yr","227772","62"
"984100","UNIVERSITY OF NORTH FLORIDA","JACKSONVILLE","FL","Public 4yr","19823630","4783"
"986200","CLARKSON COLLEGE","OMAHA","NE","Private 4yr","1093331","264"
"986300","PENNSYLVANIA COLLEGE OF HEALTH SCIENCES","LANCASTER","PA","Private 4yr","1697768","493"
"987300","AVEDA INSTITUTE TWIN FALLS","TWIN FALLS","ID","Proprietary 2yr","294812","55"
"989200","DULUTH BUSINESS UNIV, INC.","DULUTH","MN","Proprietary 4yr","119775","34"
"989600","OAKTON COMMUNITY COLLEGE","DES PLAINES","IL","Public 2yr","6597130","1938"
"989800","AVERY JAMES SCHOOL OF COSMETOLOGY","LAKE CHARLES","LA","Proprietary 2yr","294438","77"
"989900","LOWELL ACADEMY HAIRSTYLING INST","LOWELL","MA","Proprietary 2yr","190272","63"
"990200","SHERIDAN TECHNICAL CENTER","HOLLYWOOD","FL","Public 2yr","2804363","662"
"990300","VANCE-GRANVILLE CMTY COLLEGE","HENDERSON","NC","Public 2yr","4294207","1322"
"991000","TECHNICAL COLLEGE OF THE LOWCOUNTRY","BEAUFORT","SC","Public 2yr","4185370","1378"
"991100","UNIV OF SC-REGIONAL CAMPUSES ADMIN","COLUMBIA","SC","Public 4yr","7252716","1620"
"991200","VOLUNTEER STATE COMMUNITY COLLEGE","GALLATIN","TN","Public 2yr","12987699","3434"
"991400","ROANE STATE COMMUNITY COLLEGE","HARRIMAN","TN","Public 2yr","9310782","2507"
"991700","IVY TECH COMMUNITY COLLEGE OF INDIANA","INDIANAPOLIS","IN","Public 2yr","109178322","34633"
"992800","PIEDMONT VIRGINIA COMMUNITY COLLEGE","CHARLOTTESVILLE","VA","Public 2yr","4132672","1430"
"993000","UNIVERSITY OF TEXAS-PERMIAN BASIN","ODESSA","TX","Public 4yr","7531486","1766"
"993600","MIDDLESEX COMMUNITY COLLEGE","BEDFORD","MA","Public 2yr","9566321","2944"
"994100","BELMONT TECHNICAL COLLEGE","SAINT CLAIRSVILLE","OH","Public 2yr","1853767","512"
"994200","SHAWNEE STATE UNIVERSITY","PORTSMOUTH","OH","Public 4yr","7066266","1624"
"996200","LUNA COMMUNITY COLLEGE","LAS VEGAS","NM","Public 2yr","1312494","327"
"996300","CADDO KIOWA VOC TECH CENTER","FORT COBB","OK","Public 2yr","400953","112"
"996400","CENTRAL OKLAHOMA AREA VOC TECH SCH","DRUMRIGHT","OK","Public 2yr","420454","131"
"996500","CANADIAN VALLEY TECHNOLOGY CENTER","EL RENO","OK","Public 2yr","533787","136"
"996800","GORDON COOPER TECHNOLOGY CENTER","SHAWNEE","OK","Public 2yr","874131","179"
"997500","NORTHWEST LOUISIANA TECHNICAL COLLEGE","MINDEN","LA","Public 2yr","3045884","777"
"997600","COLLEGE OF THE OUACHITAS","MALVERN","AR","Public 2yr","2023561","536"
"998100","MORGAN COMMUNITY COLLEGE","FORT MORGAN","CO","Public 2yr","1448343","465"
"998700","SAINT ANTHONY COLLEGE OF NURSING","ROCKFORD","IL","Private 4yr","355422","92"
"998900","SANTA BARBARA BUSINESS COLLEGE","BAKERSFIELD","CA","Proprietary 4yr","3644555","852"
"999200","OAK HILLS CHRISTIAN COLLEGE","BEMIDJI","MN","Private 4yr","316738","70"
"999400","PASSAIC COUNTY COMMUNITY COLLEGE","PATERSON","NJ","Public 2yr","16187379","4535"
"1000600","GREATER JOHNSTOWN AREA VOC TECH SCH","JOHNSTOWN","PA","Public 2yr","605557","150"
"1001000","AMERICAN SAMOA CMNTY COLLEGE","PAGO PAGO","AS","Public 4yr","4181457","929"
"1001400","GARRETT COMMUNITY COLLEGE","MCHENRY","MD","Public 2yr","1351135","331"
"1002000","LEWIS AND CLARK COMMUNITY COLLEGE","GODFREY","IL","Public 2yr","5099838","1554"
"1002700","JAMES A. RHODES STATE COLLEGE","LIMA","OH","Public 2yr","3510405","1035"
"1004300","BON SECOURS MEMORIAL COLLEGE OF NURSING","RICHMOND","VA","Private 4yr","288351","92"
"1005200","JEFFERSON-LEWIS BOCES PRAC NRSGPRG","WATERTOWN","NY","Public 2yr","217848","60"
"1005300","INDIAN CAPITAL TECHNOLGY CENTER #4","MUSKOGEE","OK","Public 2yr","1574910","336"
"1005500","CRAWFORD CNTY AREA VO-TECH PRAC NUR","MEADVILLE","PA","Public 2yr","98855","17"
"1005600","AIKEN TECHNICAL COLLEGE","AIKEN","SC","Public 2yr","4782259","1413"
"1006000","VERNON COLLEGE","VERNON","TX","Public 2yr","5255592","1461"
"1009800","NEUMONT COLLEGE OF COMPUTER SCIENCE","SALT LAKE CITY","UT","Proprietary 4yr","1353770","270"
"1011500","UNIVERSITY OF TEXAS-SAN ANTONIO","SAN ANTONIO","TX","Public 4yr","56088369","12345"
"1012200","PHAGANS' MEDFORD BEAUTY SCHOOL","MEDFORD","OR","Proprietary 2yr","207085","49"
"1013000","WADE COLLEGE","DALLAS","TX","Proprietary 4yr","761035","138"
"1013800","STEWART SCHOOL","SIOUX FALLS","SD","Proprietary 2yr","318373","73"
"1014000","MINERAL COUNTY VOCATIONAL TECH CTR","KEYSER","WV","Public 2yr","84343","22"
"1014200","TOURO COLLEGE","NEW YORK","NY","Private 4yr","14881014","3300"
"1014700","WESTERN SUFFOLK BOCES","NORTHPORT","NY","Public 2yr","492817","131"
"1014800","COLORADO TECHNICAL UNIVERSITY","COLORADO SPRINGS","CO","Proprietary 4yr","96616834","24466"
"1014900","PEPPERDINE UNIVERSITY","MALIBU","CA","Private 4yr","3377834","711"
"1015100","VINCENNES BEAUTY COLLEGE","VINCENNES","IN","Proprietary 2yr","40543","11"
"1015300","HELENE FULD COL OF NRSNG/N GEN HOSP","NEW YORK","NY","Private 4yr","525353","268"
"1016100","LORAINE'S ACADEMY, INC","ST PETERSBURG","FL","Proprietary 2yr","280924","102"
"1016800","NATIONWIDE BEAUTY ACADEMY","COLUMBUS","OH","Proprietary 2yr","893780","246"
"1017000","WESTERN DAKOTA TECHNICAL INSTITUTE","RAPID CITY","SD","Public 2yr","2460882","657"
"1017600","WESTMORELAND COUNTY COMMUNITY CLG","YOUNGWOOD","PA","Public 2yr","7107869","2114"
"1018200","ROGUE COMMUNITY COLLEGE","GRANTS PASS","OR","Public 2yr","9362903","2872"
"1019500","ART INSTITUTE OF FORT LAUDERDALE (THE)","FORT LAUDERDALE","FL","Proprietary 4yr","2185132","492"
"1019800","ECPI UNIVERSITY","VIRGINIA BEACH","VA","Proprietary 4yr","47731019","9829"
"1024800","ART INSTITUTES INTERNATIONAL MINNESOTA (","MINNEAPOLIS","MN","Proprietary 4yr","219317","82"
"1025600","BENEDICTINE COLLEGE","ATCHISON","KS","Private 4yr","1687852","412"
"1026600","RANDALL UNIVERSITY","MOORE","OK","Private 4yr","935938","196"
"1027900","HICKEY COLLEGE","SAINT LOUIS","MO","Proprietary 4yr","980819","205"
"1028000","OHIO STATE BEAUTY ACADEMY","LIMA","OH","Proprietary 2yr","418159","84"
"1031900","FORTIS INSTITUTE","TOWSON","MD","Proprietary 2yr","11078387","2959"
"1032300","HANNAH E MULLINS SCH-PRAC NRSG","SALEM","OH","Public 2yr","371507","79"
"1032600","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY","HARRIMAN","TN","Public 2yr","741213","231"
"1034000","LOS MEDANOS COLLEGE","PITTSBURG","CA","Public 2yr","10169690","2918"
"1034200","SOUTHERN OKLAHOMA TECHNOLOGY CENTER","ARDMORE","OK","Public 2yr","257583","78"
"1034300","COLLEGE OF MICRONESIA - FSM","KOLONIA, POHNPEI","FM","Public 2yr","9945871","2320"
"1034500","CINCINNATI STATE TECH & COMM CLG","CINCINNATI","OH","Public 2yr","8440462","3610"
"1036200","COLLEGE OF SOUTHERN NEVADA","LAS VEGAS","NV","Public 4yr","37986373","12281"
"1036300","WESTERN NEVADA COLLEGE","CARSON CITY","NV","Public 4yr","3702902","1151"
"1036400","WHATCOM COMMUNITY COLLEGE","BELLINGHAM","WA","Public 4yr","5501491","1589"
"1036500","CHARLES R DREW UNIV OF MED & SCI","LOS ANGELES","CA","Private 4yr","328312","71"
"1037400","METROPOLITAN STATE UNIVERSITY","ST PAUL","MN","Public 4yr","14325331","3940"
"1037800","RABBINICAL COLLEGE OF LONG ISLAND","LONG BEACH","NY","Private 4yr","404222","56"
"1038700","EL PASO COMMUNITY COLLEGE","EL PASO","TX","Public 2yr","50293338","12904"
"1038800","READING AREA COMMUNITY COLLEGE","READING","PA","Public 2yr","9428202","2846"
"1039100","OKLAHOMA CITY COMMUNITY COLLEGE","OKLAHOMA CITY","OK","Public 2yr","15344963","4516"
"1039500","UNIVERSITY OF SAN DIEGO","SAN DIEGO","CA","Private 4yr","4563870","1061"
"1040200","DAKOTA COUNTY TECHNICAL COLLEGE","ROSEMOUNT","MN","Public 2yr","3216174","906"
"1040500","PINNACLE CAREER INSTITUTE","KANSAS CITY","MO","Proprietary 2yr","863275","311"
"1040600","JOSEF'S SCHOOL OF HAIR DESIGN","GRAND FORKS","ND","Proprietary 2yr","374708","80"
"1041000","BRIGHTWOOD COLLEGE","TOWSON","MD","Proprietary 2yr","1205445","365"
"1042400","SALON PROFESSIONAL ACADEMY THE","LEXINGTON","KY","Proprietary 2yr","329800","78"
"1043400","RENTON TECHNICAL COLLEGE","RENTON","WA","Public 4yr","4430675","1186"
"1043800","HASKELL INDIAN NATIONS UNIVERSITY","LAWRENCE","KS","Public 4yr","2561322","525"
"1043900","SOUTHWEST TENNESSEE COMMUNITY COLLG","MEMPHIS","TN","Public 2yr","21895998","5984"
"1045300","WASHINGTON STATE CMTY COLLEGE","MARIETTA","OH","Public 2yr","2313820","593"
"1046000","AMERICAN BAPTIST THEOLOGICAL SEMINA","NASHVILLE","TN","Private 4yr","423601","84"
"1047400","MARYMOUNT CALIFORNIA UNIVERSITY","RANCHO PALOS VERDES","CA","Private 4yr","1914238","418"
"1048700","WEST GEORGIA TECHNICAL COLLEGE","WACO","GA","Public 2yr","11058073","3612"
"1048900","AMERICAN NATIONAL UNIVERSITY","LEXINGTON","KY","Proprietary 4yr","990781","326"
"1049100","HENNEPIN TECHNICAL COLLEGE","BROOKLYN PARK","MN","Public 2yr","7270185","2285"
"1050100","LAKEVIEW COLLEGE OF NURSING","DANVILLE","IL","Private 4yr","294874","77"
"1050300","WICHITA TECHNICAL INSTITUTE","WICHITA","KS","Proprietary 2yr","5119630","1292"
"1050900","HALLMARK UNIVERSITY","SAN ANTONIO","TX","Private 4yr","3363058","626"
"1053000","QUINEBAUG VALLEY COMMUNITY COLLEGE","DANIELSON","CT","Public 2yr","2346719","814"
"1054200","EMPIRE BEAUTY SCHOOL","MOOSIC","PA","Proprietary 2yr","44611918","11598"
"1054600","CENTURY COLLEGE","WHITE BEAR LAKE","MN","Public 2yr","13751406","3996"
"1054900","KEHILATH YAKOV RABBINICAL SEMINARY","OSSINING","NY","Private 4yr","804690","137"
"1055100","NEW YORK SCH MED & DENTAL ASSISTANT","LONG ISLAND CITY","NY","Proprietary 2yr","1432936","341"
"1055400","CONCORDIA COLLEGE","SELMA","AL","Private 4yr","1621021","343"
"1056700","COLEGIO TECNOLOGICO DE SAN JUAN","SAN JUAN","PR","Public 4yr","5760440","1289"
"1057300","WEST VIRGINIA JUNIOR COLLEGE","CHARLESTON","WV","Proprietary 2yr","1421458","307"
"1061800","MID-AMERICA CLG FUNERAL SERVICE","JEFFERSONVILLE","IN","Private 4yr","363136","104"
"1062900","P B COSMETOLOGY EDUCATION CENTRE","GLOUCESTER CITY","NJ","Proprietary 2yr","314674","94"
"1063000","NORTHERN INSTITUTE OF COSMETOLOGY","LORAIN","OH","Proprietary 2yr","163236","41"
"1063200","DEWOLFF HAIRSTYLING AND COSMETOLOGY INST","ALBUQUERQUE","NM","Proprietary 2yr","170444","42"
"1063300","HOUSTON COMMUNITY COLLEGE","HOUSTON","TX","Public 2yr","86101671","24992"
"1064100","SOUTHERN WESTCHESTER BOCES","MAMARONECK","NY","Public 2yr","195279","42"
"1065200","PASCO-HERNANDO COMMUNITY CLG","NEW PORT RICHEY","FL","Public 4yr","18247085","5354"
"1067400","TEXAS TECH U HEALTH SCIENCES CENTER","LUBBOCK","TX","Public 4yr","2704481","645"
"1068400","ERIE COMMUNITY COLLEGE-ALL CAMPUSES","BUFFALO","NY","Public 2yr","21442339","5509"
"1069500","TRI-COUNTY BEAUTY ACADEMY","LITCHFIELD","IL","Proprietary 2yr","26459","7"
"1070000","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-","JACKSBORO","TN","Public 2yr","663451","169"
"1071000","CAPITAL AREA SCH OF PRAC NRSG","SPRINGFIELD","IL","Public 2yr","514651","138"
"1071700","GREAT PLAINS TECHNOLOGY CENTER SCHOOL DI","LAWTON","OK","Public 2yr","530778","133"
"1072400","CARLOS ALBIZU UNIVERSITY","SAN JUAN","PR","Private 4yr","2103263","361"
"1072700","DEVRY UNIVERSITY","CHICAGO","IL","Proprietary 4yr","66323875","17885"
"1073600","MARION TECHNICAL COLLEGE","MARION","OH","Public 2yr","2656300","776"
"1074100","MELLIE'S BEAUTY COLLEGE","FORT SMITH","AR","Proprietary 2yr","225526","66"
"1076100","DALLAS INSTITUTE OF FUNERAL SERVICE","DALLAS","TX","Private 2yr","365303","102"
"1076200","WESTERN OK AREA VOC TECH SCH DIST12","BURNS FLAT","OK","Public 2yr","270877","65"
"1077100","GUPTON JONES COLLEGE","DECATUR","GA","Private 2yr","620367","184"
"1077900","PORTER AND CHESTER INSTITUTE-ALLCAMPUSES","STRATFORD","CT","Proprietary 2yr","9035712","2629"
"1081300","AMERICAN ACAD MCALLISTER INST","NEW YORK","NY","Private 2yr","714720","267"
"1081400","PITTSBURGH INST MORTUARY SCIENCE","PITTSBURGH","PA","Private 2yr","321536","70"
"1081900","CONSERVATORIO DE MUSICA DE PUERTO RICO","SAN JUAN","PR","Public 4yr","1199677","259"
"1082600","TOM P. HANEY TECHNICAL CENTER","PANAMA CITY","FL","Public 2yr","1407425","419"
"1082700","DAVID PRESSLEY PROF SCH OF COSMTLGY","ROYAL OAK","MI","Proprietary 2yr","831081","196"
"1083600","PIVOT POINT ACADEMY","BLOOMINGDALE","IL","Proprietary 2yr","178930","44"
"1085100","ANTHEM INSTITUTE","PARSIPPANY","NJ","Proprietary 2yr","1076452","335"
"1085800","AVALON SCHOOL OF COSMETOLOGY","MESA","AZ","Proprietary 2yr","3324604","854"
"1086000","GREATER ALTOONA CAREER/TECH CENTER","ALTOONA","PA","Public 2yr","721186","167"
"1086100","WEST VIRGINIA BUSINESS COLLEGE","NUTTER FORT","WV","Proprietary 2yr","14150","7"
"1087900","RICHLAND COMMUNITY COLLEGE","DECATUR","IL","Public 2yr","3630153","1176"
"1088000","CHATFIELD COLLEGE","SAINT MARTIN","OH","Private 2yr","703572","191"
"1088100","STARK STATE COLLEGE","NORTH CANTON","OH","Public 2yr","15580969","4991"
"1090300","RIZZIERI INSTITUTE","VOORHEES","NJ","Proprietary 2yr","610321","151"
"1090600","CINCINNATI CLG OF MORTUARY SCIENCE","CINCINNATI","OH","Private 4yr","236927","50"
"1091300","MADISON MEDIA INSTITUTE","MADISON","WI","Proprietary 4yr","2995894","740"
"1092200","UNIVERSITY OF PUERTO RICO - UTUADO","UTUADO","PR","Public 4yr","4349799","870"
"1092300","UNION INSTITUTE & UNIVERSITY","CINCINNATI","OH","Private 4yr","2069764","491"
"1094300","RABBINICAL COLLEGE BETH SHRAGA","MONSEY","NY","Private 4yr","70016","13"
"1095200","PNW BOCES LPN PROGRAM","YORKTOWN HEIGHTS","NY","Public 2yr","31090","8"
"1096300","GREENE COUNTY VOC-TECH SCHOOL","WAYNESBURG","PA","Public 2yr","66311","16"
"1097500","UNIVERSITY OF PUERTO RICO BAYAMON TECHNI","BAYAMON","PR","Public 4yr","14665626","3042"
"1099300","HOBART INSTITUTE OF WELDING TECHNOLOGY","TROY","OH","Private 2yr","813247","209"
"1099700","EAST GEORGIA COLLEGE","SWAINSBORO","GA","Public 4yr","8096551","1866"
"1099800","PENNSYLVANIA INSTITUTE OF TECH","MEDIA","PA","Private 2yr","1900568","574"
"1100900","PALAU COMMUNITY COLLEGE","WESTERN CAROLINA ISLAND","PW","Public 2yr","2084980","513"
"1102600","WARRENSBURG AREA VOC TECH SCH","WARRENSBURG","MO","Public 2yr","100642","16"
"1103100","TECHNICAL CAREER INSTITUTE","NEW YORK","NY","Proprietary 2yr","447328","179"
"1104600","CENTRAL OHIO TECHNICAL COLLEGE","NEWARK","OH","Public 2yr","4652428","1481"
"1109700","CLOYD'S BEAUTY SCHOOL #1","WEST MONROE","LA","Proprietary 2yr","116526","31"
"1109800","FLINT INSTITUTE OF BARBERING","FLINT","MI","Proprietary 2yr","245391","48"
"1111200","FIDM-FASHION INSTITUTE OF DESIGN","LOS ANGELES","CA","Proprietary 4yr","4213541","928"
"1111300","MAHARISHI UNIV OF MANAGEMENT","FAIRFIELD","IA","Private 4yr","754005","181"
"1111700","ALLIANT INTERNATIONAL UNIVERSITY","SAN DIEGO","CA","Proprietary 4yr","234789","55"
"1113300","EASTERN IDAHO TECHNICAL COLLEGE","IDAHO FALLS","ID","Public 2yr","2141057","575"
"1114500","LONE STAR COLLEGE SYSTEM","HOUSTON","TX","Public 2yr","79305491","22574"
"1115000","ASNUNTUCK COMMUNITY COLLEGE","ENFIELD","CT","Public 2yr","3255819","1010"
"1116100","TEXAS A&M UNIV CORPUS CHRISTI","CORPUS CHRISTI","TX","Public 4yr","20845107","4324"
"1116300","UNIVERSITY OF TEXAS AT TYLER","TYLER","TX","Public 4yr","11150896","2674"
"1116500","UINTAH BASIN APPLIED TECHNOLOGY CLG","ROOSEVELT","UT","Public 2yr","127154","29"
"1116600","BROADVIEW UNIVERSITY","WEST JORDAN","UT","Proprietary 4yr","878515","295"
"1116700","COMMUNITY COLLEGE OF VERMONT","MONTPELIER","VT","Public 2yr","6092134","2404"
"1118900","UNITED TALMUDICAL SEMINARY","BROOKLYN","NY","Private 4yr","13136759","1711"
"1119200","BETH HAMEDRASH SHAAREI YOSHER INST","BROOKLYN","NY","Private 4yr","177630","31"
"1119400","STANLY COMMUNITY COLLEGE","ALBEMARLE","NC","Public 2yr","4335632","1242"
"1119700","MAYLAND COMMUNITY COLLEGE","SPRUCE PINE","NC","Public 2yr","1487523","407"
"1120600","PIONEER TECHNOLOGY CENTER","PONCA CITY","OK","Public 2yr","306198","70"
"1121000","BUNKER HILL COMMUNITY COLLEGE","CHARLESTOWN","MA","Public 2yr","23567422","6949"
"1122000","WINDWARD COMMUNITY COLLEGE","KANEOHE","HI","Public 2yr","2541145","719"
"1138500","COLLEGE OF THE ATLANTIC","BAR HARBOR","ME","Private 4yr","506513","115"
"1146000","NATIONAL UNIVERSITY","LA JOLLA","CA","Private 4yr","14656514","3619"
"1146200","UNIVERSITY OF ALASKA ANCHORAGE","ANCHORAGE","AK","Public 4yr","13570920","3841"
"1148100","DIVERS INSTITUTE OF TECHNOLOGY","SEATTLE","WA","Proprietary 2yr","711871","207"
"1148400","ADVANCED INSTITUTE OF HAIR DESIGN","MILWAUKEE","WI","Proprietary 2yr","480259","103"
"1150500","TRICOCI UNIVERSITY OF BEAUTY CULTURE","HIGHLAND","IN","Proprietary 2yr","858394","241"
"1151900","JOSEPH'S COLLEGE COSMETOLOGY","LINCOLN","NE","Proprietary 2yr","900943","193"
"1152300","MORRIS COUNTY SCHOOL OF TECHNOLOGY","DENVILLE","NJ","Public 2yr","84878","21"
"1153700","MID-AMERICA TECHNOLOGY CENTER","WAYNE","OK","Public 2yr","118222","30"
"1155300","WM R MOORE COLLEGE OF TECHNOLOGY","MEMPHIS","TN","Private 2yr","302719","88"
"1157200","COLORADO SCHOOL OF TRADES","LAKEWOOD","CO","Proprietary 2yr","372495","91"
"1159600","SYLVAIN MELLOUL INTERNATIONAL HAIR ACADE","LYNCHBURG","VA","Proprietary 2yr","283894","74"
"1161400","CHAMPLAIN VALLEY HOSP SCH RAD TECH","PLATTSBURGH","NY","Private 2yr","18830","5"
"1161700","CENTER FOR ALLIED HEALTH EDUCATION","BROOKLYN","NY","Proprietary 2yr","734543","199"
"1162100","AUTOMOTIVE TRAINING CENTER","EXTON","PA","Proprietary 2yr","2666370","586"
"1162200","WELDER TRAINING & TESTING INST","ALLENTOWN","PA","Proprietary 2yr","142990","34"
"1163100","D-JAY'S SCHL OF BEAUTY, ARTS & SCI","BATON ROUGE","LA","Proprietary 2yr","175295","49"
