"PELLID","Institution","State","Recipients","Awards"
"16647","Montebello Beauty College","CA","137","289941"
"1241","Monterey Institute Of International Studies","CA","4","8250"
"31057","Monterey Park College","CA","303","615432.12"
"1242","Monterey Peninsula College","CA","726","1288291"
"34273","Moreno Valley Technical Skills Center","CA","78","179618"
"13047","Moro Beauty College","CA","60","139697"
"30624","Mount Diablo Adult Education","CA","59","133746"
"1243","Mount Saint Mary'S College","CA","803","1809257.3500000001"
"1245","Mount San Antonio College","CA","3038","5955052.8799999999"
"1246","Mt San Jacinto College","CA","2352","3964967.7599999998"
"31287","Mt. Sierra College","CA","549","1090736.9399999999"
"17062","Mti Business College","CA","177","366908"
"8680","Mti College Of Business And Technology","CA","567","1000294.09"
"15238","Musicians Institute","CA","203","345266"
"34583","My Le'S Beauty College","CA","35","54668.709999999999"
"1247","Napa Valley College","CA","562","1092376"
"16968","National Hispanic University","CA","109","182307.51000000001"
"17063","National Holistic Institute","CA","192","352784.62"
"12873","National Institute Of Technology","CA","1592","2789485.0600000001"
"11460","National University - La Jolla","CA","1782","3301205"
"30245","Nationwide Beauty College","CA","60","86645"
"10831","New College Of California","CA","133","249684"
"7130","Newberry Schools Of Beauty","CA","49","78314"
"25842","Newbridge College","CA","338","606095.52000000002"
"30439","Newschool Of Architecture And Design","CA","42","79059"
"7187","North Adrian'S Beauty College","CA","72","144296"
"12872","North-West College Of Medical And Dental Assistants","CA","250","538503"
"25916","North-West College Of Medical And Dental Assistants","CA","109","235598"
"11707","Northwest College Of Medical And Dental Assistants","CA","369","821865"
"33993","Northwestern Technical College","CA","157","299011.77000000002"
"1249","Occidental College","CA","481","1195966"
"4481","Ohlone College","CA","576","1083665"
"1250","Orange Coast College","CA","2557","5551179"
"1251","Otis College Of Art And Design","CA","324","762563"
"32993","Pacific College","CA","139","248655.82000000001"
"30277","Pacific College Of Oriental Medicine","CA","24","29879"
"1255","Pacific Oaks College","CA","102","130100"
"7931","Pacific Travel Trade School - Main Campus","CA","445","336367"
"1258","Pacific Union College","CA","470","967284.47999999998"
"13077","Page Antelope Valley Beauty School","CA","39","86782"
"15135","Palmer College Of Chiropractic West","CA","6","12583"
"1259","Palo Verde College","CA","236","465979"
"1260","Palomar College","CA","1071","1844660.3100000001"
"17004","Palomar Institute Of Cosmetology","CA","62","97584"
"15919","Paramount School Of Beauty","CA","77","170980"
"13571","Paris Beauty College","CA","57","126764"
"1261","Pasadena City College","CA","3919","7929717.6100000003"
"4490","Patten College","CA","190","400555"
"1264","Pepperdine University","CA","529","1096144.5"
"1172","Pitzer College","CA","228","514190"
"26203","Platt College","CA","151","290209"
"30399","Platt College","CA","220","458516.84000000003"
"30627","Platt College - Los Angeles","CA","583","1302584.76"
"15180","Platt College, San Diego","CA","271","528105.35999999999"
"1262","Point Loma Nazarene University","CA","539","1092623"
"15017","Pomona Adult School","CA","124","151427"
"1173","Pomona College","CA","185","438050"
"16644","Poway Academy Of Hair Design","CA","105","149719.89000000001"
"11626","Practical Schools","CA","35","63506"
"33933","Precision Technical Institute","CA","29","60342"
"31258","Premiere Career College","CA","113","181122.17000000001"
"34793","Professional Career Institute","CA","11","14645"
"33254","Professional Education & Training Corporation","CA","6","10883"
"33673","Professional Golfers Career College","CA","15","26250"
"12984","Professional Institute Of Beauty","CA","81","185966"
"1308","Reedley College","CA","3695","6577023.21"
"13095","Richard'S Beauty College","CA","19","40820"
"7203","Richards Beauty Colleges","CA","13","27576"
"31433","Right Way Adult Learning Centers (The)","CA","18","29737"
"1269","Rio Hondo Community College","CA","2896","5508394.0199999996"
"1270","Riverside Community College","CA","4605","7429082.29"
"12942","Rosemead Beauty School","CA","244","528497"
"33303","Ross Business Institute","CA","3","3872"
"30541","Royale College Of Beauty","CA","115","170161"
"1233","Sacramento City College","CA","3538","6964087.3300000001"
"8918","Saddleback College","CA","852","1565958"
"33593","Saint Francis Career College","CA","45","108855.67"
"1299","Saint John'S Seminary","CA","42","106081.31"
"1302","Saint Mary'S College Of California","CA","643","1381689.4399999999"
"26193","Samra University Of Oriental Medicine","CA","16","37497"
"7012","Samuel Merritt College","CA","117","247185"
"1272","San Bernardino Valley College","CA","4091","7808871"
"1273","San Diego City College","CA","4101","7488343.6900000004"
"15825","San Diego Community College Centers For Education And Technology","CA","110","133256"
"15609","San Diego Golf Academy","CA","178","375872"
"1275","San Diego Mesa College","CA","2912","5728679.5600000005"
"14172","San Diego Miramar College","CA","686","1280849.5800000001"
"1151","San Diego State University","CA","8923","19665633"
"7229","San Fernando Beauty Academy","CA","348","756613"
"3948","San Francisco Art Institute","CA","218","460594"
"12874","San Francisco Community College System Office","CA","3549","7046521.0300000003"
"1278","San Francisco Conservatory Of Music","CA","27","63750"
"1154","San Francisco State University","CA","7052","16154027.6"
"16902","San Joaquin College Of Law","CA","18","23816"
"1280","San Joaquin Delta College","CA","5030","9118099.1899999995"
"14741","San Joaquin Valley College","CA","1858","4145485"
"16370","San Joaquin Valley College - Bakersfield","CA","950","2178606"
"1281","San Jose Christian College","CA","111","185115.51000000001"
"1282","San Jose City College","CA","946","1906471"
"1155","San Jose State University","CA","6322","14376940.289999999"
"1284","Santa Ana College","CA","2272","4568859.7800000003"
"9989","Santa Barbara Business College","CA","826","1343511"
"1285","Santa Barbara City College","CA","1447","2513665.02"
"31280","Santa Barbara College Of Oriental Medicine","CA","4","7419"
"1326","Santa Clara University","CA","581","1382826"
"1286","Santa Monica College","CA","3018","5765115"
"1287","Santa Rosa Junior College - Santa Rosa","CA","1667","3343828.7000000002"
"16451","School Of Communication Electronics","CA","6","6312"
"1174","Scripps College","CA","111","256022.85999999999"
"7190","Sequoia Institute","CA","400","779675.38"
"16802","Shasta Bible College","CA","26","52157"
"1289","Shasta College","CA","2425","4303175"
"17041","Sierra Academy Of Aeronautics-Airline Training Center","CA","350","721704"
"1290","Sierra College","CA","2007","3716090.23"
"13831","Sierra College Of Beauty","CA","80","148713.53"
"15461","Sierra Valley Business College","CA","147","260642"
"30693","Silicon Valley College-Fremont","CA","1328","2564582.6499999999"
"13233","Simi Valley Adult School & Career Institute","CA","75","139205"
"1291","Simpson College","CA","559","1142729.1299999999"
"4494","Skadron College","CA","805","1510109"
"9509","Skills & Business Education Center","CA","767","1079832"
"7713","Skyline College","CA","695","1297204"
"34814","Software Advanced Technologies Institute","CA","65","143547"
"1292","Solano Community College","CA","1178","2049381"
"1156","Sonoma State University","CA","1601","3398919.0099999998"
"26089","Sound Master Recording Engineer School Audio/Video Institute","CA","32","84425"
"25973","South Baylo University","CA","54","114132"
"16081","South Coast College","CA","180","324430"
"33323","Southern California Bible College And Seminary","CA","48","61623"
"31136","Southern California Institute Of Technology","CA","366","841515.28000000003"
"30144","Southern California International College","CA","177","217807.44"
"1294","Southwestern College","CA","3336","6985268"
"1305","Stanford University","CA","816","1790594"
"31081","Summit Career College","CA","413","911069.45999999996"
"1309","Taft College","CA","240","477760.03999999998"
"15795","Thanh Le College, School Of Cosmetology","CA","82","194295"
"7236","The Art Institute Of California - San Francisco","CA","164","339633.64000000001"
"14073","The Southern California Institute Of Architecture","CA","43","114043.5"
"31243","Today'S Training Center","CA","152","498597"
"7926","Travel & Trade Career Institute","CA","325","592268"
"16799","Travel University International","CA","72","136102.10000000001"
"16801","Trinity College - Golden State Business College","CA","555","1161985"
"34033","Trinity Life Bible College","CA","82","108330"
"12317","Tulare Beauty College","CA","46","103137"
"17169","United Education Institute -","CA","4389","8453218.7799999993"
"12446","Universal College Of Beauty","CA","184","355385"
"1313","University Of California - Davis","CA","5564","13351368.98"
"1317","University Of California - San Diego(Ucsd)","CA","4680","11429407"
"1319","University Of California - San Francisco","CA","9","27050"
"1321","University Of California - Santa Cruz","CA","2946","6665912.3300000001"
"1312","University Of California (The) - Berkeley","CA","6569","15728222"
"1320","University Of California Santa Barbara","CA","4074","9618959"
"1314","University Of California, Irvine","CA","5255","12918850.039999999"
"1315","University Of California, Los Angeles","CA","8454","20105275.699999999"
"1316","University Of California, Riverside","CA","4984","12050025"
"2741","University Of Judaism","CA","26","53825"
"1216","University Of La Verne","CA","1282","2411683.3799999999"
"1322","University Of Redlands","CA","635","1408081.8999999999"
"10395","University Of San Diego","CA","793","1772186"
"1325","University Of San Francisco","CA","967","2132696.1000000001"
"1328","University Of Southern California","CA","3951","9065840"
"1329","University Of The Pacific","CA","1127","2767883.54"
"9170","University Of West Los Angeles","CA","17","17924"
"34414","Valley Career College","CA","171","208258.23000000001"
"1293","Vanguard University Of Southern California","CA","426","821843.16000000003"
"30847","Ventura Adult And Continuing Education","CA","125","240012.95999999999"
"6863","Ventura County Community College District Office","CA","3405","7033055"
"13637","Victor Valley Beauty College'S","CA","101","213760"
"1335","Victor Valley Community College","CA","2931","5230268.3899999997"
"31505","Virginia Sewing Machines And School Center","CA","109","235134"
"14311","Vista Community College","CA","915","1399544.5"
"32903","Waterman Training Institute -","CA","7","14897"
"4297","Watterson College","CA","74","129296"
"1176","West Hills Community College","CA","1545","2629994.98"
"8596","West Los Angeles College","CA","1332","2635847.6200000001"
"1338","West Valley College","CA","688","1342017"
"30623","Westech College","CA","151","304595.25"
"9748","Western Career College","CA","1712","2788534"
"31230","Western Institute Of Science And Health","CA","29","51577.5"
"24827","Western University Of Health Sciences","CA","37","97888"
"1341","Westmont College","CA","189","403879"
"25964","Westwood College Of Aviation Technology","CA","414","973282.18999999994"
"30727","Westwood College Of Technology","CA","635","1174551"
"1342","Whittier College","CA","425","1007636"
"1343","Woodbury University","CA","514","1205669"
"15975","Yeshiva Ohr Elchonon Chabad-West Coast Talmudical Seminary","CA","40","121200"
"1344","Yuba College","CA","3153","5717595.0099999998"
"15264","Academy Of Beauty Culture","CO","59","118283"
"1345","Adams State College","CO","944","2102738"
"7582","Aims Community College","CO","893","1533919.1899999999"
