"PELLID","Institution","State","Recipients","Awards"
"10732","San Juan Basin Area Vocational Technical School","CO","139","342978"
"12875","T H Pickens Technical Center Of The Aurora Public Sch","CO","67","102091"
"30669","Technical Trades Institute","CO","209","315808"
"32893","Teikyo Loretto Heights University","CO","2","5650"
"1360","The Metropolitan State College Of Denver","CO","4248","7746578.5600000005"
"1368","Trinidad State Junior College","CO","1107","2244917"
"15067","Ultima College Of Cosmetology","CO","88","146488"
"1370","University Of Colorado At Boulder","CO","2967","6368632"
"4509","University Of Colorado At Colorado Springs","CO","1280","2507058"
"6740","University Of Colorado At Denver","CO","1519","2992384.7400000002"
"4508","University Of Colorado Health Sciences Center","CO","97","245702"
"1371","University Of Denver","CO","508","952594.75"
"1349","University Of Northern Colorado","CO","1897","3737191.25"
"1365","University Of Southern Colorado","CO","1711","3704309.2599999998"
"1372","Western State College Of Colorado","CO","541","1124263"
"7297","Westwood College Of Aviation Technology","CO","572","1084307.47"
"7548","Westwood College Of Technology","CO","1375","2461195.54"
"30274","Xenon International School Of Hair Design Iii","CO","42","76089.389999999999"
"9822","Albert I Prince Regional Vocational Technical School","CT","34","51191"
"1374","Albertus Magnus College","CT","322","570163.19999999995"
"13794","American Academy Of Cosmetology","CT","52","100864.82000000001"
"11150","Asnuntuck Community College","CT","174","263081"
"14369","Bais Binyomin Academy","CT","26","74037"
"15725","Baran Institute Of Technology","CT","257","437482.73999999999"
"12966","Blaine! The Beauty Career Schools","CT","2","2200"
"13954","Branford Hall Career Institute","CT","1069","1607163.8100000001"
"9407","Briarwood College","CT","162","295878"
"6181","Bridgeport Hospital School Of Nursing","CT","53","83170"
"8874","Brio Academy Of Cosmetology","CT","58","81180"
"11496","Bullard - Havens Regional Vocational Technical School","CT","33","53407"
"14742","Butler Business School","CT","209","361646.59999999998"
"7635","Capital Community College","CT","967","1466527.1799999999"
"1378","Central Connecticut State University","CT","1350","2532446.5099999998"
"32343","Charter Oak State College","CT","49","38902.040000000001"
"23166","Connecticut Center For Massage Therapy","CT","79","76590"
"1379","Connecticut College","CT","203","417267"
"33163","Connecticut Culinary Institute","CT","65","118426.08"
"14889","Connecticut Institute Of Art","CT","21","35935"
"10417","Connecticut Institute Of Hair Design","CT","214","310193.09999999998"
"15059","Connecticut Institute Of Hair Design","CT","10","14328"
"7305","Connecticut School Of Electronics","CT","67","95032"
"33813","Connecticut Training Center","CT","708","1255870.1000000001"
"15834","E C Goodwin Regional Vocational Technical School","CT","27","36395"
"1425","Eastern Connecticut State University","CT","888","1746460"
"13514","Eli Whitney Regional Vocational Technical School","CT","35","56709.93"
"15635","Ella T Grasso Southeastern Regional Vocational Technical School","CT","2","1950"
"1385","Fairfield University","CT","253","529972"
"14645","Fox Institute Of Business","CT","218","384497"
"14730","Gal Mar Academy Of Hairdressing","CT","65","110639"
"6981","Gateway Community College","CT","947","1479774.5700000001"
"12877","Gibbs College","CT","387","657707.79000000004"
"15833","Goodwin College","CT","792","1399152.4299999999"
"9065","Hartford School Of Music (The)","CT","14","24474"
"13265","Harvard H Ellis Regional Vocational Technical School","CT","11","26287"
"13264","Henry Abbott Regional Vocational Technical School","CT","24","27176"
"1389","Holy Apostles College & Seminary","CT","3","8450"
"4513","Housatonic Community College","CT","1373","1930269.55"
"15835","Howell Cheney Regional Vocational-Technical School","CT","23","21120.029999999999"
"15068","Huntington Institute","CT","38","76962"
"30948","Industrial Management & Training Institute","CT","13","18129"
"9291","J. M. Wright Regional Vocational - Technical School","CT","21","28652"
"12913","Leon Institute Of Hair Design","CT","25","41300"
"30794","Lyme Academy Of Fine Arts","CT","16","29562.5"
"1392","Manchester Community College","CT","914","1418982.5700000001"
"8038","Middlesex Community College","CT","306","493057.88"
"1393","Mitchell College","CT","156","297241.96999999997"
"6982","Naugatuck Valley Community College","CT","854","1259290.3700000001"
"15712","New England Technical Institute","CT","334","573235"
"22025","New England Tractor Trailer Training School Of Conn","CT","287","274240"
"1398","Northwestern Connecticut Community College","CT","139","206006.42999999999"
"1399","Norwalk Community College","CT","736","1197761.77"
"11843","Norwich Regional Vocational Technical School","CT","10","11176"
"7459","Paier College Of Art","CT","46","81515"
"25650","Platt Regional Vocational Technical School","CT","13","30700"
"10779","Porter And Chester Institute","CT","512","699966.84999999998"
"10530","Quinebaug Valley Community College","CT","440","579679.02000000002"
"1402","Quinnipiac College","CT","444","905582"
"8872","Renasci Academy Of Hair","CT","31","53137"
"14703","Ridley-Lowell Business & Technology Institute","CT","78","140378.78"
"1403","Sacred Heart University","CT","512","1046014"
"1409","Saint Joseph College","CT","261","530314"
"1406","Southern Connecticut State University","CT","1366","2685671.6200000001"
"6191","St Vincent'S College","CT","71","105533"
"12425","Stone Academy","CT","166","297566"
"1401","Teikyo Post University","CT","325","667770"
"9765","Three Rivers Community College - Mohegan Campus","CT","656","853935.51000000001"
"1414","Trinity College","CT","274","538951"
"9764","Tunxis Community College","CT","463","719364.33999999997"
"1416","University Of Bridgeport","CT","290","634041"
"1417","University Of Connecticut - Storrs Campus","CT","2462","5186977"
"1422","University Of Hartford","CT","733","1445346.8200000001"
"1397","University Of New Haven- University Of New Haven","CT","553","1104573.1000000001"
"11697","Vinal Regional Vocational - Technical School","CT","17","20941"
"14603","W F Kaynor Regional Vocational Technical School","CT","19","28146"
"1424","Wesleyan University","CT","378","857730"
"1380","Western Connecticut State University","CT","682","1389144.52"
"16003","Windham Community Memorial Hospital Program Of Radiologic Technology","CT","4","5575"
"7311","Windham Regional Vocational Technical School","CT","15","20758"
"1426","Yale University","CT","544","1207994.1399999999"
"1434","American University","DC","624","1318010"
"34096","Bennett Beauty Institute","DC","142","248019.45999999999"
"31043","Career Blazers Learning Center","DC","211","335736"
"1437","Catholic University Of America","DC","348","730111"
"11950","Corcoran College Of Art And Design","DC","135","351198"
"16085","Dudley Beauty College","DC","69","109973.78"
"1443","Gallaudet University","DC","419","845754"
"1444","George Washington University","DC","833","1787853.5"
"1445","Georgetown University","DC","667","1517819.5"
"12665","Harrison Center For Career Education","DC","64","151278.97"
"1448","Howard University","DC","2230","5303785.5"
"14941","National Conservatory Of Dramatic Arts","DC","10","26750"
"32183","Potomac College","DC","89","128451.38"
"25889","Sanz School","DC","1197","2451236.6000000001"
"1456","Southeastern University","DC","186","269298"
"1459","Strayer University","DC","3257","4936231.1900000004"
"1460","Trinity College","DC","401","767174"
"7015","University Of The District Of Columbia","DC","1505","2640439.2599999998"
"21252","Beebe School Of Nursing","DE","5","12200"
"30258","Dawn Training Centre","DE","116","140793"
"1428","Delaware State University","DE","1345","2915961"
"11727","Delaware Technical & Community College","DE","648","940364.5"
"7053","Delaware Technical & Community College - Owens Campus","DE","1624","1843932.4299999999"
"11387","Delaware Technical & Community College - Stanton/Wilmington Campus","DE","1128","1612280.5900000001"
"1429","Goldey Beacom College","DE","167","338792"
"30210","Harrison Career Institute","DE","587","788900.23999999999"
"15477","Schilling-Douglas School Of Hair Design","DE","57","95276.770000000004"
"1431","University Of Delaware","DE","1271","2392551"
"1433","Wesley College","DE","439","836846.76000000001"
"7948","Wilmington College","DE","518","890642.77000000002"
"30808","Academy (The)","FL","364","793281.06999999995"
"33463","Academy For Practical Nursing And Health Occupation","FL","156","235647.32000000001"
"31134","Academy Of Healing Arts, Massage & Facial Skin Care","FL","46","68211"
"16785","Advanced Basic Hair Design Training Center","FL","96","104166"
"33903","Americare School Of Nursing","FL","116","186325.67000000001"
"16631","Ami American Motorcycle Institute","FL","160","237320"
"15112","Argosy University - Sarasota","FL","8","12250"
"10195","Art Institute Of Fort Lauderdale (The)","FL","1642","2977759.6299999999"
"15646","Ati Career Training Center","FL","414","782716.35999999999"
"16180","Ati Career Training Center","FL","555","1090197.6299999999"
"14612","Ati Health Education Center","FL","267","566863.32999999996"
"15191","Atlantic Coast Institute","FL","125","220302.34"
"12263","Atlantic Technical Center","FL","207","353124"
"16529","Avanti Hair Tech","FL","74","119197.39999999999"
"17308","Avanti Hair Tech","FL","163","327118.83000000002"
"30267","Avanti Hair Tech","FL","301","578493.38"
"30729","Avanti Hair Technical","FL","80","147348.42999999999"
"13001","Baptist College Of Florida (The)","FL","316","708125"
"1466","Barry University","FL","1821","3429935"
"33883","Bay Medical Center Surgical Services Training Center","FL","1","1650"
"16111","Beauty Schools Of America","FL","1385","2623922.6000000001"
"1467","Bethune Cookman College","FL","2014","4843751"
"17151","Boca Raton Institute","FL","66","83746"
"15565","Bradenton Beauty & Barber Academy","FL","44","65897.529999999999"
"33823","Bradford-Union Area Vocational-Technical Center","FL","27","48293"
"1470","Brevard Community College","FL","2721","4747260.4699999997"
"1500","Broward Community College","FL","7818","14339568.48"
"34093","Business Etcetera Institute Of Technology","FL","1229","2509199.9700000002"
"31803","Cape Coral Beauty School","FL","15","25244"
"22455","Career Training Institute","FL","455","842580.30000000005"
"1471","Central Florida Community College","FL","1666","3152303.4700000002"
"34254","Central Florida Institute","FL","164","339724"
"16165","Charlotte Vocational Technical Center","FL","141","202890"
"1472","Chipola Junior College","FL","517","1026810.49"
"16839","City College","FL","1243","2217914.5099999998"
"30799","City College","FL","298","494183"
"15025","Clearwater Christian College","FL","216","422935.10999999999"
"30716","College Of Business & Technology","FL","150","324854"
"14016","Concorde Career Institute","FL","476","730036"
"15307","Concorde Career Institute","FL","431","664186"
"16050","Concorde Career Institute","FL","794","1177688"
"30327","Cooper Career Institute","FL","365","573955"
"31784","Coral Ridge Nurse'S Assistant Training School","FL","7","13540.530000000001"
"5594","D. G. Erwin Technical Center","FL","682","885219"
"26127","Darlyne Mcgee'S Academy Of Cosmetology","FL","57","107540.60000000001"
"1475","Daytona Beach Community College","FL","3754","6580184"
"1487","Eckerd College","FL","439","867094"
"1477","Edison Community College","FL","1770","3161299.3900000001"
"25862","Edutech Centers","FL","218","328767"
"1478","Edward Waters College","FL","819","1854111.77"
"1479","Embry-Riddle Aeronautical University","FL","2341","4229240.7699999996"
"15899","Euro Hair Design Institute","FL","283","407584.57000000001"
"31085","Everglades College","FL","65","102836.50999999999"
"15111","Fashion Focus Hair Academy","FL","14","22898.59"
"12544","First Coast Technical Institute","FL","209","297120.5"
"7893","Flagler College","FL","381","696301"
"1480","Florida Agricultural & Mechanical Univ","FL","4661","11180807.16"
"1481","Florida Atlantic University","FL","4342","8784888.6899999995"
"30963","Florida Career Institute","FL","205","378131.96999999997"
"15192","Florida Christian College","FL","99","190635.12"
"1482","Florida College","FL","100","204487.5"
"30086","Florida College Of Natural Health","FL","546","1021674.4300000001"
"1484","Florida Community College At Jacksonville","FL","5411","9557591.9800000004"
"16302","Florida Computer & Business School Incorporated","FL","893","1364541.1299999999"
"32553","Florida Gulf Coast University","FL","779","1503188.26"
"31155","Florida Hospital College Of Health Sciences","FL","185","386125"
"1469","Florida Institute Of Technology","FL","447","953119.96999999997"
"25863","Florida Institute Of Traditional Chinese Medicine","FL","13","26925"
"16483","Florida Institute Of Ultrasound","FL","34","69003.539999999994"
"9635","Florida International University","FL","7304","15269840.85"
"1485","Florida Keys Community College","FL","216","368099"
"1486","Florida Memorial College","FL","1769","4459945.9500000002"
"1534","Florida Metropolitan University","FL","1846","2919661.2000000002"
"8146","Florida Metropolitan University","FL","994","1660673.8600000001"
"7735","Florida Metropolitan University - Orlando North","FL","3280","5220653"
"25998","Florida Metropolitan University - Tampa College, Pineallas","FL","1963","2993240.4900000002"
"17069","Florida National College","FL","1582","2722619.7000000002"
"1488","Florida Southern College","FL","531","1122379"
"1489","Florida State University","FL","6646","13100381"
"15670","Florida Technical College","FL","554","935484.31999999995"
"25982","Florida Technical College Of Jacksonville","FL","140","186607.20999999999"
"16573","Ft Pierce Beauty Academy","FL","184","219696.31"
"16812","Full Sail Real World Education","FL","720","1389874.54"
"16280","George Stone Area Vocational Technical Center","FL","295","383561.16999999998"
"30798","George T Baker Aviation School","FL","176","234015"
"1490","Gulf Coast Community College","FL","2025","3332996.9700000002"
"15158","Henry W. Brewster Technical Center","FL","158","160792.70000000001"
"25971","Heritage Institute","FL","16","29349"
"30358","Heritage Institute","FL","22","46605"
"26018","Hialeah Technical Institute","FL","188","302008"
"7870","Hillsborough Community College","FL","4178","7469514.7999999998"
"30880","Hi-Tech School Of Miami","FL","1712","3851196.6000000001"
"15463","Hobe Sound Bible College","FL","51","101400.75"
"16092","Humanities Center Institute Of Allied Health School Of Massage","FL","61","80155.110000000001"
"1493","Indian River Community College","FL","1870","3277116"
"26146","Institute Of Career Education","FL","374","434093.10999999999"
"31624","Institute Of Legal & Medical Professions","FL","48","80550"
"15962","International Academy","FL","162","251784.48000000001"
"30314","International Academy Of Design And Technology","FL","809","1411725.9199999999"
"30375","International College","FL","572","1058383"
"8878","International Fine Arts College","FL","435","983521"
"14752","International School Of Beauty","FL","106","141499.95000000001"
"34114","International Training Careers","FL","306","656621"
"1495","Jacksonville University","FL","504","1062964.72"
"1497","Jones College","FL","735","1329605"
"31239","Keiser Career Institute","FL","706","1156696"
"15159","Keiser College","FL","2916","5808083.5"
"17272","La Belle Beauty Academy","FL","366","694803.43999999994"
"14746","La Belle Beauty School","FL","559","1013184.39"
"1501","Lake City Community College","FL","776","1438919"
"13000","Lake Technical Center","FL","147","211664"
"1502","Lake-Sumter Community College","FL","712","1180390.46"
"7558","Lee County High Technical Center Central","FL","179","329117"
"31583","Lee County High Technical Center North","FL","54","88950"
"5586","Lindsey Hopkins Technical Education","FL","152","236620"
"13997","Lively Technical Center","FL","247","307573"
"14146","Loraine'S Academy","FL","113","168275"
"13234","Lorenzo Walker Institute Of Technology","FL","91","152799"
"1505","Lynn University","FL","303","679791"
"1504","Manatee Community College","FL","2677","4526882.75"
"15496","Manattee Technical Institute","FL","189","263064.83000000002"
"15110","Manhattan Beauty School - South","FL","336","657676.43999999994"
"15039","Margate School Of Beauty","FL","297","497785.51000000001"
"31039","Marion County Community Technical  & Adult Education Center","FL","16","43175"
"31086","Medical And Dental Training Center","FL","519","1216417.6499999999"
"31005","Medical Career Center","FL","292","538521"
"15406","Melbourne Beauty School","FL","17","35678"
"30996","Mercy Hospital School Of Practical Nursing","FL","20","41270.830000000002"
"31256","Miami Ad School","FL","36","80381"
"16400","Miami Lakes Technical Education Center","FL","214","300244"
"15189","Miami Technical Institute","FL","681","703305"
"1506","Miami-Dade Community College","FL","25365","50599012.969999999"
"16875","Mid Florida Tech","FL","115","155057"
"30359","National Aviation Academy Of Mississippi","FL","178","374661"
"14560","National School Of Technology","FL","1916","2522919.98"
"30032","National School Of Technology","FL","918","1264162"
"34334","New Concept Massage And Beauty School","FL","21","27761.540000000001"
"16095","New England Institute Of Technology At Palm Beach","FL","812","1535192"
"32243","New Professions Technical Institute","FL","328","592894.64000000001"
"14748","Normandy Beauty School Of Jacksonville","FL","88","115245.89999999999"
"1508","North Florida Community College","FL","415","797500.68000000005"
"34343","North Florida Institute","FL","65","109225.25999999999"
"30892","Nouvelle Institute","FL","565","903484"
"1509","Nova Southeastern University","FL","1506","3046368"
"32303","Okaloosa Applied Technology Center","FL","116","198520.13"
"1510","Okaloosa Walton Community College","FL","1423","2365565"
"14719","Orange Technical Education Centers - Orlando Technical","FL","201","323306.08000000002"
"15036","Orange Technical Education Centers Westside Tech","FL","88","124934.00999999999"
"16837","Otec Winter Park Tech","FL","168","232117"
"8849","Palm Beach Atlantic College","FL","620","1291837"
"1512","Palm Beach Community College","FL","3113","5515031.9500000002"
"10652","Pasco Hernando Community College - West Campus","FL","2099","3772161.8500000001"
"1513","Pensacola Junior College","FL","3788","6862301.6399999997"
"5605","Pinellas Technical Education Center - Clearwater Campus","FL","366","638511.68000000005"
"13917","Pinellas Technical Education Center - St. Petersburg Campus","FL","240","466229.29999999999"
"1514","Polk Community College","FL","978","1424302.23"
"31147","Praxis Institute","FL","167","253191"
"33484","Professional Training Centers","FL","147","301144.72999999998"
"10210","Prospect Hall School Of Business","FL","73","108249.16"
"17198","Radford Locklin  Technical Center","FL","109","145422"
"16014","Rehberg'S Hairstyling Academy","FL","6","13200"
"15780","Ridge Technical Center","FL","71","118132"
"12574","Ringling School Of Art & Design","FL","209","488621"
"9104","Riverside Hairstyling Academy","FL","76","132551.45000000001"
"16919","Robert Morgan Vocational Technical Institute","FL","217","273419"
"1515","Rollins College","FL","548","1082789"
"26234","Rti Technical Institute","FL","481","1006263.96"
"8075","Saint John Vianney College Seminary","FL","13","37350"
"1523","Saint Johns River Community College","FL","971","1726308.7"
"1526","Saint Leo University","FL","2510","4437960.9299999997"
"34594","Saint Petersburg Theological Seminary","FL","2","1531"
"1468","Saint Thomas University","FL","641","1410108"
"1519","Santa Fe Community College","FL","3272","6230181.7000000002"
"13689","Sarasota County Technical Institute","FL","78","142237"
"16937","Sarasota School Of Massage Therapy","FL","36","51278.290000000001"
"23141","Schiller International University","FL","32","64450"
"1520","Seminole Community College","FL","1980","3546711"
"16181","Ser/Ibm Business Institute","FL","20","28799"
"9902","Sheridan Technical Center","FL","349","688428"
"1522","South Florida Community College","FL","773","1325626"
"14624","South Technical Education Center","FL","9","14904"
"34145","Southeast Institute Of Oriental Medicine","FL","29","31552.299999999999"
"16527","Southeastern Academy","FL","140","227725.54999999999"
"1521","Southeastern College Of The Assemblies Of God","FL","424","881201"
"10035","Southern College","FL","255","488319"
"16068","Southwest Florida College Of Business","FL","1096","1756769.96"
"16421","Spurgeon Baptist Bible College","FL","23","34604.220000000001"
"1528","St. Petersburg College-District Office","FL","4530","8139365.7000000002"
"8417","Stenotype Institute Of Jacksonville","FL","197","281327.58000000002"
"1531","Stetson University","FL","489","1051893.27"
"33623","Suncoast Institute Of Technology","FL","427","1333009"
"16554","Suncoast School","FL","31","40356.040000000001"
"15548","Sunstate Academy Of Hair Design","FL","19","32273.560000000001"
"16467","Sunstate Academy Of Hair Design","FL","70","136892.87"
"16907","Sunstate Academy Of Hair Design","FL","41","72472.929999999993"
"16824","Suwannee-Hamilton Technical Center","FL","91","151109"
"1533","Tallahassee Community College","FL","3037","6177449"
"13814","Talmudic College Of Florida","FL","12","36300"
"7586","Tampa Technical Institute","FL","2549","4265895.4000000004"
"31008","Taylor Technical Institute","FL","88","154750.72"
"30542","Technical Career Institute","FL","655","1167903.1399999999"
"31279","Technical Education Center Osceola","FL","57","107694"
"3955","The University Of West Florida","FL","2123","4091569.0699999998"
"10826","Tom P Haney Vo-Technical Center","FL","133","181666.89000000001"
"14706","Traviss Technical Center","FL","120","214858"
"31019","Trinity Baptist College","FL","141","297572.59000000003"
"30282","Trinity College Of Florida","FL","66","125317"
"26164","Ultrasound Diagnostic School","FL","969","1755361"
"3954","University Of Central Florida-Main Campus","FL","5991","12217712.029999999"
"1535","University Of Florida","FL","6945","15101679.34"
"1536","University Of Miami","FL","2011","4623904"
"9841","University Of North Florida","FL","2006","3995535"
"1537","University Of South Florida","FL","7128","14783791.08"
"1538","University Of Tampa","FL","790","1614327.47"
"6750","Valencia Community College","FL","6656","11933030.93"
"8848","Warner Southern College","FL","456","917815.76000000001"
"13898","Washington Holmes Technical Center","FL","206","276165.85999999999"
"1540","Webber College","FL","123","264723.59999999998"
"8501","Webster College","FL","768","1386608"
"16301","Webster Institute Of Technology","FL","143","243649"
"30036","William T Mcfatter Technical Center","FL","197","339365"
"16258","Withacoochee Technical Institute","FL","94","131442.82999999999"
"32563","Yeshiva Gedolah Rabbinical College","FL","13","35125"
"10343","College Of Micronesia - Fsm","FM","1930","5028446"
"1541","Abraham Baldwin Agricultural College","GA","1227","2216543.8700000001"
"25027","Advanced Career Training - Atlanta Campus","GA","1516","2669905.1299999999"
"1542","Agnes Scott College","GA","203","450062.40999999997"
"1544","Albany State University","GA","2116","5162621.0099999998"
"5601","Albany Technical College","GA","1713","1614663.05"
"30321","Altamaha Technical College","GA","543","476796"
"14720","American Intercontinental University (The)","GA","1144","1968957.47"
"1545","Andrew College","GA","169","373038.29999999999"
"4023","Appalachian Technical College","GA","306","277346"
"1546","Armstrong Atlantic State University","GA","1885","3609276"
"17317","Arnold/Padrick'S University Of Cosmetoloty","GA","70","137841.20000000001"
"9270","Art Institute Of Atlanta (The)","GA","1107","2062639.8999999999"
"26214","Asher School Of Business","GA","263","436881.71999999997"
"5600","Athens Technical College","GA","899","1076316.1599999999"
"1547","Atlanta Christian College","GA","147","312119"
"1549","Atlanta College Of Art","GA","116","244317"
"31045","Atlanta Institute Of Music","GA","27","26161"
"12165","Atlanta Metropolitan College","GA","1165","2116803.5699999998"
"17369","Atlanta School Of Massage","GA","89","133311"
"8543","Atlanta Technical College","GA","1435","1761532"
"1552","Augusta Stste University","GA","1836","3524985.3999999999"
"5599","Augusta Technical College","GA","1616","1924112"
"35233","Aviation Institute Of Maintenance","GA","32","49533"
"11074","Bainbridge College","GA","647","1112260"
"11574","Bauder College","GA","518","976536.56000000006"
"32513","Beacon College And Graduate School","GA","31","51981"
"17318","Beauty College Of America","GA","72","138594"
"1554","Berry College","GA","284","551112"
"30763","Beulah Heights Bible College","GA","205","433186.47999999998"
"1556","Brenau University","GA","494","889605.12"
"1557","Brewton Parker College","GA","686","1145674.97"
"13624","Brown College Of Court Reporting","GA","186","256694.17000000001"
"5763","Central Georgia Technical College","GA","2694","3344003.6299999999"
"5620","Chattahoochee Technical College","GA","1006","870080"
"1559","Clark Atlanta University","GA","2152","4954431.4800000004"
"8976","Clayton College & State University","GA","1539","2687893.5099999998"
"1558","Coastal Georgia Community College","GA","730","1075515"
"30906","Cobb Beauty College","GA","34","57952.050000000003"
"1561","Columbus State University","GA","1618","3124080.9100000001"
"5624","Columbus Technical College","GA","1471","1322589.01"
"4024","Coosa Valley Technical College","GA","881","705878"
"3484","Covenant College","GA","335","668799"
"16125","Creative Circus","GA","28","50515.669999999998"
"3956","Dalton College","GA","997","1531838.3400000001"
"1543","Darton College","GA","1327","2337615.6800000002"
"16582","Dekalb Technical College","GA","1433","1275107.95"
"9224","Devry Institute Of Technology","GA","2412","4614486.96"
"10436","East Central Technical College","GA","692","809952"
"10997","East Georgia College","GA","610","1150792.01"
"1563","Emmanuel College","GA","299","634174"
"1564","Emory University","GA","687","1514029.3300000001"
"30427","Executive Travel Institute","GA","102","146384"
"34455","Fayette Beauty Academy","GA","28","65909.429999999993"
"5613","Flint River Technical College","GA","475","482547"
"9507","Floyd College","GA","827","1339197"
"1566","Fort Valley State University","GA","1535","3734408.25"
"1567","Gainesville College","GA","664","1049357.7"
"30054","Georgia Career Institute","GA","111","159582"
"1602","Georgia College & State University","GA","921","1932051"
"30891","Georgia Institute Of Cosmetology","GA","84","162325"
"1569","Georgia Institute Of Technology","GA","1331","2794528.54"
"16410","Georgia Medical Institute","GA","1677","2574266.1400000001"
"1571","Georgia Military College","GA","1619","2603649"
"1562","Georgia Perimeter College","GA","3854","6394230.21"
"1572","Georgia Southern University","GA","3708","8186202.6399999997"
"1573","Georgia Southwestern State University","GA","803","1714415"
"1574","Georgia State University","GA","4853","8577678.2200000007"
"1575","Gordon College","GA","996","1905151.6599999999"
"4117","Grady Health System","GA","25","60799.580000000002"
"5621","Griffin Technical College","GA","702","607196.16000000003"
"10771","Gupton - Jones College","GA","149","311821"
"25830","Gwinnett College Of Business","GA","277","404762.16999999998"
"16139","Gwinnett Technical College","GA","519","579176.54000000004"
"16070","Heart Of Georgia Technical College","GA","484","462662"
"14030","Herzing College","GA","706","1336080"
"16109","Interactive College Of Technology","GA","2143","4255377.6399999997"
"17367","International City Beauty College","GA","39","59907"
"17286","International School Of Skin And Nailcare","GA","186","256862.04000000001"
"1577","Kennesaw State University","GA","2233","4063124.52"
"13115","Kerr Business College","GA","376","834180.85999999999"
"1578","Lagrange College","GA","257","535377.06999999995"
"5254","Lanier Technical College","GA","350","279236"
"14170","Life University","GA","259","544108"
"31009","Luther Rice Seminary- Main Campus","GA","31","36001"
"7728","Macon State College","GA","1683","2933000.0699999998"
"1579","Medical College Of Georgia","GA","135","258648"
"1580","Mercer University","GA","1419","3040569.96"
"6203","Mercer University - Georgia Baptist College Of Nursing","GA","87","203612"
"26052","Metropolitan Beauty Academy","GA","82","125423.7"
"1581","Middle Georgia College","GA","818","1602895.1100000001"
"14625","Middle Georgia Technical College","GA","869","777814.90000000002"
"1582","Morehouse College","GA","915","2152775"
"1583","Morris Brown College","GA","1897","4593625"
"5255","Moultrie Technical College","GA","671","710444"
"30928","North Fulton Beauty College","GA","3","6500"
"1585","North Georgia & State University","GA","542","1056603.25"
"5619","North Georgia Technical College","GA","635","681843.53000000003"
"30290","North Metro Technical College","GA","423","349770"
"5257","Northwestern Technical College","GA","602","559524"
"30300","Ogeechee Technical College","GA","1041","950488"
"1586","Oglethorpe University","GA","222","433994"
"5511","Okefenokee Technical Institute","GA","654","617852"
"1587","Paine College","GA","590","1442641"
"1588","Piedmont College","GA","391","826201"
"15663","Portfolio Ctr","GA","35","80084"
"12051","Pro Way Hair School","GA","62","118462"
"16013","Pro Way Hair School","GA","49","98575"
"1589","Reinhardt College","GA","248","477909"
"34183","Rising Spirit Institute Of Natural Health","GA","67","70471"
"31020","Rivertown School Of Beauty","GA","124","166399.13"
"16419","Roffler - Moler Hairstyling College","GA","57","99305.970000000001"
"33913","Ross Medical Education Center","GA","58","83791"
"31555","Sandersville Technical College","GA","208","189860"
"15022","Savannah College Of Art & Design","GA","832","1672414.97"
"1590","Savannah State University","GA","1386","3284675.5499999998"
"5618","Savannah Technical Institute","GA","1011","1180511"
"1591","Shorter College","GA","536","991734.22999999998"
"1592","South Georgia College","GA","484","930307.37"
"5617","South Georgia Technical College","GA","956","958674"
"13039","South University","GA","1124","1944775.03"
"16715","Southeastern Beauty Schools","GA","34","41015"
"30815","Southeastern Beauty Schools","GA","91","180559"
"30665","Southeastern Technical Institute","GA","830","762366"
"1570","Southern Polytechnic State University","GA","497","918952.71999999997"
"5615","Southwest Georgia Technical College","GA","973","960573"
"1594","Spelman College","GA","619","1413513"
"1601","State University Of West Georgia","GA","1943","4001209.6400000001"
"5616","Swainsboro Technical College (Formerly Swainsboro Technical Institute)","GA","438","482049"
"1555","Thomas University","GA","340","729682"
"1596","Toccoa Falls College","GA","353","750461.83999999997"
"1597","Truett Mcconnell College","GA","383","696735"
"16156","Ultrasound Diagnostic School","GA","2735","5199782.6600000001"
"1598","University Of Georgia","GA","3175","6408788"
"31244","Valdosta Academy Of Beauty Culture","GA","124","219811"
"1599","Valdosta State University","GA","2245","4565189.5700000003"
"5256","Valdosta Technical College","GA","1222","1124515.74"
"31161","Vogue Beauty School","GA","129","195359.72"
"13537","Waycross College","GA","425","646082"
"1600","Wesleyan College","GA","225","462194"
"10487","West Central Technical College","GA","760","580365.05000000005"
"5614","West Georgia Technical College","GA","688","559922"
"1604","Young Harris College","GA","109","211855"
"15361","Guam Community College","GU","740","1419263.3500000001"
"34383","Pacific Islands Bible College","GU","86","252314"
"3935","University Of Guam","GU","1176","2704037.5600000001"
"1606","Brigham Young University - Hawaii Campus","HI","673","1554798"
"1605","Chaminade University Of Honolulu","HI","627","1233483.24"
"13615","Hawaii Business College","HI","479","926795.59999999998"
"5258","Hawaii Community College","HI","722","1516712.71"
"14268","Hawaii Institute Of Hair Design","HI","76","137505.70999999999"
"7279","Hawaii Pacific University","HI","1316","2524179.9500000002"
"7775","Hollywood Beauty College","HI","53","128733"
"1612","Honolulu Community College","HI","659","1246216.8200000001"
"16431","International College & Graduate School","HI","5","7325"
"1613","Kapiolani Community College","HI","1020","1730129.26"
"1614","Kauai Community College","HI","234","426757.83000000002"
"4549","Leeward Community College","HI","654","1145369.51"
"1615","Maui Community College","HI","512","855116"
"14464","Med-Assist School Of Hawaii","HI","124","226234.10999999999"
"30208","New York Technical Institute Of Hawaii","HI","28","62037.43"
"30178","Travel Institute Of The Pacific","HI","319","630427"
"1611","University Of Hawaii At Hilo","HI","958","2207996"
