"PELLID","OPEID","Name","City","State","Type & Control","Recips","Awards"
"39696","3969600","AMERICAN AUTO INSTITUTE","CERRITOS","CA","Proprietary","92","247211"
"13074","1307400","AMERICAN BEAUTY COLLEGE","BELLFLOWER","CA","Proprietary","83","257070"
"15829","2241800","AMERICAN CAREER COLLEGE","LOS ANGELES","CA","Proprietary","3687","9778654"
"39713","3971300","AMERICAN CAREER COLLEGE","ONTARIO","CA","Proprietary","636","1706041"
"31444","3144400","AMERICAN CLG OF HEALTH PROFESSIONS","REDLANDS","CA","Proprietary","16","61960"
"14545","2099200","AMERICAN CONSERVATORY THEATER","SAN FRANCISCO","CA","Private 4 Year","2","8620"
"39623","3962300","AMERICAN INSTITUTE OF MASSAGE THERAPY","SANTA ANA","CA","Proprietary","8","15689"
"2741","274100","AMERICAN JEWISH UNIVERSITY","BEL AIR","CA","Private 4 Year","25","77415"
"40713","4071300","AMERICAN PACIFIC COLLEGE","VAN NUYS","CA","Proprietary","35","43909"
"1232","123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","7435","17691714"
"32253","3225300","AMERICAN UNIVERSITY OF HEALTH SCIENCES","LONG BEACH","CA","Proprietary","49","127845"
"1113","111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 2 Year","4750","11198300"
"34275","3427500","ANTELOPE VALLEY MEDICAL COLLEGE","LANCASTER","CA","Proprietary","645","2019720"
"1116","111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4 Year","655","2108793"
"7236","723600","ART INST OF CALIFORNIA-LOS ANGELES","LOS ANGELES","CA","Proprietary","3168","8086193"
"16471","2327600","ART INST OF CALIFORNIA-SAN DIEGO","SAN DIEGO","CA","Proprietary","1612","4232765"
"31254","3125400","ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (T","LOS ANGELES","CA","Proprietary","634","1509206"
"25956","2595600","ASIAN AMERICAN INTERNATIONAL BTY CG","WESTMINSTER CITY","CA","Proprietary","119","341686"
"17135","2553500","ASSOCIATED TECHNICAL COLLEGE","SAN DIEGO","CA","Proprietary","176","521202"
"13988","902200","ASSOCIATED TECHNICAL COLLEGE","LOS ANGELES","CA","Proprietary","616","1964462"
"37404","3740400","ATI COLLEGE","NORWALK","CA","Proprietary","198","560404"
"35983","3598300","AVALON BEAUTY COLLEGE","SANTA BARBARA","CA","Proprietary","16","41142"
"16894","2519800","AVANCE BEAUTY COLLEGE","SAN DIEGO","CA","Proprietary","69","205412"
"1117","111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","1017","2744831"
"1118","111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 2 Year","5670","13171063"
"30674","3067400","BALDWIN PARK ADULT SCHOOL","BALDWIN PARK","CA","Public 2 Year","150","314911"
"1119","111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","1311","2716833"
"7050","705000","BAY VISTA COLLEGE OF BEAUTY","NATIONAL CITY","CA","Proprietary","152","437520"
"39993","3999300","BEAUMONT ADULT SCHOOL","BEAUMONT","CA","Public 2 Year","50","170795"
"14311","2242700","BERKELEY CITY COLLEGE","BERKELEY","CA","Public 2 Year","1108","2572809"
"1121","112100","BETHANY UNIVERSITY /  ASSEMBLIES OF GOD","SCOTTS VALLEY","CA","Private 4 Year","156","411701"
"32663","3266300","BETHESDA CHRISTIAN UNIVERSITY","ANAHEIM","CA","Private 4 Year","25","63175"
"1122","112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4 Year","921","2461832"
"15384","2180600","BRIDGES  ACADEMY OF BEAUTY","BARSTOW","CA","Proprietary","14","31899"
"13703","2065500","BROOKS COLLEGE","LONG BEACH","CA","Proprietary","228","662450"
"1123","112300","BROOKS INSTITUTE","SANTA BARBARA","CA","Proprietary","660","1930914"
"17050","2543400","BROWNSON TECHNICAL SCHOOL","ANAHEIM","CA","Proprietary","118","313768"
"7164","716400","BRYAN COLLEGE","LOS ANGELES","CA","Proprietary","182","497913"
"6972","807300","BUTTE COMMUNITY COLLEGE","OROVILLE","CA","Public 2 Year","4479","11283786"
"36984","3698400","CA COLLEGE OF VOCATIONAL CAREER","BAKERSFIELD","CA","Proprietary","62","213590"
"1124","112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","2540","5951504"
"1143","114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4 Year","2964","8643984"
"1144","114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4 Year","6878","20542589"
"1146","114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4 Year","4685","14521231"
"1147","114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4 Year","8200","25471274"
"7993","799300","CALIF STATE UNIV BAKERSFIELD","BAKERSFIELD","CA","Public 4 Year","3383","10122945"
"1142","114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4 Year","6698","19980364"
"1137","113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4 Year","8602","24654224"
"1139","113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4 Year","9952","30028393"
"1140","114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4 Year","8339","23749454"
"1153","115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4 Year","11403","33768800"
"1150","115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4 Year","8385","24798545"
"1157","115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4 Year","3166","8718730"
"1125","112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4 Year","951","2595613"
"13828","2065700","CALIFORNIA BEAUTY COLLEGE","MODESTO","CA","Proprietary","25","71975"
"39745","3974500","CALIFORNIA CAREER COLLEGE","CANOGA PARK","CA","Proprietary","65","163759"
"16896","2520200","CALIFORNIA CAREER SCHOOLS","ANAHEIM","CA","Proprietary","2","1372"
"14128","884400","CALIFORNIA CHRISTIAN COLLEGE","FRESNO","CA","Private 4 Year","24","73565"
"1127","112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4 Year","420","1255591"
"14683","2110800","CALIFORNIA COLLEGE SAN DIEGO","SAN DIEGO","CA","Proprietary","494","1401878"
"15698","2220200","CALIFORNIA CULINARY ACADEMY","SAN FRANCISCO","CA","Proprietary","430","1205854"
"11865","1186500","CALIFORNIA HAIR DESIGN ACADEMY","SAN DIEGO","CA","Proprietary","83","214361"
"36813","3681300","CALIFORNIA HEALING ARTS COLLEGE","LOS ANGELES","CA","Proprietary","55","157652"
"12154","1215400","CALIFORNIA INST OF INTEGRAL STUDIES","SAN FRANCISCO","CA","Private 4 Year","33","70811"
"1131","113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4 Year","106","285736"
"1132","113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4 Year","224","751478"
"39764","3976400","CALIFORNIA INSTITUTE OF THE HEALING ARTS","SACRAMENTO","CA","Proprietary","1","760"
"1133","113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4 Year","344","923787"
"1134","113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4 Year","196","626839"
"32103","3210300","CALIFORNIA SCHOOL OF CULINARY ARTS","PASADENA","CA","Proprietary","759","2108765"
"32603","3260300","CALIFORNIA STATE U-MONTEREY BAY","SEASIDE","CA","Public 4 Year","1464","4251219"
"39803","3980300","CALIFORNIA STATE UNIVERSITY CHANNEL ISLA","CAMARILLO","CA","Public 4 Year","906","2582063"
"38743","3874300","CAMBRIDGE CAREER COLLEGE","YUBA CITY","CA","Proprietary","97","309348"
"6973","697300","CANADA COLLEGE","REDWOOD CITY","CA","Public 2 Year","525","1261938"
"13914","2125000","CAREER ACADEMY OF BEAUTY","WEST GARDEN GROVE","CA","Proprietary","122","270479"
"37974","3797400","CAREER CARE INSTITUTE","LANCASTER","CA","Proprietary","337","883100"
"41192","4119200","CAREER COLLEGE CONSULTANTS","LOS ANGELES","CA","Proprietary","11","25015"
"40563","4056300","CAREER COLLEGE OF CALIFORNIA","SANTA ANA","CA","Proprietary","7","7548"
"41345","4134500","CAREER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary","8","18445"
"34274","3427400","CAREER COLLEGES OF AMERICA","SOUTH GATE","CA","Proprietary","1499","4344191"
"32423","3242300","CAREER NETWORK INSTITUTE","ORANGE","CA","Proprietary","318","780771"
"6731","673100","CASA LOMA COLLEGE","VAN NUYS","CA","Private 2 Year","434","1185873"
"16516","2332800","CENTER FOR EMPLOYMENT TRAINING","SAN JOSE","CA","Private 2 Year","2588","6787240"
"30977","3097700","CENTRAL CALIF SCH CONTINUING EDUC","SAN LUIS OBISPO","CA","Proprietary","121","382948"
"26023","2602300","CENTRAL COAST COLLEGE","SALINAS","CA","Proprietary","212","444695"
"1161","116100","CERRITOS COLLEGE","NORWALK","CA","Public 2 Year","5396","12689511"
"10111","1011100","CERRO-COSO COMMUNITY COLLEGE","RIDGECREST","CA","Public 2 Year","833","2030120"
"1162","116200","CHABOT COLLEGE","HAYWARD","CA","Public 2 Year","2574","5942964"
"1163","116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2 Year","4144","9228870"
"1164","116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4 Year","1491","3861731"
"13653","1036500","CHARLES R DREW UNIV OF MED & SCI","LOS ANGELES","CA","Private 4 Year","79","203003"
"1166","116600","CITRUS COLLEGE","GLENDORA","CA","Public 2 Year","2609","6480549"
"12874","450200","CITY COLLEGE OF SAN FRANCISCO","SAN FRANCISCO","CA","Public 2 Year","6496","16960639"
"1170","117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4 Year","127","388630"
"32783","3278300","CLARITA CAREER COLLEGE","CANYON COUNTRY","CA","Proprietary","719","1880737"
"14919","2147400","CLEVELAND CHIROPRACTIC COLLEGE","LOS ANGELES","CA","Private 4 Year","44","120793"
"16330","2309500","CLOVIS ADULT EDUC","CLOVIS","CA","Public 2 Year","154","355131"
"41153","4115300","COACHELLA VALLEY BEAUTY COLLEGE","LA QUINTA","CA","Proprietary","48","111624"
"41265","4126500","COAST CAREER INSTITUTE","LOS ANGELES","CA","Proprietary","3","5388"
"40923","4092300","COASTLINE BEAUTY COLLEGE","FOUNTAIN VALLEY","CA","Proprietary","59","151639"
"13536","2063500","COASTLINE COMMUNITY COLLEGE","FOUNTAIN VALLEY","CA","Public 2 Year","705","1681084"
"35773","3577300","COBA ACADEMY","ORANGE","CA","Proprietary","40","104387"
"1177","117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Private 4 Year","46","126132"
"9273","729600","COLEMAN COLLEGE","SAN DIEGO","CA","Private 4 Year","218","551441"
"15686","2220000","COLLEEN O'HARA BEAUTY ACADEMY","SANTA ANA","CA","Proprietary","202","566354"
"6720","672000","COLLEGE OF ALAMEDA","ALAMEDA","CA","Public 2 Year","1091","2868340"
"38525","3852500","COLLEGE OF INFORMATION TECHNOLOGY","FULLERTON","CA","Proprietary","289","770378"
"1178","117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2 Year","998","2541133"
"1181","118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2 Year","857","2105665"
"8903","890300","COLLEGE OF THE CANYONS","SANTA CLARITA","CA","Public 2 Year","1256","2952797"
"1182","118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2 Year","1745","4163119"
"1185","118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2 Year","2363","5680154"
"1186","118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2 Year","3934","9355903"
"1187","118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2 Year","905","2262868"
"7707","770700","COLUMBIA COLLEGE","SONORA","CA","Public 2 Year","621","1428702"
"14697","2110200","COLUMBIA COLLEGE","TARZANA","CA","Private 4 Year","116","317618"
"38744","3874400","COMMMUNITY CHRISTIAN COLLEGE","REDLANDS","CA","Private 2 Year","32","77242"
"32503","3250300","COMMUNITY BASED EDUCATION AND DEVEL","LOS ANGELES","CA","Private 2 Year","427","1539211"
"36953","3695300","COMMUNITY ENHANCEMENT SERVICES","LOS ANGELES","CA","Private 2 Year","192","490656"
"1188","118800","COMPTON COMMUNITY COLLEGE","COMPTON","CA","Public 2 Year","1034","2738114"
"37593","3759300","COMPUTER TUTOR BUSINESS & TECH INST","MODESTO","CA","Proprietary","80","204883"
"7607","760700","CONCORDE CAREER INSTITUTE","NORTH HOLLYWOOD","CA","Proprietary","566","1469595"
"7930","793000","CONCORDE CAREER INSTITUTE","SAN DIEGO","CA","Proprietary","797","1966240"
"8071","807100","CONCORDE CAREER INSTITUTE","GARDEN GROVE","CA","Proprietary","561","1467182"
"8537","853700","CONCORDE CAREER INSTITUTE","SAN BERNARDINO","CA","Proprietary","1039","2692378"
"13885","2070500","CONCORDIA UNIVERSITY","IRVINE","CA","Private 4 Year","307","856088"
"1190","119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2 Year","1216","3190790"
"35424","3542400","COPPER MOUNTAIN COLLEGE","JOSHUA TREE","CA","Public 2 Year","587","1466543"
"7536","753600","COSUMNES RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","2447","6354646"
"41145","4114500","COURTESY CAREER COLLEGE","WEST HILLS","CA","Proprietary","116","302980"
"9272","927200","CRAFTON HILLS COLLEGE","YUCAIPA","CA","Public 2 Year","874","1853393"
"40033","4003300","CSI CAREER COLLEGE","VACAVILLE","CA","Proprietary","171","481541"
"1192","119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2 Year","1442","3461681"
"14435","2111300","CUYAMACA COLLEGE","EL CAJON","CA","Public 2 Year","1187","3036338"
"14557","2174600","CYNTHIA'S BEAUTY ACADEMY","BELL","CA","Proprietary","214","632233"
"1193","119300","CYPRESS COLLEGE","CYPRESS","CA","Public 2 Year","2399","6115008"
"4480","448000","DE ANZA COLLEGE","CUPERTINO","CA","Public 2 Year","2644","6991837"
"16233","2298000","DESIGN INSTITUTE OF SAN DIEGO","SAN DIEGO","CA","Proprietary","154","388027"
"36463","3646300","DESIGN'S SCHOOL OF COSMETOLOGY","PASO ROBLES","CA","Proprietary","104","281532"
"1191","119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2 Year","1820","4691848"
"17136","2553600","DIVERSIFIED LANGUAGE INSTITUTE","LOS ANGELES","CA","Proprietary","772","2320630"
"1196","119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4 Year","395","1146650"
"34794","3479400","DONALD VOCATIONAL SCHOOL","LOS ANGELES","CA","Proprietary","185","604837"
"31095","3109500","DONGGUK ROYAL UNIVERSITY","LOS ANGELES","CA","Private 4 Year","12","25126"
"5638","563800","DOWNEY ADULT SCHOOL","DOWNEY","CA","Public 2 Year","15","42480"
"1222","2226000","EAST LOS ANGELES COLLEGE","MONTEREY PARK","CA","Public 2 Year","4791","13373531"
"31166","3116600","EAST SAN GABRIEL VLY REG OCCUP PROG","WEST COVINA","CA","Public 2 Year","2","2211"
"1197","119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2 Year","3937","9369431"
"14484","2091200","ELEGANCE INTERNATIONAL","HOLLYWOOD","CA","Proprietary","59","99862"
"30944","3094400","ELITE PROGRESSIVE SCHOOL OF COSM","SACRAMENTO","CA","Proprietary","80","241898"
"9032","903200","EMPIRE COLLEGE","SANTA ROSA","CA","Proprietary","295","800865"
"34134","3413400","ENGLISH CENTER FOR INTERNATIONAL WOMEN","OAKLAND","CA","Private 2 Year","152","408722"
"15125","2167800","ESTES INSTITUTE OF COSMETOLOGY","VISALIA","CA","Proprietary","98","235850"
"11107","1110700","EVEREST  COLLEGE","ANAHEIM","CA","Proprietary","726","1658518"
"7606","760600","EVEREST COLLEGE","LOS ANGELES","CA","Proprietary","842","2009247"
"8090","809000","EVEREST COLLEGE","ALHAMBRA","CA","Proprietary","1178","2800242"
"11024","1102400","EVEREST COLLEGE","SAN FRANCISCO","CA","Proprietary","2467","5743288"
"11109","1110900","EVEREST COLLEGE","RESEDA","CA","Proprietary","1143","2578534"
"11121","1112100","EVEREST COLLEGE","HAYWARD","CA","Proprietary","569","1196949"
"11123","1112300","EVEREST COLLEGE","GARDENA","CA","Proprietary","1845","4297376"
"31954","3195400","EVEREST COLLEGE","TORRANCE","CA","Proprietary","213","498454"
"4494","449400","EVEREST COLLEGE","SAN BERNARDINO","CA","Proprietary","978","2283017"
"12061","1206100","EVEREST COLLEGE","SAN JOSE","CA","Proprietary","415","969265"
"30723","3072300","EVEREST COLLEGE","ONTARIO","CA","Proprietary","2494","5503536"
"12452","1245200","EVERGREEN VALLEY COLLEGE","SAN JOSE","CA","Public 2 Year","2135","5727064"
"39733","3973300","EX'PRESSION COLLEGE FOR DIGITAL ARTS","EMERYVILLE","CA","Proprietary","408","1281352"
"15756","2234300","FASHION CAREERS OF CALIFORNIA","SAN DIEGO","CA","Proprietary","72","171743"
"8597","859700","FEATHER RIVER COLLEGE","QUINCY","CA","Public 2 Year","374","965773"
"7253","725300","FEDERICO BEAUTY INSTITUTE","SACRAMENTO","CA","Proprietary","152","365700"
"11112","1111200","FIDM-FASHION INSTITUTE OF DESIGN","LOS ANGELES","CA","Proprietary","1637","4380756"
"31313","3131300","FIVE BRANCHES UNIVERSITY","SANTA CRUZ","CA","Private 4 Year","11","26364"
"38713","3871300","FOLSOM LAKE COLLEGE","FOLSOM","CA","Public 2 Year","1003","2441421"
"1199","119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 2 Year","800","1932090"
"31623","3162300","FOUR-D SUCCESS ACADEMY","COLTON","CA","Proprietary","673","1952965"
"13557","2230900","FREDRICK & CHARLES BEAUTY COLLEGE","EUREKA","CA","Proprietary","59","154954"
"30399","3039900","FREMONT COLLEGE","CERRITOS","CA","Proprietary","117","317465"
"1307","130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2 Year","8456","20442844"
"1253","125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4 Year","758","1969931"
"1201","120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2 Year","3264","8656623"
"12027","1202700","GALEN COLLEGE OF CALIFORNIA","FRESNO","CA","Proprietary","178","435327"
"1202","120200","GAVILAN COLLEGE","GILROY","CA","Public 2 Year","1113","2752955"
"15765","2231900","GEMOLOGICAL INSTITUTE OF AMERICA","CARLSBAD","CA","Private 4 Year","38","107200"
"16581","2338500","GLENDALE CAREER COLLEGE","GLENDALE","CA","Proprietary","413","1269786"
"1203","120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2 Year","4687","12271640"
"40764","4076400","GNOMON SCHOOL OF VISUAL EFFECTS","HOLLYWOOD","CA","Proprietary","12","32975"
"1205","120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4 Year","69","146613"
"1206","120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2 Year","2108","6075830"
"1208","120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2 Year","2586","6466417"
"12522","565500","HACIENDA LA PUENTE ADULT EDUC CTR","LA PUENTE","CA","Public 2 Year","322","701715"
"14599","2211000","HAIRMASTERS UNIVERSITY OF BEAUTY","SAN BERNARDINO","CA","Proprietary","55","161802"
"1209","120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2 Year","1632","3714753"
"1171","117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4 Year","91","264007"
"7234","723400","HEALD COLLEGE","SAN FRANCISCO","CA","Proprietary","985","2080034"
"8093","809300","HEALD COLLEGE","FRESNO","CA","Proprietary","1321","3231236"
"8532","853200","HEALD COLLEGE","HAYWARD","CA","Proprietary","1126","2630711"
"25931","2593100","HEALD COLLEGE","ROSEVILLE","CA","Proprietary","575","1280314"
"25932","2593200","HEALD COLLEGE","MILPITAS","CA","Proprietary","931","2233844"
"25933","2593300","HEALD COLLEGE","STOCKTON","CA","Proprietary","1068","2568152"
"30340","3034000","HEALD COLLEGE","SALINAS","CA","Proprietary","707","1653128"
"41278","4127800","HEALTHY HAIR ACADEMY","INGLEWOOD","CA","Proprietary","32","83097"
"14813","2285100","HILLTOP BEAUTY SCHOOL","DALY CITY","CA","Proprietary","185","535552"
"1183","118300","HOLY NAMES UNIVERSITY","OAKLAND","CA","Private 4 Year","252","742413"
"1252","125200","HOPE INTERNATIONAL UNIVERSITY","FULLERTON","CA","Private 4 Year","232","579097"
"1149","114900","HUMBOLDT STATE UNIVERSITY","ARCATA","CA","Public 4 Year","2973","9294478"
"1212","121200","HUMPHREYS COLLEGE","STOCKTON","CA","Private 4 Year","495","1296486"
"17061","2545900","HYPNOSIS MOTIVATION INSTITUTE","TARZANA","CA","Private 2 Year","88","232250"
"1214","121400","IMPERIAL VALLEY COLLEGE","IMPERIAL","CA","Public 2 Year","3852","9623150"
"41327","4132700","INFOTECH CAREER COLLEGE","BELLFLOWER","CA","Proprietary","6","8616"
"14673","2128300","INSTITUTE FOR BUSINESS & TECHNOLOGY","SANTA CLARA","CA","Proprietary","1013","2874008"
"30675","3067500","INSTITUTE OF TECHNOLOGY","CLOVIS","CA","Proprietary","2214","5707233"
"40053","4005300","INTERAMERICAN COLLEGE","NATIONAL CITY","CA","Private 4 Year","23","61500"
"25594","2559400","INTERCOAST COLLEGES","ORANGE","CA","Proprietary","917","2575444"
"16930","2520300","INTERIOR DESIGNERS INSTITUTE","NEWPORT BEACH","CA","Proprietary","46","88459"
"33953","3395300","INTERNATIONAL CAREER DEVELOPMENT","HOLLYWOOD","CA","Proprietary","1744","5146199"
"39644","3964400","INTERNATIONAL SCHOOL OF BEAUTY","PALM DESERT","CA","Proprietary","30","89408"
"14552","2255400","INTERNATIONAL SCHOOL OF COSMETOLOGY","HAWTHORNE","CA","Proprietary","45","103391"
"25395","2539500","IRVINE VALLEY COLLEGE","IRVINE","CA","Public 2 Year","801","2095833"
"14685","2120900","ITT TECHNICAL INSTITUTE","RANCHO CORDOVA","CA","Proprietary","794","1981132"
"16205","2291600","ITT TECHNICAL INSTITUTE","SAN DIEGO","CA","Proprietary","853","1928581"
"16206","2291500","ITT TECHNICAL INSTITUTE","SAN DIMAS","CA","Proprietary","1033","2812140"
"16429","2321800","ITT TECHNICAL INSTITUTE","SYLMAR","CA","Proprietary","921","2289204"
"16430","2321900","ITT TECHNICAL INSTITUTE","ANAHEIM","CA","Proprietary","537","1351402"
"30704","3070400","ITT TECHNICAL INSTITUTE","SAN BERNARDINO","CA","Proprietary","1243","3285868"
"30874","3087400","ITT TECHNICAL INSTITUTE","TORRANCE","CA","Proprietary","1392","3593487"
