"PELLID","OPEID","Name","City","State","Type & Control","Recips","Awards"
"1223","122300","LOS ANGELES CITY COLLEGE","LOS ANGELES","CA","Public 2 Year","4498","12892304"
"40373","4037300","LOS ANGELES FILM SCHOOL (THE)","HOLLYWOOD","CA","Proprietary","96","268617"
"1224","122400","LOS ANGELES HARBOR COLLEGE","WILMINGTON","CA","Public 2 Year","2162","5086529"
"12550","1255000","LOS ANGELES MISSION COLLEGE","SYLMAR","CA","Public 2 Year","1871","4805181"
"38684","3868400","LOS ANGELES MUSIC ACADEMY","PASADENA","CA","Proprietary","16","32244"
"17306","2570300","LOS ANGELES ORT TECHNICAL INSTITUTE","LOS ANGELES","CA","Private 2 Year","723","2113598"
"1226","122600","LOS ANGELES PIERCE COLLEGE","WOODLAND HILLS","CA","Public 2 Year","3019","7721838"
"26128","2612800","LOS ANGELES RECORDING SCHOOL","HOLLYWOOD","CA","Proprietary","253","643648"
"7047","704700","LOS ANGELES SOUTHWEST COLLEGE","LOS ANGELES","CA","Public 2 Year","2132","4989660"
"1227","122700","LOS ANGELES TRADE TECH COLLEGE","LOS ANGELES","CA","Public 2 Year","2769","7380861"
"1228","122800","LOS ANGELES VALLEY COLLEGE","VALLEY GLEN","CA","Public 2 Year","2977","7819476"
"10340","1034000","LOS MEDANOS COLLEGE","PITTSBURG","CA","Public 2 Year","1277","3341041"
"1234","1164900","LOYOLA MARYMOUNT UNIVERSITY","LOS ANGELES","CA","Private 4 Year","1049","3170156"
"7142","714200","LYLE'S COLLEGE OF BEAUTY","FRESNO","CA","Proprietary","167","434686"
"15411","3115400","LYLE'S FRESNO COLLEGE OF BEAUTY","FRESNO","CA","Proprietary","28","64171"
"13807","1324000","LYTLE'S REDWOOD EMPIRE BEAUTY CLG","SANTA ROSA","CA","Proprietary","41","87540"
"14265","2208600","MADERA BEAUTY COLLEGE","MADERA","CA","Proprietary","41","123080"
"40924","4092400","MAKE-UP DESIGNORY","BURBANK","CA","Proprietary","25","42109"
"12316","1231600","MANCHESTER BEAUTY COLLEGE","FRESNO","CA","Proprietary","107","287870"
"34404","3440400","MARIAN HEALTH CAREERS CENTER","LOS ANGELES","CA","Proprietary","122","299810"
"17072","2539100","MARIC COLLEGE","NORTH HOLLYWOOD","CA","Proprietary","1512","4106939"
"17194","2549000","MARIC COLLEGE","VISTA","CA","Proprietary","1322","3592353"
"7476","747600","MARINELLO SCH BTY","LOS ANGELES","CA","Proprietary","2168","5671492"
"12650","1265000","MARINELLO SCHOOL OF BEAUTY","BURBANK","CA","Proprietary","280","717924"
"12651","1265100","MARINELLO SCHOOL OF BEAUTY","CITY OF INDUSTRY","CA","Proprietary","189","437996"
"12911","1291100","MARINELLO SCHOOL OF BEAUTY","HUNTINGTON BEACH","CA","Proprietary","98","222640"
"13500","2086400","MARINELLO SCHOOL OF BEAUTY","SANTA CLARE","CA","Proprietary","77","159819"
"13598","2054900","MARINELLO SCHOOL OF BEAUTY","LAKE FOREST","CA","Proprietary","58","137623"
"14846","2221300","MARINELLO SCHOOL OF BEAUTY","MORENO VALLEY","CA","Proprietary","286","784439"
"15919","2255600","MARINELLO SCHOOL OF BEAUTY","PARAMOUNT","CA","Proprietary","263","686559"
"34673","3467300","MARINELLO SCHOOL OF BEAUTY","HEMET","CA","Proprietary","146","372807"
"30749","3074900","MARTINEZ ADULT CENTER","MARTINEZ","CA","Public 2 Year","32","71110"
"10474","1047400","MARYMOUNT COLLEGE OF PALOS VERDES","RANCHO PALOS VERD","CA","Private 2 Year","153","462052"
"1220","122000","MASTER'S COLLEGE & SEMINARY (THE)","SANTA CLARITA","CA","Private 4 Year","267","708420"
"40493","4049300","MAXINE WATERS EMPLOYMENT PREPARATION CEN","LOS ANGELES","CA","Public 2 Year","31","98760"
"31133","3113300","MCED CAREER COLLEGE","FRESNO","CA","Proprietary","904","2175628"
"11672","1167200","MENDOCINO COMMUNITY COLLEGE","UKIAH","CA","Public 2 Year","867","2165778"
"1236","123600","MENLO COLLEGE","ATHERTON","CA","Private 4 Year","145","442008"
"1237","123700","MERCED COMMUNITY COLLEGE","MERCED","CA","Public 2 Year","3428","8979873"
"41158","4115800","MERIDIAN INSTITUTE","LOS ANGELES","CA","Proprietary","21","52883"
"1267","126700","MERRITT COLLEGE","OAKLAND","CA","Public 2 Year","1011","2612589"
"1238","123800","MILLS COLLEGE","OAKLAND","CA","Private 4 Year","390","1195320"
"1239","123900","MIRACOSTA COLLEGE","OCEANSIDE","CA","Public 2 Year","847","1948391"
"16580","2338700","MISS MARTY'S SCH BEAUTY & HAIR STYL","SAN FRANCISCO","CA","Proprietary","72","200328"
"14458","2119100","MISSION COLLEGE","SANTA CLARA","CA","Public 2 Year","1430","3632134"
"7204","720400","MODERN BEAUTY ACADEMY","OXNARD","CA","Proprietary","80","238429"
"30634","3063400","MODERN TECHNOLOGY SCHOOL","FOUNTAIN VALLEY","CA","Proprietary","144","398331"
"1240","124000","MODESTO JUNIOR COLLEGE","MODESTO","CA","Public 2 Year","4784","12334166"
"40014","4001400","MOJAVE BARBER COLLEGE","VICTORVILLE","CA","Proprietary","67","199213"
"15101","2185800","MOLER BARBER COLLEGE","OAKLAND","CA","Proprietary","25","71521"
"16647","2345800","MONTEBELLO BEAUTY COLLEGE","MONTEBELLO","CA","Proprietary","132","350112"
"1241","124100","MONTEREY INST OF INTERNATL STUDIES","MONTEREY","CA","Private 4 Year","5","14240"
"1242","124200","MONTEREY PENINSULA COLLEGE","MONTEREY","CA","Public 2 Year","849","1915741"
"7115","711500","MOORPARK COLLEGE","MOORPARK","CA","Public 2 Year","913","2338335"
"1243","124300","MOUNT ST MARYS COLLEGE","LOS ANGELES","CA","Private 4 Year","872","2474481"
"30624","3062400","MT DIABLO ADULT EDUC LOMA VISTA CTR","CONCORD","CA","Public 2 Year","70","176223"
"1246","124600","MT SAN JACINTO COLLEGE","SAN JACINTO","CA","Public 2 Year","2846","6463038"
"31287","3128700","MT SIERRA COLLEGE","MONROVIA","CA","Proprietary","316","740691"
"1245","124500","MT. SAN ANTONIO COLLEGE","WALNUT","CA","Public 2 Year","4637","12265683"
"17062","2546400","MTI BUSINESS COLLEGE INC","STOCKTON","CA","Proprietary","165","447547"
"8680","1291200","MTI COLLEGE","SACRAMENTO","CA","Proprietary","685","1682519"
"39333","3933300","MUELLER COLLEGE OF HOLISTIC STUDIES","SAN DIEGO","CA","Proprietary","53","77030"
"15238","2161800","MUSICIANS INSTITUTE","HOLLYWOOD","CA","Proprietary","459","987811"
"34583","3458300","MY LE'S BEAUTY COLLEGE","SACRAMENTO","CA","Proprietary","170","399982"
"1247","124700","NAPA VALLEY COLLEGE","NAPA","CA","Public 2 Year","877","2160014"
"17063","2542300","NATIONAL HOLISTIC INSTITUTE","EMERYVILLE","CA","Proprietary","261","671230"
"39104","3910400","NATIONAL POLYTECHNIC COLLEGE","COMMERCE","CA","Proprietary","111","325961"
"11696","1169600","NATIONAL POLYTECHNIC COLLEGE OF SCIENCE","WILMINGTON","CA","Private 2 Year","161","429045"
"11460","1146000","NATIONAL UNIVERSITY","LA JOLLA","CA","Private 4 Year","1347","3140805"
"10831","1083100","NEW COLLEGE OF CALIFORNIA","SAN FRANCISCO","CA","Private 4 Year","39","68065"
"7130","713000","NEWBERRY SCHOOLS OF BEAUTY","GRANADA HILLS","CA","Proprietary","98","226536"
"25842","2584200","NEWBRIDGE COLLEGE","SANTA ANA","CA","Proprietary","619","1772562"
"30439","3043900","NEWSCHOOL OF ARCHITECTURE & DESIGN","SAN DIEGO","CA","Proprietary","133","351085"
"7187","718700","NORTH ADRIAN'S COLLEGE OF BEAUTY","MODESTO","CA","Proprietary","185","519922"
"12872","1287200","NORTH-WEST COLLEGE","POMONA","CA","Proprietary","399","1103024"
"25916","2591600","NORTH-WEST COLLEGE","PASADENA","CA","Proprietary","127","362933"
"11707","1170700","NORTH-WEST COLLEGE","WEST COVINA","CA","Proprietary","510","1412448"
"33993","3399300","NORTHWESTERN TECHNICAL COLLEGE","GOLD RIVER","CA","Proprietary","270","797622"
"1179","117900","NOTRE DAME DE NAMUR UNIVERSITY","BELMONT","CA","Private 4 Year","209","584840"
"35904","3590400","NTMA TRAINING CENTERS OF SOUTHERN C","NORWALK","CA","Private 2 Year","546","1647971"
"1249","124900","OCCIDENTAL COLLEGE","LOS ANGELES","CA","Private 4 Year","364","1129112"
"12989","1298900","OCEANSIDE COLLEGE OF BEAUTY","OCEANSIDE","CA","Proprietary","14","36341"
"4481","448100","OHLONE COLLEGE","FREMONT","CA","Public 2 Year","917","2381384"
"1250","125000","ORANGE COAST COLLEGE - FIN AID OFF","COSTA MESA","CA","Public 2 Year","3179","9454473"
"1251","125100","OTIS COLLEGE OF ART AND DESIGN","LOS ANGELES","CA","Private 4 Year","433","1463287"
"16391","1284200","OXNARD COLLEGE","OXNARD","CA","Public 2 Year","1599","3828620"
"39013","3901300","PACIFIC COAST TRADE SCHOOL","OXNARD","CA","Proprietary","76","194904"
"32993","3299300","PACIFIC COLLEGE","COSTA MESA","CA","Proprietary","155","368434"
"30277","3027700","PACIFIC COLLEGE OF ORIENTAL MED","SAN DIEGO","CA","Proprietary","24","35404"
"21383","2138300","PACIFIC GRADUATE SCHOOL OF PSYCHOLO","PALO ALTO","CA","Private 4 Year","5","17050"
"1255","125500","PACIFIC OAKS COLLEGE","PASADENA","CA","Private 4 Year","102","181062"
"31633","3163300","PACIFIC STATES UNIVERSITY","LOS ANGELES","CA","Private 4 Year","2","5210"
"1258","125800","PACIFIC UNION COLLEGE","ANGWIN","CA","Private 4 Year","424","1158038"
"40013","4001300","PALACE BEAUTY COLLEGE","LOS ANGELES","CA","Proprietary","70","166632"
"40144","4014400","PALLADIUM TECHNICAL ACADEMY","EL MONTE","CA","Proprietary","95","308356"
"1259","125900","PALO VERDE COLLEGE","BLYTHE","CA","Public 2 Year","275","707479"
"1260","126000","PALOMAR COLLEGE","SAN MARCOS","CA","Public 2 Year","1623","3564869"
"17004","2537200","PALOMAR INSTITUTE OF COSMETOLOGY","SAN MARCOS","CA","Proprietary","134","294814"
"13571","2059800","PARIS BEAUTY COLLEGE","CONCORD","CA","Proprietary","94","261577"
"1261","126100","PASADENA CITY COLLEGE","PASADENA","CA","Public 2 Year","5145","14439719"
"4490","449000","PATTEN COLLEGE","OAKLAND","CA","Private 4 Year","246","743958"
"1264","1014900","PEPPERDINE UNIVERSITY","MALIBU","CA","Private 4 Year","478","1342620"
"1172","117200","PITZER COLLEGE","CLAREMONT","CA","Private 4 Year","151","445750"
"26203","2620300","PLATT COLLEGE","HUNTINGTON BEACH","CA","Proprietary","26","66877"
"30627","3062700","PLATT COLLEGE","LOS ANGELES","CA","Proprietary","394","1033272"
"1262","126200","POINT LOMA NAZARENE UNIVERSITY","SAN DIEGO","CA","Private 4 Year","443","1275851"
"15017","3029600","POMONA ADULT SCHOOL","POMONA","CA","Public 2 Year","184","233977"
"1173","117300","POMONA COLLEGE","CLAREMONT","CA","Private 4 Year","194","589885"
"1268","126800","PORTERVILLE COLLEGE","PORTERVILLE","CA","Public 2 Year","1576","4176415"
"16644","2343400","POWAY ACADEMY OF HAIR DESIGN","POWAY","CA","Proprietary","118","287077"
"11626","1162600","PRACTICAL SCHOOLS","ANAHEIM","CA","Proprietary","1091","3049494"
"31258","3125800","PREMIERE CAREER COLLEGE","IRWINDALE","CA","Proprietary","386","1225576"
"34793","3479300","PROFESSIONAL CAREER INSTITUTE","CERRITOS","CA","Proprietary","177","437035"
"33673","3367300","PROFESSIONAL GOLFERS CAREER COLLEGE","TEMECULA","CA","Proprietary","75","204865"
"12984","1298400","PROFESSIONAL INSTITUTE OF BEAUTY","EL MONTE","CA","Proprietary","109","324621"
"1308","130800","REEDLEY COLLEGE","REEDLEY","CA","Public 2 Year","4126","9752265"
"33943","3394300","REMINGTON COLLEGE - SAN DIEGO CAMPUS","SAN DIEGO","CA","Proprietary","850","2255194"
"1269","126900","RIO HONDO COLLEGE","WHITTIER","CA","Public 2 Year","2980","7396086"
"1270","127000","RIVERSIDE COMMUNITY COLLEGE","RIVERSIDE","CA","Public 2 Year","6930","14730353"
"12942","1294200","ROSEMEAD BEAUTY SCHOOL","ROSEMEAD","CA","Proprietary","198","554914"
"30541","3054100","ROYALE COLLEGE OF BEAUTY","TEMECULA","CA","Proprietary","70","190156"
"1233","123300","SACRAMENTO CITY COLLEGE","SACRAMENTO","CA","Public 2 Year","4888","11999316"
"8918","891800","SADDLEBACK COLLEGE","MISSION VIEJO","CA","Public 2 Year","959","2240786"
"30695","3069500","SAGE COLLEGE","MORENO VALLEY","CA","Proprietary","265","561524"
"1302","130200","SAINT MARY'S COLLEGE OF CALIFORNIA","MORAGA","CA","Private 4 Year","651","1895253"
"7203","720300","SALON SUCCESS ACADEMY","UPLAND","CA","Proprietary","62","148445"
"13095","1309500","SALON SUCCESS ACADEMY","CORONA","CA","Proprietary","109","327120"
"26193","2619300","SAMRA UNIV OF ORIENTAL MEDICINE","LOS ANGELES","CA","Private 4 Year","6","18123"
"7012","701200","SAMUEL MERRITT COLLEGE","OAKLAND","CA","Private 4 Year","98","282081"
"1272","127200","SAN BERNARDINO VALLEY COLLEGE","SAN BERNARDINO","CA","Public 2 Year","3064","6762188"
"12031","1203100","SAN DIEGO CHRISTIAN COLLEGE","EL CAJON","CA","Private 4 Year","167","491177"
"1273","127300","SAN DIEGO CITY COLLEGE","SAN DIEGO","CA","Public 2 Year","4016","9800264"
"15825","2241600","SAN DIEGO CONTINUING EDUCATION","SAN DIEGO","CA","Public 2 Year","130","261084"
"15609","2208700","SAN DIEGO GOLF ACADEMY","VISTA","CA","Proprietary","326","886594"
"1275","127500","SAN DIEGO MESA COLLEGE","SAN DIEGO","CA","Public 2 Year","2379","6206524"
"14172","1182000","SAN DIEGO MIRAMAR COLLEGE","SAN DIEGO","CA","Public 2 Year","1226","3113496"
"1151","115100","SAN DIEGO STATE UNIVERSITY","SAN DIEGO","CA","Public 4 Year","8665","25867499"
"3948","394800","SAN FRANCISCO ART INSTITUTE","SAN FRANCISCO","CA","Private 4 Year","133","385606"
"1278","127800","SAN FRANCISCO CONSERVATORY OF MUSIC","SAN FRANCISCO","CA","Private 4 Year","39","116054"
"1154","115400","SAN FRANCISCO STATE UNIVERSITY","SAN FRANCISCO","CA","Public 4 Year","7965","23284598"
"1280","128000","SAN JOAQUIN DELTA COLLEGE","STOCKTON","CA","Public 2 Year","5966","15204512"
"14741","2120700","SAN JOAQUIN VALLEY COLLEGE","VISALIA","CA","Proprietary","4797","13989376"
"1282","128200","SAN JOSE CITY COLLEGE","SAN JOSE","CA","Public 2 Year","1590","4037123"
"1155","115500","SAN JOSE STATE UNIVERSITY","SAN JOSE","CA","Public 4 Year","6786","20290095"
"1284","128400","SANTA ANA COLLEGE","SANTA ANA","CA","Public 2 Year","2281","5490984"
"9989","998900","SANTA BARBARA BUSINESS COLLEGE","SANTA BARBARA","CA","Proprietary","339","822722"
"25779","2577900","SANTA BARBARA BUSINESS COLLEGE","BAKERSFIELD","CA","Proprietary","679","1748545"
"25780","2578000","SANTA BARBARA BUSINESS COLLEGE","SANTA MARIA","CA","Proprietary","238","612143"
"1285","128500","SANTA BARBARA CITY COLLEGE","SANTA BARBARA","CA","Public 2 Year","2227","4885021"
"1326","132600","SANTA CLARA UNIVERSITY","SANTA CLARA","CA","Private 4 Year","511","1581819"
"1286","128600","SANTA MONICA COLLEGE","SANTA MONICA","CA","Public 2 Year","4202","11019541"
"1287","128700","SANTA ROSA JUNIOR COLLEGE","SANTA ROSA","CA","Public 2 Year","2151","5477950"
"36957","3695700","SANTIAGO CANYON COLLEGE","ORANGE","CA","Public 2 Year","731","1738126"
"1174","117400","SCRIPPS COLLEGE","CLAREMONT","CA","Private 4 Year","81","228895"
"16802","2359300","SHASTA BIBLE COLLEGE","REDDING","CA","Private 4 Year","43","121501"
"1289","128900","SHASTA COLLEGE","REDDING","CA","Public 2 Year","2606","6013617"
"1290","129000","SIERRA COLLEGE","ROCKLIN","CA","Public 2 Year","3615","8964237"
"13831","2064300","SIERRA COLLEGE OF BEAUTY","MERCED","CA","Proprietary","87","258895"
"15461","2188400","SIERRA VALLEY BUSINESS COLLEGE","FRESNO","CA","Proprietary","165","468890"
"1291","129100","SIMPSON UNIVERSITY","REDDING","CA","Private 4 Year","446","1135847"
"9509","950900","SKILLS & BUSINESS EDUCATION CENTER","SACRAMENTO","CA","Public 2 Year","596","1290343"
"7713","771300","SKYLINE COLLEGE","SAN BRUNO","CA","Public 2 Year","1017","2578553"
"38144","3814400","SOKA UNIVERSITY OF AMERICA","ALISO VIEJO","CA","Private 4 Year","78","235333"
"1292","129200","SOLANO COMMUNITY COLLEGE","FAIRFIELD","CA","Public 2 Year","2060","4358339"
"1156","115600","SONOMA STATE UNIVERSITY","ROHNERT PARK","CA","Public 4 Year","1655","4638413"
"26089","2608900","SOUND MASTER AUDIO VIDEO INSTITUTE","ALHAMBRA","CA","Proprietary","61","139717"
"25973","2597300","SOUTH BAYLO UNIVERSITY","ANAHEIM","CA","Private 4 Year","20","49459"
"16081","2277400","SOUTH COAST COLLEGE","ORANGE","CA","Proprietary","140","375301"
"33323","3332300","SOUTHERN CA BIBLE CLG & SEMINARY","EL CAJON","CA","Private 4 Year","25","57069"
"14073","2075800","SOUTHERN CA INST OF ARCHITECTURE","LOS ANGELES","CA","Private 4 Year","131","459544"
"31136","3113600","SOUTHERN CALIFORNIA INST OF TECHNOL","ANAHEIM","CA","Proprietary","607","1578430"
"1294","129400","SOUTHWESTERN COLLEGE","CHULA VISTA","CA","Public 2 Year","3948","10656017"
"33593","3359300","ST. FRANCIS CAREER COLLEGE","LYNWOOD","CA","Private 2 Year","194","471547"
"38893","3889300","STANBRIDGE COLLEGE","IRVINE","CA","Proprietary","64","132564"
"1305","130500","STANFORD UNIVERSITY","STANFORD","CA","Private 4 Year","863","2638459"
"31081","3108100","SUMMIT CAREER COLLEGE","COLTON","CA","Proprietary","1282","4151376"
"1309","130900","TAFT COLLEGE","TAFT","CA","Public 2 Year","447","1235969"
"40573","4057300","TECHSKILLS OF SACRAMENTO","SACRAMENTO","CA","Proprietary","122","234579"
"35163","3516300","THE KING'S COLLEGE AND SEMINARY","VAN NUYS","CA","Private 4 Year","62","123218"
"16968","2518400","THE NATIONAL HISPANIC UNIVERSITY","SAN JOSE","CA","Private 4 Year","249","581154"
"23580","2358000","THOMAS AQUINAS COLLEGE","SANTA PAULA","CA","Private 4 Year","72","190877"
"40043","4004300","THUY PRINCESS BEAUTY COLLEGE","POMONA","CA","Proprietary","27","84064"
"16801","2497300","TRINITY COLLEGE","VISALIA","CA","Proprietary","582","1619678"
"34033","3403300","TRINITY LIFE BIBLE COLLEGE","SACRAMENTO","CA","Private 4 Year","142","308362"
"41279","4127900","TUI UNIVERSITY","CYPRESS","CA","Proprietary","108","182190"
"12317","1231700","TULARE BEAUTY COLLEGE","TULARE","CA","Proprietary","42","110627"
"36143","3614300","UNITED BEAUTY COLLEGE","SOUTH EL MONTE","CA","Proprietary","82","219841"
"17169","2559300","UNITED EDUCATION INSTITUTE","LOS ANGELES","CA","Proprietary","4007","10618934"
"12446","1244600","UNIVERSAL COLLEGE OF BEAUTY","LOS ANGELES","CA","Proprietary","127","373524"
"1315","131500","UNIVERSITY OF CALIFORNIA (UCLA)","LOS ANGELES","CA","Public 4 Year","9051","28717781"
"1312","131200","UNIVERSITY OF CALIFORNIA-BERKELEY","BERKELEY","CA","Public 4 Year","7864","25199668"
"1313","131300","UNIVERSITY OF CALIFORNIA-DAVIS","DAVIS","CA","Public 4 Year","8482","27348296"
"1314","131400","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","Public 4 Year","5822","18460318"
"1316","131600","UNIVERSITY OF CALIFORNIA-RIVERSIDE","RIVERSIDE","CA","Public 4 Year","6385","20141001"
"1317","131700","UNIVERSITY OF CALIFORNIA-SAN DIEGO","LA JOLLA","CA","Public 4 Year","7406","24143853"
"1320","132000","UNIVERSITY OF CALIFORNIA-SANTA BARB","SANTA BARBARA","CA","Public 4 Year","4725","14558856"
"1321","132100","UNIVERSITY OF CALIFORNIA-SANTA CRUZ","SANTA CRUZ","CA","Public 4 Year","3853","11802324"
"39953","3995300","UNIVERSITY OF EAST-WEST MEDICINE","SUNNYVALE","CA","Proprietary","18","56436"
"1216","121600","UNIVERSITY OF LA VERNE","LA VERNE","CA","Private 4 Year","1484","3657822"
"1322","132200","UNIVERSITY OF REDLANDS","REDLANDS","CA","Private 4 Year","649","1714361"
"10395","1039500","UNIVERSITY OF SAN DIEGO","SAN DIEGO","CA","Private 4 Year","526","1471883"
"1325","132500","UNIVERSITY OF SAN FRANCISCO","SAN FRANCISCO","CA","Private 4 Year","1107","3160533"
"1328","132800","UNIVERSITY OF SOUTHERN CALIFORNIA","LOS ANGELES","CA","Private 4 Year","2645","7954387"
"1329","132900","UNIVERSITY OF THE PACIFIC","STOCKTON","CA","Private 4 Year","1033","3315386"
"36963","3696300","UNIVERSITY OF THE WEST","ROSEMEAD","CA","Private 4 Year","3","7387"
"34559","3455900","VALLECITOS CENTER FOR EMPLOYMENT TR","HAYWARD","CA","Private 2 Year","23","61507"
"34414","3441400","VALLEY CAREER COLLEGE","EL CAJON","CA","Proprietary","417","1062497"
"1293","129300","VANGUARD UNIVERSITY OF SOUTHERN CA","COSTA MESA","CA","Private 4 Year","482","1285057"
"30847","3084700","VENTURA ADULT\CONTINUING EDUCATION","VENTURA","CA","Public 2 Year","89","178898"
"1334","133400","VENTURA COLLEGE","VENTURA","CA","Public 2 Year","1926","4918401"
"1335","133500","VICTOR VALLEY COLLEGE","VICTORVILLE","CA","Public 2 Year","3986","9973600"
"41160","4116000","VIDEO SYMPHONY ENTERTRAINING","BURBANK","CA","Proprietary","26","77987"
"31505","3150500","VIRGINIA SEWING MACHINES & SCH CTR","LOS ANGELES","CA","Proprietary","95","308136"
"38384","3838400","WALTER JAY M.D. INSTITUTE AN EDUCATIONAL","LOS ANGELES","CA","Proprietary","92","333060"
"36393","3639300","WEST COAST ULTRASOUND INSTITUTE","BEVERLY HILLS","CA","Proprietary","213","594205"
"36983","3698300","WEST COAST UNIVERSITY","LOS ANGELES","CA","Proprietary","459","1087203"
"41113","4111300","WEST HILLS COLLEGE LEMOORE","LEMOORE","CA","Public 2 Year","1319","3024318"
"1176","117600","WEST HILLS COMMUNITY COLLEGE","COALINGA","CA","Public 2 Year","913","2454340"
"8596","859600","WEST LOS ANGELES COLLEGE","CULVER CITY","CA","Public 2 Year","1938","4983356"
"1338","133800","WEST VALLEY COLLEGE","SARATOGA","CA","Public 2 Year","1184","2788637"
"30623","3062300","WESTECH COLLEGE","ONTARIO","CA","Proprietary","499","1288074"
"7229","722900","WESTERN BEAUTY INSTITUTE","PANORAMA CITY","CA","Proprietary","940","2697492"
"9748","974800","WESTERN CAREER COLLEGE","SACRAMENTO","CA","Proprietary","4434","11031451"
"1341","134100","WESTMONT COLLEGE","SANTA BARBARA","CA","Private 4 Year","175","508177"
"30727","3072700","WESTWOOD COLLEGE - LOS ANGELES","LOS ANGELES","CA","Proprietary","2414","6506215"
"1342","134200","WHITTIER COLLEGE","WHITTIER","CA","Private 4 Year","316","973106"
"1281","128100","WILLIAM JESSUP UNIVERSITY","ROCKLIN","CA","Private 4 Year","140","386697"
"1343","134300","WOODBURY UNIVERSITY","BURBANK","CA","Private 4 Year","602","1868571"
"38683","3868300","WORLD MISSION UNIVERSITY","LOS ANGELES","CA","Private 4 Year","46","117849"
"7190","719000","WYOTECH","FREMONT","CA","Proprietary","1208","3111203"
"12873","1287300","WYOTECH","LONG BEACH","CA","Proprietary","3633","8131473"
"15975","2262400","YESHIVA OHR ELCHONON CHABAD","LOS ANGELES","CA","Private 4 Year","71","288460"
"1344","134400","YUBA COLLEGE","MARYSVILLE","CA","Public 2 Year","3946","9329136"
"15215","2160600","""COLUMBINE BEAUTY SCHOOL, III""","THORNTON","CO","Proprietary","128","379202"
"40933","4093300","ACADEMY OF NATURAL THERAPY","GREELEY","CO","Proprietary","38","71956"
"1345","134500","ADAMS STATE COLLEGE","ALAMOSA","CO","Public 4 Year","1306","3811938"
"7582","758200","AIMS COMMUNITY COLLEGE","GREELEY","CO","Public 2 Year","1293","3019282"
"1346","134600","ARAPAHOE COMMUNITY COLLEGE","LITTLETON","CO","Public 2 Year","1354","3022541"
"13961","2078900","ART INSTITUTE OF COLORADO (THE)","DENVER","CO","Proprietary","1004","2460556"
"15067","2141100","ARTISTIC BEAUTY COLGS-WESTMINSTER","WESTMINSTER","CO","Proprietary","177","528136"
"13974","2072200","ARTISTIC BEAUTY COLLEGES-DENVER","DENVER","CO","Proprietary","65","169783"
"10709","1070900","ARTISTIC BEAUTY COLLEGES-LAKEWOOD","LAKEWOOD","CO","Proprietary","55","164201"
"12670","1267000","BEL-REA INST OF ANIMAL TECH","DENVER","CO","Proprietary","249","594998"
"30131","3013100","BOULDER COLLEGE OF MASSAGE THERAPY","BOULDER","CO","Private 2 Year","76","171971"
"25943","2594300","COLLEGE AMERICA - DENVER","DENVER","CO","Proprietary","1072","2886451"
"9401","940100","COLORADO CHRISTIAN UNIVERSITY","LAKEWOOD","CO","Private 4 Year","577","1331761"
"1347","134700","COLORADO COLLEGE","COLORADO SPRINGS","CO","Private 4 Year","214","626255"
"4506","450600","COLORADO MOUNTAIN COLLEGE","GLENWOOD SPRINGS","CO","Public 2 Year","395","996217"
"1359","135900","COLORADO NORTHWESTERN COMMUNITY COLLEGE","RANGELY","CO","Public 2 Year","203","538682"
"35844","3584400","COLORADO SCHOOL OF HEALING ARTS","LAKEWOOD","CO","Proprietary","130","302460"
"1348","134800","COLORADO SCHOOL OF MINES","GOLDEN","CO","Public 4 Year","506","1436398"
"13513","1157200","COLORADO SCHOOL OF TRADES","LAKEWOOD","CO","Proprietary","88","234652"
"1350","135000","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","Public 4 Year","3625","10074735"
"1365","136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4 Year","1709","4840765"
"10148","1014800","COLORADO TECHNICAL UNIVERSITY","COLORADO SPRINGS","CO","Proprietary","17907","35827590"
"16058","2276900","COMMUNITY COLLEGE OF AURORA","AURORA","CO","Public 2 Year","1624","3233710"
"9542","954200","COMMUNITY COLLEGE OF DENVER","DENVER","CO","Public 2 Year","2817","6100838"
"8871","887100","CONCORDE CAREER INSTITUTE","DENVER","CO","Proprietary","736","1877015"
"38053","3805300","CORTIVA INSTITUTE-COLORADO","BROOMFIELD","CO","Proprietary","12","18706"
"39723","3972300","CUTTIN' UP BEAUTY ACADEMY","DENVER","CO","Proprietary","42","100646"
"14050","2156200","DELTA - MONTROSE TECHNICAL COLLEGE","DELTA","CO","Public 2 Year","46","95921"
"15460","2188700","DENVER ACAD OF COURT REPORTING","WESTMINSTER","CO","Proprietary","52","150532"
"5596","559600","EMILY GRIFFITH OPPORTUNITY SCH","DENVER","CO","Public 2 Year","236","456974"
"4503","450300","EVEREST COLLEGE","COLORADO SPRINGS","CO","Proprietary","909","1940387"
"4507","450700","EVEREST COLLEGE","THORNTON","CO","Proprietary","2325","4839241"
"1353","135300","FORT LEWIS COLLEGE","DURANGO","CO","Public 4 Year","1079","3043247"
"7933","793300","FRONT RANGE COMMUNITY COLLEGE","WESTMINSTER","CO","Public 2 Year","3525","7483508"
"16010","2267500","GLENWOOD BEAUTY ACADEMY","GLENWOOD SPRINGS","CO","Proprietary","43","123208"
"16893","2518500","HAIR DYNAMICS EDUCATION CENTER","FORT COLLINS","CO","Proprietary","117","310922"
"26110","2611000","HERITAGE COLLEGE","DENVER","CO","Proprietary","1122","2998040"
