"OPEID","Name","State","Type & Control","Recips","Awards"
"7465","AMERICAN ACADEMY OF DRAMATIC ARTS","NY","Private 2 Year","114","522733"
"39034","AMERICAN BEAUTY SCHOOL","NY","Proprietary 2 Year","279","782882"
"7572","AMERICAN MUSICAL & DRAMATIC ACADEMY","NY","Private 4 Year","499","2309592"
"41377","ANN MARIE'S WORLD OF BEAUTY SCHOOL","NY","Proprietary 2 Year","8","34775"
"34264","ANTHEM INSTITUTE","NY","Proprietary 2 Year","880","2515192"
"7518","APEX TECHNICAL SCHOOL","NY","Proprietary 2 Year","1803","6075168"
"6435","ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY","NY","Private 2 Year","37","134376"
"25256","ART INSTITUTE OF NEW YORK CITY (THE)","NY","Proprietary 2 Year","1319","4692103"
"30955","ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY","NY","Proprietary 2 Year","5976","28545319"
"25060","ASSOCIATED BETH RIVKAH SCHOOLS","NY","Private 2 Year","86","438100"
"7372","AUSTIN'S SCHOOL OF SPA TECHNOLOGY","NY","Proprietary 2 Year","393","1042060"
"38393","AVEDA INSTITUTE NEW YORK","NY","Proprietary 2 Year","106","346818"
"2669","BANK STREET COLLEGE OF EDUCATION","NY","Private 4 Year","0","0"
"2671","BARD COLLEGE","NY","Private 4 Year","277","1132123"
"2708","BARNARD COLLEGE","NY","Private 4 Year","461","1964094"
"7391","BEAUTY SCHOOL OF MIDDLETOWN","NY","Proprietary 2 Year","73","218046"
"37133","BEIS MEDRASH HEICHAL DOVID","NY","Private 4 Year","38","173426"
"11830","BERK TRADE & BUSINESS SCHOOL","NY","Proprietary 2 Year","125","322692"
"7394","BERKELEY COLLEGE","NY","Proprietary 4 Year","3703","14595321"
"11922","BETH HATALMUD RABBINICAL COLLEGE","NY","Private 4 Year","43","225150"
"2836","BINGHAMTON UNIVERSITY","NY","Public 4 Year","3246","14118438"
"21385","BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING","NY","Public 2 Year","62","289664"
"13029","BORICUA COLLEGE","NY","Private 4 Year","1170","5180740"
"21068","BRAMSON ORT COLLEGE MAIN CAMPUS-01","NY","Private 2 Year","1072","4504095"
"20757","BRIARCLIFFE COLLEGE","NY","Proprietary 4 Year","1587","6502858"
"9284","BRITTANY BEAUTY SCHOOL","NY","Proprietary 2 Year","390","1430257"
"2862","BROOME COMMUNITY COLLEGE","NY","Public 2 Year","3073","10667768"
"21536","BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING","NY","Public 2 Year","44","184736"
"2678","BRYANT & STRATTON COLLEGE","NY","Proprietary 4 Year","13841","51472364"
"25729","BUSINESS INFORMATICS CENTER","NY","Proprietary 2 Year","72","242948"
"2681","CANISIUS COLLEGE","NY","Private 4 Year","922","3537945"
"20564","CAPRI COSMETOLOGY LEARNING CENTER","NY","Proprietary 2 Year","147","497790"
"30897","CAREER INSTITUTE OF HEALTH AND TECHNOLOGY","NY","Proprietary 2 Year","1585","5379058"
"41256","CAREER SCHOOL OF NY","NY","Private 2 Year","103","303747"
"21109","CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN","NY","Public 2 Year","85","258182"
"2861","CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","Public 2 Year","2455","8541768"
"21458","CAYUGA ONONDAGA BOCES","NY","Public 2 Year","44","146029"
"2685","CAZENOVIA COLLEGE","NY","Private 4 Year","452","1769432"
"37733","CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY","NY","Proprietary 2 Year","58","157347"
"4776","CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ","NY","Private 4 Year","418","2089351"
"8437","CHAMPLAIN VALLEY EDUCATIONAL SERVICES","NY","Public 2 Year","26","144450"
"30962","CHARLES STUART SCHOOL","NY","Proprietary 2 Year","34","107294"
"21760","CHERYL FELL'S SCHOOL OF BUSINESS","NY","Proprietary 2 Year","56","234982"
"21255","CIRCLE IN THE SQUARE THEATRE SCHOOL","NY","Private 2 Year","15","57376"
"2688","CITY COLLEGE OF NEW YORK - CUNY","NY","Public 4 Year","6534","27504175"
"2699","CLARKSON UNIVERSITY","NY","Private 4 Year","751","2938763"
"6787","CLINTON COMMUNITY COLLEGE","NY","Public 2 Year","966","3238016"
"6443","COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP","NY","Private 2 Year","128","390715"
"2701","COLGATE UNIVERSITY","NY","Private 4 Year","289","1150532"
"2703","COLLEGE OF MOUNT SAINT VINCENT","NY","Private 4 Year","723","3230435"
"2704","COLLEGE OF NEW ROCHELLE (THE)","NY","Private 4 Year","3769","15995950"
"2705","COLLEGE OF ST ROSE","NY","Private 4 Year","1000","3748546"
"2698","COLLEGE OF STATEN ISLAND/CUNY","NY","Public 4 Year","5587","21438374"
"5208","COLLEGE OF WESTCHESTER (THE)","NY","Proprietary 4 Year","1069","4811013"
"2707","COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","NY","Private 4 Year","1526","6459783"
"2709","CONCORDIA COLLEGE","NY","Private 4 Year","242","943407"
"26170","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","Proprietary 2 Year","174","631483"
"7522","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","Proprietary 2 Year","690","2441837"
"2710","COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)","NY","Private 4 Year","160","663329"
"2711","CORNELL UNIVERSITY","NY","Private 4 Year","2219","9082701"
"2863","CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","Public 2 Year","2480","8228973"
"6445","CROUSE HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","107","299545"
"7304","CULINARY INSTITUTE OF AMERICA","NY","Private 4 Year","987","3904347"
"7273","CUNY - BERNARD M BARUCH","NY","Public 4 Year","5564","23756684"
"2691","CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE","NY","Public 2 Year","16954","58762426"
"2692","CUNY BRONX COMMUNITY COLLEGE","NY","Public 2 Year","9740","31311577"
"2687","CUNY BROOKLYN COLLEGE","NY","Public 4 Year","6561","27585992"
"4765","CUNY GRADUATE SCHOOL & UNIVERSITY CENTER","NY","Public 4 Year","255","665445"
"2689","CUNY HUNTER COLLEGE","NY","Public 4 Year","6033","24817754"
"2693","CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE","NY","Public 4 Year","7499","31431100"
"10051","CUNY LAGUARDIA COMMUNITY COLLEGE","NY","Public 2 Year","8768","28610406"
"7022","CUNY LEHMAN COLLEGE","NY","Public 4 Year","5958","22975756"
"10097","CUNY MEDGAR EVERS COLLEGE","NY","Public 4 Year","5225","19598864"
"2690","CUNY QUEENS COLLEGE","NY","Public 4 Year","6034","24947941"
"4759","CUNY YORK COLLEGE","NY","Public 4 Year","4149","16472649"
"8611","CUNY, HOSTOS COMMUNITY COLLEGE","NY","Public 2 Year","5155","17827606"
"11614","CVPH MEDICAL CENTER","NY","Private 2 Year","9","37350"
"2808","DAEMEN COLLEGE","NY","Private 4 Year","716","2620553"
"21691","DAVIS COLLEGE","NY","Private 4 Year","142","557279"
"30816","DELAWARE CHENANGO MADISON OTSEGO BOCES","NY","Public 2 Year","59","176130"
"2713","DOMINICAN COLLEGE OF BLAUVELT","NY","Private 4 Year","620","2353179"
"22178","DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE)","NY","Private 2 Year","70","190611"
"2667","DOWLING COLLEGE","NY","Private 4 Year","954","3591207"
"21728","DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING","NY","Public 2 Year","105","272034"
"2864","DUTCHESS COMMUNITY COLLEGE","NY","Public 2 Year","2385","7934562"
"2712","D'YOUVILLE COLLEGE","NY","Private 4 Year","708","2700087"
"21794","EASTERN SUFFOLK BOCES","NY","Public 2 Year","272","955313"
"39414","ELITE ACADEMY OF BEAUTY ARTS","NY","Proprietary 2 Year","79","242985"
"6448","ELLIS HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","46","143171"
"9043","ELMIRA BUSINESS INSTITUTE","NY","Proprietary 2 Year","632","2316469"
"2718","ELMIRA COLLEGE","NY","Private 4 Year","431","1389121"
"21732","EMPIRE BEAUTY SCHOOL","NY","Proprietary 2 Year","1151","3746330"
"7573","EMPIRE BEAUTY SCHOOL","NY","Proprietary 2 Year","299","881874"
"12589","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","NY","Public 2 Year","192","436157"
"22356","ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES","NY","Public 2 Year","136","443126"
"10684","ERIE COMMUNITY COLLEGE","NY","Public 2 Year","7322","25734279"
"4811","EVEREST INSTITUTE","NY","Proprietary 2 Year","3356","11941773"
"2834","EXCELSIOR COLLEGE","NY","Private 4 Year","626","1331465"
"2866","FASHION INSTITUTE OF TECHNOLOGY","NY","Public 4 Year","2164","8783208"
"5066","FAXTON - SAINT LUKE'S SCHOOL OF RADIOGRAPHY","NY","Private 2 Year","13","53900"
"7532","FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","Public 2 Year","2924","9773109"
"41676","FINGER LAKES SCHOOL OF MASSAGE (THE)","NY","Proprietary 2 Year","8","18450"
"12561","FIVE TOWNS COLLEGE","NY","Proprietary 4 Year","438","1686826"
"2722","FORDHAM UNIVERSITY - ROSE HILL CAMPUS","NY","Private 4 Year","1757","7425073"
"33283","FRANKLIN CAREER INSTITUTE","NY","Private 2 Year","784","3759564"
"25754","FRENCH CULINARY INSTITUTE,THE","NY","Proprietary 2 Year","43","78472"
"6782","GENESEE COMMUNITY COLLEGE","NY","Public 2 Year","2742","9454556"
"31153","GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES","NY","Public 2 Year","131","355246"
"21601","GENEVA GENERAL HOSPITAL","NY","Private 2 Year","56","176808"
"22652","GLOBAL BUSINESS INSTITUTE","NY","Private 2 Year","1007","3002128"
"25408","GLOBE INSTITUTE OF TECHNOLOGY","NY","Proprietary 4 Year","425","1211742"
"21059","HAIR DESIGN INSTITUTE AT FIFTH AVENUE","NY","Proprietary 2 Year","333","1127391"
"21721","HAMILTON - FULTON - MONTGOMERY BOCES","NY","Public 2 Year","24","50919"
"2728","HAMILTON COLLEGE","NY","Private 4 Year","236","1010492"
"33153","HARLEM SCHOOL OF TECHNOLOGY","NY","Proprietary 2 Year","17","75300"
"2729","HARTWICK COLLEGE","NY","Private 4 Year","434","1643509"
"10153","HELENE FULD COLLEGE OF NURSING","NY","Private 2 Year","245","410192"
"20984","HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM","NY","Public 2 Year","88","327116"
"2735","HILBERT COLLEGE","NY","Private 4 Year","455","1712750"
"2731","HOBART AND WILLIAM SMITH COLLEGES","NY","Private 4 Year","408","1660893"
"2732","HOFSTRA UNIVERSITY","NY","Private 4 Year","1722","6706842"
"2734","HOUGHTON COLLEGE","NY","Private 4 Year","516","1922026"
"2868","HUDSON VALLEY COMMUNITY COLLEGE","NY","Public 2 Year","4191","13023099"
"38194","HUDSON VALLEY SCHOOL OF ADVANCED AESTHETIC SKIN CARE","NY","Proprietary 2 Year","17","40957"
"41233","HUDSON VALLEY SCHOOL OF MASSAGE THERAPY","NY","Proprietary 2 Year","29","74659"
"22060","HUNTER BUSINESS SCHOOL","NY","Proprietary 2 Year","725","2419591"
"41232","INSTITUTE OF ALLIED MEDICAL PROFESSIONS","NY","Private 2 Year","280","983878"
"22949","INSTITUTE OF AUDIO RESEARCH","NY","Proprietary 2 Year","421","1393808"
"41443","INSTITUTE OF CULINARY EDUCATION","NY","Proprietary 2 Year","61","134687"
"12107","INSTITUTE OF DESIGN AND CONSTRUCTION","NY","Private 2 Year","80","267916"
"2737","IONA COLLEGE","NY","Private 4 Year","795","3243684"
"7375","ISLAND DRAFTING & TECHNICAL INSTITUTE","NY","Proprietary 2 Year","98","399109"
"2739","ITHACA COLLEGE","NY","Private 4 Year","1312","5085583"
"8495","JAMESTOWN BUSINESS COLLEGE","NY","Proprietary 4 Year","349","1347853"
"2869","JAMESTOWN COMMUNITY COLLEGE","NY","Public 2 Year","2399","8326819"
"2870","JEFFERSON COMMUNITY COLLEGE","NY","Public 2 Year","1780","5535006"
"10052","JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING","NY","Public 2 Year","61","225754"
"25115","JOFFREY BALLET SCHOOL, AMERICAN BALLET CENTER","NY","Proprietary 2 Year","13","47905"
"41340","JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GOLDWELL PRODUCTS ARTISTRY","NY","Proprietary 2 Year","75","223063"
"41657","JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GOLDWELL PRODUCTS ARTISTRY","NY","Proprietary 2 Year","6","13425"
"2742","JUILLIARD SCHOOL (THE)","NY","Private 4 Year","99","436327"
"7398","KATHARINE GIBBS SCHOOL","NY","Proprietary 2 Year","225","384559"
"10549","KEHILATH YAKOV RABBINICAL SEMINARY","NY","Private 4 Year","86","442250"
"2744","KEUKA COLLEGE","NY","Private 4 Year","752","2522386"
"40953","KING'S COLLEGE (THE)","NY","Private 4 Year","81","275732"
"2694","KINGSBOROUGH COMMMUNITY COLLEGE/CUNY","NY","Public 2 Year","9553","33817021"
"2748","LE MOYNE COLLEGE","NY","Private 4 Year","922","3510781"
"35683","LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER","NY","Proprietary 2 Year","74","252969"
"34335","LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING","NY","Proprietary 2 Year","45","113834"
"7466","LIM COLLEGE","NY","Proprietary 4 Year","404","1505296"
"7387","LONG ISLAND BEAUTY SCHOOL","NY","Proprietary 2 Year","162","536457"
"7388","LONG ISLAND BEAUTY SCHOOL","NY","Proprietary 2 Year","140","420043"
"20937","LONG ISLAND BUSINESS INSTITUTE","NY","Proprietary 2 Year","1466","6052416"
"21187","LONG ISLAND COLLEGE HOSPITAL - SCHOOL OF NURSING","NY","Private 2 Year","93","321909"
"2751","LONG ISLAND UNIVERSITY","NY","Private 4 Year","4501","18213971"
"13026","MACHZIKEI HADATH RABBINICAL COLLEGE","NY","Private 4 Year","47","243900"
"21263","MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM","NY","Public 2 Year","149","318424"
"7401","MANDL SCHOOL","NY","Proprietary 2 Year","946","4106240"
"2758","MANHATTAN COLLEGE","NY","Private 4 Year","670","2766241"
"31933","MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY","NY","Private 2 Year","563","1746936"
"2759","MANHATTAN SCHOOL OF MUSIC","NY","Private 4 Year","73","298466"
"2760","MANHATTANVILLE COLLEGE","NY","Private 4 Year","462","1851346"
"2763","MARIA COLLEGE","NY","Private 4 Year","423","1102396"
"2765","MARIST COLLEGE","NY","Private 4 Year","758","2827384"
"25135","MARJON SCHOOL OF BEAUTY CULTURE","NY","Proprietary 2 Year","70","228826"
"2769","MARYMOUNT MANHATTAN COLLEGE","NY","Private 4 Year","489","1959670"
"2777","MEDAILLE COLLEGE","NY","Private 4 Year","745","2865385"
"12203","MEMORIAL HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","46","126008"
"11677","MEMORIAL SLOAN KETTERING CANCER CENTER","NY","Private 2 Year","1","2631"
"25062","MERCE CUNNINGHAM STUDIO","NY","Private 2 Year","3","5966"
"2772","MERCY COLLEGE","NY","Private 4 Year","3298","12618774"
"31814","MERKAZ BNOS","NY","Private 2 Year","376","1559009"
"9335","MESIVTA OF EASTERN PARKWAY RABBINICAL SEMINARY","NY","Private 4 Year","19","86150"
"7264","MESIVTA TORAH VODAATH RABBINICAL SEMINARY","NY","Private 4 Year","47","228575"
"3974","MESIVTHA TIFERETH JERUSALEM OF AMERICA","NY","Private 4 Year","24","117400"
"9769","METROPOLITAN COLLEGE OF NEW YORK","NY","Private 4 Year","655","2997064"
"36523","METROPOLITAN LEARNING INSTITUTE","NY","Private 2 Year","740","2530917"
"38094","MICROPOWER CAREER INSTITUTE","NY","Proprietary 2 Year","480","1726918"
"9283","MIDWAY PARIS BEAUTY SCHOOL","NY","Proprietary 2 Year","142","400383"
"22195","MILDRED ELLEY","NY","Proprietary 2 Year","1444","5705941"
"4798","MIRRER YESHIVA CENTRAL INSTITUTE","NY","Private 4 Year","127","594738"
"22759","MODERN WELDING SCHOOL, INC","NY","Proprietary 2 Year","100","344787"
"2775","MOLLOY COLLEGE","NY","Private 4 Year","1012","3763845"
"41177","MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT","NY","Public 2 Year","21","69761"
"4799","MONROE COLLEGE","NY","Proprietary 4 Year","7339","39382643"
"2872","MONROE COMMUNITY COLLEGE","NY","Public 2 Year","10010","34495583"
"2778","MOUNT SAINT MARY COLLEGE","NY","Private 4 Year","772","3004808"
"2873","NASSAU COMMUNITY COLLEGE","NY","Public 2 Year","6754","22383394"
"22878","NATIONAL TRACTOR TRAILER SCHOOL","NY","Proprietary 2 Year","367","1092223"
"2779","NAZARETH COLLEGE OF ROCHESTER","NY","Private 4 Year","726","2825372"
"9029","NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATRE (THE)","NY","Private 2 Year","9","40725"
"21822","NEW SCHOOL OF RADIO & TELEVISION","NY","Proprietary 2 Year","63","196092"
"20662","NEW SCHOOL, THE","NY","Private 4 Year","1568","6189504"
"35373","NEW YORK AUTOMOTIVE & DIESEL INSTITUTE","NY","Proprietary 2 Year","485","1802061"
"21634","NEW YORK CAREER INSTITUTE","NY","Proprietary 2 Year","536","1593192"
"2696","NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW YORK","NY","Public 4 Year","9138","33733020"
"25994","NEW YORK COLLEGE OF HEALTH PROFESSIONS","NY","Private 4 Year","370","1464588"
"31207","NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE)","NY","Proprietary 2 Year","101","433070"
"23256","NEW YORK INSTITUTE OF ENGLISH AND BUSINESS","NY","Private 2 Year","477","1710116"
"32033","NEW YORK INSTITUTE OF MASSAGE","NY","Proprietary 2 Year","84","237768"
"2782","NEW YORK INSTITUTE OF TECHNOLOGY","NY","Private 4 Year","2002","7771463"
"41337","NEW YORK MEDICAL CAREER TRAINING CENTER","NY","Proprietary 2 Year","24","68800"
"11617","NEW YORK METHODIST HOSPITAL","NY","Private 2 Year","53","265044"
"10551","NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS","NY","Proprietary 2 Year","509","2180693"
"20690","NEW YORK SCHOOL OF INTERIOR DESIGN","NY","Private 4 Year","89","291043"
"2785","NEW YORK UNIVERSITY","NY","Private 4 Year","4341","18290218"
"2874","NIAGARA COUNTY COMMUNITY COLLEGE","NY","Public 2 Year","3247","10664308"
"2788","NIAGARA UNIVERSITY","NY","Private 4 Year","839","3191422"
"7111","NORTH COUNTRY COMMUNITY COLLEGE","NY","Public 2 Year","832","2904473"
"23142","NORTHERN WESTCHESTER SCHOOL OF HAIRDRESSING & COSMETOLOGY","NY","Proprietary 2 Year","26","79949"
"2790","NYACK COLLEGE-ROCKLAND CAMPUS","NY","Private 4 Year","1232","4522995"
"11984","OHR HAMEIR THEOLOGICAL SEMINARY","NY","Private 4 Year","55","276650"
"9003","OLEAN BUSINESS INSTITUTE","NY","Proprietary 2 Year","60","219318"
"2875","ONONDAGA COMMUNITY COLLEGE","NY","Public 2 Year","4343","14056373"
"12652","ONONDAGA CORTLAND MADISON BOCES","NY","Public 2 Year","501","2048779"
"41553","ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE","NY","Proprietary 2 Year","12","37073"
"2876","ORANGE COUNTY COMMUNITY COLLEGE","NY","Public 2 Year","1734","5516029"
"21240","ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING","NY","Public 2 Year","60","218582"
"21993","ORLEANS NIAGARA BOCES","NY","Public 2 Year","44","126990"
"25876","ORLO SCHOOL OF HAIR DESIGN & COSMETOLOGY (THE)","NY","Proprietary 2 Year","93","282762"
"12783","OSWEGO COUNTY BOCES ADULT CAREERS CENTER","NY","Public 2 Year","52","175829"
"21043","OTSEGO DELAWARE SCHOHARIE GREENE BOCES","NY","Public 2 Year","31","179503"
"2791","PACE UNIVERSITY","NY","Private 4 Year","2485","10370256"
"2795","PAUL SMITH'S COLLEGE OF ARTS & SCIENCES","NY","Private 4 Year","347","1320637"
"6438","PHILLIPS BETH ISRAEL SCHOOL OF NURSING","NY","Private 2 Year","58","172018"
"12072","PHILLIPS HAIRSTYLING INSTITUTE","NY","Proprietary 2 Year","117","416205"
"12358","PLAZA COLLEGE","NY","Proprietary 4 Year","1324","5477284"
"2796","POLYTECHNIC UNIVERSITY","NY","Private 4 Year","799","3538051"
"2798","PRATT INSTITUTE","NY","Private 4 Year","820","3434315"
"23065","PROFESSIONAL BUSINESS COLLEGE","NY","Private 2 Year","1254","5469936"
"10952","PUTNAM-WESTCHESTER BOCES","NY","Public 2 Year","26","73538"
"2697","QUEENSBOROUGH COMMUNITY COLLEGE-CUNY","NY","Public 2 Year","7942","27552456"
"3976","RABBINICAL ACADEMY MESIVTA RABBI CHAIM BERLIN","NY","Private 4 Year","27","123775"
"10943","RABBINICAL COLLEGE BETH SHRAGA","NY","Private 4 Year","14","65625"
"8614","RABBINICAL COLLEGE BOBOVER YESHIVA BNEI ZION","NY","Private 4 Year","204","1055126"
"3977","RABBINICAL COLLEGE CH'SAN SOFER OF NEW YORK","NY","Private 4 Year","36","186875"
"10378","RABBINICAL COLLEGE OF LONG ISLAND","NY","Private 4 Year","38","154575"
"31292","RABBINICAL COLLEGE OF OHR SHIMON YISROEL","NY","Private 4 Year","152","808800"
"26229","RABBINICAL COLLEGE OF YESHIVA AND KOLEL BAIS MEDROSH ELYON ASSOCIATION","NY","Private 4 Year","11","54400"
"8617","RABBINICAL SEMINARY MKOR CHAIM","NY","Private 4 Year","18","93600"
"2803","RENSSELAER POLYTECHNIC INSTITUTE","NY","Private 4 Year","906","3485070"
"20924","RIDLEY-LOWELL SCHOOL OF BUSINESS","NY","Proprietary 2 Year","306","869657"
"2805","ROBERTS WESLEYAN COLLEGE","NY","Private 4 Year","667","2518373"
"21579","ROCHESTER GENERAL HOSPITAL","NY","Private 2 Year","51","178941"
"2806","ROCHESTER INSTITUTE OF TECHNOLOGY","NY","Private 4 Year","3909","15764356"
"2877","ROCKLAND COMMUNITY COLLEGE","NY","Public 2 Year","1959","6640484"
"22729","ROCKLAND COUNTY BOCES ADULT EDUCATION","NY","Public 2 Year","47","173228"
"2810","SAGE COLLEGES","NY","Private 4 Year","672","2529061"
"6461","SAINT ELIZABETH MEDICAL CENTER","NY","Private 2 Year","125","433703"
"2820","SAINT FRANCIS COLLEGE","NY","Private 4 Year","999","3802831"
"5064","SAINT JAMES MERCY HOSPITAL SCHOOL OF RADIOLOGIC SCIENCES","NY","Private 2 Year","16","61557"
"2823","SAINT JOHN'S UNIVERSITY","NY","Private 4 Year","5138","21409217"
"2825","SAINT JOSEPH'S COLLEGE","NY","Private 4 Year","1413","5205402"
"6467","SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTE","NY","Private 2 Year","109","333161"
"36513","SAINT JOSEPH'S MEDICAL CENTER SCHOOL OF RADIOGRAPHY","NY","Private 2 Year","10","42776"
"2832","SAINT THOMAS AQUINAS COLLEGE","NY","Private 4 Year","392","1568910"
"41512","SALON PROFESSIONAL ACADEMY (THE)","NY","Proprietary 2 Year","29","74779"
"9248","SAMARITAN HOSPITAL SCHOOL OF NURSING","NY","Private 2 Year","83","246272"
"26149","SANFORD-BROWN INSTITUTE","NY","Proprietary 2 Year","581","2008309"
"2813","SARAH LAWRENCE COLLEGE","NY","Private 4 Year","262","1058914"
"11647","SBI CAMPUS - AN AFFILIATE OF SANFORD-BROWN","NY","Proprietary 2 Year","675","3086708"
"6785","SCHENECTADY COUNTY COMMUNITY COLLEGE","NY","Public 2 Year","2141","7020903"
"39833","SCHOOL OF PROFESSIONAL HORTICULTURE, AT THE N. Y. BOTANICAL GARDEN","NY","Private 2 Year","2","7650"
"7468","SCHOOL OF VISUAL ARTS","NY","Proprietary 4 Year","928","3962122"
"12407","SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES","NY","Public 2 Year","87","366208"
"25567","SEMINAR L'MOROS BAIS YAAKOV","NY","Private 2 Year","234","1010371"
