"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"3974500","39745","CALIFORNIA CAREER COLLEGE","CA","proprietary","42","104885"
"884400","14128","CALIFORNIA CHRISTIAN COLLEGE","CA","private 4 year","31","77074.229999999996"
"112700","1127","CALIFORNIA COLLEGE OF THE ARTS","CA","private 4 year","405","1050048.5"
"3698400","36984","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS","CA","proprietary","64","158103"
"2110800","14683","CALIFORNIA COLLEGE SAN DIEGO","CA","proprietary","363","949579.63"
"2086400","13500","CALIFORNIA COSMETOLOGY COLLEGE","CA","proprietary","17","26717"
"2220200","15698","CALIFORNIA CULINARY ACADEMY","CA","proprietary","794","2045557.24"
"3125400","31254","CALIFORNIA DESIGN COLLEGE","CA","proprietary","321","751552.20999999996"
"1186500","11865","CALIFORNIA HAIR DESIGN ACADEMY","CA","proprietary","80","209964.38"
"3681300","36813","CALIFORNIA HEALING ARTS COLLEGE","CA","proprietary","92","232425"
"1215400","12154","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","private 4 year","23","50531"
"113100","1131","CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","private 4 year","123","323956"
"113200","1132","CALIFORNIA INSTITUTE OF THE ARTS","CA","private 4 year","258","787864"
"3633300","36333","CALIFORNIA LEARNING CENTER","CA","proprietary","47","101493.97"
"113300","1133","CALIFORNIA LUTHERAN UNIVERSITY","CA","private 4 year","354","908812.25"
"113400","1134","CALIFORNIA MARITIME ACADEMY","CA","public 4 year","181","512804.40000000002"
"114300","1143","CALIFORNIA POLYTECHNIC STATE UNIVERSITY","CA","public 4 year","3016","7926241"
"3210300","32103","CALIFORNIA SCHOOL OF CULINARY ARTS","CA","proprietary","876","2411048.0099999998"
"114400","1144","CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA","CA","public 4 year","6323","17610110.32"
"114000","1140","CALIFORNIA STATE UNIVERSITY - LOS ANGELES","CA","public 4 year","7739","20383036"
"115000","1150","CALIFORNIA STATE UNIVERSITY - SACRAMENTO -","CA","public 4 year","8087","21016328.640000001"
"3980300","39803","CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS","CA","public 4 year","648","1606193"
"799300","7993","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","public 4 year","3055","7921186"
"114600","1146","CALIFORNIA STATE UNIVERSITY, CHICO","CA","public 4 year","4910","13177642"
"114100","1141","CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS","CA","public 4 year","4517","11581078"
"113800","1138","CALIFORNIA STATE UNIVERSITY, EAST BAY","CA","public 4 year","3236","8986367.3499999996"
"114700","1147","CALIFORNIA STATE UNIVERSITY, FRESNO","CA","public 4 year","7928","22408515.48"
"113700","1137","CALIFORNIA STATE UNIVERSITY, FULLERTON","CA","public 4 year","8695","21165110.510000002"
"113900","1139","CALIFORNIA STATE UNIVERSITY, LONG BEACH","CA","public 4 year","9283","25493757.5"
"3260300","32603","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA","public 4 year","1321","3634346.9500000002"
"115300","1153","CALIFORNIA STATE UNIVERSITY, NORTHRIDGE","CA","public 4 year","11108","31012818.550000001"
"114200","1142","CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO","CA","public 4 year","6419","17316142"
"3011300","30113","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","public 4 year","1944","4489445.5599999996"
"115700","1157","CALIFORNIA STATE UNIVERSITY, STANISLAUS","CA","public 4 year","2885","7206270"
"697300","6973","CANADA COLLEGE","CA","public 2 year","488","1076261"
"2125000","13914","CAREER ACADEMY OF BEAUTY","CA","proprietary","163","262968"
"3797400","37974","CAREER CARE INSTITUTE","CA","proprietary","277","601492"
"3427400","34274","CAREER COLLEGES OF AMERICA","CA","proprietary","1226","3042774"
"3959300","39593","CAREER MANAGEMENT INSTITUTE","CA","proprietary","7","13867"
"3242300","32423","CAREER NETWORKS INSTITUTE","CA","proprietary","281","673309.85999999999"
"673100","6731","CASA LOMA COLLEGE","CA","private 2 year","328","815432"
"2332800","16516","CENTER FOR EMPLOYMENT TRAINING","CA","private 2 year","2369","5605044.6399999997"
"3097700","30977","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","proprietary","153","429128"
"2602300","26023","CENTRAL COAST COLLEGE","CA","proprietary","252","523451.28999999998"
"116100","1161","CERRITOS COMMUNITY COLLEGE","CA","public 2 year","5203","11562548.130000001"
"116200","1162","CHABOT COLLEGE","CA","public 2 year","2466","5537477"
"116300","1163","CHAFFEY COMMUNITY COLLEGE","CA","public 2 year","3821","7863696"
"116400","1164","CHAPMAN UNIVERSITY","CA","private 4 year","1547","3351283.8599999999"
"950900","9509","CHARLES A. JONES SKILLS & BUSINESS EDUCATION CENTER","CA","public 2 year","612","1075767.5"
"1036500","13653","CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","private 4 year","115","306221"
"3392300","33923","CHASE COLLEGE","CA","proprietary","370","1037684.86"
"116600","1166","CITRUS COMMUNITY COLLEGE","CA","public 2 year","2526","5664924"
"450200","12874","CITY COLLEGE OF SAN FRANCISCO","CA","public 2 year","6632","15930135.16"
"117000","1170","CLAREMONT MCKENNA COLLEGE","CA","private 4 year","114","310425"
"3278300","32783","CLARITA CAREER COLLEGE","CA","proprietary","207","540457.67000000004"
"2147400","14919","CLEVELAND CHIROPRACTIC COLLEGE","CA","private 4 year","47","128224"
"2309500","16330","CLOVIS ADULT EDUCATION","CA","public 2 year","151","276966.53999999998"
"2063500","13536","COASTLINE COMMUNITY COLLEGE","CA","public 2 year","464","1031428"
"3577300","35773","COBA ACADEMY","CA","proprietary","48","102972.24000000001"
"117700","1177","COGSWELL POLYTECHNICAL COLLEGE","CA","private 4 year","61","155671.38"
"729600","9273","COLEMAN COLLEGE","CA","private 4 year","268","574653.76000000001"
"2220000","15686","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","proprietary","302","810479"
"672000","6720","COLLEGE OF ALAMEDA","CA","public 2 year","1125","2571812"
"3852500","38525","COLLEGE OF INFORMATION TECHNOLOGY","CA","proprietary","141","377814.10999999999"
"117800","1178","COLLEGE OF MARIN","CA","public 2 year","1082","2572520.7400000002"
"118100","1181","COLLEGE OF SAN MATEO","CA","public 2 year","826","1897211.2"
"890300","8903","COLLEGE OF THE CANYONS","CA","public 2 year","1092","2349058"
"118200","1182","COLLEGE OF THE DESERT","CA","public 2 year","1706","3638980.5299999998"
"118500","1185","COLLEGE OF THE REDWOODS","CA","public 2 year","2294","5224626.5999999996"
"118600","1186","COLLEGE OF THE SEQUOIAS","CA","public 2 year","3724","7825313"
"118700","1187","COLLEGE OF THE SISKIYOUS","CA","public 2 year","901","2084039"
"770700","7707","COLUMBIA COLLEGE","CA","public 2 year","603","1365850.9199999999"
"2110200","14697","COLUMBIA COLLEGE-HOLLYWOOD","CA","private 4 year","101","264866.44"
"3250300","32503","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA","private 2 year","454","1569369.0600000001"
"3615300","36153","COMMUNITY BUSINESS COLLEGE","CA","proprietary","6","8100"
"3874400","38744","COMMUNITY CHRISTIAN COLLEGE","CA","private 2 year","8","20702"
"3695300","36953","COMMUNITY ENHANCEMENT SERVICES","CA","private 2 year","164","386606"
"118800","1188","COMPTON COMMUNITY COLLEGE","CA","public 2 year","709","1042317"
"3415300","34153","COMPUTER TRAINING INSTITUTE","CA","proprietary","58","133699"
"3759300","37593","COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE","CA","proprietary","86","196231.04000000001"
"760700","7607","CONCORDE CAREER COLLEGE","CA","proprietary","535","1245585"
"793000","7930","CONCORDE CAREER COLLEGE","CA","proprietary","634","1341477"
"807100","8071","CONCORDE CAREER COLLEGE","CA","proprietary","494","1137486"
"853700","8537","CONCORDE CAREER COLLEGE","CA","proprietary","956","1954637"
"2070500","13885","CONCORDIA UNIVERSITY","CA","private 4 year","353","939775"
"3835300","38353","CONEJO VALLEY ADULT EDUCATION","CA","public 2 year","6","6489"
"119000","1190","CONTRA COSTA COLLEGE","CA","public 2 year","1463","3507410.6899999999"
"3542400","35424","COPPER MOUNTAIN COLLEGE","CA","public 2 year","611","1267574"
"753600","7536","COSUMNES RIVER COLLEGE","CA","public 2 year","2231","5298777"
"927200","9272","CRAFTON HILLS COLLEGE","CA","public 2 year","943","1772752.6899999999"
"4003300","40033","CSI CAREER COLLEGE","CA","proprietary","53","108953.21000000001"
"119200","1192","CUESTA COLLEGE","CA","public 2 year","1431","3184451.3700000001"
"2111300","14435","CUYAMACA COLLEGE","CA","public 2 year","943","2414754.3900000001"
"2174600","14557","CYNTHIA'S BEAUTY ACADEMY","CA","proprietary","299","817872"
"119300","1193","CYPRESS COLLEGE","CA","public 2 year","2299","5521291.8499999996"
"448000","4480","DE ANZA COMMUNITY COLLEGE","CA","public 2 year","2343","5585579.9100000001"
"3025600","30256","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","private 4 year","4","12850"
"2298000","16233","DESIGN INSTITUTE OF SAN DIEGO","CA","proprietary","145","301166"
"3646300","36463","DESIGN'S SCHOOL OF COSMETOLOGY","CA","proprietary","52","127980.92"
"119100","1191","DIABLO VALLEY COLLEGE","CA","public 2 year","1505","3635984.52"
"2553600","17136","DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES","CA","proprietary","538","1527140"
"119600","1196","DOMINICAN UNIVERSITY OF CALIFORNIA","CA","private 4 year","396","1052424"
"915800","9158","DON BOSCO TECHNICAL INSTITUTE","CA","private 2 year","21","32408"
"3109500","31095","DONGGUK ROYAL UNIVERSITY","CA","private 4 year","18","40994"
"3479400","34794","DVS COLLEGE","CA","proprietary","78","210784"
"2226000","1222","EAST LOS ANGELES COLLEGE","CA","public 2 year","4402","11052885"
"119700","1197","EL CAMINO COLLEGE","CA","public 2 year","3458","7849645"
"2091200","14484","ELEGANCE INTERNATIONAL","CA","proprietary","56","110795"
"3094400","30944","ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY","CA","proprietary","353","925554.55000000005"
"903200","9032","EMPIRE COLLEGE","CA","proprietary","342","844096.17000000004"
"3413400","34134","ENGLISH CENTER FOR INTERNATIONAL WOMEN","CA","private 2 year","147","354397.96000000002"
"3087700","30877","ESCUELAS LEICESTER","CA","proprietary","141","302913"
"2167800","15125","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","proprietary","86","189740"
"1245200","12452","EVERGREEN VALLEY COLLEGE","CA","public 2 year","1941","4740817"
"3973300","39733","EX'PRESSION COLLEGE FOR DIGITAL ARTS","CA","proprietary","163","418701.71999999997"
"2234300","15756","FASHION CAREERS OF CALIFORNIA COLLEGE","CA","proprietary","49","130000.60000000001"
"1111200","11112","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","proprietary","1571","3905904.9900000002"
"859700","8597","FEATHER RIVER COMMUNITY COLLEGE","CA","public 2 year","343","841564"
"725300","7253","FEDERICO BEAUTY INSTITUTE","CA","proprietary","188","360792"
"3131300","31313","FIVE BRANCHES INSTITUTE","CA","private 4 year","14","35375"
"3871300","38713","FOLSOM LAKE COLLEGE","CA","public 2 year","723","1700614"
"119900","1199","FOOTHILL COLLEGE","CA","public 2 year","702","1590759.01"
"3271300","32713","FOUNDATION COLLEGE","CA","proprietary","4","8025"
"3162300","31623","FOUR-D COLLEGE","CA","proprietary","533","1344430.22"
"2230900","13557","FREDRICK AND CHARLES BEAUTY COLLEGE","CA","proprietary","49","126466"
"130700","1307","FRESNO CITY COLLEGE","CA","public 2 year","8684","19292399.5"
"125300","1253","FRESNO PACIFIC UNIVERSITY","CA","private 4 year","670","1666652.7"
"120100","1201","FULLERTON COLLEGE","CA","public 2 year","3099","7466256.6500000004"
"1202700","12027","GALEN COLLEGE OF CALIFORNIA","CA","proprietary","348","757246.84999999998"
"3755300","37553","GATES COLLEGE","CA","proprietary","5","14738"
"120200","1202","GAVILAN COLLEGE","CA","public 2 year","812","1803877"
"2231900","15765","GEMOLOGICAL INSTITUTE OF AMERICA","CA","private 2 year","42","90900"
"2338500","16581","GLENDALE CAREER COLLEGE","CA","proprietary","834","2211063.8599999999"
"120300","1203","GLENDALE COMMUNITY COLLEGE","CA","public 2 year","4348","10500172.199999999"
"120500","1205","GOLDEN GATE UNIVERSITY","CA","private 4 year","75","137560"
"120600","1206","GOLDEN WEST COLLEGE","CA","public 2 year","2532","6467531"
"120800","1208","GROSSMONT COLLEGE","CA","public 2 year","2367","5571487.3499999996"
"565500","12522","HACIENDA LA PUENTE ADULT EDUCATION","CA","public 2 year","254","550134.59999999998"
"2211000","14599","HAIRMASTERS UNIVERSITY OF BEAUTY","CA","proprietary","58","142145"
"120900","1209","HARTNELL COMMUNITY COLLEGE","CA","public 2 year","1635","3405128.8599999999"
"117100","1171","HARVEY MUDD COLLEGE","CA","private 4 year","84","228372.5"
"723400","7234","HEALD COLLEGE","CA","private 2 year","1289","2763138.9100000001"
"747700","7477","HEALD COLLEGE","CA","private 2 year","582","1131379"
"809300","8093","HEALD COLLEGE","CA","private 2 year","1127","2670921.25"
"853200","8532","HEALD COLLEGE","CA","private 2 year","954","2133674"
"2187500","15453","HEALD COLLEGE","CA","private 2 year","806","1961804.49"
"2593100","25931","HEALD COLLEGE","CA","private 2 year","566","1192532"
"2593200","25932","HEALD COLLEGE","CA","private 2 year","746","1684374"
"2593300","25933","HEALD COLLEGE","CA","private 2 year","734","1691474.96"
"3034000","30340","HEALD COLLEGE","CA","private 2 year","545","1283167"
"3636300","36363","HEARTWOOD INSTITUTE","CA","proprietary","1","2025"
"2285100","14813","HILLTOP BEAUTY SCHOOL","CA","proprietary","193","525170"
"118300","1183","HOLY NAMES UNIVERSITY","CA","private 4 year","236","569397"
"125200","1252","HOPE INTERNATIONAL UNIVERSITY","CA","private 4 year","250","616318"
"114900","1149","HUMBOLDT STATE UNIVERSITY","CA","public 4 year","3088","8881550.4299999997"
"121200","1212","HUMPHREYS COLLEGE","CA","private 4 year","509","1150467"
"2545900","17061","HYPNOSIS MOTIVATION INSTITUTE","CA","private 2 year","126","328150"
"121400","1214","IMPERIAL VALLEY COLLEGE","CA","public 2 year","4000","9215698.4499999993"
"2128300","14673","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","proprietary","1075","2666726.98"
"2312400","16355","INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY","CA","proprietary","185","453212.53999999998"
"3602400","36024","INSTITUTE OF NETWORK TECHNOLOGY","CA","proprietary","14","15360"
"3067500","30675","INSTITUTE OF TECHNOLOGY","CA","proprietary","2001","4847937"
"4005300","40053","INTERAMERICAN COLLEGE","CA","private 4 year","2","2720"
"2559400","25594","INTERCOAST COLLEGES","CA","proprietary","907","2328053"
"2520300","16930","INTERIOR DESIGNERS INSTITUTE","CA","proprietary","38","62990"
"3395300","33953","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","proprietary","1512","3973029"
"3964400","39644","INTERNATIONAL SCHOOL OF BEAUTY","CA","proprietary","3","4113"
"2255400","14552","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","proprietary","68","152197"
"2539500","25395","IRVINE VALLEY COLLEGE","CA","public 2 year","802","1957177"
"3485400","34854","JAMES ALBERT SCHOOL OF COSMETOLOGY","CA","proprietary","68","166910"
"1202600","12026","JE BOUTIQUE COLLEGE OF BEAUTY","CA","proprietary","123","248607.69"
"448400","4484","JOHN F. KENNEDY UNIVERSITY","CA","private 4 year","61","112128"
"3125300","31253","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","proprietary","134","358738"
"3308300","33083","KENSINGTON COLLEGE","CA","proprietary","5","9933"
"3282300","32823","KIM ANH ACADEMY OF BEAUTY","CA","proprietary","126","312308"
"3516300","35163","KING'S COLLEGE AND SEMINARY (THE)","CA","private 4 year","75","113113.03"
"121500","1215","LA SIERRA UNIVERSITY","CA","private 4 year","641","1746566.79"
"3853400","38534","LADERA CAREER PATHS TRAINING CENTERS","CA","proprietary","21","41092"
"2330500","16517","LAGUNA COLLEGE OF ART AND DESIGN","CA","private 4 year","99","284655.65000000002"
"3806300","38063","LAKE COLLEGE","CA","proprietary","107","194452.76000000001"
"2238200","15802","LAKE FOREST BEAUTY COLLEGE","CA","proprietary","6","9019"
"1290700","12907","LAKE TAHOE COMMUNITY COLLEGE","CA","public 2 year","256","464187"
"1301000","13010","LANCASTER BEAUTY SCHOOL","CA","proprietary","167","398668.96000000002"
"126600","1266","LANEY COLLEGE","CA","public 2 year","2350","6019376.75"
"3035700","30357","LAS POSITAS COLLEGE","CA","public 2 year","669","1352230"
"121700","1217","LASSEN COLLEGE","CA","public 2 year","498","1180575.8300000001"
"3621300","36213","LIBERTY TRAINING INSTITUTE","CA","proprietary","44","55419.330000000002"
"2270600","16029","LIFE PACIFIC COLLEGE","CA","private 4 year","196","460717"
"2494800","24948","LOLA BEAUTY COLLEGE","CA","proprietary","78","222278.92000000001"
"121800","1218","LOMA LINDA UNIVERSITY","CA","private 4 year","299","801583"
"121900","1219","LONG BEACH CITY COLLEGE","CA","public 2 year","8310","18183357.100000001"
"122300","1223","LOS ANGELES CITY COLLEGE","CA","public 2 year","4838","12859018"
"616500","6165","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -","CA","public 2 year","86","161206"
"122400","1224","LOS ANGELES HARBOR COLLEGE","CA","public 2 year","2066","4512428.4800000004"
"1255000","12550","LOS ANGELES MISSION COLLEGE","CA","public 2 year","1770","3883347"
"3868400","38684","LOS ANGELES MUSIC ACADEMY","CA","proprietary","30","64124.010000000002"
"2570300","17306","LOS ANGELES ORT TECHNICAL INSTITUTE -MAIN","CA","private 2 year","789","2226212"
"122600","1226","LOS ANGELES PIERCE COLLEGE","CA","public 2 year","2795","6400397.3899999997"
"2612800","26128","LOS ANGELES RECORDING WORKSHOP","CA","proprietary","307","538362.70999999996"
"704700","7047","LOS ANGELES SOUTHWEST COLLEGE","CA","public 2 year","1801","4019356.3700000001"
"122700","1227","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA","public 2 year","2814","7163314"
"122800","1228","LOS ANGELES VALLEY COLLEGE","CA","public 2 year","2941","7085403.8700000001"
"1034000","10340","LOS MEDANOS COLLEGE","CA","public 2 year","1081","2504552.6099999999"
"1164900","1234","LOYOLA MARYMOUNT UNIVERSITY","CA","private 4 year","1073","3061299.2400000002"
"714200","7142","LYLES FRESNO COLLEGE OF BEAUTY","CA","proprietary","228","608595.72999999998"
"1324000","13807","LYTLES REDWOOD EMPIRE BEAUTY COLLEGE","CA","proprietary","24","44042"
"2208600","14265","MADERA BEAUTY COLLEGE","CA","proprietary","44","95929"
"1231600","12316","MANCHESTER BEAUTY COLLEGE","CA","proprietary","161","348797"
"3440400","34404","MARIAN HEALTH CAREERS CENTER","CA","proprietary","120","261672"
"2565400","17265","MARIC COLLEGE","CA","proprietary","637","1439968.73"
"3113100","31131","MARIC COLLEGE","CA","proprietary","2337","5747302.3099999996"
"2091700","14444","MARIC COLLEGE","CA","proprietary","868","2091355.3100000001"
"2306300","16307","MARIC COLLEGE","CA","proprietary","1142","2941203.73"
"2351900","16720","MARIC COLLEGE","CA","proprietary","1100","2637945.0699999998"
"2539100","17072","MARIC COLLEGE","CA","proprietary","690","1736337"
"2549000","17194","MARIC COLLEGE","CA","proprietary","1186","2738562.9399999999"
"3044500","30445","MARIC COLLEGE","CA","proprietary","631","1601532.72"
