"OPEID","PELLID","Name","State","Type & Control","Recipients","Awards"
"2293200","16180","ATI CAREER TRAINING CENTER","FL","proprietary","1026","2029477.54"
"2215900","15646","ATI CAREER TRAINING CENTER","FL","proprietary","566","1209949.6200000001"
"2151100","14612","ATI COLLEGE OF HEALTH","FL","proprietary","651","1601439.26"
"1226300","12263","ATLANTIC TECHNICAL CENTER","FL","public 2 year","212","425655"
"3941300","39413","AVE MARIA UNVERSITY","FL","private 4 year","96","252555"
"2159600","13001","BAPTIST COLLEGE OF FLORIDA (THE)","FL","private 4 year","290","718669"
"146600","1466","BARRY UNIVERSITY","FL","private 4 year","2275","5693483.6600000001"
"3373300","33733","BEACON COLLEGE","FL","private 4 year","21","61000"
"3801400","38014","BEAUTY INSTITUTE (THE)","FL","proprietary","97","237556.84"
"2283800","16111","BEAUTY SCHOOLS OF AMERICA-","FL","proprietary","1199","2622592.79"
"3018500","14752","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","FL","proprietary","173","255967"
"146700","1467","BETHUNE COOKMAN COLLEGE","FL","private 4 year","2046","6048253"
"2200100","15565","BRADENTON BEAUTY & BARBER ACADEMY","FL","proprietary","139","236802.51000000001"
"3382300","33823","BRADFORD-UNION AREA VOCATIONAL-TECHNICAL CENTER","FL","public 2 year","86","172579.67999999999"
"147000","1470","BREVARD COMMUNITY COLLEGE","FL","public 2 year","3147","6147978.1100000003"
"150000","1500","BROWARD COMMUNITY COLLEGE","FL","public 2 year","10100","21484076.800000001"
"3842500","38425","CAMBRIDGE INSTITUTE OF ALLIED HEALTH","FL","proprietary","62","129765.34"
"3906300","39063","CAREER INSTITUTE OF FLORIDA","FL","proprietary","128","208396.45000000001"
"2245500","22455","CENTRAL FLORIDA  COLLEGE","FL","proprietary","992","2369426.8599999999"
"147100","1471","CENTRAL FLORIDA COMMUNITY COLLEGE","FL","public 2 year","2035","3943170"
"3425400","34254","CENTRAL FLORIDA INSTITUTE","FL","proprietary","394","870293.34999999998"
"2297000","16165","CHARLOTTE TECHNICAL CENTER","FL","public 2 year","63","131446"
"147200","1472","CHIPOLA COLLEGE","FL","public 4 year","617","1468926.73"
"3079900","30799","CITY COLLEGE","FL","private 2 year","160","342019.35999999999"
"2515400","16839","CITY COLLEGE","FL","private 4 year","1181","2708239.48"
"147300","15025","CLEARWATER CHRISTIAN COLLEGE","FL","private 4 year","210","507540.52000000002"
"3071600","30716","COLLEGE OF BUSINESS & TECHNOLOGY","FL","proprietary","320","849241.52000000002"
"3985300","39853","COMMERCIAL DIVING ACADEMY","FL","proprietary","29","29340"
"3108600","31086","COMPU-MED VOCATIONAL CAREERS,CORP.","FL","proprietary","690","2282767.4500000002"
"2089600","14016","CONCORDE CAREER INSTITUTE","FL","proprietary","872","1619027"
"2172700","15307","CONCORDE CAREER INSTITUTE","FL","proprietary","982","1842680"
"2275100","16050","CONCORDE CAREER INSTITUTE","FL","proprietary","799","1567757"
"3178400","31784","CORAL RIDGE TRAINING SCHOOL","FL","proprietary","4","6301"
"2279600","16092","CORTIVA INSTITUTE - HUMANITIES CENTER SCHOOL OF MASSAGE","FL","proprietary","76","129971.75"
"559400","5594","D. G. ERWIN TECHNICAL CENTER","FL","public 2 year","640","1063255.3899999999"
"3832300","38323","DADE MEDICAL INSTITUTE","FL","proprietary","273","523227.87"
"147500","1475","DAYTONA BEACH COMMUNITY COLLEGE","FL","public 4 year","3833","8114534.46"
"3939600","39396","DAYTONA INSTITUTE OF MASSAGE THERAPY","FL","proprietary","29","38982.019999999997"
"148700","1487","ECKERD COLLEGE","FL","private 4 year","457","1085827"
"147700","1477","EDISON COLLEGE","FL","public 4 year","2363","4919399"
"2586200","25862","EDUTECH CENTERS","FL","proprietary","559","1020848.1"
"147800","1478","EDWARD WATERS COLLEGE","FL","private 4 year","705","2039559"
"147900","1479","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY","FL","private 4 year","2116","4444433"
"3570400","35704","ENGLISH CENTER  (THE)","FL","public 2 year","59","60698.099999999999"
"3108500","31085","EVERGLADES UNIVERSITY","FL","private 4 year","311","756727"
"2148200","15111","FASHION FOCUS HAIR ACADEMY","FL","proprietary","26","44826.779999999999"
"1254400","12544","FIRST COAST TECHNICAL INSTITUTE","FL","public 2 year","280","451603"
"789300","7893","FLAGLER COLLEGE","FL","private 4 year","500","1221732"
"3823300","38233","FLORIDA ACADEMY OF HEALTH & BEAUTY","FL","proprietary","35","62175"
"148000","1480","FLORIDA AGRICULTURAL & MECHANICAL UNIV","FL","public 4 year","5584","16016752"
"148100","1481","FLORIDA ATLANTIC UNIVERSITY","FL","public 4 year","5686","14109005.4"
"3611400","36114","FLORIDA BARBER ACADEMY","FL","proprietary","50","92252"
"2305800","16302","FLORIDA CAREER COLLEGE","FL","proprietary","3811","7674445.9199999999"
"3096300","30963","FLORIDA CAREER INSTITUTE","FL","proprietary","203","387229.39000000001"
"2156700","15192","FLORIDA CHRISTIAN COLLEGE","FL","private 4 year","115","276014.21999999997"
"148200","1482","FLORIDA COLLEGE","FL","private 4 year","102","247188"
"3008600","30086","FLORIDA COLLEGE OF NATURAL HEALTH","FL","proprietary","619","1416860.7"
"148400","1484","FLORIDA COMMUNITY COLLEGE AT JACKSONVILLE","FL","public 2 year","6990","14368524.1"
"3627600","36276","FLORIDA EDUCATION INSTITUTE","FL","proprietary","196","461101.75"
"3255300","32553","FLORIDA GULF COAST UNIVERSITY","FL","public 4 year","1126","2626658.98"
"3115500","31155","FLORIDA HOSPITAL COLLEGE OF HEALTH SCIENCES","FL","private 4 year","487","1071621"
"3618300","36183","FLORIDA INSTITUTE OF ANIMAL ARTS","FL","proprietary","55","116500.7"
"146900","1469","FLORIDA INSTITUTE OF TECHNOLOGY","FL","private 4 year","470","1269531"
"2329900","16483","FLORIDA INSTITUTE OF ULTRASOUND","FL","proprietary","44","97098"
"963500","9635","FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CAMPUS","FL","public 4 year","13602","26320495.289999999"
"148500","1485","FLORIDA KEYS COMMUNITY COLLEGE","FL","public 2 year","319","602103"
"148600","1486","FLORIDA MEMORIAL UNIVERSITY","FL","private 4 year","1625","4527491"
"153400","1534","FLORIDA METROPOLITAN UNIVERSITY","FL","proprietary","6119","10827682"
"814600","8146","FLORIDA METROPOLITAN UNIVERSITY","FL","proprietary","2410","5231261"
"2599800","25998","FLORIDA METROPOLITAN UNIVERSITY","FL","proprietary","2959","5820722"
"149900","7735","FLORIDA METROPOLITAN UNIVERSITY - ORLANDO NORTH","FL","proprietary","6056","12002542"
"2547600","17069","FLORIDA NATIONAL COLLEGE","FL","proprietary","2502","5665280.0099999998"
"148800","1488","FLORIDA SOUTHERN COLLEGE","FL","private 4 year","695","1483810"
"148900","1489","FLORIDA STATE UNIVERSITY","FL","public 4 year","7865","17977997.530000001"
"2218700","15670","FLORIDA TECHNICAL COLLEGE","FL","proprietary","935","2138132"
"2598200","25982","FLORIDA TECHNICAL COLLEGE OF JACKSONVILLE","FL","proprietary","154","340766"
"2338400","16573","FT PIERCE BEAUTY ACADEMY","FL","proprietary","308","478325.28000000003"
"2362100","16812","FULL SAIL REAL WORLD EDUCATION","FL","proprietary","1858","4589232.1299999999"
"3866300","38663","GALIANO CAREER ACADEMY","FL","proprietary","483","974398.63"
"2307400","16280","GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER","FL","public 2 year","157","247666.10999999999"
"3079800","30798","GEORGE T BAKER AVIATION SCHOOL","FL","public 2 year","100","180677"
"2305700","16301","GULF COAST COLLEGE","FL","proprietary","170","413569"
"149000","1490","GULF COAST COMMUNITY COLLEGE","FL","public 2 year","1893","3875561.4500000002"
"2601600","15158","HENRY W. BREWSTER TECHNICAL CENTER","FL","public 2 year","141","231000.76999999999"
"2597100","25971","HERITAGE INSTITUTE","FL","proprietary","205","476415"
"3035800","30358","HERITAGE INSTITUTE","FL","proprietary","253","497025"
"787000","7870","HILLSBOROUGH COMMUNITY COLLEGE","FL","public 2 year","6544","13596957"
"2188900","15463","HOBE SOUND BIBLE COLLEGE","FL","private 4 year","59","164676"
"3564300","35643","HOPE CAREER INSTITUTE","FL","proprietary","82","222409"
"149300","1493","INDIAN RIVER COMMUNITY COLLEGE","FL","public 2 year","2424","5060651.7599999998"
"2257900","15962","INTERNATIONAL ACADEMY","FL","proprietary","281","540080.51000000001"
"3031400","30314","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","FL","proprietary","2903","6644618.3300000001"
"3037500","30375","INTERNATIONAL COLLEGE","FL","private 4 year","1095","2490530.5"
"3411400","34114","INTERNATIONAL TRAINING CAREERS","FL","private 2 year","370","1063306"
"3627400","36274","JACKSONVILLE BEAUTY INSTITUTE","FL","proprietary","197","531234.97999999998"
"149500","1495","JACKSONVILLE UNIVERSITY","FL","private 4 year","763","1903361.4199999999"
"149700","1497","JONES COLLEGE","FL","private 4 year","645","1491920"
"3123900","31239","KEISER CAREER COLLEGE","FL","proprietary","606","1397458.53"
"2151900","15159","KEISER COLLEGE","FL","proprietary","7873","19547262"
"2325100","15191","KEY COLLEGE","FL","proprietary","81","188776"
"2573200","17272","LA BELLE BEAUTY ACADEMY","FL","proprietary","287","628405"
"2287100","14746","LA BELLE BEAUTY SCHOOL","FL","proprietary","440","1046806"
"150100","1501","LAKE CITY COMMUNITY COLLEGE","FL","public 2 year","1089","2366821"
"2228300","13000","LAKE TECHNICAL CENTER","FL","public 2 year","114","237060"
"150200","1502","LAKE-SUMTER COMMUNITY COLLEGE","FL","public 2 year","779","1495660.8400000001"
"3158300","31583","LEE COUNTY HIGH TECH CENTER NORTH","FL","public 2 year","59","117007"
"755800","7558","LEE COUNTY HIGH TECHNICAL CENTER CENTRAL","FL","public 2 year","105","197947"
"3905300","39053","LEVIN SCHOOL OF HEALTH CARE","FL","proprietary","51","76909.899999999994"
"558600","5586","LINDSEY HOPKINS TECHNICAL EDUCATION CENTER","FL","public 2 year","223","424501.87"
"558500","13997","LIVELY TECHNICAL CENTER","FL","public 2 year","279","409909.38"
"1016100","14146","LORAINE'S ACADEMY","FL","proprietary","155","265520"
"1323400","13234","LORENZO WALKER INSTITUTE OF TECHNOLOGY","FL","public 2 year","168","339688.21000000002"
"150500","1505","LYNN UNIVERSITY","FL","private 4 year","382","995219"
"150400","1504","MANATEE COMMUNITY COLLEGE","FL","public 2 year","3481","7446522.6699999999"
"561200","15496","MANATEE TECHNICAL INSTITUTE","FL","public 2 year","316","665146.27000000002"
"2148300","15110","MANHATTAN BEAUTY SCHOOL - SOUTH","FL","proprietary","662","1605491.1299999999"
"2156300","15039","MARGATE SCHOOL OF BEAUTY","FL","proprietary","483","738636"
"3103900","31039","MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER","FL","public 2 year","125","284979.96999999997"
"560800","14706","MAYNARD A. TRAVISS CAREER CENTER","FL","public 2 year","204","392793"
"3875300","38753","MEDICAL CAREER INSTITUTE OF SOUTH FLORIDA","FL","proprietary","290","685329"
"3099600","30996","MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING","FL","private 2 year","47","89955.139999999999"
"3125600","31256","MIAMI AD SCHOOL","FL","proprietary","34","75895.470000000001"
"150600","1506","MIAMI DADE COLLEGE","FL","public 4 year","29686","72137320.349999994"
"887800","8878","MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN","FL","proprietary","1094","2714616.2000000002"
"2316200","16400","MIAMI LAKES EDUCATIONAL CENTER","FL","public 2 year","251","485694.13"
"2501500","16875","MID FLORIDA TECH","FL","public 2 year","95","157689.56"
"3035900","30359","NATIONAL AVIATION ACADEMY","FL","proprietary","293","732246.43000000005"
"2121800","14560","NATIONAL SCHOOL OF TECHNOLOGY","FL","proprietary","2883","6087036"
"3003200","30032","NATIONAL SCHOOL OF TECHNOLOGY","FL","proprietary","1958","3848249"
"3957400","39574","NEW COLLEGE OF FLORIDA","FL","public 4 year","143","418805"
"3433400","34334","NEW CONCEPT MASSAGE AND BEAUTY SCHOOL","FL","proprietary","22","38043"
"2280800","16095","NEW ENGLAND INSTITUTE OF TECHNOLOGY AT PALM BEACH","FL","proprietary","1163","2724790"
"3224300","32243","NEW PROFESSIONS TECHNICAL INSTITUTE","FL","proprietary","650","1226481.22"
"2149900","14748","NORMANDY BEAUTY SCHOOL OF JACKSONVILLE","FL","proprietary","99","204117.70999999999"
"150800","1508","NORTH FLORIDA COMMUNITY COLLEGE","FL","public 2 year","597","1350115.5600000001"
"3557300","35573","NORTH FLORIDA COSMETOLOGY INSTITUTE","FL","proprietary","28","52563"
"3434300","34343","NORTH FLORIDA INSTITUTE","FL","proprietary","591","1401480.4299999999"
"3089200","30892","NOUVELLE INSTITUTE","FL","proprietary","621","1489967"
"150900","1509","NOVA SOUTHEASTERN UNIVERSITY-DAVIE","FL","private 4 year","2120","5076589.8899999997"
"3230300","32303","OKALOOSA APPLIED TECHNOLOGY CENTER","FL","public 2 year","124","220600.54999999999"
"151000","1510","OKALOOSA WALTON COLLEGE","FL","public 4 year","1307","2789780"
"2513200","14719","ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICAL","FL","public 2 year","182","303771"
"2321200","15036","ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH","FL","public 2 year","162","284348.20000000001"
"884900","8849","PALM BEACH ATLANTIC UNIVERSITY","FL","private 4 year","764","1949615.1799999999"
"151200","1512","PALM BEACH COMMUNITY COLLEGE","FL","public 2 year","4255","9022921"
"1065200","10652","PASCO HERNANDO COMMUNITY COLLEGE - WEST CAMPUS","FL","public 2 year","2874","5761320.0099999998"
"151300","1513","PENSACOLA JUNIOR COLLEGE","FL","public 2 year","2685","5575515.0199999996"
"560500","5605","PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMPUS","FL","public 2 year","173","314562.48999999999"
"2115300","13917","PINELLAS TECHNICAL EDUCATION CENTERS - ST. PETERSBURG CAMPUS","FL","public 2 year","206","329068.90000000002"
"151400","1514","POLK COMMUNITY COLLEGE","FL","public 2 year","1608","2985125.9300000002"
"3939400","39394","POLYTECHNIC INSTITUTE OF AMERICA","FL","proprietary","86","154108"
"3114700","31147","PRAXIS INSTITUTE","FL","proprietary","427","796134"
"3348400","33484","PROFESSIONAL TRAINING CENTERS","FL","proprietary","766","1991063.54"
"2554200","17198","RADFORD LOCKLIN TECHNICAL CENTER","FL","public 2 year","56","106770"
"758600","7586","REMINGTON COLLEGE - TAMPA CAMPUS","FL","proprietary","2868","6841111"
"2511700","15780","RIDGE CAREER CENTER","FL","public 2 year","106","175228.42000000001"
"1257400","12574","RINGLING SCHOOL OF ART & DESIGN","FL","private 4 year","307","914329"
"910400","9104","RIVERSIDE HAIRSTYLING ACADEMY","FL","proprietary","67","140832.44"
"2524200","16919","ROBERT MORGAN EDUCATIONAL CENTER","FL","public 2 year","254","439142"
"151500","1515","ROLLINS COLLEGE","FL","private 4 year","580","1469104"
"152300","1523","SAINT JOHNS RIVER COMMUNITY COLLEGE","FL","public 2 year","1620","3235017.75"
"152600","1526","SAINT LEO UNIVERSITY","FL","private 4 year","4111","8038652"
"3459400","34594","SAINT PETERSBURG THEOLOGICAL SEMINARY","FL","private 4 year","7","13331"
"146800","1468","SAINT THOMAS UNIVERSITY","FL","private 4 year","547","1502283"
"2616400","26164","SANFORD-BROWN INSTITUTE","FL","proprietary","1447","2922544.3500000001"
"151900","1519","SANTA FE COMMUNITY COLLEGE","FL","public 2 year","3911","8737235.5600000005"
"560700","13689","SARASOTA COUNTY TECHNICAL INSTITUTE","FL","public 2 year","79","177077.48999999999"
"2517100","16937","SARASOTA SCHOOL OF MASSAGE THERAPY","FL","proprietary","60","119292.05"
"2314100","23141","SCHILLER INTERNATIONAL UNIVERSITY","FL","proprietary","37","117177"
"3706300","37063","SCHOOL OF HEALTH CAREERS (THE)","FL","proprietary","410","823815.90000000002"
"152000","1520","SEMINOLE COMMUNITY COLLEGE","FL","public 2 year","3543","7576885"
"990200","9902","SHERIDAN TECHNICAL CENTER","FL","public 2 year","373","841826"
"152200","1522","SOUTH FLORIDA COMMUNITY COLLEGE","FL","public 2 year","817","1621392.9199999999"
"3661400","36614","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","proprietary","249","708156.80000000005"
"3553300","35533","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR AND MASSAGE THERAPY JACKSONVILLE","FL","proprietary","17","36125"
"152100","1521","SOUTHEASTERN UNIVERSITY","FL","private 4 year","780","1866546"
"3903500","39035","SOUTHERN TECHNICAL INSTITUTE","FL","proprietary","62","82661"
"2278800","16068","SOUTHWEST FLORIDA COLLEGE","FL","private 4 year","2090","4358108"
"807500","8075","ST. JOHN VIANNEY COLLEGE SEMINARY","FL","private 4 year","5","16600"
"152800","1528","ST. PETERSBURG COLLEGE","FL","public 4 year","8638","17918059.75"
"841700","8417","STENOTYPE INSTITUTE OF JACKSONVILLE","FL","proprietary","324","531192.84999999998"
"153100","1531","STETSON UNIVERSITY","FL","private 4 year","463","1229081.6000000001"
"2337000","16554","SUNCOAST II THE TAMPA BAY SCHOOL OF MASSAGE THERAPY","FL","proprietary","29","54436"
"2326800","15548","SUNSTATE ACADEMY","FL","proprietary","73","165256.73000000001"
"2326900","16467","SUNSTATE ACADEMY","FL","proprietary","129","255083.01000000001"
"2524000","16907","SUNSTATE ACADEMY","FL","proprietary","124","228661.45999999999"
"752500","16824","SUWANNEE-HAMILTON TECHNICAL CENTER","FL","public 2 year","95","206296"
"153300","1533","TALLAHASSEE COMMUNITY COLLEGE","FL","public 2 year","4453","10699863.67"
"2508900","13814","TALMUDIC COLLEGE OF FLORIDA","FL","private 4 year","9","31750"
"3100800","31008","TAYLOR TECHNICAL INSTITUTE","FL","public 2 year","88","179471.35000000001"
"3054200","30542","TECHNICAL CAREER INSTITUTE","FL","proprietary","897","2130898.54"
"3127900","31279","TECHNICAL EDUCATION CENTER OSCEOLA","FL","public 2 year","98","168236.26000000001"
"1082600","10826","TOM P. HANEY TECHNICAL CENTER","FL","public 2 year","168","315289.26000000001"
"4029300","40293","TRENDSETTERS SCHOOL OF BEAUTY & BARBERING","FL","proprietary","22","60988"
"3101900","31019","TRINITY BAPTIST COLLEGE","FL","private 4 year","153","360468.88"
"3028200","30282","TRINITY COLLEGE OF FLORIDA","FL","private 4 year","90","243948.01999999999"
"3549300","35493","ULTIMATE MEDICAL ACADEMY","FL","proprietary","275","417165.28000000003"
"3856300","38563","UNIVERSAL BEAUTY SCHOOL","FL","proprietary","206","474338.14000000001"
"395400","3954","UNIVERSITY OF CENTRAL FLORIDA-MAIN CAMPUS","FL","public 4 year","8110","19914943.359999999"
"153500","1535","UNIVERSITY OF FLORIDA","FL","public 4 year","7637","20078842.59"
"153600","1536","UNIVERSITY OF MIAMI","FL","private 4 year","2015","5634178"
"984100","9841","UNIVERSITY OF NORTH FLORIDA","FL","public 4 year","2688","6429245.5199999996"
"153700","1537","UNIVERSITY OF SOUTH FLORIDA","FL","public 4 year","9723","24270366.41"
"153800","1538","UNIVERSITY OF TAMPA","FL","private 4 year","964","2467716.48"
"395500","3955","UNIVERSITY OF WEST FLORIDA (THE)","FL","public 4 year","2468","5479650.5800000001"
"675000","6750","VALENCIA COMMUNITY COLLEGE","FL","public 2 year","7545","16283202.66"
"3100500","31005","VIRGINIA COLLEGE AT PENSACOLA","FL","proprietary","1158","2528369"
"884800","8848","WARNER SOUTHERN COLLEGE","FL","private 4 year","442","1100408"
"752600","13898","WASHINGTON HOLMES TECHNICAL CENTER","FL","public 2 year","238","469970.40999999997"
"154000","1540","WEBBER INTERNATIONAL UNIVERSITY","FL","private 4 year","241","607462.68999999994"
"850100","8501","WEBSTER COLLEGE","FL","proprietary","703","1457599.8799999999"
"3003600","30036","WILLIAM T MCFATTER TECHNICAL CENTER","FL","public 2 year","182","357671"
"2504600","16837","WINTER PARK TECH","FL","public 2 year","151","253095.82000000001"
"2300900","16258","WITHLACOOCHEE TECHNICAL INSTITUTE","FL","public 2 year","127","207995.32999999999"
"2346200","16631","WYOTECH","FL","proprietary","229","372680"
"3256300","32563","YESHIVA GEDOLAH RABBINICAL COLLEGE","FL","private 4 year","17","58800"
"1034300","10343","COLLEGE OF MICRONESIA - FSM","FM","public 2 year","2278","7042709"
"154100","1541","ABRAHAM BALDWIN AGRICULTURAL COLLEGE","GA","public 2 year","1297","3278767.27"
"2502700","25027","ADVANCED CAREER TRAINING - ATLANTA CAMPUS","GA","proprietary","1820","4864761.0700000003"
"154200","1542","AGNES SCOTT COLLEGE","GA","private 4 year","294","833154"
"154400","1544","ALBANY STATE UNIVERSITY","GA","public 4 year","2261","6638335.21"
"560100","5601","ALBANY TECHNICAL COLLEGE","GA","public 2 year","2339","3870481"
"3032100","30321","ALTAMAHA TECHNICAL COLLEGE","GA","public 2 year","536","741850"
"2113600","14720","AMERICAN INTERCONTINENTAL UNIVERSITY (THE)","GA","proprietary","24175","47571578.869999997"
"2266200","16013","AMERICAN PROFESSIONAL INSTITUTE","GA","proprietary","777","1622382.1200000001"
"154500","1545","ANDREW COLLEGE","GA","private 2 year","157","448234"
"402300","4023","APPALACHIAN TECHNICAL COLLEGE","GA","public 2 year","473","492920.75"
"154600","1546","ARMSTRONG ATLANTIC STATE UNIVERSITY","GA","public 4 year","2085","4749005"
"2577000","17317","ARNOLD/PADRICK'S UNIVERSITY OF COSMETOLOTY","GA","proprietary","67","168437"
"927000","9270","ART INSTITUTE OF ATLANTA (THE)","GA","proprietary","1929","4577010.25"
"560000","5600","ATHENS TECHNICAL COLLEGE","GA","public 2 year","1397","1646826"
"154700","1547","ATLANTA CHRISTIAN COLLEGE","GA","private 4 year","156","395076"
"154900","1549","ATLANTA COLLEGE OF ART","GA","private 4 year","105","285042"
"3104500","31045","ATLANTA INSTITUTE OF MUSIC","GA","proprietary","45","56312.599999999999"
"1216500","12165","ATLANTA METROPOLITAN COLLEGE","GA","public 2 year","1123","2513123.4700000002"
"2580200","17369","ATLANTA SCHOOL OF MASSAGE","GA","proprietary","130","271756"
"854300","8543","ATLANTA TECHNICAL COLLEGE","GA","public 2 year","2146","2975724.1800000002"
"155200","1552","AUGUSTA STSTE UNIVERSITY","GA","public 4 year","2525","5981060.3799999999"
"559900","5599","AUGUSTA TECHNICAL COLLEGE","GA","public 2 year","2339","2918816.5299999998"
"3523300","35233","AVIATION INSTITUTE OF MAINTENANCE","GA","proprietary","253","624132"
"1107400","11074","BAINBRIDGE COLLEGE","GA","public 2 year","2027","4761422"
"1157400","11574","BAUDER COLLEGE","GA","proprietary","882","2489451.3999999999"
"3251300","32513","BEACON UNIVERSITY","GA","private 4 year","86","181091"
"2577700","17318","BEAUTY COLLEGE OF AMERICA","GA","proprietary","77","199353"
"155400","1554","BERRY COLLEGE","GA","private 4 year","366","906998"
"3076300","30763","BEULAH HEIGHTS BIBLE COLLEGE","GA","private 4 year","327","806622.92000000004"
"155600","1556","BRENAU UNIVERSITY","GA","private 4 year","654","1559229.52"
"155700","1557","BREWTON PARKER COLLEGE","GA","private 4 year","633","1535667"
"2060900","13624","BROWN COLLEGE OF COURT REPORTING","GA","proprietary","155","297978.19"
"576300","5763","CENTRAL GEORGIA TECHNICAL COLLEGE","GA","public 2 year","4302","7004754.25"
"562000","5620","CHATTAHOOCHEE TECHNICAL COLLEGE","GA","public 2 year","1854","2408110"
"155900","1559","CLARK ATLANTA UNIVERSITY","GA","private 4 year","2005","5806364.1200000001"
"897600","8976","CLAYTON STATE UNIVERSITY","GA","public 4 year","2606","5942481.75"
"155800","1558","COASTAL GEORGIA COMMUNITY COLLEGE","GA","public 2 year","1615","3140290"
"3090600","30906","COBB BEAUTY COLLEGE","GA","proprietary","46","84607"
"156100","1561","COLUMBUS STATE UNIVERSITY","GA","public 4 year","2461","6071712"
"562400","5624","COLUMBUS TECHNICAL COLLEGE","GA","public 2 year","2227","2458269"
"402400","4024","COOSA VALLEY TECHNICAL COLLEGE","GA","public 2 year","881","861191.32999999996"
"348400","3484","COVENANT COLLEGE","GA","private 4 year","315","659125.26000000001"
"2285500","16125","CREATIVE CIRCUS","GA","proprietary","28","80416.850000000006"
"395600","3956","DALTON STATE COLLEGE","GA","public 4 year","1445","2914089.0699999998"
"154300","1543","DARTON COLLEGE","GA","public 2 year","2664","6099235.8600000003"
"562200","16582","DEKALB TECHNICAL COLLEGE","GA","public 2 year","1942","1819624"
"918300","10436","EAST CENTRAL TECHNICAL COLLEGE","GA","public 2 year","771","884311.37"
"1099700","10997","EAST GEORGIA COLLEGE","GA","public 2 year","934","2254178"
"156300","1563","EMMANUEL COLLEGE","GA","private 4 year","315","830185"
"156400","1564","EMORY UNIVERSITY","GA","private 4 year","789","2148398"
"3042700","30427","ETI CAREER INSTITUTE- ATLANTA, GA","GA","proprietary","299","674310"
"3445500","34455","FAYETTE BEAUTY ACADEMY","GA","proprietary","21","59882.599999999999"
"561300","5613","FLINT RIVER TECHNICAL COLLEGE - THOMASTON, GA","GA","public 2 year","583","933332.62"
"156600","1566","FORT VALLEY STATE UNIVERSITY","GA","public 4 year","1339","3976059.6000000001"
"156700","1567","GAINESVILLE STATE COLLEGE","GA","public 4 year","1111","2290103"
"3576300","35763","GEORGIA AVIATION AND TECHNICAL COLLEGE","GA","public 2 year","90","141075.57999999999"
"3005400","30054","GEORGIA CAREER INSTITUTE","GA","proprietary","543","1082475.8999999999"
"160200","1602","GEORGIA COLLEGE & STATE UNIVERSITY","GA","public 4 year","925","2314812"
"950700","9507","GEORGIA HIGHLANDS COLLEGE","GA","public 2 year","1345","2819838"
"3089100","30891","GEORGIA INSTITUTE OF COSMETOLOGY","GA","proprietary","286","629130"
"156900","1569","GEORGIA INSTITUTE OF TECHNOLOGY","GA","public 4 year","1678","4192733.8900000001"
"2318600","16410","GEORGIA MEDICAL INSTITUTE","GA","proprietary","2104","4440711"
"157100","1571","GEORGIA MILITARY COLLEGE","GA","public 2 year","2537","5333393.5"
"156200","1562","GEORGIA PERIMETER COLLEGE","GA","public 2 year","7152","14521750.380000001"
"157200","1572","GEORGIA SOUTHERN UNIVERSITY","GA","public 4 year","4135","10496881"
"157300","1573","GEORGIA SOUTHWESTERN STATE UNIVERSITY","GA","public 4 year","1067","2783896"
"157400","1574","GEORGIA STATE UNIVERSITY","GA","public 4 year","6501","16313114.5"
"157500","1575","GORDON COLLEGE","GA","public 2 year","1528","3435175.5800000001"
"411700","4117","GRADY HEALTH SYSTEM","GA","public 2 year","23","63988"
"562100","5621","GRIFFIN TECHNICAL COLLEGE","GA","public 2 year","1236","1776771"
"1077100","10771","GUPTON - JONES COLLEGE","GA","private 2 year","126","273505"
"2583000","25830","GWINNETT COLLEGE","GA","proprietary","347","737729"
"2288400","16139","GWINNETT TECHNICAL COLLEGE","GA","public 2 year","1204","1387908.1599999999"
"2279500","16070","HEART OF GEORGIA TECHNICAL COLLEGE","GA","public 2 year","776","1092134"
"2089700","14030","HERZING COLLEGE","GA","proprietary","569","1366910"
"2284300","16109","INTERACTIVE COLLEGE OF TECHNOLOGY","GA","proprietary","1817","4825031"
"2578300","17367","INTERNATIONAL CITY BEAUTY COLLEGE","GA","proprietary","20","40307"
"2520000","17286","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","GA","proprietary","131","242683"
"3804400","38044","JAVELIN TECHNICAL TRAINING CENTER","GA","proprietary","759","1766232"
"157700","1577","KENNESAW STATE UNIVERSITY","GA","public 4 year","3487","7957294"
"157800","1578","LAGRANGE COLLEGE","GA","private 4 year","355","873067.18000000005"
"525400","5254","LANIER TECHNICAL COLLEGE","GA","public 2 year","736","1135775"
"2074800","14170","LIFE UNIVERSITY","GA","private 4 year","185","476148"
