"PELLID","OPEID","GAPSID","Name","State","Type & Control","Recipients","Awards"
"3726","372600","398","NATIONAL COLLEGE","VA","Proprietary","5813","17718514.280000001"
"5223","522300","2606","NEW RIVER COMMUNITY COLLEGE","VA","Public 2 year","1311","3253478.6299999999"
"3765","376500","411","NORFOLK STATE UNIVERSITY","VA","Public 4 year","3247","10935246"
"3727","372700","399","NORTHERN VIRGINIA COMMUNITY COLLEGE","VA","Public 2 year","5730","15441526.23"
"3728","372800","400","OLD DOMINION UNIVERSITY","VA","Public 4 year","4400","13574695.939999999"
"3751","375100","2387","PATRICK HENRY COMMUNITY COLLEGE","VA","Public 2 year","1788","4153318.7799999998"
"9159","915900","3154","PAUL D. CAMP COMMUNITY COLLEGE","VA","Public 2 year","701","1713521.5"
"9928","992800","3264","PIEDMONT VIRGINIA COMMUNITY COLLEGE","VA","Public 2 year","1053","2071932.0800000001"
"3732","373200","2379","RADFORD UNIVERSITY","VA","Public 4 year","1471","4718467.96"
"3734","373400","2381","RANDOLPH COLLEGE","VA","Private 4 Year","139","467458"
"3733","373300","2380","RANDOLPH-MACON COLLEGE","VA","Private 4 Year","192","665610"
"9160","916000","3155","RAPPAHANNOCK COMMUNITY COLLEGE","VA","Public 2 year","679","1655927.27"
"30913","3091300","5372","REGENT UNIVERSITY","VA","Private 4 Year","663","1623050.3400000001"
"3707","370700","2370","RICHARD BLAND COLLEGE OF THE COLLEGE OF WILLIAM & MARY","VA","Public 2 year","343","854739.5"
"14108","2140000","5100","RIVERSIDE SCHOOL OF HEALTH CAREERS","VA","Private 2 Year","142","365356"
"3736","373600","2382","ROANOKE COLLEGE","VA","Private 4 Year","309","939624.67000000004"
"34095","3409500","1016","RSHT","VA","Proprietary","748","1962368"
"36454","3645400","5243","RUDY & KELLY ACADEMY OF HAIR AND NAILS","VA","Proprietary","98","285089"
"3739","373900","403","SAINT PAUL'S COLLEGE","VA","Private 4 Year","471","1632384"
"9420","942000","3191","SANFORD-BROWN COLLEGE","VA","Proprietary","684","1811408.3100000001"
"25889","2588900","878","SANZ SCHOOL","VA","Proprietary","1358","4430768"
"30428","3042800","5436","SCHOOL BOARD - CITY OF VA. BEACH, VA. BEACH SCHOOL OF PRCTL. NRSG.","VA","Public 2 year","9","15597.5"
"31065","3106500","4752","SENTARA NORFOLK GENERAL HOSPITAL","VA","Private 2 Year","131","360042.15000000002"
"3737","373700","402","SHENANDOAH UNIVERSITY","VA","Private 4 Year","413","1305727"
"41338","4133800","6094","SOUTHEAST CULINARY & HOSPITALITY COLLEGE","VA","Proprietary","40","128088"
"3738","373800","2383","SOUTHERN VIRGINIA UNIVERSITY","VA","Private 4 Year","290","957415"
"12744","1274400","3572","SOUTHSIDE REGIONAL MEDICAL CENTER","VA","Proprietary","59","210897.51999999999"
"8661","866100","3110","SOUTHSIDE VIRGINIA COMMUNITY COLLEGE","VA","Public 2 year","2448","6176800.8200000003"
"7260","726000","2906","SOUTHWEST VIRGINIA COMMUNITY COLLEGE","VA","Public 2 year","1520","4005746.75"
"30965","3096500","983","SPRINGFIELD BEAUTY ACADEMY","VA","Proprietary","116","410210"
"9535","953500","578","STAUNTON SCHOOL OF COSMETOLOGY","VA","Proprietary","27","87885.470000000001"
"17053","2541200","4373","STRATFORD UNIVERSITY","VA","Proprietary","245","583906"
"17015","2538800","4367","SUFFOLK BEAUTY ACADEMY","VA","Proprietary","56","173008.01000000001"
"8592","859200","5676","SUFFOLK PUBLIC SCHOOLS SENTARA OBICI HOSPITAL SCHOOL OF PRACL NURS","VA","Private 2 Year","8","21327.549999999999"
"3742","374200","404","SWEET BRIAR COLLEGE","VA","Private 4 Year","124","413427"
"36384","3638400","5523","TAP THIS VALLEY WORKS CENTER FOR EMPLOYMENT TRAINING","VA","Private 2 Year","12","29606"
"26059","2605900","899","TESST COLLEGE OF TECHNOLOGY","VA","Proprietary","12","45195"
"6871","687100","2867","THOMAS NELSON COMMUNITY COLLEGE","VA","Public 2 year","3170","7339885.6299999999"
"3712","371200","2373","TIDEWATER COMMUNITY COLLEGE","VA","Public 2 year","9720","24515581.140000001"
"16418","2320900","5319","TIDEWATER TECH","VA","Proprietary","308","1012981.5"
"3746","374600","2384","UNIVERSITY OF MARY WASHINGTON","VA","Public 4 year","394","1187260.1599999999"
"3744","374400","405","UNIVERSITY OF RICHMOND","VA","Private 4 Year","351","1023509.5"
"3745","374500","406","UNIVERSITY OF VIRGINIA","VA","Public 4 year","1289","4105961"
"3747","374700","2385","UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE)","VA","Public 4 year","642","2097162.0299999998"
"3735","373500","401","VIRGINIA COMMONWEALTH UNIVERSITY","VA","Public 4 year","4346","13389053.35"
"7099","709900","2889","VIRGINIA HIGHLANDS COMMUNITY COLLEGE","VA","Public 2 year","955","2393874.8700000001"
"3752","375200","2388","VIRGINIA INTERMONT COLLEGE","VA","Private 4 Year","214","657320"
"3753","375300","408","VIRGINIA MILITARY INSTITUTE","VA","Public 4 year","199","666504"
"3754","375400","409","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","VA","Public 4 year","2749","8986126"
"10822","953700","3202","VIRGINIA SCHOOL OF HAIR DESIGN","VA","Proprietary","114","318117.02000000002"
"32804","3280400","1005","VIRGINIA SCHOOL OF MASSAGE","VA","Proprietary","115","243151.29000000001"
"3764","376400","2392","VIRGINIA STATE UNIVERSITY","VA","Public 4 year","2711","9011529.0199999996"
"3766","376600","2393","VIRGINIA UNION UNIVERSITY","VA","Private 4 Year","666","2326125.8399999999"
"3762","376200","5613","VIRGINIA UNIVERSITY OF LYNCHBURG","VA","Private 4 Year","114","277391"
"3767","376700","2394","VIRGINIA WESLEYAN COLLEGE","VA","Private 4 Year","351","1114780.9099999999"
"3760","376000","2391","VIRGINIA WESTERN COMMUNITY COLLEGE","VA","Public 2 year","2412","5139616.3099999996"
"13855","2108800","690","WARDS CORNER BEAUTY ACADEMY","VA","Proprietary","271","753386.68999999994"
"3768","376800","2395","WASHINGTON AND LEE UNIVERSITY","VA","Private 4 Year","78","269496"
"26101","2610100","4501","WASHINGTON COUNTY ADULT SKILL CENTER","VA","Public 2 year","83","278265.5"
"15531","2197600","3931","WOODROW WILSON REHABILITATION CENTER","VA","Public 2 year","37","120131"
"3761","376100","410","WYTHEVILLE COMMUNITY COLLEGE","VA","Public 2 year","1184","3117174.5600000001"
"3946","394600","455","UNIVERSITY OF THE VIRGIN ISLANDS","VI","Public 4 year","1096","3454903"
"41469","4146900","6473","ADVANCED WELDING INSTITUTE","VT","Proprietary","2","6551"
"3682","368200","2356","BENNINGTON COLLEGE","VT","Private 4 Year","119","386127"
"12183","1218300","3516","BURLINGTON COLLEGE","VT","Private 4 Year","71","189538"
"37083","3708300","5569","BURLINGTON TECHNICAL CENTER","VT","Public 2 year","1","4731"
"3683","368300","389","CASTLETON STATE COLLEGE","VT","Public 4 year","517","1608702.51"
"3684","368400","2357","CHAMPLAIN COLLEGE","VT","Private 4 Year","550","1686270.1399999999"
"14348","368402","3712","CHAMPLAIN COLLEGE - WOODBURY CAMPUS","VT","Private 4 Year","4","4232"
"3685","368500","2358","COLLEGE OF ST JOSEPH","VT","Private 4 Year","99","347594"
"11167","1116700","3428","COMMUNITY COLLEGE OF VERMONT","VT","Public 2 year","2303","4722318.3799999999"
"3686","368600","2359","GODDARD COLLEGE","VT","Private 4 Year","142","393132"
"3687","368700","5351","GREEN MOUNTAIN COLLEGE","VT","Private 4 Year","239","804085"
"3688","368800","390","JOHNSON STATE COLLEGE","VT","Public 4 year","716","2049838"
"17157","2532600","4355","LANDMARK COLLEGE","VT","Private 2 Year","75","241792"
"3689","368900","391","LYNDON STATE COLLEGE","VT","Public 4 year","506","1604467"
"3690","369000","2360","MARLBORO COLLEGE","VT","Private 4 Year","93","267517"
"3691","369100","392","MIDDLEBURY COLLEGE","VT","Private 4 Year","241","834435"
"1241","369110","37","MIDDLEBURY COLLEGE - MONTEREY INSTITUTE","VT","Private 4 Year","7","24940"
"15904","2254000","4041","NEW ENGLAND CULINARY INSTITUTE","VT","Proprietary","192","563571"
"3692","369200","2361","NORWICH UNIVERSITY","VT","Private 4 Year","483","1565301"
"8658","865800","3107","O'BRIEN'S TRAINING CENTER-","VT","Proprietary","16","50923"
"3694","369400","2363","SAINT MICHAEL'S COLLEGE","VT","Private 4 Year","266","883948"
"8575","857500","3096","SALON PROFESSIONAL ACADEMY (THE)","VT","Proprietary","54","144153.34"
"3693","369300","2362","SOUTHERN VERMONT COLLEGE","VT","Private 4 Year","168","568292.56999999995"
"14991","2143500","3812","STERLING COLLEGE","VT","Private 4 Year","41","147240"
"3696","369600","2364","UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE","VT","Public 4 year","1538","4880016"
"3698","369800","393","VERMONT TECHNICAL COLLEGE","VT","Public 4 year","417","1313113"
"16856","2504900","4301","ACADEMY OF HAIR DESIGN","WA","Proprietary","42","162964"
"40434","4043400","5844","ALPINE COLLEGE","WA","Proprietary","117","325402"
"16210","2291300","4121","ART INSTITUTE OF SEATTLE (THE)","WA","Proprietary","910","2548207.2999999998"
"16059","2242500","4016","BASTYR UNIVERSITY","WA","Private 4 Year","97","315414.31"
"12259","530600","2635","BATES TECHNICAL COLLEGE","WA","Public 2 year","694","1707219.8100000001"
"3769","376900","2396","BELLEVUE  COLLEGE","WA","Public 4 year","1338","3411023.75"
"13094","1309400","3622","BELLINGHAM BEAUTY SCHOOL","WA","Proprietary","40","132488.14000000001"
"16227","499900","2589","BELLINGHAM TECHNICAL COLLEGE","WA","Public 2 year","705","2077937.49"
"3770","377000","2397","BIG BEND COMMUNITY COLLEGE","WA","Public 2 year","1187","3003388.52"
"17065","2541900","849","BJ'S BEAUTY & BARBER COLLEGE","WA","Proprietary","92","294998"
"41308","4130800","5963","CASCADE BEAUTY COLLEGE","WA","Proprietary","15","60136"
"34835","3483500","5331","CASCADIA COMMUNITY COLLEGE","WA","Public 2 year","281","662206.30000000005"
"3771","377100","412","CENTRAL WASHINGTON UNIVERSITY","WA","Public 4 year","2636","8226157"
"3772","377200","2398","CENTRALIA COLLEGE","WA","Public 2 year","926","2461038.2799999998"
"37075","3707500","5483","CHETTA'S ACADEMY OF HAIR AND NAILS","WA","Proprietary","20","61791.739999999998"
"13022","1302200","3615","CITY UNIVERSITY OF SEATTLE","WA","Private 4 Year","308","656882"
"30650","3065000","4634","CLARE'S BEAUTY COLLEGE","WA","Proprietary","58","162054"
"3773","377300","2399","CLARK COLLEGE","WA","Public 2 year","4360","9400260.1400000006"
"15984","575200","2778","CLOVER PARK TECHNICAL COLLEGE","WA","Public 2 year","1581","4073235.23"
"3774","377400","2400","COLUMBIA BASIN COLLEGE","WA","Public 4 year","2275","5540909.3300000001"
"12315","1231500","3527","CORNISH COLLEGE OF THE ARTS","WA","Private 4 Year","227","772193"
"30990","3099000","4715","CORTIVA INSTITUTE - SEATTLE","WA","Proprietary","101","179710.98000000001"
"37243","3724300","5495","DIGIPEN INSTITUTE OF TECHNOLOGY","WA","Proprietary","206","713672.20999999996"
"11481","1148100","3442","DIVERS INSTITUTE OF TECHNOLOGY","WA","Proprietary","132","424313.96999999997"
"3775","377500","2401","EASTERN WASHINGTON UNIVERSITY","WA","Public 4 year","3085","10168926"
"5001","500100","2591","EDMONDS COMMUNITY COLLEGE","WA","Public 2 year","1812","4573671.2999999998"
"34904","3490400","5434","EMIL FRIES PIANO HOSPITAL & TRAINING CENTER","WA","Private 2 Year","7","24026.5"
"26175","2617500","4521","EVEREST COLLEGE","WA","Proprietary","902","2212941"
"26062","2606200","4495","EVEREST COLLEGE","WA","Proprietary","2618","6598199"
"15040","2300100","4141","EVEREST COLLEGE","WA","Proprietary","3060","7043253"
"3776","377600","2402","EVERETT COMMUNITY COLLEGE","WA","Public 2 year","1793","4376535.7400000002"
"39173","3917300","5722","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary","89","252296"
"14618","2105300","3740","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary","22","68167"
"8155","815500","3051","EVERGREEN STATE COLLEGE (THE)","WA","Public 4 year","1682","5510518.2999999998"
"36894","3689400","5549","FAITH EVANGELICAL SEMINARY","WA","Private 4 Year","20","39550"
"13926","2203300","728","GENE JUAREZ ACADEMY OF BEAUTY","WA","Proprietary","438","1324494.77"
"9739","973900","3232","GLEN DOW ACADEMY OF HAIR DESIGN & SALONS","WA","Proprietary","141","357640.78000000003"
"3778","377800","2404","GONZAGA UNIVERSITY","WA","Private 4 Year","663","2217624"
"3779","377900","2405","GRAYS HARBOR COLLEGE","WA","Public 2 year","914","2396758.8300000001"
"3780","378000","2406","GREEN RIVER COMMUNITY COLLEGE","WA","Public 2 year","1647","4242333.6900000004"
"13822","1249600","3551","GREENWOOD ACADEMY OF HAIR","WA","Proprietary","30","85075.479999999996"
"3777","377700","2403","HERITAGE UNIVERSITY","WA","Private 4 Year","602","1820830"
"3781","378100","2407","HIGHLINE COMMUNITY COLLEGE","WA","Public 2 year","1914","4831462.6799999997"
"41328","4132800","6108","INLAND MASSAGE INSTITUTE","WA","Proprietary","26","75574.289999999994"
"16461","2326500","792","INTERFACE COLLEGE","WA","Proprietary","151","376744"
"22229","2222900","3981","INTERNATIONAL AIR & HOSPITALITY ACADEMY","WA","Proprietary","279","702794.43999999994"
"5373","537300","2665","LAKE WASHINGTON TECHNICAL COLLEGE","WA","Public 4 year","654","1693355.02"
"3782","378200","2408","LOWER COLUMBIA COLLEGE","WA","Public 2 year","1749","4709677.0499999998"
"9704","970400","3222","NORTH SEATTLE COMMUNITY COLLEGE","WA","Public 2 year","869","2127952.0800000001"
"26021","2602100","4490","NORTHWEST COLLEGE OF ART","WA","Proprietary","37","138298"
"16521","2331400","798","NORTHWEST HAIR ACADEMY","WA","Proprietary","157","435326.78000000003"
"32833","3283300","4906","NORTHWEST HVAC/R ASSOCIATION & TRAINING","WA","Private 2 Year","32","75532"
"21800","2180000","3893","NORTHWEST INDIAN COLLEGE","WA","Public 4 year","305","782446"
"3783","378300","2409","NORTHWEST UNIVERSITY","WA","Private 4 Year","310","934358"
"3784","378400","2410","OLYMPIC COLLEGE","WA","Public 4 year","1656","3940437.4300000002"
"3785","378500","2411","PACIFIC LUTHERAN UNIVERSITY","WA","Private 4 Year","747","2415223.96"
"14396","2184200","3900","PAROBA COLLEGE OF COSMETOLOGY","WA","Proprietary","63","188422.44"
"3786","378600","2412","PENINSULA COLLEGE","WA","Public 4 year","853","2175983.9900000002"
"9387","938700","3186","PERRY TECHNICAL INSTITUTE","WA","Private 2 Year","456","1386434"
"5000","500000","2590","PIERCE COLLEGE","WA","Public 2 year","2309","4967901.9500000002"
"15817","2236800","4003","PROFESSIONAL BEAUTY SCHOOL","WA","Proprietary","63","210586"
"14001","1043400","3341","RENTON TECHNICAL COLLEGE","WA","Public 2 year","563","1387477.8300000001"
"3794","379400","416","SAINT MARTIN'S UNIVERSITY","WA","Private 4 Year","366","1195452"
"3787","378700","2413","SEATTLE CENTRAL COMMUNITY COLLEGE","WA","Public 4 year","2066","5308633.1500000004"
"33616","3361600","4944","SEATTLE MIDWIFERY SCHOOL","WA","Private 2 Year","6","19190"
"3788","378800","2414","SEATTLE PACIFIC UNIVERSITY","WA","Private 4 Year","576","1889438"
"3790","379000","413","SEATTLE UNIVERSITY","WA","Private 4 Year","853","2618101"
"3791","379100","414","SHORELINE COMMUNITY COLLEGE","WA","Public 2 year","1200","2901598.6800000002"
"3792","379200","2415","SKAGIT VALLEY COLLEGE","WA","Public 2 year","1246","2846066"
"5372","537200","2664","SOUTH PUGET SOUND COMMUNITY COLLEGE","WA","Public 2 year","1615","3869638.6800000002"
"9706","970600","3223","SOUTH SEATTLE COMMUNITY COLLEGE","WA","Public 4 year","791","2184954.8300000001"
"3793","379300","415","SPOKANE COMMUNITY COLLEGE","WA","Public 2 year","5040","13259625.210000001"
"9544","954400","580","SPOKANE FALLS COMMUNITY COLLEGE","WA","Public 2 year","3239","8376726.5899999999"
"15562","2202200","3939","STYLEMASTERS COLLEGE OF HAIR DESIGN","WA","Proprietary","87","296415"
"41200","4120000","5927","SUNNYSIDE BEAUTY ACADEMY","WA","Proprietary","14","40089"
"3796","379600","2416","TACOMA COMMUNITY COLLEGE","WA","Public 2 year","2872","7456679.2999999998"
"39325","3932500","5755","TOTAL COSMETOLOGY TRAINING CENTER","WA","Proprietary","71","195590.84"
"13525","2106700","3743","TRINITY LUTHERAN COLLEGE","WA","Private 4 Year","36","105147"
"3797","379700","2417","UNIVERSITY OF PUGET SOUND","WA","Private 4 Year","363","1189321.9299999999"
"3798","379800","417","UNIVERSITY OF WASHINGTON","WA","Public 4 year","7490","24501842"
"41272","4127200","5929","VICTORIA'S ACADEMY OF COSMETOLOGY","WA","Proprietary","57","173880"
"5006","500600","2592","WALLA WALLA COMMUNITY COLLEGE","WA","Public 2 year","1570","4464893.3200000003"
"3799","379900","2418","WALLA WALLA UNIVERSITY","WA","Private 4 Year","494","1602436"
"3800","380000","5267","WASHINGTON STATE UNIVERSITY","WA","Public 4 year","5398","17021489.5"
"3801","380100","2419","WENATCHEE VALLEY COLLEGE","WA","Public 2 year","1747","4510393.25"
"3802","380200","418","WESTERN WASHINGTON UNIVERSITY","WA","Public 4 year","2514","7670292"
"10364","1036400","3328","WHATCOM COMMUNITY COLLEGE","WA","Public 2 year","896","2091628"
"3803","380300","5361","WHITMAN COLLEGE","WA","Private 4 Year","163","567626.72999999998"
"3804","380400","419","WHITWORTH UNIVERSITY","WA","Private 4 Year","511","1597223"
"39533","3953300","5750","YAKIMA BEAUTY SCHOOL;BEAUTYWORKS","WA","Proprietary","38","132295.62"
"3805","380500","2420","YAKIMA VALLEY COMMUNITY COLLEGE","WA","Public 2 year","2686","6125412.7599999998"
"41186","4118600","5878","ACADEMY OF COSMETOLOGY","WI","Proprietary","57","169953"
"11484","1148400","620","ADVANCED INSTITUTE OF HAIR DESIGN","WI","Proprietary","108","323314"
"3832","383200","2430","ALVERNO COLLEGE","WI","Private 4 Year","1173","3540921.02"
"6126","612600","2788","AURORA SAINT LUKE'S MEDICAL CENTER","WI","Private 2 Year","1","4731"
"6639","663900","2837","BELLIN COLLEGE OF NURSING","WI","Private 4 Year","36","109197.60000000001"
"6108","610800","5377","BELLIN HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","WI","Private 2 Year","1","1481"
"3835","383500","2431","BELOIT COLLEGE","WI","Private 4 Year","207","676306.63"
"5390","539000","2672","BLACKHAWK TECHNICAL COLLEGE","WI","Public 2 year","1242","3192815.1200000001"
"39253","3925300","5711","BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK","WI","Private 2 Year","49","121113"
"3837","383700","2432","CARDINAL STRITCH UNIVERSITY","WI","Private 4 Year","1087","3048159"
"3838","383800","2433","CARROLL UNIVERSITY","WI","Private 4 Year","576","1645425"
"3839","383900","2434","CARTHAGE COLLEGE","WI","Private 4 Year","522","1514048"
"5304","530400","2634","CHIPPEWA VALLEY TECHNICAL COLLEGE","WI","Public 2 year","2170","5604058.3300000001"
"31251","3125100","4803","COLLEGE OF THE MENOMINEE NATION","WI","Private 2 Year","392","1075968.8999999999"
"3842","384200","432","CONCORDIA UNIVERSITY WISCONSIN - CONCORDIA UNIVERSITY WISCONSIN","WI","Private 4 Year","984","2354942"
"3848","384800","2436","EDGEWOOD COLLEGE","WI","Private 4 Year","463","1397565"
"38223","3822300","5560","FOUR SEASONS SALON & DAY SPA","WI","Proprietary","12","33123.989999999998"
"9744","974400","3236","FOX VALLEY TECHNICAL COLLEGE","WI","Public 2 year","1789","4547081.8600000003"
"5389","538900","2671","GATEWAY TECHNICAL COLLEGE","WI","Public 2 year","2622","6290598.0199999996"
"16771","2494300","4282","GILL TECH ACADEMY OF HAIR DESIGN","WI","Proprietary","63","199598"
"9621","962100","587","HERZING UNIVERSITY","WI","Proprietary","2036","5303812.71"
"38083","3808300","5912","INSTITUTE OF BEAUTY AND WELLNESS (THE)","WI","Proprietary","34","94008.580000000002"
"17199","2532200","4354","LAC COURTE OREILLES OJIBWA COMMUNITY COLLEGE","WI","Public 2 year","301","983614"
