"PELLID","OPEID","GAPSID","Name","State","Type & Control","Recipients","Awards"
"2974","297400","1960","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","NC","Public 4 year","2572","8777967.5"
"2975","297500","1961","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","NC","Public 4 year","5388","16811091"
"2976","297600","1962","UNIVERSITY OF NORTH CAROLINA - GREENSBORO","NC","Public 4 year","4483","14419974.439999999"
"2907","290700","318","UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE","NC","Public 4 year","832","2600796"
"2954","295400","1947","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","NC","Public 4 year","2739","8864179.6300000008"
"2984","298400","329","UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)","NC","Public 4 year","2130","6467270"
"3981","398100","461","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","NC","Public 4 year","187","637658.71999999997"
"9903","990300","3259","VANCE - GRANVILLE COMMUNITY COLLEGE","NC","Public 2 year","2232","5879916.9100000001"
"2978","297800","1963","WAKE FOREST UNIVERSITY","NC","Private 4 Year","325","1060180"
"4844","484400","2554","WAKE TECHNICAL COMMUNITY COLLEGE","NC","Public 2 year","3068","7665381.0999999996"
"2979","297900","1964","WARREN WILSON COLLEGE","NC","Private 4 Year","211","682314"
"8216","298000","1965","WAYNE COMMUNITY COLLEGE","NC","Public 2 year","1517","4171528.3100000001"
"2981","298100","328","WESTERN CAROLINA UNIVERSITY","NC","Public 4 year","1924","6110847.1100000003"
"2982","298200","1966","WESTERN PIEDMONT COMMUNITY COLLEGE","NC","Public 2 year","1639","4862726.1600000001"
"2983","298300","1967","WILKES COMMUNITY COLLEGE","NC","Public 2 year","1285","3534330.46"
"4845","484500","2555","WILSON COMMUNITY COLLEGE","NC","Public 2 year","1091","3098392.3500000001"
"2985","298500","1968","WINGATE UNIVERSITY","NC","Private 4 Year","379","1225631.4099999999"
"30095","3009500","4551","WINSTON-SALEM BARBER SCHOOL","NC","Proprietary","70","220935.23000000001"
"2986","298600","1969","WINSTON-SALEM STATE UNIVERSITY","NC","Public 4 year","3207","11310212.33"
"2988","298800","1970","BISMARCK STATE COLLEGE","ND","Public 4 year","1048","2950167"
"15793","2236500","4002","CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE","ND","Public 2 year","212","649647"
"2989","298900","1971","DICKINSON STATE UNIVERSITY","ND","Public 4 year","612","1854663"
"15536","2553700","5365","FORT BERTHOLD COMMUNITY COLLEGE","ND","Public 2 year","39","80575"
"41394","4139400","6264","HAIR ACADEMY (THE)","ND","Proprietary","23","78212"
"16232","2298200","772","HEADQUARTERS ACADEMY OF HAIR DESIGN","ND","Proprietary","57","164211.85000000001"
"2990","299000","1972","JAMESTOWN COLLEGE","ND","Private 4 Year","235","747221"
"7756","775600","2998","JOSEFS SCHOOL OF HAIR DESIGN","ND","Proprietary","43","100055.47"
"10406","1040600","3338","JOSEF'S SCHOOL OF HAIR DESIGN","ND","Proprietary","48","105531.92"
"2991","299100","1973","LAKE REGION STATE COLLEGE","ND","Public 2 year","286","863105"
"2993","299300","1975","MAYVILLE STATE UNIVERSITY","ND","Public 4 year","216","621978"
"9354","935400","3185","MEDCENTER ONE COLLEGE OF NURSING","ND","Private 4 Year","27","82928"
"2994","299400","1976","MINOT STATE UNIVERSITY","ND","Public 4 year","901","2744696"
"2995","299500","1977","MINOT STATE UNIVERSITY - BOTTINEAU","ND","Public 2 year","254","774766.18999999994"
"16929","3087200","4682","MOLER BARBER COLLEGE OF HAIR STYLING","ND","Proprietary","8","29253"
"2996","299600","1978","NORTH DAKOTA STATE COLLEGE OF SCIENCE","ND","Public 2 year","713","2122389"
"2997","299700","1979","NORTH DAKOTA STATE UNIVERSITY - MAIN CAMPUS - FARGO","ND","Public 4 year","2217","6669242"
"12295","1229500","3524","R D HAIRSTYLING COLLEGE","ND","Proprietary","26","70000.720000000001"
"4846","484600","2556","RASMUSSEN COLLEGE","ND","Proprietary","1218","2701041.8300000001"
"40313","4031300","5783","SALON PROFESSIONAL ACADEMY (THE)","ND","Proprietary","48","139203"
"14993","2188200","3908","SITTING BULL COLLEGE","ND","Public 4 year","251","752353.23999999999"
"12059","1205900","3504","TRINITY BIBLE COLLEGE","ND","Private 4 Year","199","661439.31000000006"
"9450","2301100","4144","TURTLE MOUNTAIN COMMUNITY COLLEGE","ND","Private 4 Year","472","1522391"
"14470","2242900","4019","UNITED TRIBES TECHNICAL COLLEGE","ND","Private 2 Year","384","1212539"
"2992","299200","1974","UNIVERSITY OF MARY","ND","Private 4 Year","586","1864846"
"3005","300500","1980","UNIVERSITY OF NORTH DAKOTA","ND","Public 4 year","1878","5739004.4699999997"
"3008","300800","1982","VALLEY CITY STATE UNIVERSITY","ND","Public 4 year","246","776922"
"3007","300700","1981","WILLISTON STATE COLLEGE","ND","Public 2 year","298","825106"
"8492","849200","3083","ALEGENT HEALTH SCHOOLS","NE","Private 2 Year","11","39941"
"2538","974300","3235","BELLEVUE UNIVERSITY","NE","Private 4 Year","1621","3696362"
"6399","639900","2804","BRYAN LGH COLLEGE OF HEALTH SCIENCES","NE","Private 4 Year","113","292400"
"9617","961700","3209","CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS","NE","Proprietary","71","179329"
"14468","2099500","3728","CENTRAL COMMUNITY COLLEGE","NE","Public 2 year","1842","4353767.6200000001"
"2539","253900","264","CHADRON STATE COLLEGE","NE","Public 4 year","783","2310420.9199999999"
"9862","986200","3251","CLARKSON COLLEGE","NE","Private 4 Year","166","494608"
"14176","2079700","3707","COLLEGE OF HAIR DESIGN","NE","Proprietary","170","500716.37"
"2540","254000","1772","COLLEGE OF SAINT MARY","NE","Private 4 Year","387","1283836"
"2541","254100","1773","CONCORDIA UNIVERSITY","NE","Private 4 Year","284","867945"
"31643","3164300","4847","CREATIVE CENTER (THE)","NE","Proprietary","56","204887"
"2542","254200","1774","CREIGHTON UNIVERSITY","NE","Private 4 Year","688","2171526"
"2543","254300","1775","DANA COLLEGE","NE","Private 4 Year","176","531337.38"
"2544","254400","1776","DOANE COLLEGE","NE","Private 4 Year","457","1344005.96"
"2547","254700","1777","GRACE UNIVERSITY","NE","Private 4 Year","144","437287"
"2548","254800","1778","HASTINGS COLLEGE","NE","Private 4 Year","299","943663"
"11519","1151900","3446","JOSEPH'S COLLEGE OF BEAUTY","NE","Proprietary","387","1154536.01"
"9523","952300","3200","LA'JAMES INTERNATIONAL COLLEGE","NE","Proprietary","53","146137"
"33233","3323300","4924","LITTLE PRIEST TRIBAL COLLEGE","NE","Private 2 Year","84","260117.89000000001"
"4432","1258600","3560","METROPOLITAN COMMUNITY COLLEGE","NE","Public 2 year","4183","9259861"
"2553","255300","1780","MIDLAND LUTHERAN COLLEGE","NE","Private 4 Year","319","981307.13"
"2557","255700","1783","MID-PLAINS COMMUNITY COLLEGE","NE","Public 2 year","681","1836862"
"32793","3279300","4904","MYOTHERAPY INSTITUTE","NE","Proprietary","16","44973"
"12976","1297600","3608","NEBRASKA CHRISTIAN COLLEGE","NE","Private 4 Year","75","221384.5"
"9937","640400","2805","NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH","NE","Private 4 Year","180","521067"
"2555","255500","1782","NEBRASKA WESLEYAN UNIVERSITY","NE","Private 4 Year","431","1276386"
"2556","1166700","3458","NORTHEAST COMMUNITY COLLEGE","NE","Public 2 year","1193","3176402"
"31273","3127300","4816","OMAHA SCHOOL OF MASSAGE THERAPY","NE","Proprietary","81","219737.20000000001"
"2559","255900","1784","PERU STATE COLLEGE","NE","Public 4 year","621","1845329.47"
"7591","2508300","4309","SOUTHEAST COMMUNITY COLLEGE","NE","Public 2 year","3871","8217945.8300000001"
"2563","256300","1786","UNION COLLEGE","NE","Private 4 Year","260","859685.25"
"38214","3821400","5687","UNIVERSAL COLLEGE OF HEALING ARTS","NE","Proprietary","30","76322"
"2565","256500","265","UNIVERSITY OF NEBRASKA","NE","Public 4 year","3338","10114770"
"2551","255100","1779","UNIVERSITY OF NEBRASKA - KEARNEY","NE","Public 4 year","1538","4665670.5099999998"
"2554","255400","1781","UNIVERSITY OF NEBRASKA - OMAHA","NE","Public 4 year","2695","7854646"
"6895","689500","2869","UNIVERSITY OF NEBRASKA MEDICAL CENTER","NE","Public 4 year","212","629739"
"7501","750100","523","VATTEROTT COLLEGE","NE","Proprietary","602","1616792"
"2566","256600","1787","WAYNE STATE COLLEGE","NE","Public 4 year","1018","3150791.8999999999"
"2560","256000","1785","WESTERN NEBRASKA COMMUNITY COLLEGE","NE","Public 2 year","821","2209826.0699999998"
"26105","2610500","4502","XENON INTERNATIONAL ACADEMY II","NE","Proprietary","160","486133.94"
"2567","256700","1788","YORK COLLEGE","NE","Private 4 Year","163","510118.75"
"4733","473300","2543","CHESTER COLLEGE OF NEW ENGLAND","NH","Private 4 Year","73","221557"
"2572","257200","1790","COLBY-SAWYER COLLEGE","NH","Private 4 Year","223","684979"
"8493","849300","3084","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","Proprietary","18","42186.379999999997"
"13189","1318900","3628","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","Proprietary","28","94359"
"4731","473100","5165","DANIEL WEBSTER COLLEGE","NH","Private 4 Year","213","674720"
"2573","257300","1791","DARTMOUTH COLLEGE","NH","Private 4 Year","551","1795920"
"14177","864500","555","EMPIRE BEAUTY SCHOOL","NH","Proprietary","167","467173"
"15403","2179600","716","EMPIRE BEAUTY SCHOOL","NH","Proprietary","190","471648"
"16275","2300200","4142","ESTHETICS INSTITUTE AT CONCORD ACADEMY","NH","Proprietary","2","7885"
"2575","257500","1792","FRANKLIN PIERCE UNIVERSITY","NH","Private 4 Year","478","1376248"
"31013","3101300","4726","GRANITE STATE COLLEGE","NH","Public 4 year","529","1158987.8700000001"
"2583","258300","5848","GREAT BAY COMMUNITY COLLEGE","NH","Public 2 year","354","834310"
"4729","472900","5175","HESSER COLLEGE","NH","Proprietary","2637","7179602.6600000001"
"15836","2245400","5289","KEENE BEAUTY ACADEMY","NH","Proprietary","43","115462"
"2590","259000","1801","KEENE STATE COLLEGE","NH","Public 4 year","726","2134109"
"7555","755500","5845","LAKES REGION COMMUNITY COLLEGE","NH","Public 2 year","310","788343.5"
"7025","702500","5580","LEBANON COLLEGE","NH","Private 4 Year","24","68547.350000000006"
"22233","2223300","6367","MAGDALEN COLLEGE","NH","Private 4 Year","10","40160"
"2582","258200","1796","MANCHESTER COMMUNITY COLLEGE","NH","Public 2 year","552","1300426.3300000001"
"4730","473000","2542","MCINTOSH COLLEGE","NH","Proprietary","135","292270.96000000002"
"15356","2174800","714","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS","NH","Proprietary","72","202189.37"
"9236","923600","3167","NASHUA COMMUNITY COLLEGE","NH","Public 2 year","367","903241"
"2579","257900","1793","NEW ENGLAND COLLEGE","NH","Private 4 Year","268","881147"
"15845","2247000","4027","NEW ENGLAND SCHOOL OF HAIR DESIGN","NH","Proprietary","45","132251"
"37293","3729300","5492","NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","NH","Proprietary","23","71574.509999999995"
"31823","3182300","5092","NEW HAMPSHIRE INSTITUTE OF ART","NH","Private 4 Year","108","311603.20000000001"
"2581","258100","1795","NHTI  - CONCORD'S COMMUNITY COLLEGE","NH","Public 2 year","802","2070348.1000000001"
"2591","259100","1802","PLYMOUTH STATE UNIVERSITY OF THE UNIV SYSTEM OF NEW HAMPSHIRE","NH","Public 4 year","808","2374793"
"13558","2211600","3959","PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN","NH","Proprietary","13","41210"
"7560","756000","5850","RIVER VALLEY COMMUNITY COLLEGE","NH","Public 2 year","292","732695.76000000001"
"2586","258600","1798","RIVIER COLLEGE","NH","Private 4 Year","299","907619"
"2587","258700","1799","SAINT ANSELM COLLEGE","NH","Private 4 Year","222","658393"
"15016","2140400","3805","SAINT JOSEPH SCHOOL OF  NURSING","NH","Private 2 Year","42","150106.5"
"2580","258000","1794","SOUTHERN NEW HAMPSHIRE UNIVERSITY","NH","Private 4 Year","1175","2727914"
"30431","3043100","4615","THOMAS MORE COLLEGE OF LIBERAL ARTS","NH","Private 4 Year","24","92894"
"2589","258900","1800","UNIVERSITY OF NEW HAMPSHIRE","NH","Public 4 year","2001","6247028.6399999997"
"34373","3437300","5293","UPPER VALLEY TEACHER INSTITUTE","NH","Private 2 Year","15","52224"
"5291","529100","2631","WHITE MOUNTAINS COMMUNITY COLLEGE","NH","Public 2 year","383","1045682.5"
"33893","3389300","4952","ACADEMY OF MASSAGE THERAPY","NJ","Proprietary","137","412030"
"41364","4136400","6296","AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION","NJ","Proprietary","18","52509"
"16701","1085100","3390","ANTHEM INSTITUTE","NJ","Proprietary","1454","3792063.5"
"16954","2525900","840","ARTISTIC ACADEMY OF HAIR DESIGN","NJ","Proprietary","59","145728.95999999999"
"15759","2234600","741","ATLANTIC BEAUTY & SPA ACADEMY","NJ","Proprietary","72","210854.01999999999"
"2596","259600","1803","ATLANTIC CAPE COMMUNITY COLLEGE","NJ","Public 2 year","3117","7839249.1200000001"
"40813","4081300","5870","BAIS MEDRASH TORAS CHESED","NJ","Private 4 Year","11","51292.849999999999"
"14968","2132300","3795","BERDAN INSTITUTE","NJ","Proprietary","559","1281902.3999999999"
"4736","473600","2544","BERGEN COMMUNITY COLLEGE","NJ","Public 2 year","3783","11075763.32"
"16349","2312000","4167","BERGEN COUNTY TECHNICAL SCHOOLS","NJ","Public 2 year","30","87733.5"
"7502","750200","2951","BERKELEY COLLEGE","NJ","Proprietary","2471","7384628"
"3972","794700","3026","BETH MEDRASH GOVOHA OF AMERICA","NJ","Private 4 Year","1571","6278883"
"2597","259700","1804","BLOOMFIELD COLLEGE","NJ","Private 4 Year","1217","4079998.8300000001"
"8404","840400","3076","BROOKDALE COMMUNITY COLLEGE","NJ","Public 2 year","3299","9056980"
"7730","773000","2995","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ","Public 2 year","1887","4850596.3799999999"
"2598","259800","1805","CALDWELL COLLEGE","NJ","Private 4 Year","570","1715562.3200000001"
"6865","686500","2865","CAMDEN COUNTY COLLEGE","NJ","Public 2 year","4754","13301805.630000001"
"9078","907800","566","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary","154","384387.40999999997"
"14551","2103700","686","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary","69","170940.59"
"15558","2183600","720","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary","98","234114.51999999999"
"16107","2265500","755","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary","104","293667.07000000001"
"2599","259900","1806","CENTENARY COLLEGE","NJ","Private 4 Year","404","1300388"
"41341","4134100","6199","CENTER FOR ALLIED HEALTH & NURSING EDUCATION (THE)","NJ","Proprietary","189","568162"
"33243","3324300","4925","CENTRAL CAREER SCHOOL","NJ","Proprietary","63","132287"
"6410","641000","2806","CHARLES E GREGORY SCHOOL OF NURSING (THE)","NJ","Private 2 Year","12","44772"
"2642","264200","1026","COLLEGE OF NEW JERSEY (THE)","NJ","Public 4 year","871","3024706.5600000001"
"2600","260000","1807","COLLEGE OF SAINT ELIZABETH","NJ","Private 4 Year","288","1025067"
"15857","2248600","5558","COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION","NJ","Private 2 Year","10","34122"
"35744","3574400","5062","CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAPY","NJ","Proprietary","76","108309"
"7106","772900","2994","COUNTY COLLEGE OF MORRIS","NJ","Public 2 year","1208","3310788.3199999998"
"2601","260100","1808","CUMBERLAND COUNTY COLLEGE","NJ","Public 2 year","1686","4747048.5"
"15188","2154000","705","DIVERS ACADEMY OF THE EASTERN SEABOARD","NJ","Proprietary","63","135871.5"
"12346","1234600","651","DOVER BUSINESS COLLEGE","NJ","Proprietary","945","2259349"
"15719","2223900","3983","DRAKE COLLEGE OF BUSINESS","NJ","Proprietary","4022","13252543"
"2603","260300","1809","DREW UNIVERSITY","NJ","Private 4 Year","319","1113342.5"
"14848","2131100","3793","DUCRET SCHOOL OF THE ARTS","NJ","Private 2 Year","18","50989"
"31226","3122600","4793","EASTERN INTERNATIONAL COLLEGE","NJ","Proprietary","445","1680611.5600000001"
"38113","3811300","5595","EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE","NJ","Proprietary","8","27228"
"13618","2053700","669","EASTWICK COLLEGE","NJ","Proprietary","569","1329883"
"16176","2291000","4119","ENGINE CITY TECHNICAL INSTITUTE","NJ","Proprietary","126","397409.34999999998"
"7107","710700","2890","ESSEX COUNTY COLLEGE","NJ","Public 2 year","5459","16165992"
"2607","260700","1810","FAIRLEIGH DICKINSON UNIVERSITY","NJ","Private 4 Year","1466","4831628.5"
"2610","261000","1812","FELICIAN COLLEGE","NJ","Private 4 Year","613","2005473"
"41250","4125000","5964","GENTLE HEALING SCHOOL OF MASSAGE","NJ","Proprietary","12","16921"
"2608","260800","1811","GEORGIAN COURT UNIVERSITY","NJ","Private 4 Year","663","2189344"
"7507","750700","2952","GIBBS COLLEGE","NJ","Proprietary","392","1132955.1100000001"
"6901","690100","2870","GLOUCESTER COUNTY COLLEGE","NJ","Public 2 year","1257","3529299"
"14575","2104000","687","HARRIS SCHOOL OF BUSINESS","NJ","Proprietary","1724","4304927.9400000004"
"25869","2586900","875","HARRIS SCHOOL OF BUSINESS","NJ","Proprietary","385","980134.62"
"38033","3803300","5668","HEALTHCARE TRAINING INSTITUTE","NJ","Proprietary","196","538896.06000000006"
"8494","849400","551","HO HO KUS SCHL OF TRADE & TECH SCIENCES","NJ","Proprietary","187","514016"
"12462","1246200","655","HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCIENCES","NJ","Proprietary","652","1482501"
"13129","2092300","681","HOHOKUS SCHOOL - RETS/NUTLEY","NJ","Proprietary","529","1367783"
"6417","641700","2807","HOLY NAME HOSPITAL SCHOOL OF NURSING","NJ","Private 2 Year","31","90059"
"12954","1295400","3606","HUDSON COUNTY COMMUNITY COLLEGE","NJ","Public 2 year","4965","14700848"
"31973","3197300","4863","INSTITUTE FOR HEALTH EDUCATION (THE)","NJ","Proprietary","141","452261.39000000001"
"35363","3536300","5045","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ","Proprietary","88","208496"
"15102","2146800","3822","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ","Proprietary","20","76564"
"2622","262200","270","KEAN UNIVERSITY","NJ","Public 4 year","3425","11211868"
"35303","3530300","5041","KEYSKILLS LEARNING","NJ","Proprietary","22","53025"
"7506","750600","524","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary","2177","6524908.6699999999"
"12461","1246100","653","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary","4369","12583485.52"
"2641","474000","476","MERCER COUNTY COMMUNITY COLLEGE","NJ","Public 2 year","2849","6867761"
"36373","3637300","5908","METRO AUTO ELECTRONICS TRAINING INSTITUTE","NJ","Proprietary","71","176934"
"2615","261500","1814","MIDDLESEX COUNTY COLLEGE","NJ","Public 2 year","3801","10857074"
"5399","539900","2673","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","NJ","Public 2 year","36","106129.82000000001"
"2616","261600","268","MONMOUTH UNIVERSITY","NJ","Private 4 Year","859","2791540.4100000001"
"2617","261700","1815","MONTCLAIR STATE UNIVERSITY","NJ","Public 4 year","3526","11669933"
"15846","1152300","3447","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ","Public 2 year","10","47310"
"6420","642000","2808","MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING","NJ","Proprietary","34","95802.75"
"6421","642100","2809","MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS","NJ","Private 2 Year","155","319833.5"
"34245","3424500","4980","NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NJ","Private 2 Year","274","584963"
"2613","261300","1813","NEW JERSEY CITY UNIVERSITY","NJ","Public 4 year","2870","9616718.9700000007"
"2621","262100","269","NEW JERSEY INSTITUTE OF TECHNOLOGY","NJ","Public 4 year","1607","5349756"
"2624","262400","1816","OCEAN COUNTY COLLEGE","NJ","Public 2 year","2200","6007025.21"
"16934","2523700","4338","OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ","Public 2 year","102","232851.92999999999"
"15683","2219600","5264","OMEGA INSTITUTE","NJ","Proprietary","204","540090.89000000001"
"7593","759300","530","PARISIAN BEAUTY ACADEMY","NJ","Proprietary","156","394706.82000000001"
"9994","999400","3279","PASSAIC COUNTY COMMUNITY COLLEGE","NJ","Public 2 year","3674","9100127.7899999991"
"10629","1062900","3360","PB COSMETOLOGY EDUCATION CENTRE","NJ","Proprietary","118","308171.51000000001"
"36506","3650600","5346","PC AGE","NJ","Proprietary","87","244304"
"37693","3769300","5531","PC TECH LEARNING CENTER","NJ","Proprietary","247","585119"
"14877","2131600","3794","PENNCO TECH","NJ","Proprietary","633","1890368"
"36253","3625300","5880","PERFORMANCE TRAINING INSTITUTE","NJ","Proprietary","2","7779"
"2627","262700","1817","PRINCETON UNIVERSITY","NJ","Private 4 Year","492","1508275"
"30775","3077500","5449","RABBI JACOB JOSEPH SCHOOL","NJ","Private 4 Year","9","34088"
"8609","860900","3099","RABBINICAL COLLEGE OF AMERICA","NJ","Private 4 Year","56","236165"
"9344","934400","572","RAMAPO COLLEGE OF NEW JERSEY","NJ","Public 4 year","1013","3325639.1000000001"
"7731","773100","2996","RARITAN VALLEY COMMUNITY COLLEGE","NJ","Public 2 year","980","2428330.04"
"9345","934500","573","RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE)","NJ","Public 4 year","1672","5338882.5"
"2628","262800","1818","RIDER UNIVERSITY","NJ","Private 4 Year","899","2865620.5299999998"
"10903","1090300","3397","RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS","NJ","Proprietary","53","154578"
"12090","1209000","3507","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary","165","414986.20000000001"
"15709","2223700","3982","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary","178","489434.01000000001"
"16935","2528200","4346","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary","111","267078.07000000001"
"13590","2061800","3662","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","Proprietary","72","187264"
"2609","260900","267","ROWAN UNIVERSITY","NJ","Public 4 year","2185","7006024"
"2629","262900","272","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","NJ","Public 4 year","10673","37209274"
"2638","263800","1819","SAINT PETER'S COLLEGE","NJ","Private 4 Year","1011","3461970.3199999998"
"5461","546100","2684","SALEM COMMUNITY COLLEGE","NJ","Public 2 year","539","1476191.52"
"2632","263200","273","SETON HALL UNIVERSITY","NJ","Private 4 Year","1078","3632989.4900000002"
"36663","3666300","5375","SOMERSET CHRISTIAN COLLEGE","NJ","Private 4 Year","76","215222"
"14074","546000","2683","SOMERSET COUNTY TECHNICAL INSTITUTE","NJ","Public 2 year","60","161313.19"
"6429","642900","5380","ST FRANCIS MEDICAL CENTER","NJ","Private 2 Year","2","8312"
"31873","3187300","4861","STENOTECH CAREER INSTITUTE","NJ","Proprietary","34","104317"
"2639","263900","274","STEVENS INSTITUTE OF TECHNOLOGY","NJ","Private 4 Year","342","1164105"
"25688","2568800","4434","SUSSEX COUNTY COMMUNITY COLLEGE","NJ","Public 2 year","819","2179557.5899999999"
"11989","1198900","3498","TALMUDICAL ACADEMY","NJ","Private 4 Year","31","139461"
"5452","545200","2682","TETERBORO SCHOOL OF AERONAUTICS","NJ","Proprietary","101","353869.20000000001"
"11648","2192200","3920","THOMAS A EDISON STATE COLLEGE","NJ","Public 4 year","942","1701050.47"
"41312","4131200","6376","TOTAL IMAGE BEAUTY ACADEMY","NJ","Proprietary","6","21418"
"2643","264300","1820","UNION COUNTY COLLEGE","NJ","Public 2 year","4151","11412027.289999999"
"6139","2232500","3993","UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS","NJ","Public 2 year","70","208012.23000000001"
"13645","1039400","3335","UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY","NJ","Public 4 year","139","366457.77000000002"
"16857","2503900","4297","WARREN COUNTY COMMUNITY COLLEGE","NJ","Public 2 year","383","1039716"
"2625","262500","271","WILLIAM PATERSON UNIVERSITY OF NEW JERSEY","NJ","Public 4 year","2394","7926045.4199999999"
"41311","4131100","6220","YESHIVA TORAS CHAIM","NJ","Private 4 Year","33","143073"
"41234","4123400","6215","YESHIVAS BE'ER YITZCHOK","NJ","Private 4 Year","19","69593"
"4742","474200","2545","CENTRAL NEW MEXICO COMMUNITY COLLEGE","NM","Public 2 year","9652","18384931"
"4743","474300","2546","CLOVIS COMMUNITY COLLEGE","NM","Public 2 year","1095","2774681.0600000001"
"2649","264900","1821","COLLEGE OF SANTA FE","NM","Private 4 Year","306","889790.55000000005"
"10632","1063200","3362","DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY","NM","Proprietary","142","452785.90999999997"
"2651","265100","1823","EASTERN NEW MEXICO UNIVERSITY","NM","Public 4 year","2925","8926365.8800000008"
"14152","2146400","5390","INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTS DEVEL","NM","Public 4 year","161","560968"
"9962","996200","3271","LUNA COMMUNITY COLLEGE","NM","Public 2 year","440","1384558.98"
"39443","3944300","5759","MASSAGE THERAPY TRAINING INSTITUTE","NM","Proprietary","26","64272.800000000003"
"32063","3206300","4871","MESALANDS COMMUNITY COLLEGE","NM","Public 2 year","233","672737.57999999996"
"16119","2357600","4256","NAVAJO TECHNICAL COLLEGE","NM","Public 2 year","401","1030001.8"
"2653","265300","275","NEW MEXICO HIGHLANDS UNIVERSITY","NM","Public 4 year","1182","3722669.9100000001"
"2654","265400","1824","NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY","NM","Public 4 year","299","1003210.0699999999"
"2655","265500","1825","NEW MEXICO JUNIOR COLLEGE","NM","Public 2 year","670","1851509"
"2656","265600","1826","NEW MEXICO MILITARY INSTITUTE","NM","Public 2 year","110","350668"
"2657","265700","1827","NEW MEXICO STATE UNIVERSITY","NM","Public 4 year","10755","34393582.359999999"
"5286","2083900","3709","NORTHERN NEW MEXICO COLLEGE","NM","Public 4 year","804","2428400.9900000002"
"13005","1300500","3611","OLYMPIAN UNIVERSITY OF COSMETOLOGY","NM","Proprietary","874","2367465.6000000001"
"36783","3678300","5438","PIMA MEDICAL INSTITUTE","NM","Proprietary","36","114998.37"
"2093","209300","1561","SAINT JOHN'S COLLEGE","NM","Private 4 Year","117","380760"
"2660","266000","1828","SAN JUAN COLLEGE","NM","Public 2 year","1846","5495452.9100000001"
"16065","2278100","4090","SANTA FE COMMUNITY COLLEGE","NM","Public 2 year","988","2652597"
"11185","2511000","4313","SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE","NM","Public 2 year","356","707869"
"34303","3430300","4986","UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE","NM","Proprietary","99","252743.16"
"2663","266300","276","UNIVERSITY OF NEW MEXICO","NM","Public 4 year","9550","30043978.559999999"
"13935","265000","1822","UNIVERSITY OF THE SOUTHWEST","NM","Private 4 Year","187","587928"
"2664","266400","1829","WESTERN NEW MEXICO UNIVERSITY","NM","Public 4 year","1222","3745222.1200000001"
"13232","1323200","3633","ACADEMY OF HAIR DESIGN","NV","Proprietary","130","426547.20000000001"
