"OPEID","NAME","CITY","STATE","Insttype","Recips","Awards"
"3516300","KING'S UNIVERSITY (THE)","VAN NUYS","CA","Private 4 Year","147","397528"
"4163900","L.A. BARBER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","68","286402"
"616500","LA CNTY CLG OF NURSING & ALLD HLTH","LOS ANGELES","CA","Public 2 Year","96","232058"
"2312400","LA COLLEGE INTERNATIONAL","LOS ANGELES","CA","Proprietary 4 Year","372","1438999"
"121500","LA SIERRA UNIVERSITY","RIVERSIDE","CA","Private 4 Year","898","3677326"
"3853400","LADERA CAREER PATHS TRAINING CENTERS","LOS ANGELES","CA","Proprietary 2 Year","15","61925"
"2330500","LAGUNA COLLEGE OF ART AND DESIGN","LAGUNA BEACH","CA","Private 4 Year","176","734319"
"1290700","LAKE TAHOE COMMUNITY COLLEGE","SOUTH LAKE TAHOE","CA","Public 2 Year","847","2507014"
"1301000","LANCASTER BEAUTY SCHOOL","LANCASTER","CA","Proprietary 2 Year","129","472494"
"126600","LANEY COLLEGE","OAKLAND","CA","Public 2 Year","3037","11317529"
"3035700","LAS POSITAS COLLEGE","LIVERMORE","CA","Public 2 Year","1916","5800913"
"121700","LASSEN COLLEGE","SUSANVILLE","CA","Public 2 Year","550","1933866"
"4141400","LAURUS COLLEGE","SAN LUIS OBISPO","CA","Proprietary 2 Year","487","1186017"
"3210300","LE CORDON BLEU COLLEGE OF CULINARY ARTS","PASADENA","CA","Proprietary 2 Year","6679","22764078"
"4193500","LEMELANGE ACADEMY OF HAIR","NAPA","CA","Proprietary 2 Year","24","90071"
"2270600","LIFE PACIFIC COLLEGE","SAN DIMAS","CA","Private 4 Year","232","867329"
"697500","LINCOLN UNIVERSITY","OAKLAND","CA","Private 4 Year","36","148563"
"2494800","LOLA BEAUTY COLLEGE","GARDEN GROVE","CA","Proprietary 2 Year","97","373817"
"121800","LOMA LINDA UNIVERSITY","LOMA LINDA","CA","Private 4 Year","419","1598954"
"121900","LONG BEACH CITY COLLEGE","LONG BEACH","CA","Public 2 Year","13509","45980062"
"122300","LOS ANGELES CITY COLLEGE","LOS ANGELES","CA","Public 2 Year","7443","26592137"
"4037300","LOS ANGELES FILM SCHOOL (THE)","HOLLYWOOD","CA","Proprietary 4 Year","2270","9086480"
"122400","LOS ANGELES HARBOR COLLEGE","WILMINGTON","CA","Public 2 Year","4210","13480854"
"1255000","LOS ANGELES MISSION COLLEGE","SYLMAR","CA","Public 2 Year","3828","12433580"
"3868400","LOS ANGELES MUSIC ACADEMY","PASADENA","CA","Proprietary 2 Year","48","167099"
"2570300","LOS ANGELES ORT COLLEGE","LOS ANGELES","CA","Private 2 Year","817","3058986"
"122600","LOS ANGELES PIERCE COLLEGE","WOODLAND HILLS","CA","Public 2 Year","7784","24914731"
"704700","LOS ANGELES SOUTHWEST COLLEGE","LOS ANGELES","CA","Public 2 Year","3282","9858618"
"122700","LOS ANGELES TRADE TECH COLLEGE","LOS ANGELES","CA","Public 2 Year","6190","20445325"
"122800","LOS ANGELES VALLEY COLLEGE","VALLEY GLEN","CA","Public 2 Year","7295","24089894"
"1034000","LOS MEDANOS COLLEGE","PITTSBURG","CA","Public 2 Year","3206","10030908"
"1164900","LOYOLA MARYMOUNT UNIVERSITY","LOS ANGELES","CA","Private 4 Year","1249","5280568"
"1186600","LU ROSS ACADEMY","VENTURA","CA","Proprietary 2 Year","188","710316"
"714200","LYLE'S COLLEGE OF BEAUTY","FRESNO","CA","Proprietary 2 Year","198","704547"
"1324000","LYTLE'S REDWOOD EMPIRE BEAUTY CLG","SANTA ROSA","CA","Proprietary 2 Year","83","286848"
"2208600","MADERA BEAUTY COLLEGE","MADERA","CA","Proprietary 2 Year","69","231032"
"4092400","MAKE-UP DESIGNORY","BURBANK","CA","Proprietary 2 Year","189","607419"
"1231600","MANCHESTER BEAUTY COLLEGE","FRESNO","CA","Proprietary 2 Year","123","448903"
"3440400","MARIAN HEALTH CAREERS CENTER","LOS ANGELES","CA","Proprietary 2 Year","152","482582"
"1265000","MARINELLO SCHOOL OF BEAUTY","BURBANK","CA","Proprietary 2 Year","607","2203981"
"2086400","MARINELLO SCHOOL OF BEAUTY","SANTA CLARE","CA","Proprietary 2 Year","934","3273161"
"2054900","MARINELLO SCHOOL OF BEAUTY","LAKE FOREST","CA","Proprietary 2 Year","479","1756953"
"2221300","MARINELLO SCHOOL OF BEAUTY","MORENO VALLEY","CA","Proprietary 2 Year","613","2234818"
"2338700","MARINELLO SCHOOL OF BEAUTY","SAN FRANCISCO","CA","Proprietary 2 Year","718","2481422"
"3467300","MARINELLO SCHOOL OF BEAUTY","HEMET","CA","Proprietary 2 Year","926","3392365"
"3467305","MARINELLO SCHOOL OF BEAUTY - BELL","BELL","CA","Proprietary 2 Year","208","796129"
"3467304","MARINELLO SCHOOL OF BEAUTY - CITY OF IND","CITY OF INDUSTRY","CA","Proprietary 2 Year","150","498708"
"3467307","MARINELLO SCHOOL OF BEAUTY - HUNTINGTON","HUNTINGTON BEACH","CA","Proprietary 2 Year","125","436725"
"3467306","MARINELLO SCHOOL OF BEAUTY - PARAMOUNT","PARAMOUNT","CA","Proprietary 2 Year","281","981066"
"747600","MARINELLO SCHOOLS OF BEAUTY","LOS ANGELES","CA","Proprietary 2 Year","3607","13239187"
"3074900","MARTINEZ ADULT CENTER","MARTINEZ","CA","Public 2 Year","32","129721"
"1047400","MARYMOUNT COLLEGE OF PALOS VERDES","RANCHO PALOS VERDES","CA","Private 4 Year","382","1720875"
"122000","MASTER'S COLLEGE & SEMINARY (THE)","SANTA CLARITA","CA","Private 4 Year","454","1703956"
"4049300","MAXINE WATERS EMPLOYMENT PREPARATION CEN","LOS ANGELES","CA","Public 2 Year","15","30705"
"4115600","MAYFIELD COLLEGE","CATHEDRAL CITY","CA","Proprietary 2 Year","492","1453753"
"4185600","MEDICAL ALLIED CAREER CENTER","SANTA FE SPRINGS","CA","Proprietary 2 Year","33","106455"
"1167200","MENDOCINO COLLEGE","UKIAH","CA","Public 2 Year","1630","5248171"
"123600","MENLO COLLEGE","ATHERTON","CA","Private 4 Year","248","1054734"
"123700","MERCED COMMUNITY COLLEGE","MERCED","CA","Public 2 Year","6675","21813708"
"126700","MERRITT COLLEGE","OAKLAND","CA","Public 2 Year","1937","6604421"
"369110","MIDDLEBURY COLLEGE - MONTEREY INSTITUTE","MONTEREY","CA","Private 4 Year","13","46957"
"123800","MILLS COLLEGE","OAKLAND","CA","Private 4 Year","474","1998084"
"123900","MIRACOSTA COLLEGE","OCEANSIDE","CA","Public 2 Year","1621","5545948"
"2119100","MISSION COLLEGE","SANTA CLARA","CA","Public 2 Year","3103","10232766"
"720400","MODERN BEAUTY ACADEMY","OXNARD","CA","Proprietary 2 Year","56","223970"
"3063400","MODERN TECHNOLOGY SCHOOL","FOUNTAIN VALLEY","CA","Proprietary 2 Year","149","533373"
"124000","MODESTO JUNIOR COLLEGE","MODESTO","CA","Public 2 Year","8268","25969650"
"4001400","MOJAVE BARBER COLLEGE","VICTORVILLE","CA","Proprietary 2 Year","81","332337"
"2185800","MOLER BARBER COLLEGE","OAKLAND","CA","Proprietary 2 Year","58","228271"
"2345800","MONTEBELLO BEAUTY COLLEGE","MONTEBELLO","CA","Proprietary 2 Year","121","478219"
"124200","MONTEREY PENINSULA COLLEGE","MONTEREY","CA","Public 2 Year","1558","4998489"
"711500","MOORPARK COLLEGE","MOORPARK","CA","Public 2 Year","3084","9988743"
"4173500","MORENO VALLEY COLLEGE","MORENO VALLEY","CA","Public 2 Year","3436","9400458"
"124300","MOUNT ST MARYS COLLEGE","LOS ANGELES","CA","Private 4 Year","1394","5479267"
"3062400","MT DIABLO ADULT EDUC LOMA VISTA CTR","CONCORD","CA","Public 2 Year","58","171775"
"124600","MT SAN JACINTO COLLEGE","SAN JACINTO","CA","Public 2 Year","6245","17958149"
"3128700","MT SIERRA COLLEGE","MONROVIA","CA","Proprietary 4 Year","527","1734634"
"124500","MT. SAN ANTONIO COLLEGE","WALNUT","CA","Public 2 Year","11698","39593874"
"2546400","MTI BUSINESS COLLEGE INC","STOCKTON","CA","Proprietary 2 Year","167","651263"
"1291200","MTI COLLEGE","SACRAMENTO","CA","Proprietary 2 Year","927","3088193"
"3933300","MUELLER COLLEGE OF HOLISTIC STUDIES","SAN DIEGO","CA","Proprietary 2 Year","214","513271"
"2161800","MUSICIANS INSTITUTE","HOLLYWOOD","CA","Proprietary 4 Year","670","2039419"
"3458300","MY LE'S BEAUTY COLLEGE","SACRAMENTO","CA","Proprietary 2 Year","159","616398"
"4148900","N CALIF INSTITUTE OF COSMETOLOGY","SAN LEANDRO","CA","Proprietary 2 Year","51","189873"
"124700","NAPA VALLEY COLLEGE","NAPA","CA","Public 2 Year","2082","6764524"
"4146000","NATIONAL CAREER COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","58","209078"
"2542300","NATIONAL HOLISTIC INSTITUTE","EMERYVILLE","CA","Proprietary 2 Year","663","2704967"
"3910400","NATIONAL POLYTECHNIC COLLEGE","COMMERCE","CA","Proprietary 2 Year","318","1232975"
"1146000","NATIONAL UNIVERSITY","LA JOLLA","CA","Private 4 Year","4116","14080614"
"4195400","NCP COLLEGE OF NURSING","SOUTH SAN FRANCISCO","CA","Proprietary 2 Year","53","138529"
"4118800","NEW YORK FILM ACADEMY","UNIVERSAL CITY","CA","Proprietary 4 Year","148","639232"
"713000","NEWBERRY SCHOOLS OF BEAUTY","GRANADA HILLS","CA","Proprietary 2 Year","155","558345"
"2584200","NEWBRIDGE COLLEGE","SANTA ANA","CA","Proprietary 2 Year","689","2702551"
"3043900","NEWSCHOOL OF ARCHITECTURE & DESIGN","SAN DIEGO","CA","Proprietary 4 Year","276","1221219"
"4176100","NORCO COLLEGE","NORCO","CA","Public 2 Year","2731","8048112"
"718700","NORTH ADRIAN'S COLLEGE OF BEAUTY","MODESTO","CA","Proprietary 2 Year","309","1230750"
"1170700","NORTH-WEST COLLEGE","WEST COVINA","CA","Proprietary 2 Year","781","2811972"
"1287200","NORTH-WEST COLLEGE","POMONA","CA","Proprietary 2 Year","696","2574213"
"2591600","NORTH-WEST COLLEGE","PASADENA","CA","Proprietary 2 Year","257","903137"
"3399300","NORTHWESTERN TECHNICAL COLLEGE","GOLD RIVER","CA","Proprietary 2 Year","560","2133526"
"117900","NOTRE DAME DE NAMUR UNIVERSITY","BELMONT","CA","Private 4 Year","605","2243783"
"3590400","NTMA TRAINING CENTERS OF SOUTHERN C","NORWALK","CA","Private 2 Year","691","3191245"
"124900","OCCIDENTAL COLLEGE","LOS ANGELES","CA","Private 4 Year","487","2017923"
"1298900","OCEANSIDE COLLEGE OF BEAUTY","OCEANSIDE","CA","Proprietary 2 Year","78","297399"
"448100","OHLONE COLLEGE","FREMONT","CA","Public 2 Year","1896","6470902"
"125000","ORANGE COAST COLLEGE - FIN AID OFF","COSTA MESA","CA","Public 2 Year","5336","19760620"
"125100","OTIS COLLEGE OF ART AND DESIGN","LOS ANGELES","CA","Private 4 Year","566","2620383"
"1284200","OXNARD COLLEGE","OXNARD","CA","Public 2 Year","3484","10954136"
"3901300","PACIFIC COAST TRADE SCHOOL","OXNARD","CA","Proprietary 2 Year","269","893485"
"3299300","PACIFIC COLLEGE","COSTA MESA","CA","Proprietary 4 Year","237","907955"
"3027700","PACIFIC COLLEGE OF ORIENTAL MED","SAN DIEGO","CA","Proprietary 4 Year","327","1133603"
"125500","PACIFIC OAKS COLLEGE","PASADENA","CA","Private 4 Year","170","491545"
"3163300","PACIFIC STATES UNIVERSITY","LOS ANGELES","CA","Private 4 Year","4","10963"
"125800","PACIFIC UNION COLLEGE","ANGWIN","CA","Private 4 Year","651","2662924"
"4001300","PALACE BEAUTY COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","188","657354"
"4014400","PALLADIUM TECHNICAL ACADEMY","EL MONTE","CA","Proprietary 2 Year","95","424756"
"2138300","PALO ALTO UNIVERSITY","PALO ALTO","CA","Private 4 Year","68","301776"
"125900","PALO VERDE COLLEGE","BLYTHE","CA","Public 2 Year","401","1459325"
"126000","PALOMAR COLLEGE","SAN MARCOS","CA","Public 2 Year","4446","14070895"
"2537200","PALOMAR INSTITUTE OF COSMETOLOGY","SAN MARCOS","CA","Proprietary 2 Year","152","508484"
"2059800","PARIS BEAUTY COLLEGE","CONCORD","CA","Proprietary 2 Year","79","278552"
"126100","PASADENA CITY COLLEGE","PASADENA","CA","Public 2 Year","8075","28279600"
"449000","PATTEN UNIVERSITY","OAKLAND","CA","Private 4 Year","205","744429"
"4175200","PAUL MITCHELL THE SCHOOL EAST BAY","PLEASANT HILL","CA","Proprietary 2 Year","216","748577"
"4165900","PAUL MITCHELL THE SCHOOL FRESNO","FRESNO","CA","Proprietary 2 Year","248","962348"
"4158200","PAUL MITCHELL THE SCHOOL SHERMAN OAKS","SHERMAN OAKS","CA","Proprietary 2 Year","223","822989"
"1014900","PEPPERDINE UNIVERSITY","MALIBU","CA","Private 4 Year","895","3665673"
"2608900","PINNACLE COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","221","806176"
"117200","PITZER COLLEGE","CLAREMONT","CA","Private 4 Year","194","778909"
"3062700","PLATT COLLEGE","LOS ANGELES","CA","Proprietary 4 Year","1037","3950893"
"2304300","PLATT COLLEGE, SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","282","1179006"
"126200","POINT LOMA NAZARENE UNIVERSITY","SAN DIEGO","CA","Private 4 Year","673","2781142"
"3029600","POMONA ADULT SCHOOL","POMONA","CA","Public 2 Year","176","482371"
"117300","POMONA COLLEGE","CLAREMONT","CA","Private 4 Year","269","1153003"
"126800","PORTERVILLE COLLEGE","PORTERVILLE","CA","Public 2 Year","2650","9117191"
"1162600","PRACTICAL SCHOOLS","ANAHEIM","CA","Proprietary 4 Year","1984","7852845"
"4161300","PREFERRED COLLEGE OF NURSING","VAN NUYS","CA","Proprietary 2 Year","80","278330"
"4150500","PREFERRED COLLEGE OF NURSING, LOS ANGELE","LOS ANGELES","CA","Proprietary 2 Year","110","417775"
"3125800","PREMIERE CAREER COLLEGE","IRWINDALE","CA","Proprietary 2 Year","510","1973911"
"3479300","PROFESSIONAL CAREER INSTITUTE","CERRITOS","CA","Proprietary 2 Year","111","372063"
"3367300","PROFESSIONAL GOLFERS CAREER COLLEGE","TEMECULA","CA","Proprietary 2 Year","197","723481"
"1298400","PROFESSIONAL INSTITUTE OF BEAUTY","EL MONTE","CA","Proprietary 2 Year","174","659161"
"4023400","PROTEUS","VISALIA","CA","Private 2 Year","10","35331"
"4153900","PROVIDENCE CHRISTIAN COLLEGE","PASADENA","CA","Private 4 Year","31","118905"
"4177200","REAL BARBERS COLLEGE (THE)","ANAHEIM","CA","Proprietary 2 Year","134","535598"
"130800","REEDLEY COLLEGE","REEDLEY","CA","Public 2 Year","5547","18544997"
"126900","RIO HONDO COLLEGE","WHITTIER","CA","Public 2 Year","5989","18724368"
"127000","RIVERSIDE CITY COLLEGE","RIVERSIDE","CA","Public 2 Year","7494","20505242"
"1294200","ROSEMEAD BEAUTY SCHOOL","ROSEMEAD","CA","Proprietary 2 Year","381","1372279"
"3054100","ROYALE COLLEGE OF BEAUTY","TEMECULA","CA","Proprietary 2 Year","76","260535"
"4150300","RWM FIBER OPTICS","CARSON","CA","Proprietary 2 Year","86","340715"
"4162800","S.I.C.E PAUL MITCHELL PARTNER SCHOOL","MODESTO","CA","Proprietary 2 Year","319","1268958"
"123300","SACRAMENTO CITY COLLEGE","SACRAMENTO","CA","Public 2 Year","7938","24963851"
"891800","SADDLEBACK COLLEGE","MISSION VIEJO","CA","Public 2 Year","3213","11710647"
"4205800","SAE INSTITUTE OF TECHNOLOGY, LOS ANGELES","LOS ANGELES","CA","Proprietary 2 Year","13","43325"
"3069500","SAGE COLLEGE","MORENO VALLEY","CA","Proprietary 2 Year","463","1447221"
"130200","SAINT MARY'S COLLEGE OF CALIFORNIA","MORAGA","CA","Private 4 Year","979","3993230"
"4185200","SALINAS BEAUTY COLLEGE","SALINAS","CA","Proprietary 2 Year","45","188398"
"720300","SALON SUCCESS ACADEMY","UPLAND","CA","Proprietary 2 Year","224","826077"
"1309500","SALON SUCCESS ACADEMY","CORONA","CA","Proprietary 2 Year","338","1260537"
"2211000","SALON SUCCESS ACADEMY","SAN BERNARDINO","CA","Proprietary 2 Year","41","164383"
"701200","SAMUEL MERRITT COLLEGE","OAKLAND","CA","Private 4 Year","157","629775"
"127200","SAN BERNARDINO VALLEY COLLEGE","SAN BERNARDINO","CA","Public 2 Year","5793","18519607"
"1203100","SAN DIEGO CHRISTIAN COLLEGE","EL CAJON","CA","Private 4 Year","445","1562267"
"127300","SAN DIEGO CITY COLLEGE","SAN DIEGO","CA","Public 2 Year","7291","24354032"
"2241600","SAN DIEGO CONTINUING EDUCATION","SAN DIEGO","CA","Public 2 Year","167","432890"
"4145000","SAN DIEGO CULINARY INSTITUTE","SAN DIEGO","CA","Proprietary 2 Year","88","277833"
"127500","SAN DIEGO MESA COLLEGE","SAN DIEGO","CA","Public 2 Year","5107","17929332"
"1182000","SAN DIEGO MIRAMAR COLLEGE","SAN DIEGO","CA","Public 2 Year","2663","8814959"
"115100","SAN DIEGO STATE UNIVERSITY","SAN DIEGO","CA","Public 4 Year","10560","44653158"
"394800","SAN FRANCISCO ART INSTITUTE","SAN FRANCISCO","CA","Private 4 Year","162","643828"
"127800","SAN FRANCISCO CONSERVATORY OF MUSIC","SAN FRANCISCO","CA","Private 4 Year","57","272030"
"4141300","SAN FRANCISCO INSTITUTE OF ESTHETICS","SAN FRANCISCO","CA","Proprietary 2 Year","135","485710"
"115400","SAN FRANCISCO STATE UNIVERSITY","SAN FRANCISCO","CA","Public 4 Year","11439","46543301"
"128000","SAN JOAQUIN DELTA COLLEGE","STOCKTON","CA","Public 2 Year","8947","30203284"
"2120700","SAN JOAQUIN VALLEY COLLEGE","VISALIA","CA","Proprietary 2 Year","7404","29368634"
"128200","SAN JOSE CITY COLLEGE","SAN JOSE","CA","Public 2 Year","2981","10122306"
"115500","SAN JOSE STATE UNIVERSITY","SAN JOSE","CA","Public 4 Year","10407","42370502"
"4173400","SANTA ANA BEAUTY ACADEMY","SANTA ANA","CA","Proprietary 2 Year","36","111666"
"128400","SANTA ANA COLLEGE","SANTA ANA","CA","Public 2 Year","4150","13509323"
"998900","SANTA BARBARA BUSINESS COLLEGE","SANTA BARBARA","CA","Proprietary 4 Year","456","1667310"
"2577900","SANTA BARBARA BUSINESS COLLEGE","BAKERSFIELD","CA","Proprietary 4 Year","953","3588887"
"2578000","SANTA BARBARA BUSINESS COLLEGE","SANTA MARIA","CA","Proprietary 4 Year","354","1282252"
"128500","SANTA BARBARA CITY COLLEGE","SANTA BARBARA","CA","Public 2 Year","5014","16192703"
"132600","SANTA CLARA UNIVERSITY","SANTA CLARA","CA","Private 4 Year","850","3450665"
"128600","SANTA MONICA COLLEGE","SANTA MONICA","CA","Public 2 Year","8458","28677939"
"128700","SANTA ROSA JUNIOR COLLEGE","SANTA ROSA","CA","Public 2 Year","4848","16493329"
"3695700","SANTIAGO CANYON COLLEGE","ORANGE","CA","Public 2 Year","1651","5158830"
"117400","SCRIPPS COLLEGE","CLAREMONT","CA","Private 4 Year","115","502897"
"2359300","SHASTA BIBLE COLLEGE","REDDING","CA","Private 4 Year","45","177727"
"128900","SHASTA COLLEGE","REDDING","CA","Public 2 Year","3863","12881264"
"4161700","SHASTA SCHOOL OF COSMETOLOGY","REDDING","CA","Proprietary 2 Year","84","345833"
"129000","SIERRA COLLEGE","ROCKLIN","CA","Public 2 Year","7297","24627905"
"2064300","SIERRA COLLEGE OF BEAUTY","MERCED","CA","Proprietary 2 Year","162","612000"
"2188400","SIERRA VALLEY COLLEGE OF COURT REPORTING","FRESNO","CA","Proprietary 2 Year","159","637263"
"129100","SIMPSON UNIVERSITY","REDDING","CA","Private 4 Year","723","2749273"
"950900","SKILLS & BUSINESS EDUCATION CENTER","SACRAMENTO","CA","Public 2 Year","531","2141628"
"771300","SKYLINE COLLEGE","SAN BRUNO","CA","Public 2 Year","2613","8690467"
"122900","SO CA UNIV  HEALTH SCIENCES","WHITTIER","CA","Private 4 Year","16","47136"
"3814400","SOKA UNIVERSITY OF AMERICA","ALISO VIEJO","CA","Private 4 Year","134","559460"
"129200","SOLANO COMMUNITY COLLEGE","FAIRFIELD","CA","Public 2 Year","3465","10359717"
"115600","SONOMA STATE UNIVERSITY","ROHNERT PARK","CA","Public 4 Year","2579","10378004"
"2597300","SOUTH BAYLO UNIVERSITY","ANAHEIM","CA","Private 4 Year","55","225459"
"2277400","SOUTH COAST COLLEGE","ORANGE","CA","Proprietary 2 Year","340","1332872"
"3332300","SOUTHERN CA BIBLE CLG & SEMINARY","EL CAJON","CA","Private 4 Year","39","111912"
"2075800","SOUTHERN CA INST OF ARCHITECTURE","LOS ANGELES","CA","Private 4 Year","131","619068"
"3113600","SOUTHERN CALIFORNIA INST OF TECHNOL","ANAHEIM","CA","Proprietary 4 Year","716","2747964"
"4172000","SOUTHERN CALIFORNIA UNIVERSITY SOMA","LOS ANGELES","CA","Proprietary 4 Year","3","9300"
"129400","SOUTHWESTERN COLLEGE","CHULA VISTA","CA","Public 2 Year","5512","20165736"
"3359300","ST. FRANCIS CAREER COLLEGE","LYNWOOD","CA","Private 2 Year","130","478282"
"3889300","STANBRIDGE COLLEGE","IRVINE","CA","Proprietary 4 Year","595","1875294"
"130500","STANFORD UNIVERSITY","STANFORD","CA","Private 4 Year","1246","5144532"
"3108100","SUMMIT CAREER COLLEGE","COLTON","CA","Proprietary 2 Year","1472","6350127"
"130900","TAFT COLLEGE","TAFT","CA","Public 2 Year","997","3334270"
"4057300","TECHSKILLS OF CALIFORNIA","SACRAMENTO","CA","Proprietary 2 Year","508","1453466"
"2236400","THANH LE COLG, SCH OF COSMETOLOGY","GARDEN GROVE","CA","Proprietary 2 Year","71","272393"
"2518400","THE NATIONAL HISPANIC UNIVERSITY","SAN JOSE","CA","Proprietary 4 Year","401","1334035"
"2358000","THOMAS AQUINAS COLLEGE","SANTA PAULA","CA","Private 4 Year","125","504533"
"4004300","THUY PRINCESS BEAUTY COLLEGE","POMONA","CA","Proprietary 2 Year","111","447985"
"4142500","TOURO COLLEGE LOS ANGELES","WEST HOLLYWOOD","CA","Private 4 Year","34","157003"
"4142600","TOURO UNIVERSITY","VALLEJO","CA","Private 4 Year","28","122241"
"4169200","TRAMY BEAUTY SCHOOL","SAN DIEGO","CA","Proprietary 2 Year","237","817401"
"2497300","TRINITY COLLEGE","VISALIA","CA","Proprietary 2 Year","820","3155826"
"4160100","TRINITY VOCATIONAL CENTER","GARDENA","CA","Proprietary 2 Year","115","410263"
"4127900","TUI UNIVERSITY","CYPRESS","CA","Proprietary 4 Year","915","3328160"
"1231700","TULARE BEAUTY COLLEGE","TULARE","CA","Proprietary 2 Year","62","240410"
"4176200","TWIN RIVERS ADULT SCHOOL","NORTH HIGHLANDS","CA","Public 2 Year","572","2170567"
"3113300","UEI COLLEGE","FRESNO","CA","Proprietary 2 Year","1032","4024294"
"2559300","UNITED EDUCATION INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","9579","37246980"
"4169700","UNITEK COLLEGE","FREMONT","CA","Proprietary 4 Year","362","1296299"
"1244600","UNIVERSAL COLLEGE OF BEAUTY","LOS ANGELES","CA","Proprietary 2 Year","102","416806"
"3427500","UNIVERSITY OF ANTELOPE VALLEY","LANCASTER","CA","Proprietary 4 Year","924","3554199"
"131500","UNIVERSITY OF CALIFORNIA (UCLA)","LOS ANGELES","CA","Public 4 Year","10283","44051889"
"4127100","UNIVERSITY OF CALIFORNIA, MERCED","MERCED","CA","Public 4 Year","2916","13062967"
"131200","UNIVERSITY OF CALIFORNIA-BERKELEY","BERKELEY","CA","Public 4 Year","9487","39803633"
"131300","UNIVERSITY OF CALIFORNIA-DAVIS","DAVIS","CA","Public 4 Year","10840","47194297"
"131400","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","Public 4 Year","9082","39736883"
"131600","UNIVERSITY OF CALIFORNIA-RIVERSIDE","RIVERSIDE","CA","Public 4 Year","10882","47051186"
"131700","UNIVERSITY OF CALIFORNIA-SAN DIEGO","LA JOLLA","CA","Public 4 Year","10803","48136154"
"132000","UNIVERSITY OF CALIFORNIA-SANTA BARB","SANTA BARBARA","CA","Public 4 Year","7149","30884303"
"132100","UNIVERSITY OF CALIFORNIA-SANTA CRUZ","SANTA CRUZ","CA","Public 4 Year","6589","28235848"
"3995300","UNIVERSITY OF EAST-WEST MEDICINE","SUNNYVALE","CA","Proprietary 4 Year","8","38275"
"121600","UNIVERSITY OF LA VERNE","LA VERNE","CA","Private 4 Year","2440","8619582"
"132200","UNIVERSITY OF REDLANDS","REDLANDS","CA","Private 4 Year","1156","4220592"
"1039500","UNIVERSITY OF SAN DIEGO","SAN DIEGO","CA","Private 4 Year","958","3643088"
"132500","UNIVERSITY OF SAN FRANCISCO","SAN FRANCISCO","CA","Private 4 Year","1705","6831136"
"132800","UNIVERSITY OF SOUTHERN CALIFORNIA","LOS ANGELES","CA","Private 4 Year","4170","17489566"
"132900","UNIVERSITY OF THE PACIFIC","STOCKTON","CA","Private 4 Year","1690","7250205"
"3696300","UNIVERSITY OF THE WEST","ROSEMEAD","CA","Private 4 Year","15","39233"
"3441400","VALLEY CAREER COLLEGE","EL CAJON","CA","Proprietary 2 Year","250","878050"
"4114500","VALLEY COLLEGE OF MEDICAL CAREERS","WEST HILLS","CA","Proprietary 2 Year","107","353537"
"129300","VANGUARD UNIVERSITY OF SOUTHERN CA","COSTA MESA","CA","Private 4 Year","870","3285382"
"3084700","VENTURA ADULT\CONTINUING EDUCATION","VENTURA","CA","Public 2 Year","148","478431"
"133400","VENTURA COLLEGE","VENTURA","CA","Public 2 Year","4875","16129411"
"2128200","VICTOR VALLEY BEAUTY COLLEGE, INC","VICTORVILLE","CA","Proprietary 2 Year","146","522022"
"133500","VICTOR VALLEY COLLEGE","VICTORVILLE","CA","Public 2 Year","6864","23363794"
"4116000","VIDEO SYMPHONY ENTERTRAINING","BURBANK","CA","Proprietary 2 Year","317","1318380"
"3150500","VIRGINIA SEWING MACHINES & SCH CTR","LOS ANGELES","CA","Proprietary 2 Year","59","203439"
"2061600","WAYNES COLLEGE OF BEAUTY","SALINAS","CA","Proprietary 2 Year","9","22708"
"3639300","WEST COAST ULTRASOUND INSTITUTE","BEVERLY HILLS","CA","Proprietary 2 Year","917","3321803"
"3698300","WEST COAST UNIVERSITY","LOS ANGELES","CA","Proprietary 4 Year","1973","7715677"
"4111300","WEST HILLS COLLEGE LEMOORE","LEMOORE","CA","Public 2 Year","2254","6901998"
"117600","WEST HILLS COMMUNITY COLLEGE","COALINGA","CA","Public 2 Year","1268","4470228"
"859600","WEST LOS ANGELES COLLEGE","CULVER CITY","CA","Public 2 Year","3997","12635887"
"133800","WEST VALLEY COLLEGE","SARATOGA","CA","Public 2 Year","2087","6804346"
"3062300","WESTECH COLLEGE","ONTARIO","CA","Proprietary 2 Year","849","3165103"
"722900","WESTERN BEAUTY INSTITUTE","PANORAMA CITY","CA","Proprietary 2 Year","896","3264266"
"4088300","WESTMED COLLEGE","SAN JOSE","CA","Private 2 Year","145","491497"
"134100","WESTMONT COLLEGE","SANTA BARBARA","CA","Private 4 Year","293","1185022"
"3072700","WESTWOOD COLLEGE - LOS ANGELES","LOS ANGELES","CA","Proprietary 4 Year","5761","20774384"
"134200","WHITTIER COLLEGE","WHITTIER","CA","Private 4 Year","635","2698619"
"128100","WILLIAM JESSUP UNIVERSITY","ROCKLIN","CA","Private 4 Year","462","1820283"
