"OPEID","NAME","CITY","STATE","Insttype","Recips","Awards"
"284200","BUFFALO STATE COLLEGE - SUNY","BUFFALO","NY","Public 4 Year","5068","20122587"
"2572900","BUSINESS INFORMATICS CENTER","VALLEY STREAM","NY","Proprietary 2 Year","62","231518"
"268100","CANISIUS COLLEGE","BUFFALO","NY","Private 4 Year","1023","3897108"
"2056400","CAPRI COSMETOLOGY LEARNING CENTER","NANUET","NY","Proprietary 2 Year","223","679409"
"4125600","CAREER SCHOOL OF NY","STATEN ISLAND","NY","Private 2 Year","100","308653"
"2110900","CATTARAUGUS/ALLEGANY BOCES","OLEAN","NY","Public 2 Year","82","260229"
"286100","CAYUGA COMMUNITY COLLEGE","AUBURN","NY","Public 2 Year","2613","9194429"
"2145800","CAYUGA ONONDAGA BOCES","AUBURN","NY","Public 2 Year","38","159969"
"268500","CAZENOVIA COLLEGE","CAZENOVIA","NY","Private 4 Year","480","1926539"
"3773300","CENTER FOR NATURAL WELLNESS SCHOOL OF MA","ALBANY","NY","Proprietary 2 Year","82","274896"
"1292700","CENTRAL TECH NURSING PROGRAM","SYRACUSE","NY","Public 2 Year","54","202712"
"477600","CENTRAL YESHIVA TOMCHEI TMIMIM LUBA","BROOKLYN","NY","Private 4 Year","521","2655075"
"843700","CHAMPLAIN VALLEY - TEC/PRN","PLATTSBURGH","NY","Public 2 Year","21","87672"
"1161400","CHAMPLAIN VALLEY HOSP SCH RAD TECH","PLATTSBURGH","NY","Private 2 Year","4","15150"
"3096200","CHARLES STUART SCHOOL","BROOKLYN","NY","Proprietary 2 Year","37","126717"
"2176000","CHERYL FELL'S SCHOOL OF BUSINESS","NIAGARA FALLS","NY","Proprietary 2 Year","60","262999"
"2125500","CIRCLE IN THE SQUARE THEATRE SCHOOL","NEW YORK","NY","Private 2 Year","18","73275"
"268800","CITY COLLEGE-CUNY","NEW YORK","NY","Public 4 Year","7302","31412452"
"269900","CLARKSON UNIVERSITY","POTSDAM","NY","Private 4 Year","856","3357076"
"678700","CLINTON COMMUNITY COLLEGE","PLATTSBURGH","NY","Public 2 Year","1008","3535368"
"644300","COCHRAN SCH NSG-ST JOHN RVSDE HOSP","YONKERS","NY","Private 2 Year","63","177246"
"270100","COLGATE UNIVERSITY","HAMILTON","NY","Private 4 Year","325","1329886"
"4131500","COLLECTIVE (THE)","NEW YORK","NY","Proprietary 2 Year","2","10900"
"270300","COLLEGE OF MOUNT SAINT VINCENT","RIVERDALE","NY","Private 4 Year","864","3685629"
"270400","COLLEGE OF NEW ROCHELLE","NEW ROCHELLE","NY","Private 4 Year","3522","14105970"
"270500","COLLEGE OF SAINT ROSE","ALBANY","NY","Private 4 Year","1090","4379294"
"270700","COLUMBIA UNIVERSITY","NEW YORK","NY","Private 4 Year","1800","7519718"
"678900","COLUMBIA-GREENE COMMUNITY COLLEGE","HUDSON","NY","Public 2 Year","1022","3533309"
"3089700","COMPUTER CAREER CENTER","GARDEN CITY","NY","Proprietary 2 Year","881","3190676"
"270900","CONCORDIA COLLEGE","BRONXVILLE","NY","Private 4 Year","317","1306673"
"752200","CONTINENTAL SCH OF BEAUTY CULTURE","ROCHESTER","NY","Proprietary 2 Year","645","2083384"
"2617000","CONTINENTAL SCH OF BEAUTY CULTURE","BATAVIA","NY","Proprietary 2 Year","173","549090"
"818900","CONTINENTAL SCHOOL OF BEAUTY CULTURE - B","WEST SENECA","NY","Proprietary 2 Year","318","1050175"
"271000","COOPER UNION","NEW YORK","NY","Private 4 Year","181","749949"
"271100","CORNELL UNIVERSITY","ITHACA","NY","Private 4 Year","2472","9937522"
"286300","CORNING COMMUNITY COLLEGE","CORNING","NY","Public 2 Year","2330","7736690"
