"OPE ID","Institution Name","Institution City","Institution State","Institution Type And Control","Total Awards","Total Recipients"
"2124000","ORANGE ULSTER BOCES SCH OF PRAC NRS","GOSHEN","NY","Public - 2 Year","215004","54"
"2126300","MADISON-ONEIDA BOCES PRAC NRS","VERONA","NY","Public - 2 Year","188353","52"
"570700","SEARK COLLEGE","PINE BLUFF","AR","Public - 2 Year","4735550","1297"
"2129000","TRIANGLE TECH","GREENSBURG","PA","Proprietary - 2 Year","1042746","305"
"2510600","BLACKFEET COMMUNITY COLLEGE","BROWNING","MT","Private - 2 Year","1549842","400"
"1260609","EMPIRE BEAUTY SCHOOL - HIGHLAND","LOUISVILLE","KY","Proprietary - 2 Year","534578","148"
"547104","NORTHEAST LOUISIANA TECHNICAL COLLEGE","BASTROP","LA","Public - 2 Year","414681","104"
"423300","MERCY/ST. LUKE'S SCH RAD TECH","CEDAR RAPIDS","IA","Private - 2 Year","23500","6"
"2138500","BOCES RENSSELAER SCHOOL OF PN","CASTLETON","NY","Public - 2 Year","211196","46"
"2132800","NAT'L CONSERVATORY DRAMATIC ARTS","WASHINGTON","DC","Private - 2 Year","70993","17"
"2137100","BLACK HILLS BEAUTY COLLEGE","RAPID CITY","SD","Proprietary - 2 Year","353061","85"
"2134800","OLD TOWN BARBER AND BEAUTY COLLEGE","WICHITA","KS","Proprietary - 2 Year","297784","66"
"2340600","HUMACAO COMMUNITY COLLEGE","HUMACAO","PR","Private - 4 Year","3238657","903"
"660600","BAPTIST HS SCHOOL OF HEALTH PROFESSIONS","SAN ANTONIO","TX","Proprietary - 4 Year","1056693","276"
"2351700","PAUL MITCHELL THE SCHOOL - LOUISVILLE","LOUISVILLE","KY","Proprietary - 2 Year","672136","175"
"2132300","BERDAN INSTITUTE","TOTOWA","NJ","Proprietary - 2 Year","2876296","836"
"2171500","WESTERN INTERNATIONAL UNIVERSITY","PHOENIX","AZ","Proprietary - 4 Year","3050024","926"
"2142200","LEX LA RAY TECHNICAL CENTER","LEXINGTON","MO","Public - 2 Year","108063","32"
"2140800","MARTIN UNIVERSITY","INDIANAPOLIS","IN","Private - 4 Year","2085355","642"
"2144800","VET TECH INSTITUTE OF HOUSTON","HOUSTON","TX","Proprietary - 2 Year","929687","257"
"791200","THADDEUS STEVENS CLG OF TECHNOLOGY","LANCASTER","PA","Public - 2 Year","2182851","533"
"2143500","STERLING COLLEGE","CRAFTSBURY COMMON","VT","Private - 4 Year","244864","59"
"2137000","ROB ROY ACADEMY","TAUNTON","MA","Proprietary - 2 Year","161200","43"
"2188200","SITTING BULL COLLEGE","FORT YATES","ND","Public - 4 Year","808784","233"
"2127900","SOJOURNER DOUGLASS COLLEGE","BALTIMORE","MD","Private - 4 Year","4749817","1188"
"2145800","CAYUGA ONONDAGA BOCES","AUBURN","NY","Public - 2 Year","146389","46"
"2144000","VISION ACADEMY, THE","ALLENTOWN","PA","Proprietary - 2 Year","401542","111"
"2163300","UNIVERSIDAD CENTRAL DEL CARIBE","BAYAMON","PR","Private - 4 Year","628019","142"
"2144600","KILIAN COMMUNITY COLLEGE","SIOUX FALLS","SD","Private - 2 Year","674363","290"
"2146600","SOUTH MOUNTAIN COMMUNITY COLLEGE","PHOENIX","AZ","Public - 2 Year","9898228","2972"
"2195400","MODERN HAIRSTYLING INSTITUTE","BAYAMON","PR","Proprietary - 2 Year","1682122","466"
"2195500","MODERN HAIRSTYLING INSTITUTE","ARECIBO","PR","Proprietary - 2 Year","403722","115"
"2195900","MODERN HAIRSTYLING INSTITUTE","CAROLINA","PR","Proprietary - 2 Year","1734350","500"
"2140400","ST JOSEPH SCH OF PRAC NRSG","NASHUA","NH","Private - 2 Year","177702","57"
"3029600","POMONA ADULT SCHOOL","POMONA","CA","Public - 2 Year","704600","230"
"2141500","SAVANNAH COLLEGE OF ART & DESIGN","SAVANNAH","GA","Private - 4 Year","9698858","2520"
"2143400","SALISH KOOTENAI COLLEGE","PABLO","MT","Public - 4 Year","2915202","745"
"243500","SOUTHEASTERN BAPTIST COLLEGE","LAUREL","MS","Private - 4 Year","164221","47"
"147300","CLEARWATER CHRISTIAN COLLEGE","CLEARWATER","FL","Private - 4 Year","924413","239"
"2140700","COMMUNITY EDUCATIONAL SERVICES","CANTON","OH","Public - 2 Year","325063","78"
"3098600","CAREER TECH CTR OF LACKAWANNA CNTY","SCRANTON","PA","Public - 2 Year","202759","58"
"2321200","ORANGE TECH EDUC CTR- WESTSIDE TECH","WINTER GARDEN","FL","Public - 2 Year","1351400","428"
"2171900","AILEY SCHOOL (THE)","NEW YORK","NY","Private - 2 Year","71741","18"
"2300100","EVEREST COLLEGE","BREMERTON","WA","Proprietary - 2 Year","8644761","2583"
"548804","LOUISIANA TECHNICAL COLLEGE - ASCENSION","SORRENTO","LA","Public - 2 Year","44688","10"
"843700","CHAMPLAIN VALLEY - TEC/PRN","PLATTSBURGH","NY","Public - 2 Year","93756","22"
"2161400","NORTHEASTERN HOSP SCH OF NRSG","PHILADELPHIA","PA","Private - 2 Year","168138","57"
"2148700","CONNECTICUT INST OF HAIR DESIGN","WOLCOTT","CT","Proprietary - 2 Year","182944","53"
"2153500","OAKBRIDGE ACADEMY OF ARTS","LOWER BURRELL","PA","Proprietary - 2 Year","188167","50"
"2141100","EMPIRE BEAUTY SCHOOL-LITTLETON","WESTMINSTER","CO","Proprietary - 2 Year","885923","240"
"997500","NORTHWEST LOUISIANA TECHNICAL COLLEGE","MINDEN","LA","Public - 2 Year","1571181","448"
"469202","DORSEY SCHOOL OF BUSINESS","MADISON HEIGHTS","MI","Proprietary - 2 Year","1355896","383"
"469201","DORSEY SCHOOL OF BUSINESS","WAYNE","MI","Proprietary - 2 Year","838750","267"
"2150600","COSMETOLOGY AND SPA INSTITUTE (THE)","CRYSTAL LAKE","IL","Proprietary - 2 Year","540492","164"
"2146000","WAYNE-FINGER LAKES BOCES","NEWARK","NY","Public - 2 Year","659486","195"
"2154400","BEAU MONDE CLG OF HAIR DESIGN","PORTLAND","OR","Proprietary - 2 Year","544556","132"
"2363500","ARTHUR'S BEAUTY COLLEGE","FORT SMITH","AR","Proprietary - 2 Year","208283","56"
"2185800","MOLER BARBER COLLEGE","OAKLAND","CA","Proprietary - 2 Year","382884","92"
"2146800","JOE KUBERT SCH OF CARTOON & GRAPHIC","DOVER","NJ","Proprietary - 2 Year","182396","41"
"2154900","MISSOURI SCH OF BARB & HAIR","FLORISSANT","MO","Proprietary - 2 Year","125983","29"
"2148300","MANHATTAN BEAUTY SCHOOL","TAMPA","FL","Proprietary - 2 Year","2299443","655"
"2148200","FASHION FOCUS HAIR ACADEMY","SARASOTA","FL","Proprietary - 2 Year","249156","65"
"849800","MIMS CLASSIC BEAUTY COLLEGE","SAN ANTONIO","TX","Proprietary - 2 Year","229606","67"
"2167800","ESTES INSTITUTE OF COSMETOLOGY","VISALIA","CA","Proprietary - 2 Year","454831","110"
"2166100","NUNEZ COMMUNITY COLLEGE","CHALMETTE","LA","Public - 2 Year","4951812","1448"
"2159100","APPALACHIAN BEAUTY SCHOOL, INC.","SOUTH WILLIAMSON","KY","Proprietary - 2 Year","110300","22"
"2134500","LA JAMES INTERNATIONAL COLLEGE - DAV","DAVENPORT","IA","Proprietary - 2 Year","137209","39"
"826000","IOWA SCHOOL OF BEAUTY INC","DES MOINES","IA","Proprietary - 2 Year","573147","155"
"2158600","MR BELA'S SCHOOL OF COSMETOLOGY","WARREN","MI","Proprietary - 2 Year","428734","122"
"2158500","OHIO BUSINESS COLLEGE","SHEFFIELD","OH","Proprietary - 2 Year","4303834","1239"
"2601600","HENRY W BREWSTER TECHNICAL CENTER","TAMPA","FL","Public - 2 Year","774354","233"
"2151900","KEISER  UNIVERSITY","FORT LAUDERDALE","FL","Private - 4 Year","57479235","14638"
"2159700","NEW HOPE CHRISTIAN COLLEGE","EUGENE","OR","Private - 4 Year","831187","207"
"2151500","CENTRAL SUSQUEHANNA LPN CENTER","LEWISBURG","PA","Public - 2 Year","330561","101"
"2153100","JON NAVE UNIVERSITY OF COSMETOLOGY","ANTIOCH","TN","Proprietary - 2 Year","1177877","336"
"2304300","PLATT COLLEGE, SAN DIEGO","SAN DIEGO","CA","Proprietary - 4 Year","1175212","268"
"548904","CENTRAL LOUISIANA TECHNICAL COLLEGE","OAKDALE","LA","Public - 2 Year","391792","102"
"2154000","DIVERS ACAD OF EASTERN SEABOARD","ERIAL","NJ","Proprietary - 2 Year","304132","104"
"2325100","KEY COLLEGE","DANIA BEACH","FL","Proprietary - 2 Year","152574","47"
"2156700","FLORIDA CHRISTIAN COLLEGE","KISSIMMEE","FL","Private - 4 Year","801550","208"
"2304700","TRI-RIVERS CAREER CENTER","MARION","OH","Public - 2 Year","262685","77"
"2156600","DAVIS APPLIED TECHNOLOGY COLLEGE","KAYSVILLE","UT","Public - 2 Year","1092115","416"
"2157900","ROCHESTER GENERAL HOSPITAL","ROCHESTER","NY","Private - 2 Year","157314","53"
"2158200","WSHNGTN-SARTGA-WARN-HMLTN-ESX BOCES","HUDSON FALLS","NY","Public - 2 Year","153636","40"
"2158300","JUNIATA-MIFFLIN CO AREA VOC TECH","LEWISTOWN","PA","Public - 2 Year","169613","60"
"547102","NORTHEAST LOUISIANA TECHNICAL COLLEGE","RUSTON","LA","Public - 2 Year","429285","120"
"2210400","FAYETTEVILLE BEAUTY COLLEGE","FAYETTEVILLE","NC","Proprietary - 2 Year","269025","65"
"757306","EMPIRE BEAUTY SCHOOL - THORNTON","THORNTON","CO","Proprietary - 2 Year","674371","170"
"2158400","HARRISON COLLEGE","INDIANAPOLIS","IN","Proprietary - 4 Year","18036702","5667"
"2160100","GENEVA GENERAL HOSPITAL","GENEVA","NY","Private - 2 Year","317644","92"
"2160300","INTERNATIONAL ACAD OF DESIGN & TECH","CHICAGO","IL","Proprietary - 4 Year","4406584","1143"
"2168100","TRI-COUNTY JOINT VOCATIONAL SCHOOL","NELSONVILLE","OH","Public - 2 Year","285979","91"
"997506","NORTHWEST LOUISIANA TECHNICAL COLLEGE","NATCHITOCHES","LA","Public - 2 Year","892202","216"
"812900","ADULT AND COMMUNITY EDUCATION @ HUDSON","COLUMBUS","OH","Public - 2 Year","770719","197"
"2161800","MUSICIANS INSTITUTE","HOLLYWOOD","CA","Proprietary - 4 Year","1808751","588"
"2160900","SALON PROFESSIONAL ACADEMY, THE","AMES","IA","Proprietary - 2 Year","574157","156"
"510200","SCH OF DIAGNOSTIC IMAGING-CLEVELAND","EUCLID","OH","Private - 2 Year","53952","14"
"527900","GREATER LOWELL REGNL VOC TECH SCH","TYNGSBORO","MA","Public - 2 Year","165525","38"
"2165200","SALON PROFESSIONAL ACADEMY (THE)","GRAND JUNCTION","CO","Proprietary - 2 Year","348414","80"
"2166200","ITI TECHNICAL COLLEGE","BATON ROUGE","LA","Proprietary - 2 Year","1880377","501"
"1086000","GREATER ALTOONA CAREER/TECH CENTER","ALTOONA","PA","Public - 2 Year","710998","186"
"2163500","NEW ENGLAND SCHOOL OF PHOTOGRAPHY","BOSTON","MA","Proprietary - 2 Year","61566","16"
"1194101","AMERICAN UNIVERSITY OF PUERTO RICO","MANATI","PR","Private - 4 Year","4570676","1072"
"2170700","BRUNSWICK COMMUNITY COLLEGE","BOLIVA","NC","Public - 2 Year","2620329","805"
"2169100","DAVIS COLLEGE","JOHNSON CITY","NY","Private - 4 Year","749056","180"
"2170300","INST EDUC TECNIA OCUP LA REINA","MANATI","PR","Proprietary - 2 Year","1654693","542"
"2172700","CONCORDE CAREER INSTITUTE","TAMPA","FL","Proprietary - 2 Year","1904516","550"
"2168600","EAST WEST UNIVERSITY","CHICAGO","IL","Private - 4 Year","2540027","704"
"2174400","TRIANGLE TECH","DU BOIS","PA","Proprietary - 2 Year","1048339","313"
"2173200","EMPIRE BEAUTY SCHOOL","NEW YORK","NY","Proprietary - 2 Year","3152444","1008"
"2219500","MILDRED ELLEY","ALBANY","NY","Proprietary - 2 Year","8073566","2206"
"2160305","COLLINS COLLEGE","PHOENIX","AZ","Proprietary - 4 Year","2229492","532"
"2550800","NEBRASKA INDIAN COMMUNITY COLLEGE","MACY","NE","Public - 2 Year","424358","132"
"2176000","CHERYL FELL'S SCHOOL OF BUSINESS","NIAGARA FALLS","NY","Proprietary - 2 Year","253275","67"
"2175800","LYNCHBURG GENERAL HOSP SCH OF NURSG","LYNCHBURG","VA","Private - 2 Year","189444","50"
"2176100","PIPO ACADEMY OF HAIR DESIGN","EL PASO","TX","Proprietary - 2 Year","180298","49"
"2174800","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHET","BEDFORD","NH","Proprietary - 2 Year","349709","99"
"1260608","EMPIRE BEAUTY SCHOOL - WARWICK","WARWICK","RI","Proprietary - 2 Year","305846","92"
"647700","CABARRUS COLLEGE OF HEALTH SCIENCES","CONCORD","NC","Private - 4 Year","633612","188"
"2178500","EAGLE GATE COLLEGE","MURRAY","UT","Proprietary - 4 Year","3927003","1140"
"1536100","GUAM COMMUNITY COLLEGE","BARRIGADA","GU","Public - 2 Year","6317905","1938"
"2533600","ROSS MEDICAL EDUCATION CENTER","LANSING","MI","Proprietary - 2 Year","2560296","719"
"2199700","HERITAGE CHRISTIAN UNIVERSITY","FLORENCE","AL","Private - 4 Year","107981","33"
"2179400","EASTERN SUFFOLK BOCES","BELLPORT","NY","Public - 2 Year","589167","160"
"2178900","ACADEMY OF HAIR DESIGN","HAZELTON","PA","Proprietary - 2 Year","945855","288"
"2180100","ROSS MEDICAL EDUCATION CENTER","WARREN","MI","Proprietary - 2 Year","2951221","760"
"2234000","CAMERON COLLEGE","NEW ORLEANS","LA","Proprietary - 2 Year","1048216","247"
"1015300","HELENE FULD COL OF NRSNG/N GEN HOSP","NEW YORK","NY","Private - 4 Year","542769","275"
"2179600","EMPIRE BEAUTY SCHOOL","SOMERSWORTH","NH","Proprietary - 2 Year","668843","197"
"2178200","CHARLESTON SCHOOL OF BEAUTY CULTURE","CHARLESTON","WV","Proprietary - 2 Year","458517","130"
"2185400","ST AUGUSTINE COLLEGE","CHICAGO","IL","Private - 4 Year","6020318","1578"
"2181600","ROB ROY ACADEMY","WORCESTER","MA","Proprietary - 2 Year","702807","213"
"2169600","CLEARFIELD CTY CAREER AND TECH CNTR","CLEARFIELD","PA","Public - 2 Year","249995","81"
"548817","LOUISIANA TEC CLG-JUMONVILLE MEM CP","NEW ROADS","LA","Public - 2 Year","271862","75"
"2183000","ORLEANS TECHNICAL INSTITUTE","PHILADELPHIA","PA","Private - 2 Year","1607254","542"
"2184400","SAND SPRINGS BEAUTY COLLEGE","SAND SPRINGS","OK","Proprietary - 2 Year","370836","115"
"533500","CENTRAL PENN INST OF SCI & TECH PNP","PLEASANT GAP","PA","Public - 2 Year","574995","147"
