"OPE_ID","NAME","CITY","STATE","Institution Type & Control","Total Recipients","Total Awards"
"3946300","FRANKLIN W. OLIN COLLEGE OF ENGINEERING","NEEDHAM","MA","Private 4 Year","23","93923"
"3948300","HARRISBURG UNIVERSITY OF SCIENCE AND TEC","HARRISBURG","PA","Private 4 Year","176","720068"
"3950500","NORTHWEST REGIONAL TECHNOLOGY INSTITUTE","ERIE","PA","Proprietary 2 Year","57","161356"
"3952300","NATIONAL MASSAGE THERAPY INSTITUTE","PHILADELPHIA","PA","Proprietary 2 Year","395","1289981"
"2331404","NORTHWEST HAIR ACADEMY - YAKIMA","YAKIMA","WA","Proprietary 2 Year","27","134690"
"3956300","SOUTH LOUISIANA COMMUNITY COLLEGE","LAFAYETTE","LA","Public 2 Year","3150","11261861"
"3957300","BLUE RIDGE COMMUNITY AND TECHNICAL COLLE","MARTINSBURG","WV","Public 2 Year","1528","5301426"
"3957400","NEW COLLEGE OF FLORIDA","SARASOTA","FL","Public 4 Year","232","985553"
"3960300","NEW RIVER COMMUNITY AND TECHNICAL COLLEG","BECKLEY","WV","Public 2 Year","1785","6727081"
"3962300","AMERICAN INSTITUTE OF MASSAGE THERAPY","SANTA ANA","CA","Proprietary 2 Year","23","73143"
"3963300","HEALING TOUCH CAREER COLLEGE","HATTIESBURG","MS","Proprietary 2 Year","129","430207"
"3964400","INTERNATIONAL SCHOOL OF BEAUTY","PALM DESERT","CA","Proprietary 2 Year","249","1081635"
"3965300","NEW ENGLAND COLLEGE OF FINANCE","BOSTON","MA","Proprietary 4 Year","261","763608"
"3965400","MYRANGEL BEAUTY INSTITUTE","SAN LORENZO","PR","Proprietary 2 Year","373","1394259"
"3965500","HAIR EXPRESSIONS ACADEMY","ROCKVILLE","MD","Proprietary 2 Year","184","689250"
"3968300","LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE","PORT HURON","MI","Proprietary 2 Year","16","59470"
"3969600","UEI COLLEGE","CERRITOS","CA","Proprietary 2 Year","1630","5579106"
"3970300","HANDS ON THERAPY","MESQUITE","TX","Proprietary 2 Year","72","248092"
"3970400","WELLSPRING SCHOOL OF ALLIED HEALTH","KANSAS CITY","MO","Proprietary 2 Year","144","436173"
"3971300","AMERICAN CAREER COLLEGE","ONTARIO","CA","Proprietary 2 Year","1730","6485320"
"3973300","EX'PRESSION COLLEGE FOR DIGTAL ARTS","EMERYVILLE","CA","Proprietary 4 Year","335","1435526"
"3974500","CALIFORNIA CAREER COLLEGE","CANOGA PARK","CA","Proprietary 2 Year","71","272177"
"3975300","INSTITUTE OF PROFESSIONAL CAREERS","LAS VEGAS","NV","Proprietary 2 Year","11","38487"
"3976300","MASSAGE THERAPY INSTITUTE OF COLORADO","DENVER","CO","Proprietary 2 Year","34","114030"
"3976500","ANN ARBOR INSTITUTE OF MASSAGE THERAPY","ANN ARBOR","MI","Proprietary 2 Year","30","86678"
"3980300","CALIFORNIA STATE UNIVERSITY CHANNEL ISLA","CAMARILLO","CA","Public 4 Year","2519","10364600"
"3982300","VISIBLE SCHOOL - MUSIC AND WORSHIPS ARTS","MEMPHIS","TN","Private 4 Year","58","252770"
"3983300","SCHOOL OF PROFESSIONAL HORTICULTURE, AT","BRONX","NY","Private 2 Year","1","5645"
"3985300","COMMERCIAL DIVING ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","236","793809"
"3986300","AVIATOR COLLEGE OF AERONAUTICAL SCIENCE","FORT PIERCE","FL","Proprietary 2 Year","9","20194"
"3987300","TEXAS HEALTH SCHOOL","HOUSTON","TX","Proprietary 2 Year","121","425813"
"3988300","SAE INSTITUTE OF TECHNOLOGY, NEW YORK","NEW YORK","NY","Proprietary 2 Year","150","540637"
"3995300","UNIVERSITY OF EAST-WEST MEDICINE","SUNNYVALE","CA","Proprietary 4 Year","15","59512"
"3997300","ARKANSAS BEAUTY COLLEGE","RUSSELLVILLE","AR","Proprietary 2 Year","45","156273"
"3999300","BEAUMONT ADULT SCHOOL","BEAUMONT","CA","Public 2 Year","116","474073"
"4001300","PALACE BEAUTY COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","146","552065"
"4003300","BLAKE AUSTIN COLLEGE","VACAVILLE","CA","Proprietary 2 Year","326","1226980"
"4004300","THUY PRINCESS BEAUTY COLLEGE","POMONA","CA","Proprietary 2 Year","91","386651"
"4005300","UNITED STATES UNIVERSITY","CHULA VISTA","CA","Proprietary 4 Year","162","609103"
"4006300","NUVO COLLEGE OF COSMETOLOGY","NORTON SHORES","MI","Proprietary 2 Year","55","171689"
"4014300","P&A SCHOLARS BEAUTY SCHOOL","DETROIT","MI","Proprietary 2 Year","239","828772"
"4014400","PALLADIUM TECHNICAL ACADEMY","EL MONTE","CA","Proprietary 2 Year","97","422051"
"4016500","AMERICAN INSTITUTE OF BEAUTY","LARGO","FL","Proprietary 2 Year","309","907118"
"4021300","AUGUSTA SCHOOL OF MASSAGE","EVANS","GA","Proprietary 2 Year","38","99992"
"4024300","EDUCATION AND TECHNOLOGY INSTITUTE","GREENSBURG","PA","Private 2 Year","3","11454"
"4028300","MOUNTAIN STATE SCHOOL OF MASSAGE","CHARLESTON","WV","Proprietary 2 Year","18","52905"
"4029300","TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY","JACKSONVILLE","FL","Proprietary 2 Year","41","133329"
"4031300","SALON PROFESSIONAL ACADEMY (THE)","FARGO","ND","Proprietary 2 Year","50","186864"
"4035300","TENNESSEE CAREER INSTITUTE","COLUMBIA","TN","Proprietary 2 Year","137","446583"
"4036300","SOUTHEAST TEXAS CAREER INSTITUTE","SILSBEE","TX","Proprietary 2 Year","130","456364"
"4037300","LOS ANGELES FILM SCHOOL (THE)","HOLLYWOOD","CA","Proprietary 4 Year","2050","8506389"
"4037500","ACADEMY OF HAIR DESIGN","SPRINGFIELD","MO","Proprietary 2 Year","98","368832"
"4038300","ATA CAREER EDUCATION","LOUISVILLE","KY","Proprietary 2 Year","1126","4031967"
"4038400","AVI CAREER INSTITUTE","GREAT FALLS","VA","Proprietary 2 Year","37","118712"
"4038500","PIERPONT COMMUNITY & TECHNICAL COLLEGE","FAIRMONT","WV","Public 2 Year","1513","5661105"
"4038600","BRIDGEVALLEY COMMUNITY AND TECHNICAL COL","SOUTH CHARLESTON","WV","Public 2 Year","1107","3995347"
"4038700","IDEAL BEAUTY ACADEMY","JEFFERSONVILLE","IN","Proprietary 2 Year","57","178481"
"4039300","SULLIVAN AND COGLIANO TRAINING CENTERS","MIAMI GARDENS","FL","Proprietary 2 Year","988","3539310"
"4040300","COMPASS CAREER COLLEGE","HAMMOND","LA","Proprietary 2 Year","182","627023"
"4041300","BERKS CAREER & TECHNOLOGY CENTER","LEESPORT","PA","Public 2 Year","23","76775"
"4041400","MOUNTWEST COMMUNITY AND TECHNICAL COLLEG","HUNTINGTON","WV","Public 2 Year","1281","4600226"
"4043300","ACE COMPUTER TRAINING CENTER","FOREST HILLS","NY","Proprietary 2 Year","127","419667"
"4045300","NORTHWEST BEAUTY SCHOOL","HOUSTON","TX","Proprietary 2 Year","47","164074"
"4045400","MAI-TRIX BEAUTY COLLEGE","HOUSTON","TX","Proprietary 2 Year","40","148848"
"4038601","BRIDGEVALLEY COMMUNITY AND TECHNICAL COL","MONTGOMERY","WV","Public 2 Year","298","1154259"
"4051300","ART INSTITUTE OF PHOENIX (THE)","PHOENIX","AZ","Proprietary 4 Year","25288","90002749"
"4054300","SOUTHWEST APPLIED TECHNOLOGY COLLEGE","CEDAR CITY","UT","Public 2 Year","66","191327"
"4056300","CAREER COLLEGE OF CALIFORNIA","SANTA ANA","CA","Proprietary 2 Year","181","726480"
"4057300","TECHSKILLS OF CALIFORNIA","SACRAMENTO","CA","Proprietary 2 Year","513","1804430"
"4059300","TUCSON COLLEGE OF BEAUTY","TUCSON","AZ","Proprietary 2 Year","74","254686"
"4060300","AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY","TULSA","OK","Proprietary 2 Year","52","238357"
"4065300","ROSEMAN UNIVERSITY OF HEALTH SCIENCES","HENDERSON","NV","Private 4 Year","70","311234"
"4066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRAS","MOBILE","AL","Proprietary 2 Year","27","121489"
"4067300","SELMA UNIVERSITY","SELMA","AL","Private 4 Year","562","2219300"
"4068300","FOUR COUNTY CAREER CENTER","ARCHBOLD","OH","Public 2 Year","5","23675"
"4072300","AVEDA INSTITUTE PROVO","PROVO","UT","Proprietary 2 Year","121","485239"
"4074300","HONDROS COLLEGE","WESTERVILLE","OH","Proprietary 4 Year","1811","6623806"
"4076400","GNOMON SCHOOL OF VISUAL EFFECTS","HOLLYWOOD","CA","Proprietary 2 Year","48","225029"
"4080300","ASPEN UNIVERSITY","DENVER","CO","Proprietary 4 Year","84","245060"
"4081300","BAIS MEDRASH TORAS CHESED","LAKEWOOD","NJ","Private 4 Year","52","248339"
"4082300","PROFESSIONAL CAREER TRAINING INSTITUTE","HOUSTON","TX","Proprietary 2 Year","105","365129"
"4083300","MARION COUNTY TECHNICAL EDUCATION CENTER","MULLINS","SC","Public 2 Year","37","149213"
"4083400","CAMBRIDGE INSTITUTE OF ALLIED HEALTH & T","DELRAY BEACH","FL","Proprietary 2 Year","165","692578"
"4088300","WESTMED COLLEGE","SAN JOSE","CA","Private 2 Year","230","766170"
"4089400","CCI TRAINING CENTER","ARLINGTON","TX","Proprietary 2 Year","169","609990"
"4092300","COASTLINE BEAUTY COLLEGE","FOUNTAIN VALLEY","CA","Proprietary 2 Year","230","826773"
"4092400","MAKE-UP DESIGNORY","BURBANK","CA","Proprietary 2 Year","179","611115"
"4093300","ACADEMY OF NATURAL THERAPY","GREELEY","CO","Proprietary 2 Year","59","166728"
"4094300","ROBERT B. MILLER COLLEGE (THE)","BATTLE CREEK","MI","Private 4 Year","172","528384"
"4095300","KING'S COLLEGE (THE)","NEW YORK","NY","Private 4 Year","154","605507"
"4100300","SUCCESS SCHOOLS","MERRILLVILLE","IN","Proprietary 2 Year","160","667251"
"4101300","CAROLINA SCHOOL OF BROADCASTING","CHARLOTTE","NC","Proprietary 2 Year","34","92123"
"4102300","NEW AGE TRAINING","NEW YORK","NY","Proprietary 2 Year","205","715217"
"4104300","ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO","WALLINGFORD","CT","Proprietary 2 Year","80","261546"
"4105400","PENSACOLA SCHOOL OF MASSAGE THERAPY & HE","PENSACOLA","FL","Proprietary 2 Year","105","305970"
"4106300","PALM BEACH ACADEMY OF HEALTH & BEAUTY","LAKE PARK","FL","Proprietary 2 Year","183","587409"
"4107300","CARIB TECHNOLOGICAL INSTITUTE","BAYAMON","PR","Proprietary 2 Year","415","1799309"
"4110300","UNIVERSITY OF MANAGEMENT AND TECHNOLOGY","ARLINGTON","VA","Proprietary 4 Year","143","460577"
"4111300","WEST HILLS COLLEGE LEMOORE","LEMOORE","CA","Public 2 Year","2239","7431387"
"4112300","LOUISIANA CULINARY INSTITUTE","BATON ROUGE","LA","Proprietary 2 Year","155","644595"
"4114300","NEVADA STATE COLLEGE","HENDERSON","NV","Public 4 Year","1450","4885283"
"4114500","VALLEY COLLEGE OF MEDICAL CAREERS","WEST HILLS","CA","Proprietary 2 Year","96","367259"
"4115300","COACHELLA VALLEY BEAUTY COLLEGE","LA QUINTA","CA","Proprietary 2 Year","136","520643"
"4115500","TALMUDICAL SEMINARY OF BOBOV","BROOKLYN","NY","Private 4 Year","298","1561005"
"4115600","MAYFIELD COLLEGE","CATHEDRAL CITY","CA","Proprietary 2 Year","476","1706751"
"4115700","REGINA'S COLLEGE OF BEAUTY","MONROE","NC","Proprietary 2 Year","244","837053"
"4116000","VIDEO SYMPHONY ENTERTRAINING","BURBANK","CA","Proprietary 2 Year","73","204417"
"4116400","FUTURE-TECH INSTITUTE","MIAMI","FL","Proprietary 2 Year","196","808810"
"4116600","TAYLOR COLLEGE","BELLEVIEW","FL","Proprietary 2 Year","248","890363"
"4116900","DIGRIGOLI SCHOOL OF COSMETOLOGY","WEST SPRINGFIELD","MA","Proprietary 2 Year","66","190625"
"4117100","EDP SCHOOL OF COMPUTER PROGRAMMING","BROOKLYN","NY","Private 2 Year","58","218742"
"4117200","INSTITUTO EDUCATIVO PREMIER","PONCE","PR","Proprietary 2 Year","339","1235042"
"4117300","DAYTON SCHOOL OF MEDICAL MASSAGE","DAYTON","OH","Proprietary 2 Year","332","1177169"
"4117400","MILWAUKEE CAREER COLLEGE","MILWAUKEE","WI","Proprietary 2 Year","310","970859"
"4117500","SOLEX MEDICAL ACADEMY","WHEELING","IL","Proprietary 2 Year","10","23005"
"4117600","LARRY'S BARBER COLLEGE","CHICAGO","IL","Proprietary 2 Year","154","525838"
"4117700","MONROE 2-ORLEANS BOCES, CENTER FOR WORK","ROCHESTER","NY","Public 2 Year","122","397165"
"4117900","CHAMPION BEAUTY COLLEGE","HOUSTON","TX","Proprietary 2 Year","48","149539"
"4118300","NORTHCOAST MEDICAL TRAINING ACADEMY","KENT","OH","Proprietary 2 Year","161","580377"
"4118400","ZAREM /GOLDE ORT TECHNICAL INSTITUTE","SKOKIE","IL","Private 2 Year","273","990807"
"4118600","ACADEMY OF COSMETOLOGY","JANESVILLE","WI","Proprietary 2 Year","61","252811"
"4118700","AMERICAN COLLEGE OF TECHNOLOGY","SAINT JOSEPH","MO","Proprietary 2 Year","337","1223412"
"4118800","NEW YORK FILM ACADEMY","UNIVERSAL CITY","CA","Proprietary 4 Year","273","1142723"
"4119000","EASTERN WEST VIRGINIA COMMUNITY & TECHNI","MOOREFIELD","WV","Public 2 Year","491","1796731"
"4119100","CITY VISION COLLEGE","KANSAS CITY","MO","Private 4 Year","49","121738"
"4119200","CAREER COLLEGE CONSULTANTS","LOS ANGELES","CA","Proprietary 2 Year","125","452475"
"4119400","AVEDA INSTITUTE - SAINT PETERSBURG","SAINT PETERSBURG","FL","Proprietary 2 Year","490","1952271"
"4119600","YESHIVA OF FAR ROCKAWAY DERECH AYSON RAB","FAR ROCKAWAY","NY","Private 4 Year","9","38955"
"4120000","SUNNYSIDE BEAUTY ACADEMY","SUNNYSIDE","WA","Proprietary 2 Year","18","71695"
"4120300","HEALTH AND STYLE INSTITUTE","HIGH POINT","NC","Proprietary 2 Year","251","853383"
"4120400","HI-TECH SCHOOL OF COSMETOLOGY","MIAMI","FL","Proprietary 2 Year","114","434237"
"4120900","ARIZONA CULINARY INSTITUTE","SCOTTSDALE","AZ","Proprietary 2 Year","76","286796"
"4121000","TECHSKILLS - INDIANAPOLIS","INDIANAPOLIS","IN","Proprietary 2 Year","153","505742"
"4121100","GALLERY COLLEGE OF BEAUTY (THE)","CLINTON TOWNSHIP","MI","Proprietary 2 Year","154","456573"
"4121500","COLUMBIA SOUTHERN UNIVERSITY","ORANGE BEACH","AL","Proprietary 4 Year","6583","21850256"
"4121700","DIXIE APPLIED TECHNOLOGY COLLEGE","ST. GEORGE","UT","Public 2 Year","94","328359"
"4121800","CRISWELL COLLEGE","DALLAS","TX","Private 4 Year","116","439053"
"4122000","TRI COUNTY REGIONAL VOCATIONAL TECHNICAL","FRANKLIN","MA","Public 2 Year","18","80666"
"4122300","GRANTHAM UNIVERSITY","KANSAS CITY","MO","Proprietary 4 Year","7504","27092122"
"4123200","INSTITUTE OF ALLIED MEDICAL PROFESSIONS","ELMHURST","NY","Private 2 Year","12","31363"
"4123400","YESHIVAS BE'ER YITZCHOK","ELIZABETH","NJ","Private 4 Year","42","206997"
"4123900","LEXINGTON HEALING ARTS ACADEMY","LEXINGTON","KY","Proprietary 2 Year","78","199197"
"4124000","DOMINION SCHOOL OF HAIR DESIGN","GLOUSCESTER","VA","Proprietary 2 Year","29","102917"
"4124100","ELITE COLLEGE OF COSMETOLOGY","LEXINGTON","TN","Proprietary 2 Year","50","159203"
"4124500","TECHSKILLS","COLUMBUS","OH","Proprietary 2 Year","174","576592"
"4124700","AMBRIA COLLEGE OF NURSING","HOFFMAN ESTATES","IL","Proprietary 2 Year","221","467636"
"4125000","GENTLE HEALING SCHOOL OF MASSAGE","CRANBURY","NJ","Proprietary 2 Year","13","26405"
"4125100","MONTESSORI CASA INTERNATIONAL","GREENWOOD VILLAGE","CO","Private 2 Year","3","11435"
"4125400","ACADEMY AT AUSTIN (THE)","PFLUGERVILLE","TX","Proprietary 2 Year","137","484015"
"4125500","MANUEL AND THERESA'S SCHOOL OF HAIR DESI","BRYAN","TX","Proprietary 2 Year","50","173372"
"4125600","CAREER SCHOOL OF NY","STATEN ISLAND","NY","Private 2 Year","100","322299"
"4125700","CUT BEAUTY SCHOOL (THE)","CLEVELAND HEIGHTS","OH","Proprietary 4 Year","6","14351"
"4126000","OHIO ACADEMY PAUL MITCHELL PARTNER SCHOO","TWINSBURG","OH","Proprietary 2 Year","147","550206"
"4126400","CHAMPION INSTITUTE OF COSMETOLOGY","PALM SPRINGS","CA","Proprietary 2 Year","25","87577"
"4126500","COAST CAREER INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","410","1329522"
"4126900","ACADEMY OF CAREER TRAINING","KISSIMMEE","FL","Proprietary 2 Year","179","574505"
"4127100","UNIVERSITY OF CALIFORNIA, MERCED","MERCED","CA","Public 4 Year","3625","16429621"
"4127200","VICTORIA'S ACADEMY OF COSMETOLOGY","KENNEWICK","WA","Proprietary 2 Year","87","332580"
"4127300","COLUMBIA COLLEGE","FAIRFAX","VA","Proprietary 2 Year","440","1276809"
"4127400","DIGITAL MEDIA ARTS COLLEGE","BOCA RATON","FL","Proprietary 4 Year","277","1098779"
"4127500","CDE CAREER INSTITUTE","TANNERSVILLE","PA","Proprietary 2 Year","40","120999"
"4127700","AMERICAN SENTINEL UNIVERSITY","AURORA","CO","Proprietary 4 Year","227","558269"
"4127900","TUI UNIVERSITY","CYPRESS","CA","Proprietary 4 Year","1050","3764009"
"4128000","MILLENNIUM TRAINING INSTITUTE","WOBURN","MA","Proprietary 2 Year","163","572881"
"4128400","MANAGEMENT RESOURCES INSTITUTE","MIAMI","FL","Proprietary 2 Year","761","3060027"
"4128800","BRANFORD ACADEMY OF HAIR & COSMETOLOGY","BRANFORD","CT","Proprietary 2 Year","39","141373"
"4128900","CENTRAL MASS SCHOOL OF MASSAGE AND THERA","SPENCER","MA","Proprietary 2 Year","9","29334"
"4129400","CENTER FOR MASSAGE & NATURAL HEALTH","WEAVERVILLE","NC","Proprietary 2 Year","39","112251"
"4129800","MEDIATECH INSTITUTE DALLAS","IRVING","TX","Proprietary 2 Year","451","1664927"
"4129900","FLORIDA SCHOOL OF MASSAGE","GAINESVILLE","FL","Proprietary 2 Year","71","235106"
"4130100","LOUISIANA DELTA COMMUNITY COLLEGE","MONROE","LA","Public 2 Year","2230","7863832"
"4130200","INST. OF PRODUCTION AND RECORDING","Minneapolis","MN","Proprietary 2 Year","135","415197"
"4130300","VICTORY TRADE SCHOOL","SPRINGFIELD","MO","Private 2 Year","25","114283"
"4130400","SHEAR EXCELLENCE INTERNATIONAL HAIR ACAD","TAMPA","FL","Proprietary 2 Year","115","476974"
"4130600","CENTER FOR HEALING ARTS (THE), LLC","ST. LOUIS","MO","Proprietary 2 Year","60","140867"
"4130700","ACADEMY OF MASSAGE AND BODYWORK","BEAR","DE","Proprietary 2 Year","44","126531"
"4130800","CASCADE BEAUTY COLLEGE","AUBURN","WA","Proprietary 2 Year","27","122603"
"4130900","HONORS BEAUTY COLLEGE","INDIANAPOLIS","IN","Proprietary 2 Year","92","288357"
"4131100","YESHIVA TORAS CHAIM","LAKEWOOD","NJ","Private 4 Year","136","694298"
"4131200","TOTAL IMAGE BEAUTY ACADEMY","JERSEY CITY","NJ","Proprietary 2 Year","70","235781"
"4131300","CORINTH ACADEMY OF COSMETOLOGY","CORNITH","MS","Proprietary 2 Year","171","625710"
"4131500","COLLECTIVE (THE)","NEW YORK","NY","Proprietary 2 Year","1","2695"
"4131600","LIBERTY TECHNICAL COLLEGE","CAYEY","PR","Proprietary 2 Year","179","744181"
"4131700","SOUTHWEST CAREER COLLEGE","EL PASO","TX","Proprietary 4 Year","1936","7985224"
"4132400","ACADEMY OF ESTHETICS AND COSMETOLOGY","SYLMAR","CA","Proprietary 2 Year","30","125128"
"4132600","WISCONSIN ACADEMY (THE)","PESHTIGO","WI","Proprietary 2 Year","34","152223"
"4132700","INFOTECH CAREER COLLEGE","BELLFLOWER","CA","Proprietary 2 Year","107","328839"
"4132800","INLAND MASSAGE INSTITUTE","SPOKANE","WA","Proprietary 2 Year","21","60600"
"4132900","Z HAIR ACADEMY","LAWRENCE","KS","Proprietary 2 Year","65","230249"
"4133000","BIOHEALTH COLLEGE","SAN JOSE","CA","Proprietary 2 Year","97","384797"
"4133100","CALIFORNIA UNIVERSITY OF MANAGEMENT AND","ANAHEIM","CA","Private 4 Year","6","30275"
"4133300","TREND SETTERS SCHOOL OF COSMETOLOGY","CAPE GIRARDEAU","MO","Proprietary 2 Year","83","299257"
"4133400","CENTURA COLLEGE","ALEXANDRIA","VA","Proprietary 2 Year","5","9171"
"4133600","CUTTER'S EDGE SCHOOL OF COSMETOLOGY","CUSHING","OK","Proprietary 2 Year","11","55131"
"4133700","NEW YORK MEDICAL CAREER TRAINING CENTER","FLUSHING","NY","Proprietary 2 Year","122","496999"
"4133900","FUTURA CAREER INSTITUTE","HIALEAH","FL","Proprietary 2 Year","194","691384"
"4134000","JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO","BALLSTON SPA","NY","Proprietary 2 Year","158","463778"
"4134100","JERSEY COLLEGE","TETERBORO","NJ","Proprietary 2 Year","1959","6963904"
"4134300","EVANS HAIRSTYLING COLLEGE","REXBURG","ID","Proprietary 2 Year","42","181245"
"4134500","CAREER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 2 Year","286","1039460"
"4134700","INTERNATL PROFESSIONAL SCHL OF BODYWORK","SAN DIEGO","CA","Proprietary 2 Year","91","254889"
"4134800","AVEDA INSTITUTE - TALLAHASSEE","TALLAHASSEE","FL","Proprietary 2 Year","436","1717402"
"4135000","COZMO THE SCHOOL","BONITA SPRINGS","FL","Proprietary 2 Year","59","200662"
"4135900","ALLIED HEALTH INSTITUTE","NORTH LAUDERDALE","FL","Proprietary 4 Year","654","2335673"
"4136400","AMERICAN INSTITUTE OF MEDICAL SCIENCES &","SOUTH PLAINFIELD","NJ","Proprietary 2 Year","124","505852"
"4136500","PCCENTER","DESOTO","TX","Proprietary 2 Year","51","199247"
"4136900","UNIVERSITY OF AESTHETICS (THE)","CHICAGO","IL","Proprietary 2 Year","17","51568"
"4137000","UNIVERSITY OF AESTHETICS & COSMETOLOGY","DOWNERS GROVE","IL","Proprietary 2 Year","13","38610"
"4137200","BORNER'S BARBER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","29","75454"
"4137300","CAYCE/REILLY SCHOOL OF MASSOTHERAPY","VIRGINIA BEACH","VA","Private 2 Year","27","74080"
"4137500","TRICOCI UNIVERSITY OF BEAUTY CULTURE","CHICAGO","IL","Proprietary 2 Year","173","623477"
"4137700","ANN MARIE'S WORLD OF BEAUTY SCHOOL","BINGHAMTON","NY","Proprietary 2 Year","2","7140"
"4137800","AVEDA INSTITUTE COLUMBUS","COLUMBUS","OH","Proprietary 2 Year","347","1222607"
"4137900","BRENSTEN EDUCATION","WAUKESHA","WI","Proprietary 2 Year","324","1181672"
"4138000","INSTITUTE OF THERAPEUTIC MASSAGE","OTTAWA","OH","Proprietary 2 Year","47","138787"
"4138100","YESHIVA OF MACHZIKAI HADAS","BROOKLYN","NY","Private 4 Year","273","1533985"
"4138200","SALON PROFESSIONAL ACADEMY (THE)","APPLETON","WI","Proprietary 2 Year","61","250903"
"4138400","SCHOOL OF DESIGNING ARTS","BATTLE CREEK","MI","Proprietary 2 Year","60","214179"
"4138500","CARDIOTECH ULTRASOUND SCHOOL","HOUSTON","TX","Proprietary 2 Year","34","158126"
"4138600","ALASKA CHRISTIAN COLLEGE","SOLDOTNA","AK","Private 2 Year","62","277704"
"4138700","CAO INSTITUTE OF AESTHETICS (THE)","ALHAMBRA","CA","Proprietary 2 Year","162","636028"
"4139000","MIDWESTERN CAREER COLLEGE","CHICAGO","IL","Proprietary 2 Year","308","1056840"
"4139200","UNIVERSAL BARBER COLLEGE","PHOENIX","AZ","Proprietary 2 Year","37","119252"
"4139300","NATIONAL BEAUTY COLLEGE","DENVER","CO","Proprietary 2 Year","44","220874"
"4139400","HAIR ACADEMY (THE)","BISMARCK","ND","Proprietary 2 Year","27","88123"
"4139700","FREDERICK SCHOOL OF COSMETOLOGY","FREDERICK","MD","Proprietary 2 Year","20","66962"
"4139800","DELAWARE COLLEGE OF ART & DESIGN","WILMINGTON","DE","Private 2 Year","91","386891"
"4140000","GLOBAL HEALTH NURSE TRAINING SERVICES","ALEXANDRIA","VA","Proprietary 2 Year","243","690144"
"4140200","MISSISSIPPI INSTITUTE OF AESTHETICS, NAI","CLINTON","MS","Proprietary 2 Year","67","252759"
"4140500","HORIZON UNIVERSITY","SAN DIEGO","CA","Private 4 Year","37","108602"
"4140700","AVEDA INSTITUTE CHAPEL HILL","CHAPEL HILL","NC","Proprietary 2 Year","109","365068"
"4140800","NORTH FLORIDA ACADEMY","ORANGE PARK","FL","Proprietary 2 Year","29","107452"
"4140900","INTERNATIONAL COSMETOLOGY ACADEMY","GRAND RAPIDS","MI","Proprietary 2 Year","65","251839"
"4141000","AVEDA INSTITUTE CHICAGO","CHICAGO","IL","Proprietary 2 Year","141","540387"
"4141100","FRENCH ACADEMY OF COSMETOLOGY","SPRING LAKE","MI","Proprietary 2 Year","58","190463"
"4141200","TONI & GUY HAIRDRESSING ACADEMY","CRANSTON","RI","Proprietary 2 Year","105","395035"
"4141300","SAN FRANCISCO INSTITUTE OF ESTHETICS","SAN FRANCISCO","CA","Proprietary 2 Year","141","517451"
"4141400","LAURUS COLLEGE","SAN LUIS OBISPO","CA","Proprietary 2 Year","810","2288470"
"4141600","OMEGA STUDIOS' SCHOOL OF APPLIED RECORDI","ROCKVILLE","MD","Proprietary 2 Year","16","49375"
"4141700","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","ESCONDIDO","CA","Proprietary 2 Year","88","277929"
"4142100","SKIN INSTITUTE (THE)","SAINT GEORGE","UT","Proprietary 2 Year","10","22682"
"4142300","AVEDA INSTITUTE SAN ANTONIO","SAN ANTONIO","TX","Proprietary 2 Year","241","928804"
"4142500","TOURO COLLEGE LOS ANGELES","WEST HOLLYWOOD","CA","Private 4 Year","75","231153"
"4142600","TOURO UNIVERSITY","VALLEJO","CA","Private 4 Year","4","18348"
"4142900","GEORGIA GWINNETT COLLEGE","LAWRENCEVILLE","GA","Public 4 Year","6187","24197544"
"4143100","PROFESSIONAL HANDS INSTITUTE","MIAMI","FL","Proprietary 2 Year","43","167460"
"4143200","HULT INTERNATIONAL BUSINESS SCHOOL","CAMBRIDGE","MA","Private 4 Year","2","11290"
"4143800","WOODLAND COMMUNITY COLLEGE","WOODLAND","CA","Public 2 Year","1157","3834118"
"4144200","CAREER DEVELOPMENT INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","76","289457"
"4144300","INSTITUTE OF CULINARY EDUCATION","NEW YORK","NY","Proprietary 2 Year","228","615583"
"4144400","ACADEMY OF HAIR DESIGN (THE)","OKLAHOMA CITY","OK","Proprietary 2 Year","30","123020"
"4144500","HAIR ACDMY PAUL MITCHELL PARTNER SCHOOL","REXBURG","ID","Proprietary 2 Year","119","489348"
"4144800","INTERNATIONAL ACADEMY OF STYLE","RENO","NV","Proprietary 2 Year","115","499484"
"4145000","SAN DIEGO CULINARY INSTITUTE","SAN DIEGO","CA","Proprietary 2 Year","78","254736"
